           Time[sec]              Command             PortNo.0             PortNo.1             PortNo.2             PortNo.3 
        1.5600000000         1.5796886183         1.3966839240         1.3893265273         1.3940361771         4.0385164201 
        1.5650000000         1.5071302734         1.3915897233         1.3791412853         1.4169529256         4.0308699554 
        1.5700000000         1.4355517711         1.4017781247         1.3816875958         1.3863972609         4.0104793830 
        1.5750000000         1.3650237507         1.4094194257         1.3944191484         1.4067677040         4.0002840968 
        1.5800000000         1.2956158147         1.4017781247         1.3867802168         1.3991287878         3.9900888105 
        1.5850000000         1.2273964606         1.4017781247         1.3867802168         1.3965824825         3.9646005950 
        1.5900000000         1.1604330126         1.3814013219         1.3995117694         1.4118603148         3.9467588441 
        1.5950000000         1.0947915554         1.4017781247         1.3867802168         1.3889435663         3.9136241638 
        1.6000000000         1.0305368693         1.3941368236         1.3995117694         1.4016750932         3.8753918405 
        1.6050000000         0.9677323659         1.3966839240         1.3816875958         1.4042213986         3.8677453758 
        1.6100000000         0.9064400256         1.3890426230         1.3918728378         1.4118603148         3.8371595172 
        1.6150000000         0.8467203367         1.3915897233         1.4071507010         1.3991287878         3.7963783722 
        1.6200000000         0.7886322352         1.3864955226         1.3918728378         1.4042213986         3.7530484058 
        1.6250000000         0.7322330470         1.3915897233         1.3918728378         1.3991287878         3.7071696178 
        1.6300000000         0.6775784314         1.3915897233         1.4071507010         1.3863972609         3.6663884729 
        1.6350001000         0.6247212871         1.4017781247         1.4071507010         1.3965824825         3.6256073280 
        1.6400000000         0.5737168931         1.3839484223         1.3867802168         1.4067677040         3.5720820753 
        1.6450001000         0.5246115063         1.3864955226         1.3918728378         1.3940361771         3.5211056441 
        1.6500000000         0.4774575141         1.3915897233         1.3944191484         1.3863972609         3.4650315699 
        1.6550001000         0.4322976814         1.3992310243         1.4096970115         1.3914898717         3.4064086741 
        1.6600000000         0.3891801862         1.3966839240         1.3918728378         1.4042213986         3.3579810645 
        1.6650001000         0.3481441329         1.3941368236         1.3893265273         1.4042213986         3.2993581687 
        1.6700000000         0.3092332999         1.3941368236         1.3969654589         1.4042213986         3.2356376298 
        1.6750000000         0.2724836895         1.4017781247         1.3995117694         1.3965824825         3.1642706262 
        1.6800000000         0.2379323688         1.3915897233         1.3944191484         1.4042213986         3.0980012658 
        1.6850000000         0.2056134358         1.4119665260         1.3944191484         1.4042213986         3.0291830837 
        1.6900000000         0.1755587853         1.3966839240         1.3944191484         1.3914898717         2.9450719724 
        1.6950000000         0.1477980776         1.3966839240         1.3944191484         1.3914898717         2.8711561472 
        1.7000000000         0.1223587093         1.3966839240         1.3944191484         1.4042213986         2.8125332514 
        1.7050000000         0.0992657858         1.3941368236         1.3918728378         1.4067677040         2.7360686048 
        1.7100000000         0.0785420972         1.4017781247         1.3995117694         1.3991287878         2.6494086718 
        1.7150000000         0.0602080952         1.3941368236         1.3944191484         1.3940361771         2.5627487389 
        1.7200000000         0.0442818732         1.4017781247         1.4020580799         1.3991287878         2.4862840922 
        1.7250000000         0.0307791485         1.3966839240         1.3944191484         1.3914898717         2.4047218024 
        1.7300000000         0.0197132467         1.3992310243         1.4020580799         1.3991287878         2.3282571557 
        1.7350000000         0.0110950885         1.3966839240         1.3918728378         1.4042213986         2.2466948659 
        1.7400000000         0.0049331789         1.3890426230         1.3842339063         1.3991287878         2.1600349330 
        1.7450000000         0.0012335991         1.4043252250         1.3995117694         1.3965824825         2.0759238216 
        1.7500000000         0.0000000000         1.4017781247         1.3995117694         1.3991287878         1.9867150671 
        1.7550000000         0.0012335991         1.4017781247         1.3995117694         1.3965824825         1.9026039558 
        1.7600001000         0.0049332776         1.3966839240         1.3944191484         1.3940361771         1.8082975582 
        1.7650000000         0.0110950885         1.4017781247         1.3995117694         1.3940361771         1.7190888037 
        1.7700001000         0.0197134436         1.3890426230         1.3867802168         1.3991287878         1.6451729786 
        1.7750000000         0.0307791485         1.4017781247         1.3995117694         1.3965824825         1.5508665810 
        1.7800001000         0.0442821675         1.3966839240         1.3944191484         1.4067677040         1.4642066481 
        1.7850000000         0.0602080952         1.3864955226         1.3893265273         1.3991287878         1.3699002505 
        1.7900001000         0.0785424878         1.3966839240         1.3944191484         1.3914898717         1.2704962098 
        1.7950000000         0.0992657858         1.3890426230         1.3867802168         1.3991287878         1.1863850984 
        1.8000000000         0.1223587093         1.3941368236         1.3944191484         1.3914898717         1.0920787008 
        1.8050000000         0.1477980776         1.3890426230         1.3867802168         1.3991287878         1.0105164110 
        1.8100000000         0.1755587853         1.3966839240         1.3944191484         1.3940361771         0.9085635488 
        1.8150000000         0.2056134358         1.3966839240         1.3944191484         1.3940361771         0.8091595081 
        1.8200000000         0.2379323688         1.3992310243         1.3995117694         1.3991287878         0.7275972182 
        1.8250000000         0.2724836895         1.3890426230         1.3867802168         1.3965824825         0.6332908207 
        1.8300000000         0.3092332999         1.3941368236         1.3944191484         1.3940361771         0.5338867800 
        1.8350000000         0.3481449325         1.3992310243         1.3995117694         1.4042213986         0.4446780255 
        1.8400000000         0.3891801862         1.3966839240         1.3944191484         1.3914898717         0.3427251632 
        1.8450000000         0.4322985643         1.3966839240         1.3944191484         1.4042213986         0.2662605165 
        1.8500000000         0.4774575141         1.3941368236         1.3944191484         1.3965824825         0.1592100111 
        1.8550000000         0.5246124691         1.3992310243         1.4046043904         1.3991287878         0.0725500782 
        1.8600000000         0.5737168931         1.3890426230         1.3944191484         1.3991287878         0.0011830746 
        1.8650000000         0.6247223259         1.4017781247         1.4020580799         1.3914898717        -0.0039145685 
        1.8700000000         0.6775784314         1.3992310243         1.4020580799         1.3965824825         4.9968733254 
        1.8750000000         0.7322330470         1.4017781247         1.3918728378         1.4042213986         5.0070686116 
        1.8800000000         0.7886322352         1.3966839240         1.3893265273         1.3965824825         4.9280551433 
        1.8850001000         0.8467215150         1.3992310243         1.3995117694         1.3965824825         4.8413952104 
        1.8900000000         0.9064400256         1.4043252250         1.3995117694         1.3965824825         4.7547352775 
        1.8950001000         0.9677336070         1.3864955226         1.3893265273         1.3965824825         4.6731729877 
        1.9000000000         1.0305368693         1.3864955226         1.3867802168         1.3991287878         4.5788665901 
        1.9050001000         1.0947928545         1.4043252250         1.3995117694         1.3965824825         4.4896578356 
        1.9100000000         1.1604330126         1.3966839240         1.3918728378         1.3965824825         4.4131931889 
        1.9150001000         1.2273978127         1.3941368236         1.3918728378         1.4093140094         4.3367285422 
        1.9200000000         1.2956158147         1.3864955226         1.3944191484         1.3991287878         4.2449709662 
        1.9250000000         1.3650237507         1.3992310243         1.3995117694         1.3991287878         4.1634086764 
        1.9300000000         1.4355517711         1.3839484223         1.3867802168         1.3991287878         4.0869440297 
        1.9350000000         1.5071302734         1.3941368236         1.3867802168         1.3965824825         4.0028329183 
        1.9400000000         1.5796886183         1.4068723253         1.3995117694         1.3940361771         3.9340147363 
        1.9450000000         1.6531551994         1.4017781247         1.3995117694         1.3991287878         3.8499036249 
        1.9500000000         1.7274575141         1.3941368236         1.3944191484         1.4067677040         3.7810854429 
        1.9550000000         1.8025222349         1.4043252250         1.3969654589         1.3991287878         3.7046207962 
        1.9600000000         1.8782752821         1.3966839240         1.3944191484         1.3914898717         3.6230585064 
        1.9650000000         1.9546418965         1.3864955226         1.3867802168         1.3991287878         3.5516915028 
        1.9700000000         2.0315467135         1.3941368236         1.3944191484         1.4016750932         3.4879709639 
        1.9750000000         2.1089138374         1.3890426230         1.3867802168         1.3991287878         3.4089574957 
        1.9800000000         2.1866669161         1.4017781247         1.3995117694         1.3991287878         3.3375904921 
        1.9850000000         2.2647292167         1.3890426230         1.3893265273         1.3991287878         3.2687723101 
        1.9900000000         2.3430237012         1.3890426230         1.3893265273         1.4067677040         3.2076005927 
        1.9950000000         2.4214731023         1.4017781247         1.3969654589         1.3940361771         3.1234894813 
        2.0000000000         2.5000000000         1.4017781247         1.3995117694         1.3991287878         3.0623177640 
        2.0050000000         2.5785268977         1.3890426230         1.3893265273         1.3991287878         2.9934995820 
        2.0100000000         2.6569762988         1.3941368236         1.3893265273         1.3991287878         2.9297790430 
        2.0150001000         2.7352723471         1.3941368236         1.3969654589         1.4067677040         2.8711561472 
        2.0200001000         2.8133346423         1.3966839240         1.3893265273         1.3991287878         2.8201797161 
        2.0250000000         2.8910861626         1.3737600209         1.3969654589         1.3940361771         2.7844962143 
        2.0300000000         2.9684532865         1.4043252250         1.3995117694         1.4016750932         2.7692032850 
        2.0350001000         3.0453596365         1.3890426230         1.4046043904         1.3991287878         2.7488127125 
        2.0400001000         3.1217262394         1.3915897233         1.3765949747         1.4067677040         2.7411662479 
        2.0450000000         3.1974777651         1.3763071212         1.3918728378         1.4016750932         2.7309709616 
        2.0500000000         3.2725424859         1.3814013219         1.3969654589         1.4067677040         2.7335197832 
        2.0550000000         3.3468448006         1.4068723253         1.3969654589         1.3965824825         2.7386174263 
        2.0600000000         3.4203113817         1.3915897233         1.4046043904         1.3991287878         2.7309709616 
        2.0650000000         3.4928697266         1.4017781247         1.3893265273         1.4042213986         2.7462638910 
        2.0700000000         3.5644482289         1.4094194257         1.3969654589         1.4016750932         2.7641056419 
        2.0750000000         3.6349762493         1.3966839240         1.3816875958         1.3965824825         2.7692032850 
        2.0800000000         3.7043841853         1.4145136264         1.4020580799         1.3914898717         2.7895938574 
        2.0850000000         3.7726035394         1.4094194257         1.3969654589         1.3991287878         2.8176308946 
        2.0900000000         3.8395669874         1.3992310243         1.3791412853         1.3940361771         2.8354726455 
        2.0950000000         3.9052084446         1.4170607267         1.4020580799         1.3889435663         2.8558632179 
        2.1000000000         3.9694631307         1.4119665260         1.3969654589         1.3914898717         2.8839002550 
        2.1050000000         4.0322676341         1.4068723253         1.3867802168         1.3965824825         2.9272302215 
        2.1100000000         4.0935599744         1.4145136264         1.3995117694         1.3889435663         2.9527184371 
        2.1150000000         4.1532796633         1.3864955226         1.3944191484         1.4016750932         2.9884019388 
        2.1200000000         4.2113677648         1.3941368236         1.3995117694         1.3965824825         3.0291830837 
        2.1250000000         4.2677669530         1.3890426230         1.3842339063         1.4042213986         3.0903548011 
        2.1300000000         4.3224215686         1.3864955226         1.3969654589         1.3965824825         3.1311359460 
        2.1350000000         4.3752776741         1.3915897233         1.3944191484         1.4067677040         3.1872100202 
        2.1400001000         4.4262841082         1.3864955226         1.3893265273         1.3940361771         3.2254423436 
        2.1450000000         4.4753875309         1.3966839240         1.4020580799         1.4067677040         3.2866140610 
        2.1500000000         4.5225424859         1.3915897233         1.3944191484         1.4067677040         3.3477857783 
        2.1550000000         4.5677014357         1.3941368236         1.3995117694         1.4042213986         3.4089574957 
        2.1600001000         4.6108206554         1.3992310243         1.3995117694         1.4067677040         3.4573851052 
        2.1650000000         4.6518550675         1.3966839240         1.3944191484         1.4016750932         3.5338497519 
        2.1700000000         4.6907667001         1.3941368236         1.3944191484         1.3889435663         3.5848261831 
        2.1750000000         4.7275163105         1.4017781247         1.3995117694         1.4118603148         3.6638396513 
        2.1800001000         4.7620683000         1.3941368236         1.3918728378         1.4067677040         3.7326578333 
        2.1850000000         4.7943865642         1.3941368236         1.3918728378         1.4042213986         3.8065736585 
        2.1900000000         4.8244412147         1.3941368236         1.3944191484         1.3940361771         3.8702941974 
        2.1950000000         4.8522019224         1.4017781247         1.4020580799         1.3965824825         3.9518564872 
        2.2000000000         4.8776412907         1.3966839240         1.3944191484         1.4042213986         4.0334187770 
        2.2050000000         4.9007342142         1.3941368236         1.3944191484         1.3991287878         4.1124322453 
        2.2100000000         4.9214579028         1.3966839240         1.3944191484         1.3940361771         4.1914457135 
        2.2150000000         4.9397919048         1.3941368236         1.3918728378         1.4042213986         4.2883009326 
        2.2200000000         4.9557181268         1.3941368236         1.3944191484         1.3940361771         4.3647655793 
        2.2250000000         4.9692208515         1.3992310243         1.3995117694         1.3991287878         4.4565231554 
        2.2300000000         4.9802867533         1.3966839240         1.3944191484         1.3940361771         4.5380854452 
        2.2350000000         4.9889049115         1.3966839240         1.3944191484         1.3940361771         4.6298430212 
        2.2400000000         4.9950668211         1.4017781247         1.3995117694         1.3965824825         4.7317958835 
        2.2450000000         4.9987664009         1.3992310243         1.3995117694         1.3965824825         4.8261022811 
        2.2500000000         5.0000000000         1.3966839240         1.3944191484         1.4042213986         4.9255063218 
        2.2550000000         4.9987664009         1.3890426230         1.3867802168         1.4042213986         5.0070686116 
        2.2600000000         4.9950668211         1.3890426230         1.3893265273         1.3965824825         4.9866780391 
        2.2650001000         4.9889047637         1.3941368236         1.3918728378         1.4042213986         0.0088295393 
        2.2700000000         4.9802867533         1.3966839240         1.3944191484         1.3940361771        -0.0039145685 
        2.2750000000         4.9692208515         1.3966839240         1.3944191484         1.3991287878         0.0903918291 
        2.2800000000         4.9557181268         1.3941368236         1.3944191484         1.3965824825         0.1897958698 
        2.2850001000         4.9397915622         1.3890426230         1.3867802168         1.4067677040         0.2891999105 
        2.2900000000         4.9214579028         1.3941368236         1.3944191484         1.4067677040         0.3886039512 
        2.2950000000         4.9007342142         1.3941368236         1.3944191484         1.3991287878         0.4778127057 
        2.3000000000         4.8776412907         1.3966839240         1.3944191484         1.4042213986         0.5797655680 
        2.3050001000         4.8522013903         1.3941368236         1.3944191484         1.3940361771         0.6689743224 
        2.3100000000         4.8244412147         1.4043252250         1.3995117694         1.3914898717         0.7556342554 
        2.3150000000         4.7943865642         1.4017781247         1.3995117694         1.4016750932         0.8499406530 
        2.3200000000         4.7620676312         1.3941368236         1.3944191484         1.4067677040         0.9544423368 
        2.3250000000         4.7275163105         1.4043252250         1.3918728378         1.3914898717         1.0334558050 
        2.3300000000         4.6907667001         1.4017781247         1.3995117694         1.3991287878         1.1354086673 
        2.3350000000         4.6518550675         1.3890426230         1.3867802168         1.3991287878         1.2271662433 
        2.3400000000         4.6108198138         1.4068723253         1.3995117694         1.3965824825         1.3240214625 
        2.3450000000         4.5677014357         1.3941368236         1.3918728378         1.4042213986         1.4183278600 
        2.3500000000         4.5225424859         1.3890426230         1.3867802168         1.3965824825         1.5100854361 
        2.3550000000         4.4753875309         1.3992310243         1.3995117694         1.4042213986         1.5992941906 
        2.3600000000         4.4262831069         1.3864955226         1.3867802168         1.4042213986         1.6910517666 
        2.3650000000         4.3752776741         1.3941368236         1.3944191484         1.3965824825         1.7726140564 
        2.3700000000         4.3224215686         1.4017781247         1.3995117694         1.3940361771         1.8567251678 
        2.3750000000         4.2677669530         1.4017781247         1.3893265273         1.3991287878         1.9459339222 
        2.3800000000         4.2113677648         1.3992310243         1.4071507010         1.3965824825         2.0351426767 
        2.3850000000         4.1532796633         1.3966839240         1.3944191484         1.4042213986         2.1319978959 
        2.3900001000         4.0935587641         1.3941368236         1.3944191484         1.3940361771         2.2033648994 
        2.3950000000         4.0322676341         1.3941368236         1.3944191484         1.4042213986         2.3002201186 
        2.4000000000         3.9694631307         1.3966839240         1.3842339063         1.3991287878         2.3817824084 
        2.4050000000         3.9052084446         1.3864955226         1.3842339063         1.3991287878         2.4658935198 
        2.4100001000         3.8395656612         1.4043252250         1.3995117694         1.3965824825         2.5449069880 
        2.4150000000         3.7726035394         1.3992310243         1.3918728378         1.4042213986         2.6341157425 
        2.4200000000         3.7043841853         1.3966839240         1.3918728378         1.4118603148         2.7207756754 
        2.4250000000         3.6349762493         1.3966839240         1.3918728378         1.3991287878         2.7946915006 
        2.4300001000         3.5644468076         1.3915897233         1.3944191484         1.3940361771         2.8686073257 
        2.4350000000         3.4928697266         1.3966839240         1.3944191484         1.4093140094         2.9603649017 
        2.4400000000         3.4203113817         1.3966839240         1.3944191484         1.3889435663         3.0291830837 
        2.4450000000         3.3468448006         1.4068723253         1.3944191484         1.4067677040         3.1234894813 
        2.4500000000         3.2725424859         1.3941368236         1.3918728378         1.3914898717         3.1872100202 
        2.4550000000         3.1974777651         1.3941368236         1.4020580799         1.3940361771         3.2662234885 
        2.4600000000         3.1217247179         1.3966839240         1.4020580799         1.3991287878         3.3452369568 
        2.4650000000         3.0453581035         1.4068723253         1.3995117694         1.3991287878         3.4242504250 
        2.4700000000         2.9684532865         1.4017781247         1.3893265273         1.4067677040         3.5032638933 
        2.4750000000         2.8910861626         1.3966839240         1.3893265273         1.4016750932         3.5797285399 
        2.4800000000         2.8133330839         1.3941368236         1.3944191484         1.3940361771         3.6358026142 
        2.4850000000         2.7352707833         1.3966839240         1.3944191484         1.3991287878         3.7148160824 
        2.4900000000         2.6569762988         1.3941368236         1.3944191484         1.3965824825         3.7785366214 
        2.4950000000         2.5785268977         1.3966839240         1.3944191484         1.4042213986         3.8550012680 
        2.5000000000         2.5000000000         1.3966839240         1.3944191484         1.4067677040         3.9187218070 
        2.5050000000         2.4214731023         1.3915897233         1.3867802168         1.4016750932         3.9773447028 
        2.5100000000         2.3430237012         1.3966839240         1.3791412853         1.3940361771         4.0334187770 
        2.5150001000         2.2647276529         1.3966839240         1.3944191484         1.4093140094         4.1073346021 
        2.5200000000         2.1866669161         1.3890426230         1.3791412853         1.3991287878         4.1506645686 
        2.5250000000         2.1089138374         1.3763071212         1.3995117694         1.3940361771         4.1710551411 
        2.5300000000         2.0315467135         1.3915897233         1.3791412853         1.4042213986         4.1990921782 
        2.5350001000         1.9546403635         1.3915897233         1.3791412853         1.4042213986         4.2169339291 
        2.5400000000         1.8782752821         1.3966839240         1.3816875958         1.3991287878         4.2296780369 
        2.5450000000         1.8025222349         1.3915897233         1.3969654589         1.4016750932         4.2373245015 
        2.5500000000         1.7274575141         1.3992310243         1.3842339063         1.4042213986         4.2373245015 
        2.5550001000         1.6531537215         1.3788542216         1.4020580799         1.4042213986         4.2347756800 
        2.5600000000         1.5796886183         1.3864955226         1.3944191484         1.3940361771         4.2220315722 
        2.5650000000         1.5071302734         1.3915897233         1.4071507010         1.3965824825         4.2143851075 
        2.5700000000         1.4355517711         1.3864955226         1.3995117694         1.3813046501         4.2041898213 
        2.5750000000         1.3650237507         1.3864955226         1.3995117694         1.4118603148         4.1939945351 
        2.5800000000         1.2956158147         1.3814013219         1.3969654589         1.4016750932         4.1812504273 
        2.5850000000         1.2273964606         1.3814013219         1.3944191484         1.3914898717         4.1608598548 
        2.5900000000         1.1604330126         1.3915897233         1.3893265273         1.4042213986         4.1404692824 
        2.5950000000         1.0947915554         1.4145136264         1.4046043904         1.3863972609         4.1098834237 
        2.6000000000         1.0305368693         1.3966839240         1.4071507010         1.3914898717         4.0869440297 
        2.6050000000         0.9677323659         1.3890426230         1.4071507010         1.4118603148         4.0640046357 
        2.6100000000         0.9064400256         1.3915897233         1.3995117694         1.3965824825         4.0206746692 
        2.6150000000         0.8467203367         1.3864955226         1.3944191484         1.3914898717         3.9849911674 
        2.6200000000         0.7886322352         1.4068723253         1.3816875958         1.3940361771         3.9467588441 
        2.6250000000         0.7322330470         1.3915897233         1.3995117694         1.3889435663         3.9008800561 
        2.6300000000         0.6775784314         1.4119665260         1.3893265273         1.3914898717         3.8651965543 
        2.6350000000         0.6247223259         1.3966839240         1.3944191484         1.3940361771         3.8167689447 
        2.6400001000         0.5737158918         1.4094194257         1.3995117694         1.3965824825         3.7683413351 
        2.6450000000         0.5246124691         1.3941368236         1.3918728378         1.3889435663         3.7122672609 
        2.6500000000         0.4774575141         1.3864955226         1.3842339063         1.3965824825         3.6638396513 
        2.6550000000         0.4322985643         1.3864955226         1.3893265273         1.4093140094         3.6052167555 
        2.6600001000         0.3891793446         1.4170607267         1.3995117694         1.3991287878         3.5491426813 
        2.6650000000         0.3481449325         1.3915897233         1.3918728378         1.4067677040         3.4828733208 
        2.6700000000         0.3092332999         1.3839484223         1.3918728378         1.3991287878         3.4267992466 
        2.6750000000         0.2724836895         1.3890426230         1.3867802168         1.3991287878         3.3528834214 
        2.6800001000         0.2379317000         1.3941368236         1.3944191484         1.3940361771         3.2840652394 
        2.6850000000         0.2056134358         1.4017781247         1.3995117694         1.4042213986         3.2126982358 
        2.6900000000         0.1755587853         1.3941368236         1.3944191484         1.4067677040         3.1566241616 
        2.6950000000         0.1477980776         1.3890426230         1.3893265273         1.3965824825         3.0725130502 
        2.7000000000         0.1223587093         1.3966839240         1.3918728378         1.3991287878         3.0011460466 
        2.7050000000         0.0992657858         1.3890426230         1.3893265273         1.3991287878         2.9221325784 
        2.7100000000         0.0785420972         1.3966839240         1.3944191484         1.3991287878         2.8456679317 
        2.7150000000         0.0602080952         1.3966839240         1.3944191484         1.4042213986         2.7692032850 
        2.7200000000         0.0442818732         1.3966839240         1.3944191484         1.3940361771         2.6799945305 
        2.7250000000         0.0307791485         1.4043252250         1.3995117694         1.3965824825         2.6009810623 
        2.7300000000         0.0197132467         1.4043252250         1.3995117694         1.4016750932         2.5219675940 
        2.7350000000         0.0110950885         1.3966839240         1.3944191484         1.4042213986         2.4455029473 
        2.7400000000         0.0049331789         1.3966839240         1.3944191484         1.4067677040         2.3639406575 
        2.7450000000         0.0012335991         1.3890426230         1.3893265273         1.3991287878         2.2696342599 
        2.7500000000         0.0000000000         1.3966839240         1.3944191484         1.3914898717         2.1778766839 
        2.7550000000         0.0012335991         1.4017781247         1.3995117694         1.3991287878         2.0963143941 
        2.7600000000         0.0049331789         1.3966839240         1.3944191484         1.4067677040         2.0173009258 
        2.7650001000         0.0110952363         1.3966839240         1.3944191484         1.4067677040         1.9255433498 
        2.7700000000         0.0197132467         1.3966839240         1.3893265273         1.4042213986         1.8439810600 
        2.7750000000         0.0307791485         1.3864955226         1.3893265273         1.3965824825         1.7496746624 
        2.7800000000         0.0442818732         1.3966839240         1.3944191484         1.3940361771         1.6579170864 
        2.7850001000         0.0602084378         1.3941368236         1.3944191484         1.3914898717         1.5687083319 
        2.7900000000         0.0785420972         1.4017781247         1.3995117694         1.3991287878         1.4845972205 
        2.7950000000         0.0992657858         1.3966839240         1.3944191484         1.3965824825         1.3953884660 
        2.8000000000         0.1223587093         1.3966839240         1.3944191484         1.3940361771         1.2959844253 
        2.8050001000         0.1477986097         1.3966839240         1.3944191484         1.3940361771         1.2042268493 
        2.8100000000         0.1755587853         1.4017781247         1.4020580799         1.3965824825         1.1226645595 
        2.8150000000         0.2056134358         1.3966839240         1.3944191484         1.4067677040         1.0411022697 
        2.8200000000         0.2379323688         1.3941368236         1.3944191484         1.4067677040         0.9442470505 
        2.8250000000         0.2724836895         1.3941368236         1.3944191484         1.3991287878         0.8473918314 
        2.8300000000         0.3092332999         1.3966839240         1.3995117694         1.3965824825         0.7556342554 
        2.8350000000         0.3481449325         1.4017781247         1.3995117694         1.3991287878         0.6638766793 
        2.8400000000         0.3891801862         1.3992310243         1.3995117694         1.3965824825         0.5695702817 
        2.8450000000         0.4322985643         1.3864955226         1.3893265273         1.3991287878         0.4778127057 
        2.8500000000         0.4774575141         1.3992310243         1.4046043904         1.3991287878         0.3860551297 
        2.8550000000         0.5246124691         1.4017781247         1.3918728378         1.3991287878         0.2968463752 
        2.8600000000         0.5737168931         1.3864955226         1.3867802168         1.3991287878         0.2050887992 
        2.8650000000         0.6247223259         1.3915897233         1.3893265273         1.3965824825         0.1107824016 
        2.8700000000         0.6775784314         1.4119665260         1.3995117694         1.3914898717         0.0139271824 
        2.8750000000         0.7322330470         1.3966839240         1.3995117694         1.3991287878         0.0037318962 
        2.8800000000         0.7886322352         1.3864955226         1.3893265273         1.3965824825         1.1022739870 
        2.8850000000         0.8467203367         1.3992310243         1.3893265273         1.3889435663         4.9943245038 
        2.8900001000         0.9064412359         1.3864955226         1.3867802168         1.3965824825         4.9713851098 
        2.8950000000         0.9677323659         1.3941368236         1.3944191484         1.3965824825         4.8872739984 
        2.9000000000         1.0305368693         1.3941368236         1.3969654589         1.3914898717         4.7955164224 
        2.9050000000         1.0947915554         1.3966839240         1.3944191484         1.3914898717         4.7088564895 
        2.9100001000         1.1604343388         1.3941368236         1.4020580799         1.3991287878         4.6323918428 
        2.9150000000         1.2273964606         1.3941368236         1.3944191484         1.3965824825         4.5457319099 
        2.9200000000         1.2956158147         1.3966839240         1.3893265273         1.3991287878         4.4616207985 
        2.9250000000         1.3650237507         1.3992310243         1.3969654589         1.3991287878         4.3851561518 
        2.9300001000         1.4355531924         1.4068723253         1.3944191484         1.3965824825         4.3061426835 
        2.9350000000         1.5071302734         1.3941368236         1.3944191484         1.4042213986         4.2347756800 
        2.9400000000         1.5796886183         1.3966839240         1.3944191484         1.4042213986         4.1557622117 
        2.9450000000         1.6531551994         1.3915897233         1.3893265273         1.3965824825         4.0716511003 
        2.9500000000         1.7274575141         1.3992310243         1.3944191484         1.3889435663         3.9900888105 
        2.9550000000         1.8025222349         1.4017781247         1.3995117694         1.3965824825         3.9212706285 
        2.9600000000         1.8782752821         1.3941368236         1.3893265273         1.4042213986         3.8575500896 
        2.9650000000         1.9546418965         1.3966839240         1.3893265273         1.4067677040         3.7861830860 
        2.9700000000         2.0315467135         1.3966839240         1.3995117694         1.4067677040         3.7122672609 
        2.9750000000         2.1089138374         1.3890426230         1.3842339063         1.3991287878         3.6358026142 
        2.9800000000         2.1866669161         1.3941368236         1.3918728378         1.3940361771         3.5567891459 
        2.9850000000         2.2647292167         1.3941368236         1.3944191484         1.3940361771         3.4854221424 
        2.9900000000         2.3430237012         1.3966839240         1.3944191484         1.4067677040         3.4344457112 
        2.9950000000         2.4214731023         1.3941368236         1.3944191484         1.3991287878         3.3528834214 
        3.0000000000         2.5000000000         1.3915897233         1.3867802168         1.3991287878         3.2866140610 
        3.0050000000         2.5785268977         1.3992310243         1.3944191484         1.3914898717         3.2152470574 
        3.0100000000         2.6569762988         1.4119665260         1.3995117694         1.3965824825         3.1540753400 
        3.0150001000         2.7352723471         1.3686658202         1.3944191484         1.4042213986         3.1056477304 
        3.0200000000         2.8133330839         1.3966839240         1.3893265273         1.4093140094         3.0699642287 
        3.0250000000         2.8910861626         1.3966839240         1.4020580799         1.3940361771         3.0189877975 
        3.0300000000         2.9684532865         1.3763071212         1.3995117694         1.3940361771         2.9934995820 
        3.0350001000         3.0453596365         1.4119665260         1.4020580799         1.4016750932         2.9858531173 
        3.0400000000         3.1217247179         1.3814013219         1.3944191484         1.4067677040         2.9807554742 
        3.0450000000         3.1974777651         1.3966839240         1.3893265273         1.3940361771         2.9782066526 
        3.0500000000         3.2725424859         1.4094194257         1.3918728378         1.3838509555         2.9578160802 
        3.0550001000         3.3468462785         1.4043252250         1.3969654589         1.3965824825         2.9731090095 
        3.0600000000         3.4203113817         1.4017781247         1.3842339063         1.4118603148         2.9782066526 
        3.0650000000         3.4928697266         1.3941368236         1.3765949747         1.3965824825         2.9782066526 
        3.0700000000         3.5644482289         1.4094194257         1.4020580799         1.3863972609         2.9833042957 
        3.0750001000         3.6349776489         1.4068723253         1.3944191484         1.3965824825         3.0036948682 
        3.0800000000         3.7043841853         1.4043252250         1.3842339063         1.4042213986         3.0291830837 
        3.0850000000         3.7726035394         1.4017781247         1.3816875958         1.4144066202         3.0495736562 
        3.0900000000         3.8395669874         1.3966839240         1.3816875958         1.3940361771         3.0674154071 
        3.0950000000         3.9052084446         1.3737600209         1.3842339063         1.4067677040         3.0929036227 
        3.1000000000         3.9694631307         1.4043252250         1.3893265273         1.3914898717         3.1183918382 
        3.1050000000         4.0322676341         1.3941368236         1.3969654589         1.3991287878         3.1515265185 
        3.1100000000         4.0935599744         1.3890426230         1.3995117694         1.4067677040         3.1846611987 
        3.1150000000         4.1532796633         1.3915897233         1.3918728378         1.4067677040         3.2407352729 
        3.1200000000         4.2113677648         1.3839484223         1.3842339063         1.4067677040         3.2738699532 
        3.1250000000         4.2677669530         1.3864955226         1.3918728378         1.4016750932         3.3095534550 
        3.1300000000         4.3224215686         1.3915897233         1.3944191484         1.3965824825         3.3554322430 
        3.1350000000         4.3752776741         1.3915897233         1.4020580799         1.3889435663         3.4038598526 
        3.1400001000         4.4262841082         1.3992310243         1.3995117694         1.3940361771         3.4624827483 
