           Time[sec]              Command             PortNo.0             PortNo.1             PortNo.2             PortNo.3 
        3.1450000000         4.4753875309         1.3915897233         1.3918728378         1.4093140094         3.5236544657 
        3.1500000000         4.5225424859         1.3941368236         1.4071507010         1.4016750932         3.5797285399 
        3.1550000000         4.5677014357         1.3941368236         1.3918728378         1.3914898717         3.6281561495 
        3.1600001000         4.6108206554         1.3992310243         1.3995117694         1.4067677040         3.6944255100 
        3.1650000000         4.6518550675         1.3992310243         1.4122433220         1.3965824825         3.7581460489 
        3.1700000000         4.6907667001         1.4017781247         1.3995117694         1.3991287878         3.8218665878 
        3.1750000000         4.7275163105         1.3915897233         1.3944191484         1.4067677040         3.8957824130 
        3.1800001000         4.7620683000         1.4119665260         1.3944191484         1.3940361771         3.9493076656 
        3.1850000000         4.7943865642         1.3890426230         1.3893265273         1.3991287878         4.0359675986 
        3.1900000000         4.8244412147         1.3915897233         1.3867802168         1.3965824825         4.1098834237 
        3.1950000000         4.8522019224         1.3992310243         1.3944191484         1.3940361771         4.1888968919 
        3.2000001000         4.8776417761         1.3966839240         1.3918728378         1.4016750932         4.2653615386 
        3.2050000000         4.9007342142         1.3966839240         1.3944191484         1.3965824825         4.3494726500 
        3.2100000000         4.9214579028         1.3966839240         1.3944191484         1.4067677040         4.4386814045 
        3.2150000000         4.9397919048         1.3890426230         1.3893265273         1.4016750932         4.5176948727 
        3.2200000000         4.9557181268         1.3966839240         1.3944191484         1.3914898717         4.6018059841 
        3.2250000000         4.9692208515         1.4017781247         1.4020580799         1.3991287878         4.6986612032 
        3.2300000000         4.9802867533         1.4017781247         1.3995117694         1.3965824825         4.7878699577 
        3.2350000000         4.9889049115         1.3941368236         1.3867802168         1.4067677040         4.8872739984 
        3.2400000000         4.9950668211         1.3890426230         1.3867802168         1.4067677040         4.9815803960 
        3.2450000000         4.9987664009         1.3915897233         1.3867802168         1.3965824825         4.9968733254 
        3.2500000000         5.0000000000         1.3890426230         1.3842339063         1.3991287878         1.1048228086 
        3.2550000000         4.9987664009         1.4017781247         1.3995117694         1.3991287878         0.0037318962 
        3.2600000000         4.9950668211         1.3966839240         1.3944191484         1.3965824825         0.0496106842 
        3.2650001000         4.9889047637         1.3966839240         1.3867802168         1.4067677040         0.1464659034 
        3.2700000000         4.9802867533         1.3915897233         1.3867802168         1.3991287878         0.2407723010 
        3.2750000000         4.9692208515         1.4017781247         1.3995117694         1.3965824825         0.3350786985 
        3.2800000000         4.9557181268         1.3890426230         1.3893265273         1.4067677040         0.4344827392 
        3.2850001000         4.9397915622         1.3864955226         1.3893265273         1.3991287878         0.5236914937 
        3.2900000000         4.9214579028         1.3941368236         1.3944191484         1.4042213986         0.6281931775 
        3.2950000000         4.9007342142         1.3941368236         1.3944191484         1.4042213986         0.7250483967 
        3.3000000000         4.8776412907         1.3941368236         1.3944191484         1.4042213986         0.8168059727 
        3.3050001000         4.8522013903         1.3915897233         1.3867802168         1.3991287878         0.9009170841 
        3.3100000000         4.8244412147         1.3966839240         1.3918728378         1.3940361771         0.9875770170 
        3.3150000000         4.7943865642         1.4017781247         1.3995117694         1.3991287878         1.0844322362 
        3.3200000000         4.7620676312         1.3890426230         1.3893265273         1.4067677040         1.1914827415 
        3.3250001000         4.7275155973         1.4043252250         1.3944191484         1.3914898717         1.2679473882 
        3.3300000000         4.6907667001         1.4017781247         1.3995117694         1.3991287878         1.3699002505 
        3.3350000000         4.6518550675         1.3941368236         1.3918728378         1.4042213986         1.4667554696 
        3.3400000000         4.6108198138         1.3941368236         1.3944191484         1.4093140094         1.5636106888 
        3.3450000000         4.5677014357         1.4017781247         1.3944191484         1.3940361771         1.6426241570 
        3.3500000000         4.5225424859         1.3966839240         1.3944191484         1.3940361771         1.7318329115 
        3.3550000000         4.4753875309         1.3941368236         1.3944191484         1.4067677040         1.8312369522 
        3.3600000000         4.4262831069         1.3941368236         1.3969654589         1.4042213986         1.9229945282 
        3.3650000000         4.3752776741         1.3992310243         1.3995117694         1.3940361771         1.9969103534 
        3.3700000000         4.3224215686         1.3941368236         1.3944191484         1.3914898717         2.0861191078 
        3.3750000000         4.2677669530         1.4017781247         1.4020580799         1.3965824825         2.1829743270 
        3.3800000000         4.2113677648         1.4068723253         1.3969654589         1.3965824825         2.2670854384 
        3.3850000000         4.1532796633         1.4068723253         1.3944191484         1.4042213986         2.3588430144 
        3.3900001000         4.0935587641         1.3966839240         1.3969654589         1.3940361771         2.4327588395 
        3.3950000000         4.0322676341         1.3941368236         1.3893265273         1.3965824825         2.5219675940 
        3.4000000000         3.9694631307         1.3966839240         1.3944191484         1.3965824825         2.6060787054 
        3.4050000000         3.9052084446         1.3941368236         1.3918728378         1.3965824825         2.6850921736 
        3.4100001000         3.8395656612         1.4017781247         1.3995117694         1.3965824825         2.7768497497 
        3.4150000000         3.7726035394         1.3941368236         1.3944191484         1.4016750932         2.8558632179 
        3.4200000000         3.7043841853         1.3941368236         1.3867802168         1.4067677040         2.9476207939 
        3.4250000000         3.6349762493         1.3941368236         1.3918728378         1.4042213986         3.0189877975 
        3.4300001000         3.5644468076         1.3941368236         1.3995117694         1.3940361771         3.0980012658 
        3.4350000000         3.4928697266         1.3915897233         1.3944191484         1.4067677040         3.1923076634 
        3.4400000000         3.4203113817         1.3864955226         1.3867802168         1.3991287878         3.2662234885 
        3.4450000000         3.3468448006         1.3966839240         1.4020580799         1.3991287878         3.3426881352 
        3.4500001000         3.2725409920         1.4043252250         1.3995117694         1.3965824825         3.4217016034 
        3.4550000000         3.1974777651         1.4043252250         1.3944191484         1.4067677040         3.5058127148 
        3.4600000000         3.1217247179         1.3864955226         1.3867802168         1.3991287878         3.5771797184 
        3.4650000000         3.0453581035         1.3890426230         1.3816875958         1.4067677040         3.6612908298 
        3.4700000000         2.9684532865         1.3966839240         1.3944191484         1.3914898717         3.7173649040 
        3.4750000000         2.8910861626         1.3941368236         1.3918728378         1.3965824825         3.7887319076 
        3.4800000000         2.8133330839         1.4043252250         1.3995117694         1.3965824825         3.8651965543 
        3.4850000000         2.7352707833         1.3941368236         1.3944191484         1.4042213986         3.9314659147 
        3.4900000000         2.6569762988         1.3941368236         1.3944191484         1.4016750932         4.0002840968 
        3.4950000000         2.5785268977         1.3941368236         1.3944191484         1.4042213986         4.0767487435 
        3.5000000000         2.5000000000         1.3890426230         1.3842339063         1.3991287878         4.1353716393 
        3.5050000000         2.4214731023         1.3890426230         1.3893265273         1.3991287878         4.2016409997 
        3.5100000000         2.3430237012         1.3966839240         1.3995117694         1.3940361771         4.2602638955 
        3.5150001000         2.2647276529         1.3737600209         1.3969654589         1.3940361771         4.3188867913 
        3.5200000000         2.1866669161         1.4043252250         1.4046043904         1.3991287878         4.3775096871 
        3.5250000000         2.1089138374         1.3941368236         1.3995117694         1.4067677040         4.4080955458 
        3.5300000000         2.0315467135         1.3992310243         1.3969654589         1.3813046501         4.4182908320 
        3.5350001000         1.9546403635         1.3763071212         1.3995117694         1.4016750932         4.4488766907 
        3.5400000000         1.8782752821         1.4017781247         1.3918728378         1.4016750932         4.4590719769 
        3.5450000000         1.8025222349         1.3814013219         1.3995117694         1.4093140094         4.4692672632 
        3.5500000000         1.7274575141         1.4043252250         1.3969654589         1.3838509555         4.4692672632 
        3.5550001000         1.6531537215         1.3864955226         1.3995117694         1.3965824825         4.4565231554 
        3.5600000000         1.5796886183         1.4043252250         1.3995117694         1.3813046501         4.4539743338 
        3.5650000000         1.5071302734         1.4170607267         1.4046043904         1.3863972609         4.4488766907 
        3.5700000000         1.4355517711         1.3890426230         1.3995117694         1.4093140094         4.4386814045 
        3.5750001000         1.3650223511         1.4017781247         1.3867802168         1.4169529256         4.4284861183 
        3.5800000000         1.2956158147         1.3839484223         1.3893265273         1.4118603148         4.4080955458 
        3.5850000000         1.2273964606         1.4043252250         1.3969654589         1.3863972609         4.3775096871 
        3.5900000000         1.1604330126         1.4170607267         1.4046043904         1.3914898717         4.3596679362 
        3.5950000000         1.0947915554         1.4094194257         1.3944191484         1.3965824825         4.3341797207 
        3.6000000000         1.0305368693         1.3992310243         1.3791412853         1.3965824825         4.3163379698 
        3.6050000000         0.9677323659         1.4043252250         1.3893265273         1.3965824825         4.2730080033 
        3.6100000000         0.9064400256         1.3890426230         1.3893265273         1.4016750932         4.2347756800 
        3.6150000000         0.8467203367         1.3864955226         1.3944191484         1.3940361771         4.2092874644 
        3.6200000000         0.7886322352         1.4094194257         1.3995117694         1.3965824825         4.1634086764 
        3.6250000000         0.7322330470         1.3941368236         1.3995117694         1.4118603148         4.1175298884 
        3.6300000000         0.6775784314         1.3839484223         1.3842339063         1.4042213986         4.0741999219 
        3.6350000000         0.6247223259         1.3890426230         1.3918728378         1.3940361771         4.0232234908 
        3.6400001000         0.5737158918         1.3915897233         1.3918728378         1.4042213986         3.9646005950 
        3.6450000000         0.5246124691         1.4119665260         1.3918728378         1.4042213986         3.9263682716 
        3.6500000000         0.4774575141         1.3941368236         1.3944191484         1.4118603148         3.8702941974 
        3.6550000000         0.4322985643         1.3915897233         1.3918728378         1.4042213986         3.8014760154 
        3.6600015000         0.3891675612         1.3992310243         1.3995117694         1.3965824825         3.7454019411 
        3.6650000000         0.3481449325         1.3864955226         1.3867802168         1.4016750932         3.6842302238 
        3.6700000000         0.3092332999         1.3864955226         1.3995117694         1.3991287878         3.6230585064 
        3.6750000000         0.2724836895         1.3941368236         1.3944191484         1.3940361771         3.5516915028 
        3.6800001000         0.2379317000         1.4017781247         1.3969654589         1.3965824825         3.4879709639 
        3.6850000000         0.2056134358         1.4043252250         1.3918728378         1.3991287878         3.4191527819 
        3.6900000000         0.1755587853         1.3890426230         1.3867802168         1.3991287878         3.3452369568 
        3.6950000000         0.1477980776         1.3890426230         1.3867802168         1.3965824825         3.2738699532 
        3.7000001000         0.1223582239         1.3966839240         1.3944191484         1.4042213986         3.2050517711 
        3.7050000000         0.0992657858         1.3915897233         1.3867802168         1.3991287878         3.1209406598 
        3.7100000000         0.0785420972         1.4017781247         1.3995117694         1.3991287878         3.0368295484 
        3.7150000000         0.0602080952         1.3941368236         1.3918728378         1.3991287878         2.9603649017 
        3.7200000000         0.0442818732         1.3941368236         1.3944191484         1.4042213986         2.8839002550 
        3.7250000000         0.0307791485         1.3941368236         1.3944191484         1.3965824825         2.7946915006 
        3.7300000000         0.0197132467         1.3864955226         1.3867802168         1.3991287878         2.7131292107 
        3.7350019000         0.0110922800         1.3966839240         1.3944191484         1.3914898717         2.6264692778 
        3.7400000000         0.0049331789         1.3966839240         1.3969654589         1.3965824825         2.5449069880 
        3.7450000000         0.0012335991         1.3941368236         1.3944191484         1.4067677040         2.4684423413 
        3.7500000000         0.0000000000         1.3966839240         1.3944191484         1.4042213986         2.3817824084 
        3.7550000000         0.0012335991         1.3966839240         1.3944191484         1.3914898717         2.2849271893 
        3.7600000000         0.0049331789         1.4017781247         1.3995117694         1.3991287878         2.2008160779 
        3.7650001000         0.0110952363         1.3915897233         1.3867802168         1.4067677040         2.1243514312 
        3.7700000000         0.0197132467         1.3890426230         1.3867802168         1.3991287878         2.0249473905 
        3.7750000000         0.0307791485         1.3890426230         1.3867802168         1.3991287878         1.9382874576 
        3.7800000000         0.0442818732         1.3864955226         1.3867802168         1.3991287878         1.8490787031 
        3.7850001000         0.0602084378         1.4017781247         1.3944191484         1.4016750932         1.7573211271 
        3.7900000000         0.0785420972         1.3966839240         1.3918728378         1.3940361771         1.6732100157 
        3.7950000000         0.0992657858         1.3941368236         1.3944191484         1.4067677040         1.5890989043 
        3.8000000000         0.1223587093         1.4043252250         1.4020580799         1.3965824825         1.4896948636 
        3.8050001000         0.1477986097         1.4043252250         1.3995117694         1.3991287878         1.4030349307 
        3.8100006000         0.1755622548         1.3941368236         1.3944191484         1.4067677040         1.3163749978 
        3.8150000000         0.2056134358         1.3890426230         1.3867802168         1.3965824825         1.2169709571 
        3.8200000000         0.2379323688         1.4017781247         1.3995117694         1.3940361771         1.1201157379 
        3.8250001000         0.2724844027         1.3941368236         1.3944191484         1.4042213986         1.0411022697 
        3.8300000000         0.3092332999         1.4043252250         1.3969654589         1.4067677040         0.9442470505 
        3.8350000000         0.3481449325         1.3864955226         1.3867802168         1.3965824825         0.8524894745 
        3.8400000000         0.3891801862         1.4043252250         1.3944191484         1.4042213986         0.7479877907 
        3.8450000000         0.4322985643         1.3992310243         1.3944191484         1.3914898717         0.6664255009 
        3.8500000000         0.4774575141         1.3941368236         1.3944191484         1.3940361771         0.5721191033 
        3.8550000000         0.5246124691         1.3941368236         1.3944191484         1.3914898717         0.4829103488 
        3.8600000000         0.5737168931         1.3992310243         1.3995117694         1.4016750932         0.3987992375 
        3.8650000000         0.6247223259         1.3992310243         1.4020580799         1.3965824825         0.3095904830 
        3.8700000000         0.6775784314         1.4017781247         1.3995117694         1.3965824825         0.2178329069 
        3.8750000000         0.7322330470         1.3890426230         1.3867802168         1.3991287878         0.1260753309 
        3.8800000000         0.7886322352         1.3966839240         1.3969654589         1.3914898717         0.0368665764 
        3.8850000000         0.8467203367         1.3941368236         1.3995117694         1.4042213986         0.0011830746 
        3.8900001000         0.9064412359         1.3864955226         1.3867802168         1.4042213986         1.1099204517 
        3.8950000000         0.9677323659         1.3966839240         1.3969654589         1.3914898717         4.9943245038 
        3.9000018000         1.0305597438         1.3941368236         1.3969654589         1.3965824825         4.9994221469 
        3.9050000000         1.0947915554         1.4068723253         1.3995117694         1.3965824825         4.9153110355 
        3.9100001000         1.1604343388         1.4068723253         1.3944191484         1.4042213986         4.8388463889 
        3.9150000000         1.2273964606         1.3966839240         1.3867802168         1.4042213986         4.7547352775 
        3.9200000000         1.2956158147         1.3966839240         1.3918728378         1.3965824825         4.6655265230 
        3.9250000000         1.3650237507         1.3915897233         1.3969654589         1.4067677040         4.5839642332 
        3.9300001000         1.4355531924         1.3966839240         1.3918728378         1.4042213986         4.5100484081 
        3.9350000000         1.5071302734         1.3890426230         1.3867802168         1.3991287878         4.4259372967 
        3.9400000000         1.5796886183         1.3890426230         1.3842339063         1.3991287878         4.3520214716 
        3.9450000000         1.6531551994         1.4068723253         1.3995117694         1.3965824825         4.2730080033 
        3.9500001000         1.7274590080         1.4043252250         1.3944191484         1.3940361771         4.1888968919 
        3.9550000000         1.8025222349         1.3966839240         1.3918728378         1.4067677040         4.1277251746 
        3.9600000000         1.8782752821         1.3941368236         1.3944191484         1.4042213986         4.0512605279 
        3.9650000000         1.9546418965         1.3864955226         1.3867802168         1.3991287878         3.9696982381 
        3.9700001000         2.0315482565         1.3941368236         1.3867802168         1.3991287878         3.9059776992 
        3.9750018000         2.1089417637         1.3992310243         1.3944191484         1.3940361771         3.8269642309 
        3.9800000000         2.1866669161         1.3992310243         1.4020580799         1.3965824825         3.7657925136 
        3.9850000000         2.2647292167         1.3941368236         1.3944191484         1.3940361771         3.6893278669 
        3.9900000000         2.3430237012         1.3966839240         1.3944191484         1.4067677040         3.6383514357 
        3.9950000000         2.4214731023         1.3890426230         1.3893265273         1.3991287878         3.5593379675 
        4.0000000000         2.5000000000         1.3941368236         1.3918728378         1.3914898717         3.4828733208 
        4.0050000000         2.5785268977         1.3864955226         1.3893265273         1.3991287878         3.4242504250 
        4.0100000000         2.6569762988         1.3966839240         1.3944191484         1.4016750932         3.3477857783 
        4.0150000000         2.7352707833         1.3966839240         1.3765949747         1.3965824825         3.2968093472 
        4.0200000000         2.8133330839         1.4043252250         1.4020580799         1.4016750932         3.2636746669 
        4.0250001000         2.8910877141         1.4017781247         1.3893265273         1.3991287878         3.2330888083 
        4.0300001000         2.9684548294         1.3966839240         1.3816875958         1.4067677040         3.2177958789 
        4.0350001000         3.0453596365         1.4094194257         1.4020580799         1.3940361771         3.1846611987 
        4.0400000000         3.1217247179         1.3992310243         1.3842339063         1.3965824825         3.1693682694 
        4.0450011000         3.1974943578         1.3966839240         1.3893265273         1.3965824825         3.1795635556 
        4.0500000000         3.2725424859         1.3763071212         1.4046043904         1.4016750932         3.1693682694 
        4.0550000000         3.3468448006         1.4043252250         1.3918728378         1.4042213986         3.1693682694 
        4.0600000000         3.4203113817         1.3966839240         1.3893265273         1.4118603148         3.1795635556 
        4.0650001000         3.4928711682         1.3788542216         1.3893265273         1.4093140094         3.1846611987 
        4.0700001000         3.5644496502         1.3864955226         1.3995117694         1.4067677040         3.1999541280 
        4.0750001000         3.6349776489         1.4017781247         1.3893265273         1.4016750932         3.1999541280 
        4.0800000000         3.7043841853         1.3915897233         1.3944191484         1.3965824825         3.2101494143 
        4.0850000000         3.7726035394         1.3864955226         1.3995117694         1.3965824825         3.2381864514 
        4.0900008000         3.8395775976         1.4043252250         1.3893265273         1.3991287878         3.2738699532 
        4.0950000000         3.9052084446         1.3890426230         1.3995117694         1.4016750932         3.3019069903 
        4.1000000000         3.9694631307         1.3839484223         1.3995117694         1.4042213986         3.3248463843 
        4.1050000000         4.0322676341         1.3915897233         1.4020580799         1.3889435663         3.3503345999 
        4.1100000000         4.0935599744         1.3890426230         1.4046043904         1.3965824825         3.4013110310 
        4.1150000000         4.1532796633         1.3839484223         1.3944191484         1.3940361771         3.4318968897 
        4.1200000000         4.2113677648         1.3915897233         1.3995117694         1.3889435663         3.4675803915 
        4.1250000000         4.2677669530         1.4221549274         1.3969654589         1.3965824825         3.5185568226 
        4.1300000000         4.3224215686         1.3941368236         1.3995117694         1.4016750932         3.5669844322 
        4.1350000000         4.3752776741         1.3864955226         1.3995117694         1.3965824825         3.6128632202 
        4.1400000000         4.4262831069         1.4043252250         1.3918728378         1.3940361771         3.6612908298 
        4.1450000000         4.4753875309         1.3992310243         1.4046043904         1.3965824825         3.7148160824 
        4.1500001000         4.5225434092         1.4170607267         1.3995117694         1.3991287878         3.7734389782 
        4.1550000000         4.5677014357         1.3941368236         1.3918728378         1.4042213986         3.8371595172 
        4.1600000000         4.6108198138         1.3890426230         1.3893265273         1.4042213986         3.8983312345 
        4.1650000000         4.6518550675         1.4170607267         1.3995117694         1.3914898717         3.9467588441 
        4.1700000000         4.6907667001         1.3915897233         1.3918728378         1.3914898717         4.0130282045 
        4.1750000000         4.7275163105         1.3839484223         1.3842339063         1.3991287878         4.0920416728 
        4.1800000000         4.7620676312         1.3915897233         1.3944191484         1.3940361771         4.1557622117 
        4.1850000000         4.7943865642         1.3864955226         1.3842339063         1.3991287878         4.2373245015 
        4.1900001000         4.8244417930         1.3966839240         1.3944191484         1.4042213986         4.3188867913 
        4.1950000000         4.8522019224         1.3966839240         1.3944191484         1.3914898717         4.3953514380 
        4.2000000000         4.8776412907         1.3966839240         1.3944191484         1.3940361771         4.4692672632 
        4.2050000000         4.9007342142         1.4017781247         1.3995117694         1.3991287878         4.5533783745 
        4.2100000000         4.9214579028         1.3941368236         1.3944191484         1.4067677040         4.6476847721 
        4.2150000000         4.9397919048         1.3966839240         1.3944191484         1.4042213986         4.7368935266 
        4.2200000000         4.9557181268         1.3915897233         1.3867802168         1.3965824825         4.8184558164 
        4.2250000000         4.9692208515         1.3966839240         1.3944191484         1.3914898717         4.9025669278 
        4.2300000000         4.9802867533         1.3966839240         1.3918728378         1.3914898717         4.9892268607 
        4.2350000000         4.9889049115         1.4017781247         1.3995117694         1.3965824825         4.9968733254 
        4.2400000000         4.9950668211         1.3992310243         1.3995117694         1.3965824825         0.0037318962 
        4.2450000000         4.9987664009         1.3941368236         1.3944191484         1.4067677040         0.0113783609 
        4.2500000000         5.0000000000         1.3966839240         1.3944191484         1.4067677040         0.0750988998 
        4.2550000000         4.9987664009         1.3890426230         1.3867802168         1.3965824825         0.1643076543 
        4.2600000000         4.9950668211         1.3966839240         1.3918728378         1.4067677040         0.2662605165 
        4.2650013000         4.9889029897         1.3890426230         1.3867802168         1.3991287878         0.3529204494 
        4.2700000000         4.9802867533         1.3890426230         1.3867802168         1.3991287878         0.4446780255 
        4.2750003000         4.9692201143         1.3941368236         1.3944191484         1.3914898717         0.5338867800 
        4.2800000000         4.9557181268         1.3941368236         1.3918728378         1.3991287878         0.6358396422 
        4.2850000000         4.9397919048         1.3941368236         1.3969654589         1.4067677040         0.7301460398 
        4.2900000000         4.9214579028         1.3890426230         1.3893265273         1.3991287878         0.8320989021 
        4.2950000000         4.9007342142         1.4017781247         1.3995117694         1.3965824825         0.9111123703 
        4.3000000000         4.8776412907         1.3992310243         1.3995117694         1.3914898717         1.0028699463 
        4.3050000000         4.8522019224         1.3966839240         1.3995117694         1.3914898717         1.0997251655 
        4.3100000000         4.8244412147         1.3941368236         1.3944191484         1.3940361771         1.1914827415 
        4.3150001000         4.7943859404         1.3941368236         1.3944191484         1.3940361771         1.2857891391 
        4.3200000000         4.7620676312         1.4043252250         1.4071507010         1.3965824825         1.3902908229 
        4.3250000000         4.7275163105         1.3941368236         1.3995117694         1.3914898717         1.4744019343 
        4.3300000000         4.6907667001         1.3864955226         1.3867802168         1.3991287878         1.5763547966 
        4.3350000000         4.6518550675         1.3890426230         1.3867802168         1.3965824825         1.6681123726 
        4.3400000000         4.6108198138         1.3966839240         1.3995117694         1.3914898717         1.7496746624 
        4.3450000000         4.5677014357         1.3966839240         1.3918728378         1.3914898717         1.8439810600 
        4.3500000000         4.5225424859         1.3966839240         1.3918728378         1.4042213986         1.9408362791 
        4.3550001000         4.4753865682         1.3941368236         1.3944191484         1.3940361771         2.0198497474 
        4.3600000000         4.4262831069         1.3941368236         1.3944191484         1.4042213986         2.1243514312 
        4.3650009000         4.3752683250         1.3890426230         1.3867802168         1.3991287878         2.2084625426 
        4.3700000000         4.3224215686         1.3915897233         1.3867802168         1.3991287878         2.2976712970 
        4.3750005000         4.2677613994         1.4017781247         1.3918728378         1.3940361771         2.3792335868 
        4.3800000000         4.2113677648         1.3915897233         1.3893265273         1.3914898717         2.4633446982 
        4.3850000000         4.1532796633         1.4043252250         1.3995117694         1.3965824825         2.5576510958 
        4.3900000000         4.0935599744         1.3966839240         1.4046043904         1.3965824825         2.6417622072 
        4.3950000000         4.0322676341         1.3839484223         1.3842339063         1.3965824825         2.7258733185 
        4.4000001000         3.9694618599         1.3864955226         1.3867802168         1.3991287878         2.8074356083 
        4.4050000000         3.9052084446         1.4017781247         1.3995117694         1.3991287878         2.8966443628 
        4.4100000000         3.8395669874         1.3915897233         1.3842339063         1.4067677040         2.9833042957 
        4.4150000000         3.7726035394         1.3864955226         1.3893265273         1.4067677040         3.0699642287 
        4.4200000000         3.7043841853         1.3864955226         1.3842339063         1.3991287878         3.1489776969 
        4.4250000000         3.6349762493         1.3864955226         1.3893265273         1.3940361771         3.2330888083 
        4.4300000000         3.5644482289         1.3941368236         1.3944191484         1.3914898717         3.3044558118 
        4.4350000000         3.4928697266         1.4043252250         1.3944191484         1.3914898717         3.3885669232 
        4.4400001000         3.4203099212         1.3992310243         1.3995117694         1.3965824825         3.4726780346 
        4.4450000000         3.3468448006         1.3941368236         1.3944191484         1.4042213986         3.5567891459 
        4.4500000000         3.2725424859         1.3966839240         1.3969654589         1.4042213986         3.6332537926 
        4.4550000000         3.1974777651         1.3915897233         1.3867802168         1.3965824825         3.7046207962 
        4.4600000000         3.1217247179         1.3890426230         1.3867802168         1.3991287878         3.7785366214 
        4.4650000000         3.0453581035         1.3966839240         1.3944191484         1.3914898717         3.8448059818 
        4.4700000000         2.9684532865         1.3992310243         1.3995117694         1.3991287878         3.9212706285 
        4.4750000000         2.8910861626         1.3992310243         1.3944191484         1.3940361771         3.9875399890 
        4.4800001000         2.8133315255         1.3941368236         1.3995117694         1.3965824825         4.0589069926 
        4.4850000000         2.7352707833         1.3941368236         1.3944191484         1.3940361771         4.1302739961 
        4.4900000000         2.6569762988         1.3966839240         1.3995117694         1.3965824825         4.1990921782 
        4.4950000000         2.5785268977         1.3966839240         1.3944191484         1.4067677040         4.2781056464 
        4.5000000000         2.5000000000         1.3966839240         1.3944191484         1.3940361771         4.3341797207 
        4.5050000000         2.4214731023         1.3941368236         1.3944191484         1.3914898717         4.3979002596 
        4.5100000000         2.3430237012         1.4043252250         1.4020580799         1.3991287878         4.4692672632 
        4.5150000000         2.2647292167         1.4043252250         1.3969654589         1.4067677040         4.5329878021 
        4.5200010000         2.1866513320         1.3712129206         1.3893265273         1.4016750932         4.5737689470 
        4.5250001000         2.1089122859         1.3992310243         1.3969654589         1.4093140094         4.6094524488 
        4.5300000000         2.0315467135         1.3915897233         1.3969654589         1.3940361771         4.6170989134 
        4.5350000000         1.9546418965         1.4017781247         1.3944191484         1.3787583447         4.6425871290 
        4.5400000000         1.8782752821         1.4170607267         1.3969654589         1.3991287878         4.6629777015 
        4.5450000000         1.8025222349         1.3992310243         1.3969654589         1.3965824825         4.6731729877 
        4.5500000000         1.7274575141         1.4043252250         1.3969654589         1.3965824825         4.6706241661 
        4.5550000000         1.6531551994         1.4068723253         1.3995117694         1.3787583447         4.6629777015 
        4.5600000000         1.5796886183         1.3788542216         1.3918728378         1.4016750932         4.6604288799 
        4.5650001000         1.5071288318         1.4068723253         1.3893265273         1.4067677040         4.6527824152 
        4.5700000000         1.4355517711         1.4043252250         1.3816875958         1.3991287878         4.6476847721 
        4.5750000000         1.3650237507         1.3992310243         1.3816875958         1.3940361771         4.6247453781 
        4.5800000000         1.2956158147         1.4119665260         1.4020580799         1.3863972609         4.6043548057 
        4.5850000000         1.2273964606         1.4068723253         1.3944191484         1.3940361771         4.5916106979 
        4.5900000000         1.1604330126         1.3839484223         1.3867802168         1.4144066202         4.5737689470 
        4.5950000000         1.0947915554         1.4017781247         1.3893265273         1.3965824825         4.5431830883 
        4.6000000000         1.0305368693         1.3941368236         1.3969654589         1.4067677040         4.5100484081 
        4.6050001000         0.9677311247         1.3864955226         1.4046043904         1.4093140094         4.4896578356 
        4.6100000000         0.9064400256         1.3814013219         1.3893265273         1.4042213986         4.4488766907 
        4.6150000000         0.8467203367         1.3915897233         1.4020580799         1.3940361771         4.4106443674 
        4.6200000000         0.7886322352         1.4017781247         1.3816875958         1.3965824825         4.3749608656 
        4.6250000000         0.7322330470         1.3915897233         1.3918728378         1.4118603148         4.3367285422 
        4.6300001000         0.6775773562         1.3839484223         1.3842339063         1.4093140094         4.2832032895 
        4.6350000000         0.6247223259         1.3890426230         1.3918728378         1.3965824825         4.2322268584 
        4.6400000000         0.5737168931         1.3915897233         1.3918728378         1.3991287878         4.1736039626 
        4.6450000000         0.5246124691         1.3966839240         1.3995117694         1.4093140094         4.1277251746 
        4.6500001000         0.4774565908         1.4017781247         1.3944191484         1.3940361771         4.0716511003 
        4.6550000000         0.4322985643         1.3864955226         1.3944191484         1.3965824825         4.0079305614 
        4.6600000000         0.3891801862         1.4017781247         1.4147896325         1.3914898717         3.9442100225 
        4.6650000000         0.3481449325         1.3890426230         1.3867802168         1.4042213986         3.8855871267 
        4.6700000000         0.3092332999         1.3941368236         1.3944191484         1.4042213986         3.8320618740 
        4.6750018000         0.2724708534         1.3864955226         1.3995117694         1.3991287878         3.7581460489 
        4.6800000000         0.2379323688         1.3966839240         1.3918728378         1.3914898717         3.6867790453 
        4.6850000000         0.2056134358         1.3941368236         1.3944191484         1.3965824825         3.6230585064 
        4.6900001000         0.1755582070         1.3941368236         1.3995117694         1.4067677040         3.5567891459 
        4.6950000000         0.1477980776         1.3890426230         1.3867802168         1.3991287878         3.4777756777 
        4.7000000000         0.1223587093         1.4017781247         1.4020580799         1.3940361771         3.3962133879 
        4.7050000000         0.0992657858         1.4017781247         1.3995117694         1.3991287878         3.3222975627 
        4.7100000000         0.0785420972         1.3890426230         1.3867802168         1.3965824825         3.2432840945 
        4.7150000000         0.0602080952         1.3966839240         1.3944191484         1.3914898717         3.1591729831 
        4.7200000000         0.0442818732         1.3941368236         1.3944191484         1.4067677040         3.0827083364 
        4.7250000000         0.0307791485         1.3890426230         1.3867802168         1.4042213986         3.0036948682 
