           Time[sec]           V_{cmd}[V]          V_{gyro}[V]          \theta[deg] \omega_{gyro}[deg/sec] 
        0.0000000000         1.0769230769         1.2054518309         1.2221510061       -10.7055962408 
        0.0050000000         1.0769230769         1.2130986854         1.7726503918         0.7076193677 
        0.0100001000         1.0769230769         1.2768224726         1.7726503918        95.8177494385 
        0.0150000000         1.0769230769         1.5138749607         3.6076483443       449.6274333016 
        0.0200000000         1.0769230769         1.5495602815         5.6261460920       502.8891061412 
        0.0250008000         1.0769230769         1.6209309231         8.0116434303       609.4124518204 
        0.0300000000         1.0769230769         1.7024973707        11.8651391305       731.1534183109 
        0.0350000000         1.0769230769         1.7228889826        15.3516352402       761.5886599336 
        0.0400000000         1.0769230769         1.7713190608        19.0216311452       833.8723587873 
        0.0450001000         1.0769230769         1.8222980905        23.4256262311       909.9604628439 
        0.0500000000         1.0769230769         1.8834729262        29.1141198838      1001.2661877118 
        0.0550000000         1.0769230769         1.8809239747        33.1511153793       997.4617825090 
        0.0600000000         1.0769230769         1.9319030044        38.4726094415      1073.5498865656 
        0.0650000000         0.6972166159         1.9191582470        43.6106037085      1054.5278605514 
        0.0700000000         0.2870687260         1.9650393737        49.1155975659      1123.0071542023 
        0.0750000000        -0.4052711037         1.9268051015        53.8865922424      1065.9410761599 
        0.0800001000        -0.6739824376         1.9166092955        59.9420854856      1050.7234553486 
        0.0850000000        -1.0769230769         1.8630813143        64.3460805716       970.8309460892 
        0.0900000000        -1.0769230769         1.4246616587        66.7315779098       316.4732512025 
        0.0950000000         0.2982915524         1.3507420656        67.4655770908       206.1455003205 
        0.1000000000         0.5459579634         1.3456441627        69.1170752480       198.5366899148 
        0.1050000000         0.4183783099         1.3074098904        70.0345742243       141.4706118724 
        0.1100000000         0.4978804080         1.2844693270        70.2180740195       107.2309650469 
        0.1150000000         0.5787448509         1.3634868231        70.7685734053       225.1675263346 
        0.1200000000         0.1933526214         1.4654448825        72.4200715625       377.3437344478 
        0.1250000000        -0.3889751948         1.4042700468        74.6220691055       286.0380095799 
        0.1300000000        -0.3280982058         1.3915252894        75.5395680817       267.0159835658 
        0.1350001000        -0.3568694798         1.3762315805        77.5580658294       244.1895523488 
        0.1400000000        -0.4743029685         1.3379973082        78.6590646009       187.1234743063 
        0.1450000000        -0.4113824624         1.1238853834        78.2920650104      -132.4465627313 
        0.1500000000         0.5312770470         1.1646686072        77.3745660342       -71.5760794860 
        0.1550000000         0.4409476117         1.1697665101        76.6405668532       -63.9672690804 
        0.1600000000         0.4856193052         1.1952560250        76.6405668532       -25.9232170521 
        0.1650000000         0.3773459332         1.2232944913        76.8240666485        15.9252401790 
        0.1700001000         0.2416636319         1.2615287636        76.8240666485        72.9913182215 
