           Time[sec]             ao1_Vcmd            ai2_Vgyro           ai3_Vpoten                Wgyro 
        0.0000000000         4.5000000000         1.2130986854         0.3939836328        -0.0259476601 
        0.0050000000         4.5000000000         1.2156476369         0.3965322411         0.0404517368 
        0.0100000000         4.5000000000         1.2181965884         0.4041780659         0.1068511336 
        0.0150000000         4.5000000000         1.2130986854         0.4016294576        -0.0259476601 
        0.0200000000         4.5000000000         1.2105497339         0.3965322411        -0.0923470570 
        0.0250000000         4.5000000000         1.2207455399         0.3990808494         0.1732505305 
        0.0300000000         4.5000000000         1.2130986854         0.3965322411        -0.0259476601 
        0.0350000000         4.5000000000         1.2130986854         0.3939836328        -0.0259476601 
        0.0400000000         4.5000000000         1.2232944913         0.3965322411         0.2396499274 
        0.0450000000         4.5000000000         1.2360392488         0.4041780659         0.5716469117 
        0.0500001000         4.5000000000         1.2870182785         0.3990808494         1.8996348491 
        0.0550000000         4.5000000000         1.7152421281         0.4347613651        13.0547335232 
        0.0600000000         4.5000000000         2.0185673549         0.5010251801        20.9562617506 
        0.0650001000         4.5000000000         1.9446477619         0.5774834281        19.0306792414 
        0.0700000000         4.5000000000         1.9446477619         0.6513930678        19.0306792414 
        0.0750000000         4.5000000000         1.9370009074         0.7354971407        18.8314810508 
        0.0800001000         4.5000000000         1.9038645381         0.7992123473        17.9682888915 
        0.0850000000         4.5000000000         1.8885708292         0.8756705954        17.5698925103 
        0.0900000000         4.5000000000         1.8809239747         0.9495802351        17.3706943197 
        0.0950001000         4.5000000000         1.8579834113         1.0081982253        16.7730997479 
        0.1000000000         4.5000000000         1.8452386539         1.0795592567        16.4411027635 
        0.1050000000         4.5000000000         1.8477876054         1.1432744634        16.5075021604 
        0.1100001000         4.5000000000         1.8273959935         1.1891494122        15.9763069854 
        0.1150000000         4.5000000000         1.8248470420         1.2554132272        15.9099075886 
        0.1200000000         4.5000000000         1.8452386539         1.3165798256        16.4411027635 
        0.1250000000         4.5000000000         1.8809239747         1.3828436406        17.3706943197 
        0.1300000000         4.5000000000         1.8936687321         1.4440102390        17.7026913040 
        0.1350000000         4.5000000000         1.9140603440         1.5153712705        18.2338864790 
        0.1400000000         4.5000000000         1.9344519559         1.5918295185        18.7650816539 
        0.1450000000         4.5000000000         1.9344519559         1.6682877665        18.7650816539 
        0.1500000000         4.5000000000         1.9217071985         1.7269057567        18.4330846696 
        0.1550000000         4.5000000000         1.9268051015         1.8033640047        18.5658834633 
        0.1600000000         4.5000000000         1.9268051015         1.8747250362        18.5658834633 
        0.1650000000         4.5000000000         1.9446477619         1.9639263255        19.0306792414 
        0.1700000000         4.5000000000         1.9395498589         2.0327387487        18.8978804477 
        0.1750001000         4.5000000000         1.9217071985         2.0964539554        18.4330846696 
        0.1800001000         4.5000000000         1.9471967133         2.1831066365        19.0970786383 
        0.1850000000         4.5000000000         1.9573925193         2.2493704515        19.3626762258 
        0.1900001000         4.5000000000         1.9675883252         2.3334745243        19.6282738132 
        0.1950000000         4.5000000000         1.9675883252         2.3997383392        19.6282738132 
        0.2000000000         4.5000000000         1.9675883252         2.4761965873        19.6282738132 
        0.2050001000         4.5000000000         1.9726862282         2.5603006601        19.7610726070 
        0.2100001000         4.5000000000         1.9624904223         2.6291130833        19.4954750195 
        0.2150000000         4.5000000000         1.9650393737         2.7055713313        19.5618744164 
        0.2200001000         4.5000000000         1.9854309856         2.7922240124        20.0930695913 
        0.2250000000         4.5000000000         1.9752351797         2.8610364356        19.8274720038 
        0.2300000000         4.5000000000         1.9777841312         2.9349460754        19.8938714007 
        0.2350001000         4.5000000000         1.9930778401         3.0165015399        20.2922677819 
        0.2400001000         4.5000000000         1.9777841312         3.0878625714        19.8938714007 
        0.2450000000         4.5000000000         1.9828820341         3.1668694277        20.0266701945 
        0.2500000000         4.5000000000         1.9956267916         3.2509735005        20.3586671788 
        0.2550000000         4.5000000000         1.9905288886         3.3197859237        20.2258683851 
        0.2600000000         4.5000000000         1.9879799371         3.3911469552        20.1594689882 
