           Time[sec]             ao1_Vcmd            ai2_Vgyro           ai3_Vpoten                Wgyro 
        0.0000000000         0.8000000000         1.2080007824        -0.0035992569        -0.1587464538 
        0.0050001000         0.8000000000         1.2130986854         0.0014979597        -0.0259476601 
        0.0100001000         0.8000000000         1.2156476369         0.0014979597         0.0404517368 
        0.0150000000         0.8000000000         1.2105497339         0.0014979597        -0.0923470570 
        0.0200001000         0.8000000000         1.2054518309        -0.0010506486        -0.2251458507 
        0.0250001000         0.8000000000         1.2130986854         0.0040465679        -0.0259476601 
        0.0300000000         0.8000000000         1.2130986854         0.0040465679        -0.0259476601 
        0.0350001000         0.8000000000         1.2054518309        -0.0061478651        -0.2251458507 
        0.0400001000         0.8000000000         1.2130986854         0.0040465679        -0.0259476601 
        0.0450000000         0.8000000000         1.2207455399         0.0091437845         0.1732505305 
        0.0500001000         0.8000000000         1.2181965884         0.0091437845         0.1068511336 
        0.0550001000         0.8000000000         1.2130986854         0.0091437845        -0.0259476601 
        0.0600000000         0.8000000000         1.2130986854         0.0091437845        -0.0259476601 
        0.0650001000         0.8000000000         0.8587944289         1.1101425560        -9.2554638249 
        0.0700001000         0.8000000000         0.4025321129         5.0018673802       -21.1409558646 
        0.0750000000         0.8000000000         0.5070391238         5.0018673802       -18.4185805929 
        0.0800001000         0.8000000000         0.4815496090         4.9407007818       -19.0825745616 
        0.0850001000         0.8000000000         0.5044901723         4.8667911420       -18.4849799898 
        0.0900000000         0.8000000000         0.5172349298         4.8030759353       -18.1529830054 
        0.0950001000         0.8000000000         0.5197838812         4.7189718625       -18.0865836086 
        0.1000001000         0.8000000000         0.5350775902         4.6527080476       -17.6881872274 
        0.1050000000         0.8000000000         0.5452733961         4.5813470161       -17.4225896399 
        0.1100001000         0.8000000000         0.5478223476         4.5023401598       -17.3561902430 
        0.1150001000         0.8000000000         0.5478223476         4.4284305200       -17.3561902430 
        0.1200000000         0.8000000000         0.5656650080         4.3672639216       -16.8913944649 
        0.1250000000         0.8000000000         0.5707629110         4.2984514984       -16.7585956712 
        0.1300001000         0.8000000000         0.5809587169         4.2296390752       -16.4929980837 
