           Time[sec]             ao1_Vcmd            ai2_Vgyro           ai3_Vpoten                Wgyro 
        0.0000000000         4.9000000000         1.2130986854         0.0040465679        -0.0259476601 
        0.0050000000         4.9000000000         1.2156476369         0.0040465679         0.0404517368 
        0.0100001000         4.9000000000         1.2130986854        -0.0010506486        -0.0259476601 
        0.0150000000         4.9000000000         1.2156476369         0.0040465679         0.0404517368 
        0.0200000000         4.9000000000         1.2080007824        -0.0035992569        -0.1587464538 
        0.0250001000         4.9000000000         1.2080007824        -0.0010506486        -0.1587464538 
        0.0300000000         4.9000000000         1.2130986854         0.0014979597        -0.0259476601 
        0.0350000000         4.9000000000         1.2130986854         0.0040465679        -0.0259476601 
        0.0400001000         4.9000000000         1.2156476369         0.0040465679         0.0404517368 
        0.0450000000         4.9000000000         1.2538819092         0.0091437845         1.0364426898 
        0.0500000000         4.9000000000         1.6438714865        -0.0010506486        11.1955504108 
        0.0550001000         4.9000000000         2.1358191233         0.0065951762        24.0106340066 
        0.0600000000         4.9000000000         2.0746442876         0.0983450738        22.4170484817 
        0.0650000000         4.9000000000         2.0695463847         0.1824491466        22.2842496880 
        0.0700000000         4.9000000000         2.0593505787         0.2741990443        22.0186521005 
        0.0750000000         4.9000000000         2.0415079183         0.3634003336        21.5538563224 
        0.0800000000         4.9000000000         2.0236652579         0.4551502313        21.0890605444 
        0.0850000000         4.9000000000         2.0109205005         0.5290598710        20.7570635600 
        0.0900000000         4.9000000000         1.9981757431         0.6106153356        20.4250665757 
        0.0950000000         4.9000000000         1.9981757431         0.6972680166        20.4250665757 
        0.1000000000         4.9000000000         1.9828820341         0.7660804399        20.0266701945 
        0.1050019000         4.9000000000         1.9701372767         0.8476359044        19.6946732101 
        0.1100000000         4.9000000000         1.9675883252         0.9215455442        19.6282738132 
        0.1150000000         4.9000000000         1.9981757431         1.0005524005        20.4250665757 
        0.1200001000         4.9000000000         2.0287631609         1.0821078650        21.2218593381 
        0.1250000000         4.9000000000         2.0517037243         1.1585661130        21.8194539099 
        0.1300000000         4.9000000000         2.0746442876         1.2452187941        22.4170484817 
        0.1350001000         4.9000000000         2.0899379966         1.3446145166        22.8154448630 
        0.1400000000         4.9000000000         2.0873890451         1.4312671976        22.7490454661 
        0.1450000000         4.9000000000         2.0771932391         1.5179198787        22.4834478786 
        0.1500001000         4.9000000000         2.0797421906         1.5994753433        22.5498472755 
        0.1550000000         4.9000000000         2.0924869480         1.6835794161        22.8818442598 
        0.1600000000         4.9000000000         2.0924869480         1.7753293137        22.8818442598 
        0.1650001000         4.9000000000         2.0924869480         1.8645306031        22.8818442598 
        0.1700000000         4.9000000000         2.0950358995         1.9537318924        22.9482436567 
        0.1750000000         4.9000000000         2.0924869480         2.0505790066        22.8818442598 
        0.1800001000         4.9000000000         2.0822911421         2.1321344712        22.6162466724 
        0.1850000000         4.9000000000         2.0924869480         2.2213357605        22.8818442598 
        0.1900000000         4.9000000000         2.0950358995         2.3079884416        22.9482436567 
        0.1950000000         4.9000000000         2.1026827540         2.3946411227        23.1474418473 
        0.2000000000         4.9000000000         2.1128785599         2.4991340617        23.4130394348 
        0.2050000000         4.9000000000         2.0975848510         2.5806895262        23.0146430536 
        0.2100002000         4.9000000000         2.0950358995         2.6698908156        22.9482436567 
        0.2150000000         4.9000000000         2.1001338025         2.7718351463        23.0810424504 
        0.2200000000         4.9000000000         2.1077806570         2.8584878274        23.2802406411 
        0.2250000000         4.9000000000         2.1077806570         2.9425919002        23.2802406411 
        0.2300001000         4.9000000000         2.1103296084         3.0292445813        23.3466400379 
        0.2350000000         4.9000000000         2.1077806570         3.1184458706        23.2802406411 
        0.2400001000         4.9000000000         2.0975848510         3.2025499434        23.0146430536 
        0.2450001000         4.9000000000         2.1001338025         3.2917512328        23.0810424504 
        0.2500000000         4.9000000000         2.1001338025         3.3835011304        23.0810424504 
        0.2550000000         4.9000000000         2.1052317055         3.4777996363        23.2138412442 
        0.2600001000         4.9000000000         2.1052317055         3.5695495339        23.2138412442 
        0.2650000000         4.9000000000         2.0975848510         3.6536536068        23.0146430536 
        0.2700000000         4.9000000000         2.1103296084         3.7555979375        23.3466400379 
        0.2750001000         4.9000000000         2.1001338025         3.8422506185        23.0810424504 
        0.2800000000         4.9000000000         2.1052317055         3.9390977327        23.2138412442 
        0.2850000000         4.9000000000         2.1026827540         4.0282990221        23.1474418473 
        0.2900001000         4.9000000000         2.1001338025         4.1225975280        23.0810424504 
        0.2950011000         4.9000000000         2.1052317055         4.2117988173        23.2138412442 
        0.3000000000         4.9000000000         2.0950358995         4.2908056736        22.9482436567 
        0.3050001000         4.9000000000         2.1077806570         4.3876527878        23.2802406411 
        0.3100000000         4.9000000000         2.0975848510         4.4768540771        23.0146430536 
        0.3150000000         4.9000000000         2.1001338025         4.5711525830        23.0810424504 
        0.3200000000         4.9000000000         2.1103296084         4.6705483054        23.3466400379 
        0.3250000000         4.9000000000         2.1103296084         4.7699440279        23.3466400379 
        0.3300000000         4.9000000000         2.1103296084         4.8642425337        23.3466400379 
        0.3350000000         4.9000000000         2.1128785599         4.9687354727        23.4130394348 
        0.3400000000         4.9000000000         2.1205254144         5.0069645967        23.6122376254 
        0.3450000000         4.9000000000         2.1205254144         1.1075939477        23.6122376254 
        0.3500001000         4.9000000000         2.1179764629         0.0065951762        23.5458382285 
        0.3550001000         4.9000000000         2.1103296084         0.0295326506        23.3466400379 
        0.3600000000         4.9000000000         2.1103296084         0.1212825482        23.3466400379 
        0.3650000000         4.9000000000         2.1103296084         0.2130324459        23.3466400379 
        0.3700001000         4.9000000000         2.1128785599         0.3149767765        23.4130394348 
        0.3750000000         4.9000000000         2.1205254144         0.4143724990        23.6122376254 
        0.3800000000         4.9000000000         2.1179764629         0.5035737883        23.5458382285 
