           Time[sec]             ao1_Vcmd            ai2_Vgyro           ai3_Vpoten                Wgyro 
        0.0000000000         4.2000000000         1.2080007824         0.0703103829        -0.1587464538 
        0.0050001000         4.2000000000         1.2207455399         0.0703103829         0.1732505305 
        0.0100000000         4.2000000000         1.2080007824         0.0677617746        -0.1587464538 
        0.0150000000         4.2000000000         1.2080007824         0.0677617746        -0.1587464538 
        0.0200001000         4.2000000000         1.2156476369         0.0677617746         0.0404517368 
        0.0250000000         4.2000000000         1.2156476369         0.0703103829         0.0404517368 
        0.0300000000         4.2000000000         1.2207455399         0.0728589911         0.1732505305 
        0.0350001000         4.2000000000         1.2207455399         0.0728589911         0.1732505305 
        0.0400001000         4.2000000000         1.2130986854         0.0754075994        -0.0259476601 
        0.0450000000         4.2000000000         1.2054518309         0.0703103829        -0.2251458507 
        0.0500001000         4.2000000000         1.2156476369         0.0677617746         0.0404517368 
        0.0550001000         4.2000000000         1.2564308607         0.0779562077         1.1028420867 
        0.0600000000         4.2000000000         1.5011302033         0.0983450738         7.4771841861 
        0.0650001000         4.2000000000         1.9242561500         0.1595116722        18.4994840665 
        0.0700001000         4.2000000000         1.8630813143         0.2206782707        16.9058985416 
        0.0750000000         4.2000000000         1.8681792173         0.3022337352        17.0386973353 
        0.0800001000         4.2000000000         1.8554344599         0.3710461584        16.7067003510 
        0.0850001000         4.2000000000         1.8452386539         0.4322127568        16.4411027635 
        0.0900000000         4.2000000000         1.8197491390         0.4882821387        15.7771087948 
        0.0950001000         4.2000000000         1.8121022846         0.5494487371        15.5779106042 
        0.1000001000         4.2000000000         1.8019064786         0.6131639438        15.3123130167 
        0.1050000000         4.2000000000         1.7917106727         0.6692333257        15.0467154292 
        0.1100001000         4.2000000000         1.7866127697         0.7380457489        14.9139166355 
        0.1150001000         4.2000000000         1.7713190608         0.7915665225        14.5155202543 
        0.1200000000         4.2000000000         1.7636722064         0.8399900796        14.3163220637 
        0.1250000000         4.2000000000         1.7560253519         0.8960594615        14.1171238731 
        0.1300001000         4.2000000000         1.7611232549         0.9521288434        14.2499226668 
        0.1350000000         4.2000000000         1.7713190608         1.0056496170        14.5155202543 
        0.1400000000         4.2000000000         1.7917106727         1.0617189989        15.0467154292 
        0.1450001000         4.2000000000         1.8197491390         1.1228855973        15.7771087948 
        0.1500000000         4.2000000000         1.8299449450         1.1789549792        16.0427063823 
        0.1550000000         4.2000000000         1.8477876054         1.2375729693        16.5075021604 
        0.1600001000         4.2000000000         1.8528855084         1.3114826091        16.6403009541 
        0.1650001000         4.2000000000         1.8554344599         1.3751978158        16.7067003510 
        0.1700000000         4.2000000000         1.8554344599         1.4363644142        16.7067003510 
        0.1750001000         4.2000000000         1.8477876054         1.4975310126        16.5075021604 
        0.1800001000         4.2000000000         1.8656302658         1.5663434358        16.9722979385 
        0.1850000000         4.2000000000         1.8681792173         1.6249614260        17.0386973353 
        0.1900001000         4.2000000000         1.8758260717         1.6988710657        17.2378955259 
        0.1950001000         4.2000000000         1.8732771203         1.7600376641        17.1714961291 
        0.2000000000         4.2000000000         1.8809239747         1.8339473039        17.3706943197 
        0.2050001000         4.2000000000         1.8681792173         1.9002111188        17.0386973353 
        0.2100001000         4.2000000000         1.8707281688         1.9613777172        17.1050967322 
        0.2150000000         4.2000000000         1.8656302658         2.0276415322        16.9722979385 
        0.2200001000         4.2000000000         1.8656302658         2.1015511720        16.9722979385 
        0.2250001000         4.2000000000         1.8758260717         2.1678149869        17.2378955259 
        0.2300000000         4.2000000000         1.8911197807         2.2366274101        17.6362919072 
        0.2350001000         4.2000000000         1.8987666351         2.2977940085        17.8354900978 
        0.2400001000         4.2000000000         1.8962176836         2.3666064318        17.7690907009 
        0.2450000000         4.2000000000         1.8987666351         2.4379674632        17.8354900978 
        0.2500000000         4.2000000000         1.9064134896         2.5144257113        18.0346882884 
        0.2550001000         4.2000000000         1.9038645381         2.5857867427        17.9682888915 
        0.2600000000         4.2000000000         1.9013155866         2.6545991660        17.9018894946 
        0.2650000000         4.2000000000         1.9038645381         2.7208629809        17.9682888915 
        0.2700001000         4.2000000000         1.9140603440         2.7922240124        18.2338864790 
        0.2750000000         4.2000000000         1.9038645381         2.8610364356        17.9682888915 
        0.2800000000         4.2000000000         1.9166092955         2.9323974671        18.3002858758 
        0.2850001000         4.2000000000         1.9089624411         2.9935640655        18.1010876852 
        0.2900001000         4.2000000000         1.9038645381         3.0649250970        17.9682888915 
        0.2950000000         4.2000000000         1.9140603440         3.1388347368        18.2338864790 
        0.3000001000         4.2000000000         1.9242561500         3.2178415930        18.4994840665 
        0.3050001000         4.2000000000         1.9191582470         3.2790081915        18.3666852727 
        0.3100000000         4.2000000000         1.9217071985         3.3605636560        18.4330846696 
        0.3150001000         4.2000000000         1.9191582470         3.4319246875        18.3666852727 
        0.3200001000         4.2000000000         1.9268051015         3.5007371107        18.5658834633 
        0.3250000000         4.2000000000         1.9344519559         3.5720981422        18.7650816539 
        0.3300001000         4.2000000000         1.9217071985         3.6383619572        18.4330846696 
        0.3350001000         4.2000000000         1.9217071985         3.7097229886        18.4330846696 
        0.3400000000         4.2000000000         1.9089624411         3.7759868036        18.1010876852 
        0.3450001000         4.2000000000         1.9166092955         3.8549936599        18.3002858758 
        0.3500001000         4.2000000000         1.9268051015         3.9238060831        18.5658834633 
        0.3550001000         4.2000000000         1.9242561500         4.0028129394        18.4994840665 
        0.3600001000         4.2000000000         1.9293540529         4.0767225791        18.6322828602 
        0.3650001000         4.2000000000         1.9319030044         4.1455350024        18.6986822571 
        0.3700000000         4.2000000000         1.9370009074         4.2194446421        18.8314810508 
        0.3750000000         4.2000000000         1.9370009074         4.2933542819        18.8314810508 
        0.3800001000         4.2000000000         1.9370009074         4.3698125299        18.8314810508 
        0.3850000000         4.2000000000         1.9395498589         4.4437221696        18.8978804477 
        0.3900000000         4.2000000000         1.9420988104         4.5303748507        18.9642798445 
        0.3950001000         4.2000000000         1.9344519559         4.5966386657        18.7650816539 
        0.4000000000         4.2000000000         1.9420988104         4.6730969137        18.9642798445 
        0.4050000000         4.2000000000         1.9420988104         4.7546523783        18.9642798445 
        0.4100001000         4.2000000000         1.9446477619         4.8285620180        19.0306792414 
        0.4150001000         4.2000000000         1.9370009074         4.8999230495        18.8314810508 
        0.4200001000         4.2000000000         1.9420988104         4.9763812975        18.9642798445 
        0.4250001000         4.2000000000         1.9446477619         5.0044159885        19.0306792414 
        0.4300001000         4.2000000000         1.9471967133         1.1050453394        19.0970786383 
        0.4350000000         4.2000000000         1.9548435678         0.0091437845        19.2962768289 
        0.4400001000         4.2000000000         1.9471967133        -0.0010506486        19.0970786383 
        0.4450001000         4.2000000000         1.9497456648         0.0601159498        19.1634780351 
        0.4500000000         4.2000000000         1.9522946163         0.1391228061        19.2298774320 
        0.4550001000         4.2000000000         1.9548435678         0.2206782707        19.2962768289 
        0.4600001000         4.2000000000         1.9573925193         0.2945879104        19.3626762258 
        0.4650003000         4.2000000000         1.9573925193         0.3710461584        19.3626762258 
        0.4700001000         4.2000000000         1.9471967133         0.4398585816        19.0970786383 
        0.4750001000         4.2000000000         1.9471967133         0.5086710049        19.0970786383 
        0.4800001000         4.2000000000         1.9471967133         0.5902264694        19.0970786383 
        0.4850001000         4.2000000000         1.9548435678         0.6692333257        19.2962768289 
        0.4900001000         4.2000000000         1.9497456648         0.7380457489        19.1634780351 
        0.4950000000         4.2000000000         1.9471967133         0.8145039969        19.0970786383 
