           Time[sec]             ao1_Vcmd            ai2_Vgyro           ai3_Vpoten                Wgyro 
        0.0000000000         3.7000000000         1.2207455399         3.0980570045         0.1732505305 
        0.0050000000         3.7000000000         1.2156476369         3.0929597879         0.0404517368 
        0.0100000000         3.7000000000         1.2207455399         3.0980570045         0.1732505305 
        0.0150000000         3.7000000000         1.2232944913         3.1006056127         0.2396499274 
        0.0200000000         3.7000000000         1.2156476369         3.0929597879         0.0404517368 
        0.0250000000         3.7000000000         1.2105497339         3.0878625714        -0.0923470570 
        0.0300000000         3.7000000000         1.2232944913         3.1031542210         0.2396499274 
        0.0350000000         3.7000000000         1.2156476369         3.0955083962         0.0404517368 
        0.0400000000         3.7000000000         1.2207455399         3.0955083962         0.1732505305 
        0.0450000000         3.7000000000         1.2258434428         3.1031542210         0.3060493242 
        0.0500000000         3.7000000000         1.2207455399         3.0955083962         0.1732505305 
        0.0550000000         3.7000000000         1.2207455399         3.0980570045         0.1732505305 
        0.0600000000         3.7000000000         1.2232944913         3.0980570045         0.2396499274 
        0.0650000000         3.7000000000         1.2385882003         3.1082514376         0.6380463086 
        0.0700000000         3.7000000000         1.2385882003         3.1082514376         0.6380463086 
        0.0750000000         3.7000000000         1.2385882003         3.1031542210         0.6380463086 
        0.0800000000         3.7000000000         1.4246616587         3.1184458706         5.4852022801 
        0.0850000000         3.7000000000         1.7432805945         3.1515777781        13.7851268887 
        0.0900000000         3.7000000000         1.7407316430         3.2101957682        13.7187274919 
        0.0950000000         3.7000000000         1.7254379341         3.2637165419        13.3203311106 
        0.1000000000         3.7000000000         1.7126931766         3.3044942741        12.9883341263 
        0.1050000000         3.7000000000         1.7126931766         3.3707580891        12.9883341263 
        0.1100000000         3.7000000000         1.6973994677         3.4064386048        12.5899377451 
        0.1150000000         3.7000000000         1.6897526133         3.4650565950        12.3907395545 
        0.1200000000         3.7000000000         1.6872036618         3.5160287603        12.3243401576 
        0.1250000000         3.7000000000         1.6770078558         3.5517092761        12.0587425701 
        0.1300000000         3.7000000000         1.6591651954         3.5975842249        11.5939467920 
        0.1350000000         3.7000000000         1.6668120499         3.6536536068        11.7931449826 
        0.1400000000         3.7000000000         1.6515183410         3.6867855142        11.3947486014 
        0.1450000000         3.7000000000         1.6489693895         3.7428548961        11.3283492046 
        0.1500000000         3.7000000000         1.6387735836         3.7759868036        11.0627516171 
        0.1550000000         3.7000000000         1.6489693895         3.8320561855        11.3283492046 
