           Time[sec]             ao1_Vcmd            ai2_Vgyro           ai3_Vpoten                Wgyro 
        0.0000000000         0.1000000000         1.2207455399         1.0693648237         0.1732505305 
        0.0050000000         0.1000000000         1.2130986854         1.0591703906        -0.0259476601 
        0.0100001000         0.1000000000         1.2080007824         1.0515245658        -0.1587464538 
        0.0150000000         0.1000000000         1.2080007824         1.0693648237        -0.1587464538 
        0.0200000000         0.1000000000         1.2054518309         1.0566217823        -0.2251458507 
        0.0250001000         0.1000000000         1.2105497339         1.0566217823        -0.0923470570 
        0.0300000000         0.1000000000         1.2156476369         1.0617189989         0.0404517368 
        0.0350000000         0.1000000000         1.2029028795         1.0489759575        -0.2915452476 
        0.0400001000         0.1000000000         1.2130986854         1.0540731741        -0.0259476601 
        0.0450000000         0.1000000000         1.1876091705         1.0540731741        -0.6899416288 
        0.0500000000         0.1000000000         1.0295741784         1.0336843079        -4.8067042347 
        0.0550001000         0.1000000000         0.3439062287         0.9776149261       -22.6681419926 
        0.0600000000         0.1000000000         0.2878292960         0.8807678119       -24.1289287237 
        0.0650000000         0.1000000000         0.3082209079         0.7839206977       -23.5977335487 
        0.0700001000         0.1000000000         0.3184167139         0.6921708001       -23.3321359612 
        0.0750001000         0.1000000000         0.3311614713         0.6004209025       -23.0001389769 
        0.0800000000         0.1000000000         0.3311614713         0.5035737883       -23.0001389769 
        0.0850000000         0.1000000000         0.3439062287         0.4194697155       -22.6681419926 
        0.0900001000         0.1000000000         0.3515530832         0.3328170344       -22.4689438019 
        0.0950000000         0.1000000000         0.3541020347         0.2385185285       -22.4025444051 
        0.1000000000         0.1000000000         0.3668467921         0.1518658474       -22.0705474207 
        0.1050001000         0.1000000000         0.3795915495         0.0652131663       -21.7385504364 
        0.1100000000         0.1000000000         0.3795915495        -0.0061478651       -21.7385504364 
        0.1150000000         0.1000000000         0.3923363069         0.0014979597       -21.4065534520 
        0.1200001000         0.1000000000         0.4025321129         4.9967701637       -21.1409558646 
        0.1250000000         0.1000000000         0.4101789673         5.0018673802       -20.9417576740 
        0.1300000000         0.1000000000         0.4101789673         4.9356035652       -20.9417576740 
        0.1350001000         0.1000000000         0.4254726763         4.8464022759       -20.5433612927 
        0.1400000000         0.1000000000         0.4356684822         4.7699440279       -20.2777637053 
        0.1450000000         0.1000000000         0.4356684822         4.6858399550       -20.2777637053 
        0.1500001000         0.1000000000         0.4407663852         4.6042844905       -20.1449649115 
        0.1550000000         0.1000000000         0.4535111426         4.5329234590       -19.8129679272 
        0.1600000000         0.1000000000         0.4560600941         4.4462707779       -19.7465685303 
        0.1650001000         0.1000000000         0.4407663852         4.3545208803       -20.1449649115 
        0.1700000000         0.1000000000         0.4407663852         4.2806112405       -20.1449649115 
        0.1750000000         0.1000000000         0.4535111426         4.2092502090       -19.8129679272 
        0.1800001000         0.1000000000         0.4407663852         4.1302433528       -20.1449649115 
        0.1850000000         0.1000000000         0.3337104228         4.0282990221       -22.9337395800 
        0.1900000000         0.1000000000         0.2725355871         3.9365491244       -24.5273251049 
        0.1950001000         0.1000000000         0.2929271990         3.8422506185       -23.9961299299 
        0.2000001000         0.1000000000         0.2980251020         3.7530493292       -23.8633311362 
        0.2050000000         0.1000000000         0.3082209079         3.6638480398       -23.5977335487 
        0.2100001000         0.1000000000         0.3158677624         3.5670009257       -23.3985353581 
        0.2150001000         0.1000000000         0.3158677624         3.4727024198       -23.3985353581 
        0.2200000000         0.1000000000         0.3209656653         3.3758553056       -23.2657365644 
        0.2250000000         0.1000000000         0.3286125198         3.2892026245       -23.0665383738 
        0.2300001000         0.1000000000         0.3337104228         3.2076471600       -22.9337395800 
        0.2350000000         0.1000000000         0.3388083257         3.1133486541       -22.8009407863 
        0.2400001000         0.1000000000         0.3439062287         3.0241473647       -22.6681419926 
        0.2450001000         0.1000000000         0.3490041317         2.9374946836       -22.5353431988 
        0.2500000000         0.1000000000         0.3515530832         2.8457447860       -22.4689438019 
        0.2550000000         0.1000000000         0.3541020347         2.7616407132       -22.4025444051 
        0.2600001000         0.1000000000         0.3515530832         2.6775366404       -22.4689438019 
        0.2650020000         0.1000000000         0.3362593743         2.5832381345       -22.8673401832 
        0.2700000000         0.1000000000         0.3311614713         2.4965854534       -23.0001389769 
        0.2750001000         0.1000000000         0.3184167139         2.4099327723       -23.3321359612 
        0.2800000000         0.1000000000         0.3235146168         2.3232800912       -23.1993371675 
        0.2850000000         0.1000000000         0.3158677624         2.2238843688       -23.3985353581 
        0.2900001000         0.1000000000         0.3158677624         2.1397802960       -23.3985353581 
        0.2950000000         0.1000000000         0.3158677624         2.0403845735       -23.3985353581 
        0.3000000000         0.1000000000         0.3158677624         1.9409888511       -23.3985353581 
        0.3050001000         0.1000000000         0.3158677624         1.8543361700       -23.3985353581 
        0.3100000000         0.1000000000         0.3158677624         1.7651348807       -23.3985353581 
        0.3150000000         0.1000000000         0.3235146168         1.6810308078       -23.1993371675 
        0.3200001000         0.1000000000         0.3158677624         1.5816350854       -23.3985353581 
        0.3250012000         0.1000000000         0.3107698594         1.4847879713       -23.5313341519 
        0.3300000000         0.1000000000         0.3209656653         1.4032325067       -23.2657365644 
        0.3350000000         0.1000000000         0.3235146168         1.3114826091       -23.1993371675 
        0.3400001000         0.1000000000         0.3158677624         1.2197327115       -23.3985353581 
        0.3450017000         0.1000000000         0.3337104228         1.1432744634       -22.9337395800 
        0.3500001000         0.1000000000         0.3260635683         1.0489759575       -23.1329377706 
        0.3550001000         0.1000000000         0.3311614713         0.9648718847       -23.0001389769 
        0.3600000000         0.1000000000         0.3107698594         0.8578303375       -23.5313341519 
        0.3650000000         0.1000000000         0.3107698594         0.7660804399       -23.5313341519 
        0.3700001000         0.1000000000         0.3235146168         0.6921708001       -23.1993371675 
        0.3750000000         0.1000000000         0.3260635683         0.5978722942       -23.1329377706 
        0.3800000000         0.1000000000         0.3158677624         0.4933793553       -23.3985353581 
        0.3850001000         0.1000000000         0.3311614713         0.4067266742       -23.0001389769 
        0.3900000000         0.1000000000         0.3286125198         0.3124281683       -23.0665383738 
        0.3950015000         0.1000000000         0.3209656653         0.2130324459       -23.2657365644 
        0.4000001000         0.1000000000         0.3311614713         0.1263797648       -23.0001389769 
        0.4050000000         0.1000000000         0.3311614713         0.0346298671       -23.0001389769 
        0.4100000000         0.1000000000         0.3362593743        -0.0010506486       -22.8673401832 
        0.4150001000         0.1000000000         0.3464551802         1.1126911642       -22.6017425957 
        0.4200001000         0.1000000000         0.3362593743         4.9942215554       -22.8673401832 
        0.4250000000         0.1000000000         0.3515530832         4.9789299058       -22.4689438019 
        0.4300001000         0.1000000000         0.3541020347         4.8820827916       -22.4025444051 
        0.4350000000         0.1000000000         0.3515530832         4.7903328940       -22.4689438019 
        0.4400000000         0.1000000000         0.3490041317         4.6985829964       -22.5353431988 
        0.4450001000         0.1000000000         0.3464551802         4.6119303153       -22.6017425957 
        0.4500001000         0.1000000000         0.3184167139         4.5125345929       -23.3321359612 
        0.4550000000         0.1000000000         0.3107698594         4.4105902622       -23.5313341519 
        0.4600000000         0.1000000000         0.3158677624         4.3264861893       -23.3985353581 
        0.4650001000         0.1000000000         0.3209656653         4.2398335083       -23.2657365644 
        0.4700000000         0.1000000000         0.3235146168         4.1378891776       -23.1993371675 
        0.4750001000         0.1000000000         0.3260635683         4.0461392799       -23.1329377706 
        0.4800001000         0.1000000000         0.3362593743         3.9645838154       -22.8673401832 
        0.4850000000         0.1000000000         0.3260635683         3.8575422681       -23.1329377706 
        0.4900000000         0.1000000000         0.3388083257         3.7759868036       -22.8009407863 
        0.4950001000         0.1000000000         0.3260635683         3.6740424729       -23.1329377706 
        0.5000000000         0.1000000000         0.3235146168         3.5924870083       -23.1993371675 
        0.5050000000         0.1000000000         0.3311614713         3.5032857190       -23.0001389769 
        0.5100001000         0.1000000000         0.3133188109         3.4013413883       -23.4649347550 
        0.5150000000         0.1000000000         0.3209656653         3.3248831403       -23.2657365644 
        0.5200000000         0.1000000000         0.3133188109         3.2203902013       -23.4649347550 
        0.5250001000         0.1000000000         0.3209656653         3.1362861285       -23.2657365644 
        0.5300000000         0.1000000000         0.3184167139         3.0470848391       -23.3321359612 
        0.5350000000         0.1000000000         0.3133188109         2.9527863332       -23.4649347550 
        0.5400001000         0.1000000000         0.3260635683         2.8788766935       -23.1329377706 
        0.5450000000         0.1000000000         0.3158677624         2.7794809711       -23.3985353581 
        0.5500000000         0.1000000000         0.3184167139         2.6877310734       -23.3321359612 
        0.5550001000         0.1000000000         0.3133188109         2.5883353510       -23.4649347550 
        0.5600000000         0.1000000000         0.3107698594         2.4965854534       -23.5313341519 
        0.5650000000         0.1000000000         0.3107698594         2.4048355558       -23.5313341519 
        0.5700001000         0.1000000000         0.3184167139         2.3232800912       -23.3321359612 
        0.5750001000         0.1000000000         0.3260635683         2.2391760184       -23.1329377706 
        0.5800001000         0.1000000000         0.3260635683         2.1474261208       -23.1329377706 
        0.5850000000         0.1000000000         0.3158677624         2.0429331818       -23.3985353581 
        0.5900001000         0.1000000000         0.3107698594         1.9486346759       -23.5313341519 
        0.5950000000         0.1000000000         0.3260635683         1.8645306031       -23.1329377706 
        0.6000000000         0.1000000000         0.3158677624         1.7727807055       -23.3985353581 
        0.6050053000         0.1000000000         0.3158677624         1.6810308078       -23.3985353581 
        0.6100000000         0.1000000000         0.3107698594         1.5841836937       -23.5313341519 
        0.6150000000         0.1000000000         0.3184167139         1.5077254457       -23.3321359612 
        0.6200001000         0.1000000000         0.3286125198         1.4108783315       -23.0665383738 
        0.6250000000         0.1000000000         0.3184167139         1.3140312173       -23.3321359612 
        0.6300000000         0.1000000000         0.3184167139         1.2248299280       -23.3321359612 
        0.6350001000         0.1000000000         0.3260635683         1.1356286386       -23.1329377706 
        0.6400000000         0.1000000000         0.3209656653         1.0540731741       -23.2657365644 
        0.6450008000         0.1000000000         0.3158677624         0.9674204930       -23.3985353581 
        0.6500001000         0.1000000000         0.3235146168         0.8807678119       -23.1993371675 
        0.6550000000         0.1000000000         0.3133188109         0.7890179143       -23.4649347550 
        0.6600000000         0.1000000000         0.3107698594         0.6845249753       -23.5313341519 
        0.6650001000         0.1000000000         0.3260635683         0.6055181190       -23.1329377706 
        0.6700000000         0.1000000000         0.3209656653         0.5061223966       -23.2657365644 
        0.6750000000         0.1000000000         0.3337104228         0.4220183238       -22.9337395800 
        0.6800001000         0.1000000000         0.3311614713         0.3226226013       -23.0001389769 
        0.6850000000         0.1000000000         0.3235146168         0.2308727037       -23.1993371675 
        0.6900000000         0.1000000000         0.3286125198         0.1365741978       -23.0665383738 
        0.6950001000         0.1000000000         0.3209656653         0.0320812589       -23.2657365644 
        0.7000012000         0.1000000000         0.3337104228        -0.0010506486       -22.9337395800 
        0.7050001000         0.1000000000         0.3388083257         1.1075939477       -22.8009407863 
        0.7100000000         0.1000000000         0.3362593743         4.9916729471       -22.8673401832 
        0.7150001000         0.1000000000         0.3464551802         4.9814785140       -22.6017425957 
        0.7200000000         0.1000000000         0.3566509861         4.8948258330       -22.3361450082 
        0.7250000000         0.1000000000         0.3439062287         4.7954301105       -22.6681419926 
        0.7300001000         0.1000000000         0.3311614713         4.7011316046       -23.0001389769 
        0.7350000000         0.1000000000         0.3107698594         4.5991872739       -23.5313341519 
        0.7400000000         0.1000000000         0.3031230049         4.5048887681       -23.7305323425 
        0.7450001000         0.1000000000         0.3133188109         4.4131388704       -23.4649347550 
        0.7500000000         0.1000000000         0.3158677624         4.3239375811       -23.3985353581 
        0.7550000000         0.1000000000         0.3184167139         4.2296390752       -23.3321359612 
        0.7600001000         0.1000000000         0.3260635683         4.1353405693       -23.1329377706 
        0.7650000000         0.1000000000         0.3286125198         4.0512364965       -23.0665383738 
        0.7700000000         0.1000000000         0.3311614713         3.9569379906       -23.0001389769 
        0.7750001000         0.1000000000         0.3286125198         3.8600908764       -23.0665383738 
        0.7800000000         0.1000000000         0.3286125198         3.7734381953       -23.0665383738 
        0.7850004000         0.1000000000         0.3260635683         3.6791396894       -23.1329377706 
        0.7900001000         0.1000000000         0.3235146168         3.5899384001       -23.1993371675 
        0.7950000000         0.1000000000         0.3260635683         3.4956398942       -23.1329377706 
        0.8000000000         0.1000000000         0.3184167139         3.4013413883       -23.3321359612 
        0.8050001000         0.1000000000         0.3158677624         3.3146887072       -23.3985353581 
        0.8100000000         0.1000000000         0.3235146168         3.2254874178       -23.1993371675 
        0.8150000000         0.1000000000         0.3158677624         3.1362861285       -23.3985353581 
        0.8200001000         0.1000000000         0.3209656653         3.0496334474       -23.2657365644 
        0.8250001000         0.1000000000         0.3184167139         2.9629807663       -23.3321359612 
        0.8300024000         0.1000000000         0.3158677624         2.8635850439       -23.3985353581 
        0.8350001000         0.1000000000         0.3158677624         2.7769323628       -23.3985353581 
        0.8400001000         0.1000000000         0.3082209079         2.6775366404       -23.5977335487 
        0.8450000000         0.1000000000         0.3082209079         2.5857867427       -23.5977335487 
        0.8500000000         0.1000000000         0.3107698594         2.4914882369       -23.5313341519 
        0.8550001000         0.1000000000         0.3107698594         2.4099327723       -23.5313341519 
        0.8600000000         0.1000000000         0.3158677624         2.3156342664       -23.3985353581 
        0.8650000000         0.1000000000         0.3158677624         2.2289815853       -23.3985353581 
        0.8700001000         0.1000000000         0.3209656653         2.1397802960       -23.2657365644 
        0.8750000000         0.1000000000         0.3056719564         2.0378359653       -23.6641329456 
        0.8800000000         0.1000000000         0.3056719564         1.9435374594       -23.6641329456 
        0.8850001000         0.1000000000         0.3235146168         1.8645306031       -23.1993371675 
        0.8900000000         0.1000000000         0.3260635683         1.7727807055       -23.1329377706 
        0.8950000000         0.1000000000         0.3158677624         1.6759335913       -23.3985353581 
        0.9000001000         0.1000000000         0.3158677624         1.5867323019       -23.3985353581 
        0.9050000000         0.1000000000         0.3235146168         1.5000796209       -23.1993371675 
        0.9100000000         0.1000000000         0.3158677624         1.4032325067       -23.3985353581 
        0.9150001000         0.1000000000         0.3286125198         1.3191284339       -23.0665383738 
        0.9200000000         0.1000000000         0.3158677624         1.2197327115       -23.3985353581 
        0.9250018000         0.1000000000         0.3184167139         1.1356286386       -23.3321359612 
        0.9300001000         0.1000000000         0.3158677624         1.0387815245       -23.3985353581 
        0.9350000000         0.1000000000         0.3209656653         0.9572260599       -23.2657365644 
        0.9400000000         0.1000000000         0.3056719564         0.8603789458       -23.6641329456 
        0.9450001000         0.1000000000         0.3184167139         0.7813720895       -23.3321359612 
        0.9500001000         0.1000000000         0.3184167139         0.6819763670       -23.3321359612 
        0.9550016000         0.1000000000         0.3158677624         0.5902264694       -23.3985353581 
        0.9600001000         0.1000000000         0.3311614713         0.5061223966       -23.0001389769 
        0.9650001000         0.1000000000         0.3337104228         0.4143724990       -22.9337395800 
        0.9700000000         0.1000000000         0.3209656653         0.3073309517       -23.2657365644 
        0.9750000000         0.1000000000         0.3286125198         0.2232268789       -23.0665383738 
        0.9800001000         0.1000000000         0.3260635683         0.1212825482       -23.1329377706 
        0.9850000000         0.1000000000         0.3337104228         0.0397270837       -22.9337395800 
        0.9900000000         0.1000000000         0.3362593743         0.0014979597       -22.8673401832 
        0.9950001000         0.1000000000         0.3388083257         1.1050453394       -22.8009407863 
        1.0000000000         0.1000000000         0.3439062287         5.0044159885       -22.6681419926 
        1.0050000000         0.1000000000         0.3515530832         4.9814785140       -22.4689438019 
        1.0100001000         0.1000000000         0.3413572772         4.8693397503       -22.7345413894 
        1.0150000000         0.1000000000         0.3464551802         4.7877842857       -22.6017425957 
        1.0200001000         0.1000000000         0.3362593743         4.6883885633       -22.8673401832 
        1.0250001000         0.1000000000         0.3209656653         4.6017358822       -23.2657365644 
        1.0300000000         0.1000000000         0.3107698594         4.5048887681       -23.5313341519 
        1.0350000000         0.1000000000         0.3082209079         4.4054930456       -23.5977335487 
        1.0400001000         0.1000000000         0.3260635683         4.3239375811       -23.1329377706 
        1.0450000000         0.1000000000         0.3235146168         4.2168960338       -23.1993371675 
        1.0500000000         0.1000000000         0.3260635683         4.1302433528       -23.1329377706 
        1.0550001000         0.1000000000         0.3362593743         4.0435906717       -22.8673401832 
        1.0600000000         0.1000000000         0.3388083257         3.9467435575       -22.8009407863 
        1.0650000000         0.1000000000         0.3184167139         3.8498964433       -23.3321359612 
        1.0700001000         0.1000000000         0.3158677624         3.7632437623       -23.3985353581 
        1.0750001000         0.1000000000         0.3133188109         3.6663966481       -23.4649347550 
        1.0800000000         0.1000000000         0.3184167139         3.5873897918       -23.3321359612 
        1.0850000000         0.1000000000         0.3184167139         3.4854454611       -23.3321359612 
        1.0900001000         0.1000000000         0.3158677624         3.4013413883       -23.3985353581 
        1.0950000000         0.1000000000         0.3184167139         3.3070428824       -23.3321359612 
        1.1000000000         0.1000000000         0.3158677624         3.2178415930       -23.3985353581 
        1.1050001000         0.1000000000         0.3184167139         3.1260916954       -23.3321359612 
        1.1100000000         0.1000000000         0.3158677624         3.0368904061       -23.3985353581 
        1.1150000000         0.1000000000         0.3158677624         2.9476891167       -23.3985353581 
        1.1200001000         0.1000000000         0.3056719564         2.8508420026       -23.6641329456 
        1.1250000000         0.1000000000         0.3133188109         2.7590921049       -23.4649347550 
        1.1300000000         0.1000000000         0.3158677624         2.6800852486       -23.3985353581 
        1.1350001000         0.1000000000         0.3133188109         2.5883353510       -23.4649347550 
        1.1400000000         0.1000000000         0.3158677624         2.4863910203       -23.3985353581 
        1.1450001000         0.1000000000         0.3107698594         2.3946411227       -23.5313341519 
        1.1500001000         0.1000000000         0.3158677624         2.3181828747       -23.3985353581 
        1.1550001000         0.1000000000         0.3184167139         2.2264329771       -23.3321359612 
        1.1600000000         0.1000000000         0.3107698594         2.1244886464       -23.5313341519 
        1.1650001000         0.1000000000         0.3133188109         2.0327387487       -23.4649347550 
        1.1700000000         0.1000000000         0.3133188109         1.9435374594       -23.4649347550 
        1.1750000000         0.1000000000         0.3158677624         1.8517875618       -23.3985353581 
        1.1800001000         0.1000000000         0.3133188109         1.7574890559       -23.4649347550 
        1.1850000000         0.1000000000         0.3082209079         1.6580933334       -23.5977335487 
        1.1900000000         0.1000000000         0.3158677624         1.5765378689       -23.3985353581 
        1.1950001000         0.1000000000         0.3184167139         1.4949824043       -23.3321359612 
        1.2000001000         0.1000000000         0.3158677624         1.3930380736       -23.3985353581 
        1.2050000000         0.1000000000         0.3158677624         1.3063853925       -23.3985353581 
        1.2100000000         0.1000000000         0.3133188109         1.2095382784       -23.4649347550 
        1.2150001000         0.1000000000         0.3158677624         1.1254342056       -23.3985353581 
        1.2200000000         0.1000000000         0.3158677624         1.0311356997       -23.3985353581 
        1.2250000000         0.1000000000         0.3158677624         0.9393858020       -23.3985353581 
        1.2300001000         0.1000000000         0.3158677624         0.8552817292       -23.3985353581 
        1.2350000000         0.1000000000         0.3158677624         0.7737262647       -23.3985353581 
