           Time[sec]           V_{cmd}[V]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.2400000000         1.2130986854        -0.0254973684         1.0077546450 
        0.0050000000         0.2400000000         1.2105497339        -0.0918967653         1.0077546450 
        0.0100000000         0.2400000000         1.2054518309        -0.2246955590         0.9981466182 
        0.0150000000         0.2400000000         1.2080007824        -0.1582961621         0.9981466182 
        0.0200000000         0.2400000000         1.2130986854        -0.0254973684         1.0045519694 
        0.0250000000         0.2400000000         1.2232944913         0.2401002191         0.9981466182 
        0.0300000000         0.2400000000         1.3456441627         3.4272712688         1.0173626718 
        0.0350000000         0.2400000000         1.2819203755         1.7672863471         1.0269706986 
        0.0400000000         0.2400000000         1.2768224726         1.6344875533         1.0301733742 
        0.0450012000         0.2400000000         1.3176056963         2.6968779032         1.0493894278 
        0.0500000000         0.2400000000         1.2997630359         2.2320821252         1.0589974547 
        0.0550000000         0.2400000000         1.3176056963         2.6968779032         1.0718081571 
        0.0600000000         0.2400000000         1.3074098904         2.4312803158         1.0782135083 
        0.0650000000         0.2400000000         1.3201546478         2.7632773001         1.0974295619 
        0.0700000000         0.2400000000         1.3252525508         2.8960760939         1.1102402643 
        0.0750000000         0.2400000000         1.3176056963         2.6968779032         1.1198482911 
        0.0800000000         0.2400000000         1.3150567448         2.6304785064         1.1422670204 
        0.0850000000         0.2400000000         1.3176056963         2.6968779032         1.1486723716 
        0.0900000000         0.2400000000         1.3227035993         2.8296766970         1.1710911008 
        0.0950000000         0.2400000000         1.3227035993         2.8296766970         1.1839018032 
        0.1000000000         0.2400000000         1.3354483567         3.1616736813         1.1967125056 
        0.1050000000         0.2400000000         1.3099588419         2.4976797126         1.2095232080 
        0.1100018000         0.2400000000         1.3456441627         3.4272712688         1.2223339104 
        0.1150000000         0.2400000000         1.3278015023         2.9624754907         1.2479553153 
        0.1200000000         0.2400000000         1.3379973082         3.2280730782         1.2511579909 
        0.1250000000         0.2400000000         1.3252525508         2.8960760939         1.2703740445 
        0.1300000000         0.2400000000         1.3456441627         3.4272712688         1.2799820713 
        0.1350000000         0.2400000000         1.3303504538         3.0288748876         1.3024008005 
