           Time[sec]           V_{cmd}[V]          V_{gyro}[V]          \theta[deg] \omega_{gyro}[deg/sec] 
        0.0000000000        -0.5400000000         1.2130986854      -143.9261870355         0.3347876579 
        0.0050000000        -0.5400000000         1.2080007824      -144.8436860117        -7.2740227478 
        0.0100000000        -0.5400000000         1.2130986854      -144.4766864212         0.3347876579 
        0.0150000000        -0.5400000000         1.2130986854      -144.2931866260         0.3347876579 
        0.0200000000        -0.5400000000         1.1544728012      -144.1096868308       -87.1665320072 
        0.0250000000        -0.5400000000         1.0066336150      -145.5776851927      -307.8220337713 
        0.0300000000        -0.5400000000         1.1111406260      -146.3116843737      -151.8414204553 
        0.0350000000        -0.5400000000         0.9964378091      -147.7796827357      -323.0396545826 
        0.0400011000        -0.5400000000         1.0244762754      -149.7981804835      -281.1911973515 
        0.0450000000        -0.5400000000         1.0142804695      -150.7156794597      -296.4088181628 
        0.0500000000        -0.5400000000         1.0168294210      -152.0001780264      -292.6044129600 
        0.0550000000        -0.5400000000         0.9785951487      -154.7526749552      -349.6704910024 
        0.0600000000        -0.5400000000         0.9760461972      -156.5876729076      -353.4748962053 
        0.0650000000        -0.5400000000         0.9734972457      -157.8721714744      -357.2793014081 
        0.0700000000        -0.5400000000         0.9683993428      -159.5236696316      -364.8881118138 
        0.0750000000        -0.5400000000         0.9862420032      -161.3586675841      -338.2572753940 
        0.0800000000        -0.5400000000         0.9378119249      -163.1936655366      -410.5409742477 
        0.0850000000        -0.5400000000         0.9633014398      -164.8451636938      -372.4969222194 
        0.0900000000        -0.5400000000         0.9429098279      -167.5976606226      -402.9321638420 
        0.0950000000        -0.5400000000         0.9429098279      -169.9831579608      -402.9321638420 
        0.1000000000        -0.5400000000         0.9174203130      -172.3686552990      -440.9762158703 
        0.1050000000        -0.5400000000         0.9250671675      -174.0201534563      -429.5630002619 
        0.1100000000        -0.5400000000         0.9352629734      -175.6716516135      -414.3453794505 
        0.1150000000        -0.5400000000         0.9276161190      -177.8736491565      -425.7585950590 
        0.1200000000        -0.5400000000         0.9174203130      -179.8921469042      -440.9762158703 
        0.1250000000        -0.5400000000         0.8944797497      -180.4426462900      -475.2158626958 
        0.1300000000        -0.5400000000         0.9046755556      -179.8921469042      -459.9982418845 
        0.1350000000        -0.5400000000         0.9046755556      -179.7086471090      -459.9982418845 
        0.1400000000        -0.5400000000         0.8970287012      -100.4367355616      -471.4114574930 
        0.1450000000        -0.5400000000         0.8944797497      -100.0697359711      -475.2158626958 
        0.1500000000        -0.5400000000         0.8893818467       179.4004521924      -482.8246731015 
        0.1550000000        -0.5400000000         0.8893818467       179.5839519876      -482.8246731015 
        0.1600000000        -0.5400000000         0.8791860408       180.1344513734      -498.0422939128 
