           Time[sec]           V_{cmd}[V]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000        -0.7000000000         1.2080007824        -0.1582961621        -2.2525691197 
        0.0050000000        -0.7000000000         1.2130986854        -0.0254973684        -2.2429610929 
        0.0100000000        -0.7000000000         1.2130986854        -0.0254973684        -2.2429610929 
        0.0150000000        -0.7000000000         1.2130986854        -0.0254973684        -2.2429610929 
        0.0200000000        -0.7000000000         1.0219273240        -5.0054521336        -2.2589744709 
        0.0250000000        -0.7000000000         1.0117315180        -5.2710497211        -2.2813932001 
        0.0300000000        -0.7000000000         1.0499657903        -4.2750587680        -2.3006092538 
        0.0350000000        -0.7000000000         0.9658503913        -6.4662388647        -2.3326360098 
        0.0400000000        -0.7000000000         0.9709482942        -6.3334400710        -2.3678654414 
        0.0450030000        -0.7000000000         0.9760461972        -6.2006412772        -2.3902841707 
        0.0500000000        -0.7000000000         0.9327140220        -7.3294310240        -2.4287162779 
        0.0550000000        -0.7000000000         0.9301650705        -7.3958304209        -2.4543376827 
        0.0600000000        -0.7000000000         0.9403608764        -7.1302328334        -2.5023778168 
        0.0650000000        -0.7000000000         0.8970287012        -8.2590225802        -2.5376072484 
        0.0700000000        -0.7000000000         0.9097734586        -7.9270255959        -2.5696340045 
        0.0750000000        -0.7000000000         0.9072245071        -7.9934249927        -2.6176741385 
        0.0800000000        -0.7000000000         0.8868328952        -8.5246201677        -2.6657142726 
        0.0850000000        -0.7000000000         0.8638923318        -9.1222147395        -2.7169570823 
        0.0900000000        -0.7000000000         0.8740881378        -8.8566171520        -2.7489838383 
        0.0950000000        -0.7000000000         0.8638923318        -9.1222147395        -2.7970239724 
        0.1000000000        -0.7000000000         0.8613433804        -9.1886141364        -2.8418614308 
        0.1050000000        -0.7000000000         0.8536965259        -9.3878123270        -2.8866988893 
        0.1100000000        -0.7000000000         0.8435007200        -9.6534099145        -2.9379416989 
        0.1150000000        -0.7000000000         0.8511475744        -9.4542117238        -2.9923871842 
        0.1200000000        -0.7000000000         0.8205601566       -10.2510044863        -3.0436299938 
        0.1250000000        -0.7000000000         0.8511475744        -9.4542117238        -3.0916701279 
        0.1300000000        -0.7000000000         0.8282070110       -10.0518062957        -3.1397102620 
        0.1350000000        -0.7000000000         0.8154622536       -10.3838032800        -3.1365075864 
        0.1400000000        -0.7000000000         0.8256580595       -10.1182056925        -3.1397102620 
        0.1450000000        -0.7000000000         0.8052664477       -10.6494008675        -3.1301022351 
        0.1500000000        -0.7000000000         0.8078153991       -10.5830014706        -1.7305329963 
        0.1550000000        -0.7000000000         0.7950706417       -10.9149984550         3.1407365971 
        0.1600000000        -0.7000000000         0.8256580595       -10.1182056925         3.1503446239 
        0.1650000000        -0.7000000000         0.7848748358       -11.1805960425         3.1311285703 
        0.1700000000        -0.7000000000         0.8001685447       -10.7821996612         3.0991018143 
        0.1750000000        -0.7000000000         0.7925216902       -10.9813978518         3.0318456266 
        0.1800000000        -0.7000000000         0.7874237873       -11.1141966456         2.9934135194 
        0.1850000000        -0.7000000000         0.7899727387       -11.0477972487         2.9293600073 
        0.1900000000        -0.7000000000         0.7619342724       -11.7781906143         2.8589011440 
        0.1950000000        -0.7000000000         0.8052664477       -10.6494008675         2.8236717124 
        0.2000000000        -0.7000000000         0.7899727387       -11.0477972487         2.7596182003 
        0.2050000000        -0.7000000000         0.7746790298       -11.4461936299         2.7083753906 
        0.2100000000        -0.7000000000         0.7925216902       -10.9813978518         2.6539299054 
        0.2150000000        -0.7000000000         0.7542874179       -11.9773888049         2.5898763933 
        0.2200000000        -0.7000000000         0.7593853209       -11.8445900111         2.5162148544 
        0.2250000000        -0.7000000000         0.7925216902       -10.9813978518         2.4681747203 
        0.2300000000        -0.7000000000         0.7619342724       -11.7781906143         2.4105265595 
        0.2350000000        -0.7000000000         0.7746790298       -11.4461936299         2.3624864254 
        0.2400000000        -0.7000000000         0.7517384665       -12.0437882018         2.2952302377 
