           Time[sec]           V_{cmd}[V]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.5400000000         1.2207455399         0.1737008222         1.6450870902 
        0.0050001000         0.5400000000         1.2130986854        -0.0254973684         1.6354790633 
        0.0100000000         0.5400000000         1.2207455399         0.1737008222         1.6450870902 
        0.0150000000         0.5400000000         1.2130986854        -0.0254973684         1.6354790633 
        0.0200000000         0.5400000000         1.2921161815         2.0328839346         1.6354790633 
        0.0250000000         0.5400000000         1.3991721439         4.8216586031         1.6546951170 
        0.0300000000         0.5400000000         1.3328994052         3.0952742845         1.6867218730 
        0.0350001000         0.5400000000         1.3660357746         3.9584664438         1.7091406022 
        0.0400000000         0.5400000000         1.4195637558         5.3528537780         1.7251539802 
        0.0450437000         0.5400000000         1.3889763379         4.5560610156         1.7379646827 
        0.0500000000         0.5400000000         1.4093679498         5.0872561905         1.7635860875 
        0.0550000000         0.5400000000         1.4170148043         5.2864543812         1.7924101679 
        0.0600000000         0.5400000000         1.4323085132         5.6848507624         1.8276395996 
        0.0650000000         0.5400000000         1.4399553677         5.8840489530         1.8564636800 
        0.0700000000         0.5400000000         1.4425043191         5.9504483498         1.8756797336 
        0.0750000000         0.5400000000         1.4246616587         5.4856525718         1.9013011385 
        0.0800000000         0.5400000000         1.4603469795         6.4152441279         1.9333278945 
        0.0850000000         0.5400000000         1.4476022221         6.0832471436         1.9749626773 
        0.0900000000         0.5400000000         1.4679938340         6.6144423185         2.0037867578 
        0.0950000000         0.5400000000         1.4654448825         6.5480429217         2.0262054870 
        0.1000000000         0.5400000000         1.4679938340         6.6144423185         2.0646375943 
        0.1050000000         0.5400000000         1.4705427855         6.6808417154         2.0934616747 
        0.1100000000         0.5400000000         1.4577980281         6.3488447311         2.1350964575 
        0.1150000000         0.5400000000         1.4807385914         6.9464393029         2.1671232136 
        0.1200000000         0.5400000000         1.4934833489         7.2784362872         2.2023526452 
        0.1250000000         0.5400000000         1.4858364944         7.0792380966         2.2375820769 
        0.1300001000         0.5400000000         1.4960323003         7.3448356841         2.2760141841 
        0.1350000000         0.5400000000         1.4960323003         7.3448356841         2.3144462913 
        0.1400000000         0.5400000000         1.5164239122         7.8760308591         2.3592837498 
        0.1450000000         0.5400000000         1.5036791548         7.5440338747         2.3881078302 
        0.1500000000         0.5400000000         1.5087770578         7.6768326684         2.4265399375 
        0.1550000000         0.5400000000         1.5138749607         7.8096314622         2.4617693691 
        0.1600001000         0.5400000000         1.5189728637         7.9424302559         2.5034041520 
        0.1650000000         0.5400000000         1.5113260093         7.7432320653         2.5418362592 
        0.1700000000         0.5400000000         1.5164239122         7.8760308591         2.5834710421 
        0.1750000000         0.5400000000         1.5317176211         8.2744272403         2.6219031493 
        0.1800001000         0.5400000000         1.5393644756         8.4736254309         2.6699432834 
        0.1850000000         0.5400000000         1.5317176211         8.2744272403         2.6987673638 
        0.1900000000         0.5400000000         1.5266197182         8.1416284465         2.7596182003 
        0.1950007000         0.5400000000         1.5317176211         8.2744272403         2.7820369295 
        0.2000000000         0.5400000000         1.5419134271         8.5400248278         2.8332797392 
        0.2050000000         0.5400000000         1.5419134271         8.5400248278         2.8845225488 
        0.2100033000         0.5400000000         1.5266197182         8.1416284465         2.9165493049 
        0.2150026000         0.5400000000         1.5495602815         8.7392230184         2.9581840877 
        0.2200000000         0.5400000000         1.5317176211         8.2744272403         2.9966161950 
        0.2250000000         0.5400000000         1.5521092330         8.8056224152         3.0574670314 
        0.2300000000         0.5400000000         1.5597560875         9.0048206058         3.0958991387 
        0.2350000000         0.5400000000         1.5495602815         8.7392230184         3.1439392727 
        0.2400001000         0.5400000000         1.5674029419         9.2040187964         3.1503446239 
        0.2450000000         0.5400000000         1.5393644756         8.4736254309         3.1279258947 
        0.2500000000         0.5400000000         1.5597560875         9.0048206058         3.1407365971 
        0.2550001000         0.5400000000         1.5572071360         8.9384212090        -1.7433436987 
        0.2600000000         0.5400000000         1.5750497964         9.4032169871        -1.7529517255 
        0.2650000000         0.5400000000         1.5674029419         9.2040187964        -3.1397102620 
        0.2700000000         0.5400000000         1.5623050390         9.0712200027        -3.1429129376 
        0.2750000000         0.5400000000         1.5623050390         9.0712200027        -3.1397102620 
        0.2800000000         0.5400000000         1.5852456023         9.6688145745        -3.1108861815 
        0.2850001000         0.5400000000         1.5725008449         9.3368175902        -3.0692513987 
        0.2900001000         0.5400000000         1.5648539905         9.1376193996        -3.0308192914 
        0.2950000000         0.5400000000         1.5674029419         9.2040187964        -2.9827791574 
        0.3000000000         0.5400000000         1.5801476994         9.5360157808        -2.9379416989 
        0.3050000000         0.5400000000         1.5725008449         9.3368175902        -2.8770908624 
        0.3100000000         0.5400000000         1.5928924568         9.8680127651        -2.8354560796 
        0.3150000000         0.5400000000         1.5546581845         8.8720218121        -2.7938212967 
        0.3200000000         0.5400000000         1.5903435053         9.8016133683        -2.7457811627 
        0.3250000000         0.5400000000         1.5623050390         9.0712200027        -2.7009437042 
        0.3300000000         0.5400000000         1.5903435053         9.8016133683        -2.6497008946 
        0.3350000000         0.5400000000         1.5725008449         9.3368175902        -2.6016607605 
        0.3400000000         0.5400000000         1.5801476994         9.5360157808        -2.5632286533 
        0.3450022000         0.5400000000         1.5928924568         9.8680127651        -2.5023778168 
        0.3500023000         0.5400000000         1.5674029419         9.2040187964        -2.4639457096 
        0.3550001000         0.5400000000         1.6005393113        10.0672109557        -2.4127028999 
        0.3600000000         0.5400000000         1.5877945538         9.7352139714        -2.3582574146 
        0.3650000000         0.5400000000         1.5775987479         9.4696163839        -2.3230279830 
        0.3700000000         0.5400000000         1.6005393113        10.0672109557        -2.2621771465 
        0.3750000000         0.5400000000         1.5826966509         9.6024151777        -2.2301503905 
        0.3800001000         0.5400000000         1.6107351172        10.3328085432        -2.1692995540 
        0.3850000000         0.5400000000         1.5826966509         9.6024151777        -2.1212594199 
        0.3900000000         0.5400000000         1.6081861657        10.2664091464        -2.0764219615 
        0.3950000000         0.5400000000         1.5775987479         9.4696163839        -2.0315845030 
        0.4000000000         0.5400000000         1.6030882627        10.1336103526        -1.9835443690 
        0.4050000000         0.5400000000         1.5954414083         9.9344121620        -1.9483149373 
        0.4100009000         0.5400000000         1.5954414083         9.9344121620        -1.8874641009 
        0.4150001000         0.5400000000         1.5979903598        10.0008115589        -1.8458293180 
        0.4200001000         0.5400000000         1.6005393113        10.0672109557        -1.7881811571 
        0.4250000000         0.5400000000         1.5928924568         9.8680127651        -1.7401410231 
        0.4300000000         0.5400000000         1.5954414083         9.9344121620        -1.6953035646 
        0.4350000000         0.5400000000         1.5979903598        10.0008115589        -1.6472634306 
        0.4400000000         0.5400000000         1.5979903598        10.0008115589        -1.6088313233 
        0.4450000000         0.5400000000         1.6158330202        10.4656073370        -1.5447778113 
        0.4500396000         0.5400000000         1.6081861657        10.2664091464        -1.4967376772 
        0.4550000000         0.5400000000         1.6030882627        10.1336103526        -1.4454948675 
        0.4600000000         0.5400000000         1.6081861657        10.2664091464        -1.3974547335 
        0.4650000000         0.5400000000         1.6132840687        10.3992079401        -1.3494145994 
        0.4700000000         0.5400000000         1.5979903598        10.0008115589        -1.2981717898 
        0.4750001000         0.5400000000         1.6209309231        10.5984061307        -1.2373209533 
        0.4800001000         0.5400000000         1.5954414083         9.9344121620        -1.2052941973 
        0.4850000000         0.5400000000         1.6183819717        10.5320067338        -1.1380380096 
        0.4900000000         0.5400000000         1.6005393113        10.0672109557        -1.1060112535 
        0.4950000000         0.5400000000         1.6158330202        10.4656073370        -1.0547684439 
        0.5000000000         0.5400000000         1.6132840687        10.3992079401        -0.9907149318 
        0.5050001000         0.5400000000         1.6081861657        10.2664091464        -0.9490801489 
        0.5100000000         0.5400000000         1.6311267291        10.8640037182        -0.8882293125 
        0.5150000000         0.5400000000         1.6132840687        10.3992079401        -0.8497972052 
        0.5200000000         0.5400000000         1.6311267291        10.8640037182        -0.7857436932 
        0.5250000000         0.5400000000         1.6158330202        10.4656073370        -0.7377035591 
        0.5300000000         0.5400000000         1.6209309231        10.5984061307        -0.6992714518 
        0.5350001000         0.5400000000         1.6132840687        10.3992079401        -0.6448259666 
        0.5400000000         0.5400000000         1.6081861657        10.2664091464        -0.6095965349 
        0.5450000000         0.5400000000         1.6209309231        10.5984061307        -0.5455430229 
        0.5500000000         0.5400000000         1.6158330202        10.4656073370        -0.4943002132 
        0.5550000000         0.5400000000         1.6311267291        10.8640037182        -0.4462600791 
