           Time[sec]           V_{cmd}[V]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.3200000000         1.2080007824        -0.1582961621        -2.6432955434 
        0.0050000000         0.3200000000         1.2080007824        -0.1582961621        -2.6497008946 
        0.0100000000         0.3200000000         1.2130986854        -0.0254973684        -2.6432955434 
        0.0150000000         0.3200000000         1.2054518309        -0.2246955590        -2.6400928678 
        0.0200000000         0.3200000000         1.2105497339        -0.0918967653        -2.6464982190 
        0.0250000000         0.3200000000         1.2844693270         1.8336857439        -2.6368901922 
        0.0300000000         0.3200000000         1.3507420656         3.5600700625        -2.6176741385 
        0.0350000000         0.3200000000         1.2946651330         2.0992833314        -2.6016607605 
        0.0400000000         0.3200000000         1.3227035993         2.8296766970        -2.6080661117 
        0.0450000000         0.3200000000         1.3456441627         3.4272712688        -2.5888500581 
        0.0500000000         0.3200000000         1.3354483567         3.1616736813        -2.5632286533 
        0.0550000000         0.3200000000         1.3430952112         3.3608718719        -2.5568233021 
        0.0600000000         0.3200000000         1.3558399686         3.6928688563        -2.5312018972 
        0.0650000000         0.3200000000         1.3558399686         3.6928688563        -2.5119858436 
        0.0700000000         0.3200000000         1.3583889201         3.7592682532        -2.4831617632 
        0.0750000000         0.3200000000         1.3762315805         4.2240640312        -2.4703510608 
        0.0800000000         0.3200000000         1.3558399686         3.6928688563        -2.4543376827 
        0.0850000000         0.3200000000         1.3762315805         4.2240640312        -2.4287162779 
        0.0900000000         0.3200000000         1.3634868231         3.8920670469        -2.4223109267 
        0.0950000000         0.3200000000         1.3838784350         4.4232622219        -2.3870814951 
        0.1000000000         0.3200000000         1.3915252894         4.6224604125        -2.3614600902 
        0.1050010000         0.3200000000         1.3915252894         4.6224604125        -2.3518520634 
        0.1100000000         0.3200000000         1.3787805320         4.2904634281        -2.3230279830 
        0.1150000000         0.3200000000         1.3915252894         4.6224604125        -2.3006092538 
        0.1200000000         0.3200000000         1.3762315805         4.2240640312        -2.2910012269 
        0.1250000000         0.3200000000         1.3864273864         4.4896616187        -2.2621771465 
        0.1300000000         0.3200000000         1.4017210954         4.8880579999        -2.2301503905 
        0.1350053000         0.3200000000         1.4017210954         4.8880579999        -2.2141370125 
        0.1400000000         0.3200000000         1.4119169013         5.1536555874        -2.1949209588 
        0.1450000000         0.3200000000         1.3940742409         4.6888598093        -2.1789075808 
        0.1500000000         0.3200000000         1.3966231924         4.7552592062        -2.1436781492 
        0.1550000000         0.3200000000         1.4195637558         5.3528537780        -2.1084487175 
        0.1600000000         0.3200000000         1.4246616587         5.4856525718        -2.0860299883 
        0.1650000000         0.3200000000         1.4017210954         4.8880579999        -2.0764219615 
        0.1700000000         0.3200000000         1.4272106102         5.5520519686        -2.0347871786 
        0.1750000000         0.3200000000         1.4093679498         5.0872561905        -2.0155711250 
        0.1800001000         0.3200000000         1.4170148043         5.2864543812        -2.0027604226 
        0.1850000000         0.3200000000         1.3966231924         4.7552592062        -1.9803416934 
        0.1900000000         0.3200000000         1.4246616587         5.4856525718        -1.9515176129 
        0.1950000000         0.3200000000         1.4093679498         5.0872561905        -1.9226935325 
        0.2000000000         0.3200000000         1.4374064162         5.8176495561        -1.8874641009 
        0.2050000000         0.3200000000         1.4119169013         5.1536555874        -1.8778560741 
        0.2100000000         0.3200000000         1.4195637558         5.3528537780        -1.8394239668 
        0.2150000000         0.3200000000         1.4272106102         5.5520519686        -1.8138025620 
        0.2200000000         0.3200000000         1.4399553677         5.8840489530        -1.7753704547 
        0.2250000000         0.3200000000         1.4272106102         5.5520519686        -1.7625597523 
        0.2300000000         0.3200000000         1.4425043191         5.9504483498        -1.7273303207 
        0.2350000000         0.3200000000         1.4195637558         5.3528537780        -1.7017089158 
        0.2400000000         0.3200000000         1.4348574647         5.7512501592        -1.6760875110 
        0.2450000000         0.3200000000         1.4399553677         5.8840489530        -1.6504661062 
        0.2500000000         0.3200000000         1.4246616587         5.4856525718        -1.6344527282 
        0.2550034000         0.3200000000         1.4323085132         5.6848507624        -1.5992232965 
        0.2600000000         0.3200000000         1.4246616587         5.4856525718        -1.5800072429 
        0.2650000000         0.3200000000         1.4450532706         6.0168477467        -1.5415751357 
        0.2700000000         0.3200000000         1.4374064162         5.8176495561        -1.4999403528 
        0.2750286000         0.3200000000         1.4348574647         5.7512501592        -1.4935350016 
        0.2800000000         0.3200000000         1.4272106102         5.5520519686        -1.4647109212 
        0.2865545000         0.3200000000         1.4374064162         5.8176495561        -1.4230761383 
        0.2900000000         0.3200000000         1.4450532706         6.0168477467        -1.3974547335 
        0.2950000000         0.3200000000         1.4399553677         5.8840489530        -1.3686306530 
        0.3000000000         0.3200000000         1.4399553677         5.8840489530        -1.3462119238 
        0.3050000000         0.3200000000         1.4450532706         6.0168477467        -1.3109824922 
        0.3100000000         0.3200000000         1.4348574647         5.7512501592        -1.2853610873 
        0.3150000000         0.3200000000         1.4527001251         6.2160459373        -1.2533343313 
        0.3200000000         0.3200000000         1.4374064162         5.8176495561        -1.2213075753 
        0.3250000000         0.3200000000         1.4399553677         5.8840489530        -1.1988888460 
        0.3300000000         0.3200000000         1.4450532706         6.0168477467        -1.1604567388 
        0.3350000000         0.3200000000         1.4577980281         6.3488447311        -1.1220246316 
        0.3400000000         0.3200000000         1.4527001251         6.2160459373        -1.0964032267 
        0.3450000000         0.3200000000         1.4654448825         6.5480429217        -1.0611737951 
        0.3500001000         0.3200000000         1.4527001251         6.2160459373        -1.0419577415 
        0.3550000000         0.3200000000         1.4603469795         6.4152441279        -1.0163363366 
        0.3600000000         0.3200000000         1.4552490766         6.2824453342        -0.9843095806 
        0.3650000000         0.3200000000         1.4450532706         6.0168477467        -0.9554855002 
        0.3700000000         0.3200000000         1.4679938340         6.6144423185        -0.9234587441 
        0.3750000000         0.3200000000         1.4577980281         6.3488447311        -0.8946346637 
        0.3800000000         0.3200000000         1.4628959310         6.4816435248        -0.8529998808 
        0.3851184000         0.3200000000         1.4603469795         6.4152441279        -0.8241758004 
        0.3900000000         0.3200000000         1.4603469795         6.4152441279        -0.8017570712 
        0.3950000000         0.3200000000         1.4552490766         6.2824453342        -0.7857436932 
        0.4000000000         0.3200000000         1.4679938340         6.6144423185        -0.7377035591 
        0.4050000000         0.3200000000         1.4577980281         6.3488447311        -0.7152848299 
        0.4100000000         0.3200000000         1.4577980281         6.3488447311        -0.6704473714 
        0.4150000000         0.3200000000         1.4577980281         6.3488447311        -0.6576366690 
        0.4200000000         0.3200000000         1.4552490766         6.2824453342        -0.6256099130 
        0.4250000000         0.3200000000         1.4577980281         6.3488447311        -0.5903804813 
        0.4300000000         0.3200000000         1.4654448825         6.5480429217        -0.5583537253 
        0.4350000000         0.3200000000         1.4628959310         6.4816435248        -0.5167189424 
        0.4400000000         0.3200000000         1.4577980281         6.3488447311        -0.4910975376 
        0.4450000000         0.3200000000         1.4705427855         6.6808417154        -0.4526654304 
        0.4500000000         0.3200000000         1.4603469795         6.4152441279        -0.4270440255 
        0.4550000000         0.3200000000         1.4705427855         6.6808417154        -0.3918145939 
        0.4600000000         0.3200000000         1.4679938340         6.6144423185        -0.3597878378 
        0.4650000000         0.3200000000         1.4603469795         6.4152441279        -0.3469771354 
        0.4700000000         0.3200000000         1.4552490766         6.2824453342        -0.3117477038 
        0.4750001000         0.3200000000         1.4705427855         6.6808417154        -0.2765182721 
        0.4800000000         0.3200000000         1.4476022221         6.0832471436        -0.2476941917 
        0.4851290000         0.3200000000         1.4527001251         6.2160459373        -0.2092620845 
        0.4900000000         0.3200000000         1.4679938340         6.6144423185        -0.1868433552 
        0.4950074000         0.3200000000         1.4603469795         6.4152441279        -0.1548165992 
        0.5000000000         0.3200000000         1.4628959310         6.4816435248        -0.1131818163 
        0.5050000000         0.3200000000         1.4603469795         6.4152441279        -0.0971684383 
        0.5100000000         0.3200000000         1.4603469795         6.4152441279        -0.0587363311 
        0.5150000000         0.3200000000         1.4705427855         6.6808417154        -0.0235068994 
        0.5200000000         0.3200000000         1.4654448825         6.5480429217         0.0021145054 
        0.5250000000         0.3200000000         1.4577980281         6.3488447311         0.0309385858 
        0.5300000000         0.3200000000         1.4552490766         6.2824453342         0.0597626663 
        0.5350000000         0.3200000000         1.4603469795         6.4152441279         0.0917894223 
        0.5400000000         0.3200000000         1.4501511736         6.1496465405         0.1366268808 
        0.5450000000         0.3200000000         1.4730917370         6.7472411123         0.1590456100 
        0.5500000000         0.3200000000         1.4450532706         6.0168477467         0.1750589880 
        0.5550000000         0.3200000000         1.4527001251         6.2160459373         0.2102884196 
        0.5600000000         0.3200000000         1.4577980281         6.3488447311         0.2391125001 
        0.5650000000         0.3200000000         1.4679938340         6.6144423185         0.2807472829 
        0.5700000000         0.3200000000         1.4628959310         6.4816435248         0.3031660121 
        0.5750000000         0.3200000000         1.4476022221         6.0832471436         0.3319900926 
        0.5800000000         0.3200000000         1.4654448825         6.5480429217         0.3736248754 
        0.5850000000         0.3200000000         1.4577980281         6.3488447311         0.3928409291 
        0.5900000000         0.3200000000         1.4476022221         6.0832471436         0.4248676851 
