           Time[sec]           V_{cmd}[V]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.3800000000         1.2207455399         0.1737008222        -0.8081624224 
        0.0050000000         0.3800000000         1.2232944913         0.2401002191        -0.8113650980 
        0.0100000000         0.3800000000         1.2207455399         0.1737008222        -0.8113650980 
        0.0150000000         0.3800000000         1.2105497339        -0.0918967653        -0.8241758004 
        0.0200000000         0.3800000000         1.2232944913         0.2401002191        -0.8081624224 
        0.0250000000         0.3800000000         1.3456441627         3.4272712688        -0.7985543956 
        0.0300000000         0.3800000000         1.3532910171         3.6264694594        -0.7985543956 
        0.0350000000         0.3800000000         1.2972140844         2.1656827283        -0.7857436932 
        0.0400000000         0.3800000000         1.3685847260         4.0248658406        -0.7601222883 
        0.0450000000         0.3800000000         1.3685847260         4.0248658406        -0.7441089103 
        0.0500000000         0.3800000000         1.3583889201         3.7592682532        -0.7377035591 
        0.0550000000         0.3800000000         1.3634868231         3.8920670469        -0.7152848299 
        0.0600000000         0.3800000000         1.3660357746         3.9584664438        -0.6992714518 
        0.0650000000         0.3800000000         1.3711336775         4.0912652375        -0.6768527226 
        0.0700000000         0.3800000000         1.3915252894         4.6224604125        -0.6608393446 
        0.0750000000         0.3800000000         1.3762315805         4.2240640312        -0.6416232910 
        0.0800000000         0.3800000000         1.3838784350         4.4232622219        -0.6095965349 
        0.0850000000         0.3800000000         1.3889763379         4.5560610156        -0.5935831569 
        0.0900000000         0.3800000000         1.4068189983         5.0208567937        -0.5583537253 
        0.0950000000         0.3800000000         1.3966231924         4.7552592062        -0.5423403473 
        0.1000000000         0.3800000000         1.4119169013         5.1536555874        -0.5135162668 
        0.1050000000         0.3800000000         1.4068189983         5.0208567937        -0.4975028888 
        0.1100000000         0.3800000000         1.4042700468         4.9544573968        -0.4686788084 
        0.1150000000         0.3800000000         1.4195637558         5.3528537780        -0.4430574035 
        0.1200000000         0.3800000000         1.4119169013         5.1536555874        -0.4270440255 
