           Time[sec]           V_{cmd}[V]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.1000000000         1.2080007824        -0.1582961621        -2.9891845086 
        0.0050000000         0.1000000000         1.2232944913         0.2401002191        -2.9731711306 
        0.0100021000         0.1000000000         1.2080007824        -0.1582961621        -2.9923871842 
        0.0150000000         0.1000000000         1.2080007824        -0.1582961621        -2.9859818330 
        0.0200000000         0.1000000000         1.2130986854        -0.0254973684        -2.9891845086 
        0.0250000000         0.1000000000         1.2080007824        -0.1582961621        -2.9891845086 
        0.0300000000         0.1000000000         1.2080007824        -0.1582961621        -2.9891845086 
        0.0350000000         0.1000000000         1.2640777151         1.3024905690        -2.9667657794 
        0.0400001000         0.1000000000         1.2819203755         1.7672863471        -2.9763738062 
        0.0450000000         0.1000000000         1.2487840062         0.9040941878        -2.9699684550 
        0.0500000000         0.1000000000         1.2742735211         1.5680881565        -2.9443470501 
        0.0550000000         0.1000000000         1.2742735211         1.5680881565        -2.9539550769 
        0.0600000000         0.1000000000         1.2844693270         1.8336857439        -2.9283336721 
        0.0650000000         0.1000000000         1.2691756181         1.4352893627        -2.9315363477 
        0.0700001000         0.1000000000         1.2819203755         1.7672863471        -2.9155229697 
        0.0750001000         0.1000000000         1.2793714240         1.7008869502        -2.8995095917 
        0.0800000000         0.1000000000         1.2844693270         1.8336857439        -2.8866988893 
        0.0850000000         0.1000000000         1.2819203755         1.7672863471        -2.8866988893 
        0.0900000000         0.1000000000         1.2819203755         1.7672863471        -2.8706855112 
        0.0950000000         0.1000000000         1.2870182785         1.9000851408        -2.8674828356 
        0.1000001000         0.1000000000         1.2768224726         1.6344875533        -2.8610774844 
        0.1050001000         0.1000000000         1.2844693270         1.8336857439        -2.8546721332 
        0.1100000000         0.1000000000         1.2844693270         1.8336857439        -2.8450641064 
        0.1150000000         0.1000000000         1.2819203755         1.7672863471        -2.8450641064 
        0.1200000000         0.1000000000         1.2793714240         1.7008869502        -2.8322534040 
        0.1250000000         0.1000000000         1.2844693270         1.8336857439        -2.8194427016 
        0.1300000000         0.1000000000         1.2819203755         1.7672863471        -2.8130373504 
        0.1350011000         0.1000000000         1.2972140844         2.1656827283        -2.7874159455 
        0.1400000000         0.1000000000         1.2793714240         1.7008869502        -2.8002266480 
        0.1450000000         0.1000000000         1.2793714240         1.7008869502        -2.7842132699 
        0.1500000000         0.1000000000         1.2870182785         1.9000851408        -2.7714025675 
        0.1550000000         0.1000000000         1.2921161815         2.0328839346        -2.7617945407 
        0.1600000000         0.1000000000         1.3048609389         2.3648809189        -2.7425784871 
        0.1650001000         0.1000000000         1.2921161815         2.0328839346        -2.7425784871 
        0.1700070000         0.1000000000         1.3023119874         2.2984815220        -2.7265651091 
