           Time[sec]           V_{cmd}[V]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000        -0.5000000000         1.2156476369         0.0409020285        -2.1949209588 
        0.0050000000        -0.5000000000         1.2130986854        -0.0254973684        -2.1885156076 
        0.0100000000        -0.5000000000         1.2080007824        -0.1582961621        -2.2013263100 
        0.0150000000        -0.5000000000         1.2207455399         0.1737008222        -2.1917182832 
        0.0200000000        -0.5000000000         1.2003539280        -0.3574943527        -2.2013263100 
        0.0250000000        -0.5000000000         0.9862420032        -5.9350436898        -2.2077316612 
        0.0300008000        -0.5000000000         1.0907490141        -3.2126684181        -2.2237450393 
        0.0350000000        -0.5000000000         1.1085916745        -2.7478726400        -2.2397584173 
        0.0400000000        -0.5000000000         0.9887909546        -5.8686442929        -2.2653798221 
        0.0450000000        -0.5000000000         1.0499657903        -4.2750587680        -2.2974065782 
        0.0500000000        -0.5000000000         1.0295741784        -4.8062539430        -2.3230279830 
        0.0550000000        -0.5000000000         1.0066336150        -5.4038485148        -2.3358386854 
        0.0600001000        -0.5000000000         1.0066336150        -5.4038485148        -2.3614600902 
        0.0650000000        -0.5000000000         1.0219273240        -5.0054521336        -2.3838788195 
        0.0700000000        -0.5000000000         0.9862420032        -5.9350436898        -2.4191082511 
        0.0750000000        -0.5000000000         1.0091825665        -5.3374491179        -2.4383243047 
        0.0800000000        -0.5000000000         0.9938888576        -5.7358454992        -2.4671483852 
        0.0850000000        -0.5000000000         0.9836930517        -6.0014430866        -2.4927697900 
        0.0900000000        -0.5000000000         0.9760461972        -6.2006412772        -2.5312018972 
        0.0950000000        -0.5000000000         0.9760461972        -6.2006412772        -2.5728366801 
        0.1000000000        -0.5000000000         0.9582035368        -6.6654370553        -2.5920527337 
        0.1050000000        -0.5000000000         0.9658503913        -6.4662388647        -2.6400928678 
        0.1100000000        -0.5000000000         0.9378119249        -7.1966322303        -2.6721196238 
        0.1150000000        -0.5000000000         0.9683993428        -6.3998394679        -2.6977410286 
        0.1200000000        -0.5000000000         0.9505566824        -6.8646352459        -2.7233624335 
        0.1250000000        -0.5000000000         0.9556545853        -6.7318364522        -2.7617945407 
        0.1300000000        -0.5000000000         0.9403608764        -7.1302328334        -2.8002266480 
        0.1350000000        -0.5000000000         0.9301650705        -7.3958304209        -2.8450641064 
        0.1400000000        -0.5000000000         0.9480077309        -6.9310346428        -2.8738881868 
        0.1450000000        -0.5000000000         0.9174203130        -7.7278274052        -2.9091176185 
        0.1500000000        -0.5000000000         0.9276161190        -7.4622298178        -2.9539550769 
        0.1550000000        -0.5000000000         0.9276161190        -7.4622298178        -2.9891845086 
        0.1600000000        -0.5000000000         0.9225182160        -7.5950286115        -3.0180085890 
        0.1650000000        -0.5000000000         0.9199692645        -7.6614280084        -3.0660487231 
        0.1700000000        -0.5000000000         0.9046755556        -8.0598243896        -3.1108861815 
        0.1750000000        -0.5000000000         0.9199692645        -7.6614280084        -3.1429129376 
        0.1800001000        -0.5000000000         0.9021266041        -8.1262237865        -3.1397102620 
        0.1850000000        -0.5000000000         0.9123224101        -7.8606261990        -3.1397102620 
        0.1900000000        -0.5000000000         0.9021266041        -8.1262237865        -3.1525209644 
        0.1950000000        -0.5000000000         0.9072245071        -7.9934249927        -1.7465463743 
        0.2000000000        -0.5000000000         0.8970287012        -8.2590225802        -1.7497490499 
        0.2050000000        -0.5000000000         0.9072245071        -7.9934249927         3.1087098411 
        0.2100001000        -0.5000000000         0.8868328952        -8.5246201677         3.1439392727 
        0.2150000000        -0.5000000000         0.9174203130        -7.7278274052         3.1471419483 
        0.2200030000        -0.5000000000         0.8995776526        -8.1926231833         3.1407365971 
        0.2250000000        -0.5000000000         0.8970287012        -8.2590225802         3.1151151923 
        0.2300000000        -0.5000000000         0.8970287012        -8.2590225802         3.0894937875 
        0.2350000000        -0.5000000000         0.8893818467        -8.4582207708         3.0286429510 
        0.2400001000        -0.5000000000         0.8791860408        -8.7238183583         2.9966161950 
        0.2450000000        -0.5000000000         0.9072245071        -7.9934249927         2.9389680341 
        0.2500000000        -0.5000000000         0.8613433804        -9.1886141364         2.8909279000 
        0.2550000000        -0.5000000000         0.8893818467        -8.4582207708         2.8492931172 
        0.2600000000        -0.5000000000         0.8868328952        -8.5246201677         2.8108610099 
        0.2650000000        -0.5000000000         0.8766370893        -8.7902177552         2.7660235515 
        0.2700000000        -0.5000000000         0.8791860408        -8.7238183583         2.7371994711 
        0.2750000000        -0.5000000000         0.8868328952        -8.5246201677         2.6859566614 
        0.2800000000        -0.5000000000         0.8842839437        -8.5910195645         2.6443218785 
        0.2850000000        -0.5000000000         0.8689902348        -8.9894159458         2.5994844201 
        0.2900057000        -0.5000000000         0.8868328952        -8.5246201677         2.5610523128 
        0.2950000000        -0.5000000000         0.8664412833        -9.0558153426         2.5066068276 
        0.3000000000        -0.5000000000         0.8944797497        -8.3254219771         2.4649720447 
        0.3050000000        -0.5000000000         0.8562454774        -9.3214129301         2.4265399375 
        0.3100000000        -0.5000000000         0.8893818467        -8.4582207708         2.3849051546 
        0.3150000000        -0.5000000000         0.8536965259        -9.3878123270         2.3240543182 
        0.3200000000        -0.5000000000         0.8715391863        -8.9230165489         2.2952302377 
        0.3250000000        -0.5000000000         0.8664412833        -9.0558153426         2.2375820769 
        0.3300000000        -0.5000000000         0.8664412833        -9.0558153426         2.2055553208 
        0.3350000000        -0.5000000000         0.8638923318        -9.1222147395         2.1543125112 
        0.3400000000        -0.5000000000         0.8817349922        -8.6574189614         2.1126777283 
        0.3450000000        -0.5000000000         0.8562454774        -9.3214129301         2.0646375943 
