           Time[sec]           V_{cmd}[V]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.5600000000         1.2207455399         0.1737008222         1.2127258836 
        0.0050000000         0.5600000000         1.2156476369         0.0409020285         1.2031178568 
        0.0100000000         0.5600000000         1.2207455399         0.1737008222         1.2127258836 
        0.0150000000         0.5600000000         1.2207455399         0.1737008222         1.2127258836 
        0.0200000000         0.5600000000         1.2946651330         2.0992833314         1.1999151812 
        0.0250000000         0.5600000000         1.3991721439         4.8216586031         1.2223339104 
        0.0300000000         0.5600000000         1.3354483567         3.1616736813         1.2447526397 
        0.0350000000         0.5600000000         1.3634868231         3.8920670469         1.2639686933 
        0.0400000000         0.5600000000         1.4399553677         5.8840489530         1.2959954493 
        0.0450000000         0.5600000000         1.3940742409         4.6888598093         1.3056034761 
        0.0500000000         0.5600000000         1.4170148043         5.2864543812         1.3408329078 
        0.0550000000         0.5600000000         1.4348574647         5.7512501592         1.3600489614 
        0.0600000000         0.5600000000         1.4527001251         6.2160459373         1.4080890955 
        0.0650000000         0.5600000000         1.4246616587         5.4856525718         1.4305078247 
        0.0700000000         0.5600000000         1.4654448825         6.5480429217         1.4561292295 
        0.0750000000         0.5600000000         1.4348574647         5.7512501592         1.4785479588 
        0.0800000000         0.5600000000         1.4272106102         5.5520519686         1.5073720392 
        0.0850000000         0.5600000000         1.4679938340         6.6144423185         1.5458041464 
        0.0900000000         0.5600000000         1.4577980281         6.3488447311         1.5778309025 
        0.0950000000         0.5600000000         1.4960323003         7.3448356841         1.6162630097 
        0.1000000000         0.5600000000         1.4654448825         6.5480429217         1.6386817389 
        0.1050000000         0.5600000000         1.4883854459         7.1456374935         1.6739111706 
        0.1100000000         0.5600000000         1.4960323003         7.3448356841         1.7187486290 
        0.1150000000         0.5600000000         1.5062281063         7.6104332716         1.7507753851 
        0.1200000000         0.5600000000         1.4934833489         7.2784362872         1.7795994655 
        0.1250000000         0.5600000000         1.4858364944         7.0792380966         1.8084235459 
        0.1300000000         0.5600000000         1.4883854459         7.1456374935         1.8436529776 
        0.1350000000         0.5600000000         1.5087770578         7.6768326684         1.8852877604 
        0.1400000000         0.5600000000         1.5087770578         7.6768326684         1.9269225433 
        0.1450059000         0.5600000000         1.5087770578         7.6768326684         1.9685573261 
        0.1500000000         0.5600000000         1.5266197182         8.1416284465         2.0133947846 
        0.1550000000         0.5600000000         1.5266197182         8.1416284465         2.0486242162 
        0.1600000000         0.5600000000         1.5164239122         7.8760308591         2.0870563235 
        0.1650000000         0.5600000000         1.5291686697         8.2080278434         2.1254884307 
        0.1700000000         0.5600000000         1.5138749607         7.8096314622         2.1671232136 
        0.1750000000         0.5600000000         1.5342665726         8.3408266371         2.1959472940 
        0.1800001000         0.5600000000         1.5164239122         7.8760308591         2.2375820769 
        0.1850000000         0.5600000000         1.5342665726         8.3408266371         2.2856222109 
        0.1900000000         0.5600000000         1.5470113301         8.6728236215         2.3400676962 
        0.1950000000         0.5600000000         1.5470113301         8.6728236215         2.3720944522 
        0.2000000000         0.5600000000         1.5419134271         8.5400248278         2.4233372619 
        0.2050000000         0.5600000000         1.5470113301         8.6728236215         2.4521613423 
        0.2100000000         0.5600000000         1.5444623786         8.6064242246         2.5002014764 
        0.2150000000         0.5600000000         1.5419134271         8.5400248278         2.5450389348 
        0.2200000000         0.5600000000         1.5495602815         8.7392230184         2.5834710421 
        0.2250000000         0.5600000000         1.5648539905         9.1376193996         2.6379165273 
        0.2300000000         0.5600000000         1.5546581845         8.8720218121         2.6763486346 
        0.2350000000         0.5600000000         1.5572071360         8.9384212090         2.7211860930 
        0.2400000000         0.5600000000         1.5546581845         8.8720218121         2.7692262271 
        0.2450000000         0.5600000000         1.5597560875         9.0048206058         2.8012529831 
        0.2500000000         0.5600000000         1.5572071360         8.9384212090         2.8589011440 
        0.2550000000         0.5600000000         1.5419134271         8.5400248278         2.9005359268 
        0.2600000000         0.5600000000         1.5674029419         9.2040187964         2.9485760609 
        0.2650000000         0.5600000000         1.5674029419         9.2040187964         2.9934135194 
        0.2700000000         0.5600000000         1.5572071360         8.9384212090         3.0382509778 
        0.2750000000         0.5600000000         1.5903435053         9.8016133683         3.0926964631 
        0.2800000000         0.5600000000         1.5623050390         9.0712200027         3.1343312459 
        0.2850000000         0.5600000000         1.5852456023         9.6688145745         3.1375339215 
        0.2900000000         0.5600000000         1.5546581845         8.8720218121         3.1311285703 
        0.2950000000         0.5600000000         1.5826966509         9.6024151777         3.1215205435 
        0.3000000000         0.5600000000         1.5725008449         9.3368175902        -1.7497490499 
        0.3050000000         0.5600000000         1.5775987479         9.4696163839        -3.1397102620 
        0.3100000000         0.5600000000         1.5928924568         9.8680127651        -3.1301022351 
        0.3150000000         0.5600000000         1.5750497964         9.4032169871        -3.1429129376 
        0.3200000000         0.5600000000         1.5903435053         9.8016133683        -3.1525209644 
        0.3250000000         0.5600000000         1.5954414083         9.9344121620        -3.0948728035 
        0.3300000000         0.5600000000         1.5801476994         9.5360157808        -3.0468326694 
        0.3350000000         0.5600000000         1.5928924568         9.8680127651        -2.9987925354 
        0.3400000000         0.5600000000         1.5877945538         9.7352139714        -2.9475497257 
        0.3450000000         0.5600000000         1.5903435053         9.8016133683        -2.8995095917 
        0.3500000000         0.5600000000         1.6158330202        10.4656073370        -2.8354560796 
        0.3550000000         0.5600000000         1.5852456023         9.6688145745        -2.8002266480 
        0.3600000000         0.5600000000         1.5877945538         9.7352139714        -2.7457811627 
        0.3650000000         0.5600000000         1.5877945538         9.7352139714        -2.6977410286 
        0.3700000000         0.5600000000         1.6056372142        10.2000097495        -2.6561062458 
        0.3750000000         0.5600000000         1.5903435053         9.8016133683        -2.5984580849 
        0.3802101000         0.5600000000         1.6030882627        10.1336103526        -2.5440125996 
        0.3850000000         0.5600000000         1.6056372142        10.2000097495        -2.5023778168 
        0.3900000000         0.5600000000         1.6081861657        10.2664091464        -2.4479323315 
