           Time[sec]           V_{cmd}[V]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000        -0.2800000000         1.2080007824        -0.1582961621        -2.7137544067 
        0.0050000000        -0.2800000000         1.2207455399         0.1737008222        -2.6977410286 
        0.0100000000        -0.2800000000         1.2130986854        -0.0254973684        -2.7073490554 
        0.0150000000        -0.2800000000         1.2130986854        -0.0254973684        -2.7073490554 
        0.0200000000        -0.2800000000         1.2207455399         0.1737008222        -2.6977410286 
        0.0250000000        -0.2800000000         1.1876091705        -0.6894913371        -2.7105517310 
        0.0300000000        -0.2800000000         1.0780042567        -3.5446654025        -2.7169570823 
        0.0350000000        -0.2800000000         1.1315322379        -2.1502780682        -2.7425784871 
        0.0400000000        -0.2800000000         1.1391790923        -1.9510798776        -2.7457811627 
        0.0450000000        -0.2800000000         1.0678084507        -3.8102629900        -2.7617945407 
        0.0500000000        -0.2800000000         1.1085916745        -2.7478726400        -2.7842132699 
        0.0550000000        -0.2800000000         1.0983958685        -3.0134702275        -2.7842132699 
        0.0600000000        -0.2800000000         1.0932979656        -3.1462690213        -2.8066319992 
        0.0650000000        -0.2800000000         1.0754553052        -3.6110647993        -2.8322534040 
        0.0700000000        -0.2800000000         1.0932979656        -3.1462690213        -2.8322534040 
        0.0750000000        -0.2800000000         1.0703574022        -3.7438635931        -2.8674828356 
        0.0800000000        -0.2800000000         1.0882000626        -3.2790678150        -2.8770908624 
        0.0850000000        -0.2800000000         1.0805532081        -3.4782660056        -2.8931042405 
        0.0900000000        -0.2800000000         1.0703574022        -3.7438635931        -2.9091176185 
        0.0950000000        -0.2800000000         1.0805532081        -3.4782660056        -2.9187256453 
        0.1000000000        -0.2800000000         1.0780042567        -3.5446654025        -2.9507524013 
        0.1050000000        -0.2800000000         1.0525147418        -4.2086593712        -2.9795764818 
        0.1100000000        -0.2800000000         1.0780042567        -3.5446654025        -2.9827791574 
        0.1150000000        -0.2800000000         1.0525147418        -4.2086593712        -3.0212112646 
        0.1200000000        -0.2800000000         1.0601615963        -4.0094611806        -3.0244139402 
        0.1250000000        -0.2800000000         1.0601615963        -4.0094611806        -3.0500353451 
        0.1300000000        -0.2800000000         1.0576126448        -4.0758605774        -3.0724540743 
        0.1350000000        -0.2800000000         1.0525147418        -4.2086593712        -3.0916701279 
        0.1400000000        -0.2800000000         1.0525147418        -4.2086593712        -3.1204942083 
        0.1450000000        -0.2800000000         1.0525147418        -4.2086593712        -3.1204942083 
        0.1500000000        -0.2800000000         1.0576126448        -4.0758605774        -3.1333049108 
        0.1550000000        -0.2800000000         1.0499657903        -4.2750587680        -3.1333049108 
        0.1600000000        -0.2800000000         1.0499657903        -4.2750587680        -3.1461156132 
        0.1650000000        -0.2800000000         1.0601615963        -4.0094611806        -3.1333049108 
        0.1700000000        -0.2800000000         1.0627105477        -3.9430617837        -3.1333049108 
        0.1750000000        -0.2800000000         1.0448678873        -4.4078575618        -3.1493182888 
        0.1800000000        -0.2800000000         1.0576126448        -4.0758605774        -3.1301022351 
        0.1850032000        -0.2800000000         1.0474168388        -4.3414581649        -1.7465463743 
        0.1900000000        -0.2800000000         1.0474168388        -4.3414581649        -1.7465463743 
        0.1950000000        -0.2800000000         1.0423189359        -4.4742569586        -1.7561544011 
        0.2000000000        -0.2800000000         1.0499657903        -4.2750587680        -1.7401410231 
        0.2050000000        -0.2800000000         1.0397699844        -4.5406563555         3.1279258947 
        0.2100760000        -0.2800000000         1.0321231299        -4.7398545461         3.1439392727 
        0.2150457000        -0.2800000000         1.0550636933        -4.1422599743         3.1439392727 
        0.2200000000        -0.2800000000         1.0270252269        -4.8726533399         3.1471419483 
        0.2250000000        -0.2800000000         1.0448678873        -4.4078575618         3.1375339215 
        0.2300000000        -0.2800000000         1.0270252269        -4.8726533399         3.1375339215 
        0.2350000000        -0.2800000000         1.0474168388        -4.3414581649         3.1311285703 
        0.2400001000        -0.2800000000         1.0372210329        -4.6070557524         3.1215205435 
        0.2450000000        -0.2800000000         1.0372210329        -4.6070557524         3.0798857607 
        0.2500024000        -0.2800000000         1.0397699844        -4.5406563555         3.0670750582 
        0.2550000000        -0.2800000000         1.0372210329        -4.6070557524         3.0414536534 
        0.2600015000        -0.2800000000         1.0321231299        -4.7398545461         3.0254402754 
        0.2650000000        -0.2800000000         1.0448678873        -4.4078575618         3.0062242218 
        0.2700000000        -0.2800000000         1.0448678873        -4.4078575618         2.9709947901 
        0.2750000000        -0.2800000000         1.0244762754        -4.9390527367         2.9549814121 
        0.2800000000        -0.2800000000         1.0372210329        -4.6070557524         2.9261573317 
        0.2850000000        -0.2800000000         1.0295741784        -4.8062539430         2.9005359268 
        0.2900001000        -0.2800000000         1.0372210329        -4.6070557524         2.8749145220 
        0.2950597000        -0.2800000000         1.0321231299        -4.7398545461         2.8621038196 
        0.3000000000        -0.2800000000         1.0372210329        -4.6070557524         2.8364824148 
        0.3050051000        -0.2800000000         1.0117315180        -5.2710497211         2.7916449563 
        0.3100000000        -0.2800000000         1.0270252269        -4.8726533399         2.7756315783 
        0.3150000000        -0.2800000000         1.0321231299        -4.7398545461         2.7628208759 
        0.3200000000        -0.2800000000         1.0346720814        -4.6734551493         2.7371994711 
        0.3250000000        -0.2800000000         1.0270252269        -4.8726533399         2.7083753906 
        0.3300000000        -0.2800000000         1.0193783725        -5.0718515305         2.6731459590 
        0.3350000000        -0.2800000000         1.0270252269        -4.8726533399         2.6571325810 
        0.3400000000        -0.2800000000         1.0091825665        -5.3374491179         2.6187004737 
        0.3450000000        -0.2800000000         1.0193783725        -5.0718515305         2.6026870957 
        0.3500001000        -0.2800000000         1.0117315180        -5.2710497211         2.5706603397 
        0.3550968000        -0.2800000000         1.0091825665        -5.3374491179         2.5418362592 
        0.3600001000        -0.2800000000         1.0117315180        -5.2710497211         2.5258228812 
        0.3650000000        -0.2800000000         1.0295741784        -4.8062539430         2.5034041520 
        0.3700000000        -0.2800000000         1.0219273240        -5.0054521336         2.4873907740 
        0.3750000000        -0.2800000000         1.0066336150        -5.4038485148         2.4393506399 
        0.3800000000        -0.2800000000         1.0142804695        -5.2046503242         2.4329452887 
        0.3850000000        -0.2800000000         1.0295741784        -4.8062539430         2.3913105058 
        0.3900000000        -0.2800000000         1.0244762754        -4.9390527367         2.3817024790 
        0.3950000000        -0.2800000000         1.0091825665        -5.3374491179         2.3496757230 
        0.4000000000        -0.2800000000         1.0219273240        -5.0054521336         2.3240543182 
        0.4050000000        -0.2800000000         1.0193783725        -5.0718515305         2.2920275621 
        0.4100000000        -0.2800000000         1.0193783725        -5.0718515305         2.2824195353 
        0.4150347000        -0.2800000000         1.0117315180        -5.2710497211         2.2439874281 
        0.4200001000        -0.2800000000         1.0168294210        -5.1382509273         2.2215686988 
        0.4250000000        -0.2800000000         1.0091825665        -5.3374491179         2.1863392672 
        0.4300000000        -0.2800000000         1.0066336150        -5.4038485148         2.1575151868 
        0.4350000000        -0.2800000000         1.0066336150        -5.4038485148         2.1447044843 
        0.4400000000        -0.2800000000         1.0244762754        -4.9390527367         2.1254884307 
        0.4450000000        -0.2800000000         1.0066336150        -5.4038485148         2.0870563235 
        0.4500000000        -0.2800000000         1.0040846636        -5.4702479117         2.0550295674 
        0.4550000000        -0.2800000000         1.0270252269        -4.8726533399         2.0454215406 
        0.4600000000        -0.2800000000         1.0066336150        -5.4038485148         2.0133947846 
        0.4650000000        -0.2800000000         1.0117315180        -5.2710497211         1.9941787310 
        0.4700000000        -0.2800000000         1.0015357121        -5.5366473086         1.9525439481 
        0.4750001000        -0.2800000000         1.0193783725        -5.0718515305         1.9333278945 
        0.4800001000        -0.2800000000         1.0244762754        -4.9390527367         1.9109091653 
        0.4850000000        -0.2800000000         0.9989867606        -5.6030467054         1.8724770580 
        0.4900000000        -0.2800000000         1.0193783725        -5.0718515305         1.8596663556 
        0.4950000000        -0.2800000000         1.0142804695        -5.2046503242         1.8244369240 
        0.5000000000        -0.2800000000         1.0040846636        -5.4702479117         1.8020181947 
        0.5050000000        -0.2800000000         1.0066336150        -5.4038485148         1.7731941143 
        0.5100000000        -0.2800000000         1.0015357121        -5.5366473086         1.7443700339 
        0.5150000000        -0.2800000000         1.0066336150        -5.4038485148         1.7251539802 
        0.5200000000        -0.2800000000         1.0066336150        -5.4038485148         1.6963298998 
        0.5250000000        -0.2800000000         1.0015357121        -5.5366473086         1.6707084950 
        0.5300095000        -0.2800000000         1.0117315180        -5.2710497211         1.6386817389 
        0.5350000000        -0.2800000000         1.0015357121        -5.5366473086         1.6226683609 
        0.5400000000        -0.2800000000         1.0066336150        -5.4038485148         1.5970469561 
        0.5450000000        -0.2800000000         1.0117315180        -5.2710497211         1.5810335781 
        0.5500000000        -0.2800000000         1.0091825665        -5.3374491179         1.5458041464 
        0.5550000000        -0.2800000000         1.0040846636        -5.4702479117         1.5201827416 
        0.5615707000        -0.2800000000         1.0193783725        -5.0718515305         1.4945613368 
        0.5650000000        -0.2800000000         1.0168294210        -5.1382509273         1.4689399319 
        0.5700001000        -0.2800000000         1.0117315180        -5.2710497211         1.4401158515 
        0.5750001000        -0.2800000000         0.9989867606        -5.6030467054         1.4208997979 
        0.5800001000        -0.2800000000         1.0066336150        -5.4038485148         1.3888730418 
        0.5850000000        -0.2800000000         1.0168294210        -5.1382509273         1.3568462858 
        0.5900000000        -0.2800000000         1.0117315180        -5.2710497211         1.3408329078 
        0.5950000000        -0.2800000000         1.0091825665        -5.3374491179         1.3184141786 
        0.6000000000        -0.2800000000         1.0193783725        -5.0718515305         1.2895900981 
        0.6050000000        -0.2800000000         1.0040846636        -5.4702479117         1.2607660177 
        0.6100000000        -0.2800000000         1.0168294210        -5.1382509273         1.2479553153 
        0.6150000000        -0.2800000000         1.0168294210        -5.1382509273         1.2255365860 
        0.6200062000        -0.2800000000         1.0066336150        -5.4038485148         1.1774964520 
        0.6250000000        -0.2800000000         1.0219273240        -5.0054521336         1.1742937764 
        0.6300000000        -0.2800000000         1.0040846636        -5.4702479117         1.1262536423 
        0.6350000000        -0.2800000000         1.0244762754        -4.9390527367         1.1230509667 
        0.6400000000        -0.2800000000         1.0066336150        -5.4038485148         1.0750108327 
        0.6450000000        -0.2800000000         1.0066336150        -5.4038485148         1.0589974547 
        0.6500000000        -0.2800000000         1.0066336150        -5.4038485148         1.0237680230 
        0.6550000000        -0.2800000000         1.0244762754        -4.9390527367         1.0141599962 
        0.6600000000        -0.2800000000         1.0168294210        -5.1382509273         0.9725252133 
        0.6650000000        -0.2800000000         0.9964378091        -5.6694461023         0.9597145109 
        0.6700000000        -0.2800000000         1.0244762754        -4.9390527367         0.9437011329 
        0.6750000000        -0.2800000000         1.0091825665        -5.3374491179         0.9084717013 
        0.6800000000        -0.2800000000         1.0270252269        -4.8726533399         0.8860529720 
        0.6850000000        -0.2800000000         1.0040846636        -5.4702479117         0.8508235404 
        0.6900000000        -0.2800000000         1.0117315180        -5.2710497211         0.8316074868 
        0.6950001000        -0.2800000000         1.0168294210        -5.1382509273         0.8155941088 
        0.7000071000        -0.2800000000         1.0066336150        -5.4038485148         0.7771620015 
        0.7050001000        -0.2800000000         1.0270252269        -4.8726533399         0.7643512991 
        0.7100000000        -0.2800000000         1.0066336150        -5.4038485148         0.7259191919 
        0.7150000000        -0.2800000000         1.0040846636        -5.4702479117         0.7067031382 
        0.7200000000        -0.2800000000         1.0168294210        -5.1382509273         0.6714737066 
        0.7250000000        -0.2800000000         1.0244762754        -4.9390527367         0.6426496262 
        0.7300000000        -0.2800000000         1.0270252269        -4.8726533399         0.6202308969 
        0.7350000000        -0.2800000000         1.0142804695        -5.2046503242         0.6042175189 
        0.7400000000        -0.2800000000         1.0117315180        -5.2710497211         0.5689880873 
        0.7450000000        -0.2800000000         1.0295741784        -4.8062539430         0.5561773849 
        0.7500000000        -0.2800000000         1.0219273240        -5.0054521336         0.5401640068 
        0.7550000000        -0.2800000000         1.0091825665        -5.3374491179         0.5017318996 
