           Time[sec]           V_{cmd}[V]          V_{gyro}[V]          \theta[deg] \omega_{gyro}[deg/sec] 
        0.0000000000         3.3600000000         0.6319377466       360.5014509639      -867.3967774347 
        0.0050001000         3.3600000000         0.6344866981       360.3179511686      -863.5923722318 
        0.0100000000         3.3600000000         0.6242908922       359.9509515781      -878.8099930431 
        0.0150001000         3.3600000000         0.6242908922       360.3179511686      -878.8099930431 
        0.0200010000         3.3600000000         0.6242908922       359.9509515781      -878.8099930431 
        0.0250001000         3.3600000000         0.6140950862       359.9509515781      -894.0276138545 
        0.0300001000         3.3600000000         0.6293887951       360.3179511686      -871.2011826375 
        0.0350000000         3.3600000000         0.6242908922       359.7674517829      -878.8099930431 
        0.0400001000         3.3600000000         0.6191929892       359.9509515781      -886.4188034488 
        0.0450000000         3.3600000000         0.6191929892       359.2169523971      -886.4188034488 
        0.0500001000         3.3600000000         0.6268398436        80.4807634146      -875.0055878403 
        0.0550000000         3.3600000000         0.6191929892        79.5632644384      -886.4188034488 
        0.0600001000         3.3600000000         0.6268398436        79.9302640289      -875.0055878403 
        0.0650001000         3.3600000000         0.6242908922        -0.0756466995      -878.8099930431 
        0.0700001000         3.3600000000         0.6242908922        -0.0756466995      -878.8099930431 
        0.0750001000         3.3600000000         0.6268398436        -0.4426462900      -875.0055878403 
        0.0800000000         3.3600000000         0.6319377466         0.6583524815      -867.3967774347 
        0.0850001000         3.3600000000         0.6293887951         1.3923516625      -871.2011826375 
        0.0900000000         3.3600000000         0.6217419407         3.4108494103      -882.6143982460 
        0.0950001000         3.3600000000         0.6217419407         5.2458473627      -882.6143982460 
        0.1000000000         3.3600000000         0.6293887951         7.8148444962      -871.2011826375 
        0.1050001000         3.3600000000         0.6242908922         9.8333422440      -878.8099930431 
        0.1100001000         3.3600000000         0.6191929892        11.8518399917      -886.4188034488 
        0.1150001000         3.3600000000         0.6344866981        14.6043369204      -863.5923722318 
        0.1200001000         3.3600000000         0.6191929892        16.6228346682      -886.4188034488 
        0.1250000000         3.3600000000         0.6242908922        19.5588313921      -878.8099930431 
        0.1300001000         3.3600000000         0.6344866981        22.3113283209      -863.5923722318 
        0.1350000000         3.3600000000         0.6242908922        24.5133258638      -878.8099930431 
        0.1400001000         3.3600000000         0.6217419407        26.3483238163      -882.6143982460 
        0.1450001000         3.3600000000         0.6319377466        29.8348199260      -867.3967774347 
        0.1500001000         3.3600000000         0.6242908922        32.2203172643      -878.8099930431 
        0.1550001000         3.3600000000         0.6242908922        34.4223148073      -878.8099930431 
        0.1600000000         3.3600000000         0.6344866981        37.5418113265      -863.5923722318 
        0.1650001000         3.3600000000         0.6242908922        39.1933094837      -878.8099930431 
        0.1700000000         3.3600000000         0.6217419407        41.7623066172      -882.6143982460 
        0.1750001000         3.3600000000         0.6319377466        45.2488027269      -867.3967774347 
        0.1800001000         3.3600000000         0.6268398436        47.0838006794      -875.0055878403 
        0.1850001000         3.3600000000         0.6217419407        50.3867969939      -882.6143982460 
        0.1900001000         3.3600000000         0.6217419407        52.0382951511      -882.6143982460 
        0.1950001000         3.3600000000         0.6191929892        54.9742918751      -886.4188034488 
        0.2000001000         3.3600000000         0.6242908922        57.9102885991      -878.8099930431 
        0.2050000000         3.3600000000         0.6242908922        60.8462853230      -878.8099930431 
        0.2100001000         3.3600000000         0.6217419407        62.8647830708      -882.6143982460 
        0.2150000000         3.3600000000         0.6242908922        66.3512791805      -878.8099930431 
        0.2200001000         3.3600000000         0.6319377466        69.1037761092      -867.3967774347 
        0.2250000000         3.3600000000         0.6242908922        71.4892734475      -878.8099930431 
        0.2300001000         3.3600000000         0.6191929892        73.8747707857      -886.4188034488 
        0.2350001000         3.3600000000         0.6268398436        77.1777671002      -875.0055878403 
        0.2400001000         3.3600000000         0.6268398436        79.5632644384      -875.0055878403 
        0.2450001000         3.3600000000         0.6217419407        82.1322615719      -882.6143982460 
        0.2500000000         3.3600000000         0.6319377466        85.8022574768      -867.3967774347 
        0.2550001000         3.3600000000         0.6268398436        87.8207552246      -875.0055878403 
        0.2600000000         3.3600000000         0.6242908922        90.7567519486      -878.8099930431 
        0.2650001000         3.3600000000         0.6344866981        93.8762484678      -863.5923722318 
        0.2700001000         3.3600000000         0.6191929892        95.8947462155      -886.4188034488 
        0.2750001000         3.3600000000         0.6242908922        99.1977425300      -878.8099930431 
        0.2800001000         3.3600000000         0.6242908922       101.9502394587      -878.8099930431 
        0.2850000000         3.3600000000         0.6191929892       104.5192365922      -886.4188034488 
        0.2900001000         3.3600000000         0.6217419407       107.6387331114      -882.6143982460 
        0.2950000000         3.3600000000         0.6242908922       110.3912300401      -878.8099930431 
        0.3000001000         3.3600000000         0.6344866981       113.6942263546      -863.5923722318 
        0.3050000000         3.3600000000         0.6242908922       116.4467232833      -878.8099930431 
        0.3100001000         3.3600000000         0.6191929892       118.6487208263      -886.4188034488 
        0.3150001000         3.3600000000         0.6319377466       122.5022165265      -867.3967774347 
        0.3200001000         3.3600000000         0.6242908922       125.0712136600      -878.8099930431 
        0.3250001000         3.3600000000         0.6268398436       128.0072103840      -875.0055878403 
        0.3300000000         3.3600000000         0.6319377466       131.4937064937      -867.3967774347 
        0.3350001000         3.3600000000         0.6242908922       134.0627036272      -878.8099930431 
        0.3400000000         3.3600000000         0.6242908922       136.9987003512      -878.8099930431 
        0.3450001000         3.3600000000         0.6217419407       139.9346970752      -882.6143982460 
        0.3500001000         3.3600000000         0.6344866981       143.4211931849      -863.5923722318 
        0.3550001000         3.3600000000         0.6242908922       145.9901903184      -878.8099930431 
        0.3600001000         3.3600000000         0.6242908922       149.1096868376      -878.8099930431 
        0.3650001000         3.3600000000         0.6268398436       152.2291833568      -875.0055878403 
        0.3700001000         3.3600000000         0.6242908922       155.1651800808      -878.8099930431 
        0.3750000000         3.3600000000         0.6293887951       158.6516761905      -871.2011826375 
        0.3800001000         3.3600000000         0.6242908922       161.4041731192      -878.8099930431 
        0.3850000000         3.3600000000         0.6217419407       163.9731702527      -882.6143982460 
        0.3900001000         3.3600000000         0.6319377466       167.8266659529      -867.3967774347 
        0.3950001000         3.3600000000         0.6268398436       170.5791628817      -875.0055878403 
        0.4000001000         3.3600000000         0.6268398436       173.8821591961      -875.0055878403 
        0.4050001000         3.3600000000         0.6268398436       177.0016557154      -875.0055878403 
        0.4100000000         3.3600000000         0.6191929892       179.5706528488      -886.4188034488 
        0.4150001000         3.3600000000         0.6242908922       182.8736491633      -878.8099930431 
        0.4200001000         3.3600000000         0.6242908922       186.3601452730      -878.8099930431 
        0.4250001000         3.3600000000         0.6319377466       189.8466413827      -867.3967774347 
        0.4300000000         3.3600000000         0.6242908922       192.5991383115      -878.8099930431 
        0.4350001000         3.3600000000         0.6344866981       196.0856344212      -863.5923722318 
        0.4400001000         3.3600000000         0.6268398436       198.8381313499      -875.0055878403 
        0.4450001000         3.3600000000         0.6344866981       202.5081272549      -863.5923722318 
        0.4500001000         3.3600000000         0.6293887951       205.0771243884      -871.2011826375 
        0.4550000000         3.3600000000         0.6242908922       208.1966209076      -878.8099930431 
        0.4600001000         3.3600000000         0.6293887951       211.3161174268      -871.2011826375 
        0.4650000000         3.3600000000         0.6242908922       214.4356139460      -878.8099930431 
        0.4700001000         3.3600000000         0.6191929892       217.0046110795      -886.4188034488 
        0.4750001000         3.3600000000         0.6268398436       220.6746069845      -875.0055878403 
        0.4800001000         3.3600000000         0.6268398436       223.6106037085      -875.0055878403 
        0.4850001000         3.3600000000         0.6319377466       227.2805996134      -867.3967774347 
        0.4900001000         3.3600000000         0.6242908922       230.0330965422      -878.8099930431 
        0.4950001000         3.3600000000         0.6268398436       233.3360928566      -875.0055878403 
        0.5000000000         3.3600000000         0.6217419407       236.2720895806      -882.6143982460 
        0.5050001000         3.3600000000         0.6319377466       240.1255852808      -867.3967774347 
        0.5100000000         3.3600000000         0.6217419407       242.3275828238      -882.6143982460 
        0.5150001000         3.3600000000         0.6268398436       245.8140789335      -875.0055878403 
        0.5200001000         3.3600000000         0.6319377466       249.4840748385      -867.3967774347 
        0.5250001000         3.3600000000         0.6268398436       252.6035713577      -875.0055878403 
        0.5300001000         3.3600000000         0.6217419407       255.1725684912      -882.6143982460 
        0.5350000000         3.3600000000         0.6319377466       259.3930637819      -867.3967774347 
        0.5400001000         3.3600000000         0.6319377466       262.1455607107      -867.3967774347 
        0.5450000000         3.3600000000         0.6268398436       265.2650572299      -875.0055878403 
        0.5500001000         3.3600000000         0.6268398436       268.5680535444      -875.0055878403 
        0.5550000000         3.3600000000         0.6217419407       271.5040502683      -882.6143982460 
        0.5600001000         3.3600000000         0.6268398436       275.1740461733      -875.0055878403 
        0.5650001000         3.3600000000         0.6268398436       278.2935426925      -875.0055878403 
        0.5700001000         3.3600000000         0.6344866981       281.9635385975      -863.5923722318 
