           Time[sec]           V_{cmd}[V]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000        -0.7200000000         1.2130986854        -0.0254973684         1.3568462858 
        0.0050326000        -0.7200000000         1.2130986854        -0.0254973684         1.3504409346 
        0.0100000000        -0.7200000000         1.2029028795        -0.2910949559         1.3536436102 
        0.0150001000        -0.7200000000         1.2207455399         0.1737008222         1.3664543126 
        0.0200001000        -0.7200000000         1.0066336150        -5.4038485148         1.3408329078 
        0.0250000000        -0.7200000000         1.0321231299        -4.7398545461         1.3280222054 
        0.0300000000        -0.7200000000         1.0703574022        -3.7438635931         1.2991981249 
        0.0350000000        -0.7200000000         0.9480077309        -6.9310346428         1.2703740445 
        0.0400000000        -0.7200000000         0.9887909546        -5.8686442929         1.2319419373 
        0.0450001000        -0.7200000000         0.9658503913        -6.4662388647         1.2191312348 
        0.0500786000        -0.7200000000         0.9352629734        -7.2630316272         1.1614830740 
        0.0550000000        -0.7200000000         0.9148713616        -7.7942268021         1.1390643447 
        0.0600000000        -0.7200000000         0.9403608764        -7.1302328334         1.0974295619 
        0.0650000000        -0.7200000000         0.9097734586        -7.9270255959         1.0750108327 
        0.0700000000        -0.7200000000         0.9123224101        -7.8606261990         1.0205653474 
        0.0750001000        -0.7200000000         0.8995776526        -8.1926231833         0.9885385914 
        0.0800001000        -0.7200000000         0.8868328952        -8.5246201677         0.9437011329 
        0.0850000000        -0.7200000000         0.8689902348        -8.9894159458         0.8956609989 
        0.0900000000        -0.7200000000         0.8893818467        -8.4582207708         0.8732422696 
        0.0950000000        -0.7200000000         0.8689902348        -8.9894159458         0.8252021356 
        0.1000000000        -0.7200000000         0.8536965259        -9.3878123270         0.7675539747 
        0.1050001000        -0.7200000000         0.8613433804        -9.1886141364         0.7355272187 
        0.1100001000        -0.7200000000         0.8536965259        -9.3878123270         0.6778790578 
        0.1150000000        -0.7200000000         0.8333049140        -9.9190075019         0.6362442749 
        0.1200000000        -0.7200000000         0.8562454774        -9.3214129301         0.5850014653 
        0.1250000000        -0.7200000000         0.8256580595       -10.1182056925         0.5401640068 
        0.1300000000        -0.7200000000         0.8282070110       -10.0518062957         0.5017318996 
        0.1350000000        -0.7200000000         0.8409517685        -9.7198093113         0.4536917655 
        0.1400001000        -0.7200000000         0.8231091081       -10.1846050894         0.4088543071 
