           Time[sec]           V_{cmd}[V]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000        -0.6200000000         1.2080007824        -0.1582961621         2.7820369295 
        0.0050000000        -0.6200000000         1.2080007824        -0.1582961621         2.7884422807 
        0.0100000000        -0.6200000000         1.2105497339        -0.0918967653         2.7948476319 
        0.0150000000        -0.6200000000         1.2207455399         0.1737008222         2.8012529831 
        0.0200000000        -0.6200000000         1.1085916745        -2.7478726400         2.7692262271 
        0.0250000000        -0.6200000000         0.9964378091        -5.6694461023         2.7500101735 
        0.0300000000        -0.6200000000         1.0805532081        -3.4782660056         2.7404021467 
        0.0350000000        -0.6200000000         1.0066336150        -5.4038485148         2.7147807418 
        0.0400000000        -0.6200000000         1.0142804695        -5.2046503242         2.6827539858 
        0.0450000000        -0.6200000000         1.0066336150        -5.4038485148         2.6603352566 
        0.0500000000        -0.6200000000         0.9887909546        -5.8686442929         2.6347138517 
        0.0550000000        -0.6200000000         0.9607524883        -6.5990376585         2.6058897713 
        0.0600000000        -0.6200000000         0.9862420032        -5.9350436898         2.5706603397 
        0.0650000000        -0.6200000000         0.9633014398        -6.5326382616         2.5418362592 
        0.0700000000        -0.6200000000         0.9505566824        -6.8646352459         2.5034041520 
        0.0750000000        -0.6200000000         0.9352629734        -7.2630316272         2.4553640179 
        0.0800000000        -0.6200000000         0.9327140220        -7.3294310240         2.4233372619 
        0.0850000000        -0.6200000000         0.9250671675        -7.5286292146         2.3913105058 
        0.0900000000        -0.6200000000         0.9250671675        -7.5286292146         2.3528783986 
        0.0950000000        -0.6200000000         0.9072245071        -7.9934249927         2.3240543182 
        0.1000000000        -0.6200000000         0.9148713616        -7.7942268021         2.2760141841 
        0.1050000000        -0.6200000000         0.8944797497        -8.3254219771         2.2375820769 
        0.1100000000        -0.6200000000         0.9046755556        -8.0598243896         2.1927446184 
        0.1150000000        -0.6200000000         0.8766370893        -8.7902177552         2.1479071600 
        0.1200000000        -0.6200000000         0.8970287012        -8.2590225802         2.0966643503 
        0.1250000000        -0.6200000000         0.8638923318        -9.1222147395         2.0518268918 
        0.1300000000        -0.6200000000         0.8689902348        -8.9894159458         2.0133947846 
        0.1350011000        -0.6200000000         0.8842839437        -8.5910195645         1.9781653529 
        0.1400000000        -0.6200000000         0.8689902348        -8.9894159458         1.9301252189 
        0.1450000000        -0.6200000000         0.8587944289        -9.2550135332         1.8820850848 
        0.1500000000        -0.6200000000         0.8613433804        -9.1886141364         1.8372476264 
        0.1550000000        -0.6200000000         0.8536965259        -9.3878123270         1.7956128435 
        0.1600000000        -0.6200000000         0.8435007200        -9.6534099145         1.7475727095 
        0.1650000000        -0.6200000000         0.8562454774        -9.3214129301         1.7059379266 
        0.1700000000        -0.6200000000         0.8205601566       -10.2510044863         1.6482897658 
        0.1750000000        -0.6200000000         0.8587944289        -9.2550135332         1.6098576585 
        0.1800001000        -0.6200000000         0.8511475744        -9.4542117238         1.5778309025 
        0.1850000000        -0.6200000000         0.8180112051       -10.3174038832         1.5201827416 
        0.1900000000        -0.6200000000         0.8333049140        -9.9190075019         1.4657372563 
        0.1950000000        -0.6200000000         0.8282070110       -10.0518062957         1.4273051491 
        0.2000000000        -0.6200000000         0.8282070110       -10.0518062957         1.3760623394 
        0.2050000000        -0.6200000000         0.8231091081       -10.1846050894         1.3248195298 
        0.2100001000        -0.6200000000         0.8180112051       -10.3174038832         1.2703740445 
        0.2150000000        -0.6200000000         0.8536965259        -9.3878123270         1.2383472885 
        0.2200000000        -0.6200000000         0.8205601566       -10.2510044863         1.1806991276 
        0.2250000000        -0.6200000000         0.8205601566       -10.2510044863         1.1294563179 
        0.2300000000        -0.6200000000         0.8052664477       -10.6494008675         1.0846188595 
        0.2350000000        -0.6200000000         0.8333049140        -9.9190075019         1.0301733742 
        0.2400001000        -0.6200000000         0.8256580595       -10.1182056925         0.9693225377 
        0.2450000000        -0.6200000000         0.8205601566       -10.2510044863         0.9437011329 
        0.2500000000        -0.6200000000         0.8282070110       -10.0518062957         0.8892556476 
        0.2550000000        -0.6200000000         0.8129133021       -10.4502026769         0.8219994600 
        0.2600000000        -0.6200000000         0.8231091081       -10.1846050894         0.7803646771 
        0.2650000000        -0.6200000000         0.8129133021       -10.4502026769         0.7355272187 
        0.2700000000        -0.6200000000         0.8231091081       -10.1846050894         0.6842844090 
        0.2750800000        -0.6200000000         0.7976195932       -10.8485990581         0.6234335725 
        0.2800000000        -0.6200000000         0.8435007200        -9.6534099145         0.5850014653 
        0.2850000000        -0.6200000000         0.8078153991       -10.5830014706         0.5273533044 
