           Time[sec]           V_{cmd}[V]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000        -0.2000000000         1.2130986854        -0.0254973684         1.8500583288 
        0.0050000000        -0.2000000000         1.2207455399         0.1737008222         1.8628690312 
        0.0100000000        -0.2000000000         1.2130986854        -0.0254973684         1.8500583288 
        0.0150000000        -0.2000000000         1.2207455399         0.1737008222         1.8500583288 
        0.0200000000        -0.2000000000         1.2130986854        -0.0254973684         1.8500583288 
        0.0250000000        -0.2000000000         1.2130986854        -0.0254973684         1.8500583288 
        0.0300000000        -0.2000000000         1.1391790923        -1.9510798776         1.8532610044 
        0.0350000000        -0.2000000000         1.1136895775        -2.6150738463         1.8212342484 
        0.0400455000        -0.2000000000         1.1697665101        -1.1542871152         1.8308422752 
        0.0450000000        -0.2000000000         1.1417280438        -1.8846804807         1.8116262215 
        0.0500000000        -0.2000000000         1.1238853834        -2.3494762588         1.8116262215 
        0.0550000000        -0.2000000000         1.1417280438        -1.8846804807         1.8020181947 
        0.0600000000        -0.2000000000         1.1238853834        -2.3494762588         1.7892074923 
        0.0650000000        -0.2000000000         1.1315322379        -2.1502780682         1.7667887631 
        0.0700000000        -0.2000000000         1.1264343349        -2.2830768620         1.7603834119 
        0.0750000000        -0.2000000000         1.1162385289        -2.5486744494         1.7603834119 
        0.0800000000        -0.2000000000         1.1213364319        -2.4158756557         1.7411673583 
        0.0850000000        -0.2000000000         1.1264343349        -2.2830768620         1.7315593315 
        0.0900000000        -0.2000000000         1.1034937715        -2.8806714338         1.7027352510 
        0.0950000000        -0.2000000000         1.1034937715        -2.8806714338         1.6867218730 
        0.1000000000        -0.2000000000         1.1034937715        -2.8806714338         1.6803165218 
        0.1050000000        -0.2000000000         1.1136895775        -2.6150738463         1.6803165218 
        0.1100000000        -0.2000000000         1.1085916745        -2.7478726400         1.6611004682 
        0.1150000000        -0.2000000000         1.1136895775        -2.6150738463         1.6482897658 
        0.1200000000        -0.2000000000         1.0907490141        -3.2126684181         1.6290737121 
        0.1250000000        -0.2000000000         1.1060427230        -2.8142720369         1.6130603341 
        0.1300000000        -0.2000000000         1.0932979656        -3.1462690213         1.5970469561 
        0.1350000000        -0.2000000000         1.1009448200        -2.9470708307         1.5938442805 
        0.1400000000        -0.2000000000         1.1085916745        -2.7478726400         1.5778309025 
        0.1450000000        -0.2000000000         1.0882000626        -3.2790678150         1.5490068220 
        0.1500000000        -0.2000000000         1.0932979656        -3.1462690213         1.5426014708 
        0.1550000000        -0.2000000000         1.1009448200        -2.9470708307         1.5329934440 
        0.1600000000        -0.2000000000         1.1009448200        -2.9470708307         1.5105747148 
        0.1650000000        -0.2000000000         1.0983958685        -3.0134702275         1.5009666880 
        0.1700000000        -0.2000000000         1.0983958685        -3.0134702275         1.4913586612 
        0.1750000000        -0.2000000000         1.1034937715        -2.8806714338         1.4753452831 
        0.1800055000        -0.2000000000         1.0983958685        -3.0134702275         1.4529265539 
        0.1850000000        -0.2000000000         1.0932979656        -3.1462690213         1.4273051491 
        0.1900000000        -0.2000000000         1.1034937715        -2.8806714338         1.4273051491 
        0.1950000000        -0.2000000000         1.1034937715        -2.8806714338         1.4080890955 
        0.2000000000        -0.2000000000         1.1085916745        -2.7478726400         1.4048864199 
        0.2051245000        -0.2000000000         1.0983958685        -3.0134702275         1.3792650150 
        0.2100000000        -0.2000000000         1.0831021596        -3.4118666087         1.3536436102 
        0.2150000000        -0.2000000000         1.0907490141        -3.2126684181         1.3408329078 
        0.2200000000        -0.2000000000         1.0831021596        -3.4118666087         1.3280222054 
        0.2250000000        -0.2000000000         1.0932979656        -3.1462690213         1.3088061517 
        0.2300000000        -0.2000000000         1.0882000626        -3.2790678150         1.3024008005 
        0.2350000000        -0.2000000000         1.0958469171        -3.0798696244         1.2895900981 
        0.2400000000        -0.2000000000         1.0805532081        -3.4782660056         1.2607660177 
        0.2455733000        -0.2000000000         1.0882000626        -3.2790678150         1.2543606665 
        0.2500000000        -0.2000000000         1.0703574022        -3.7438635931         1.2351446129 
        0.2550000000        -0.2000000000         1.0907490141        -3.2126684181         1.2255365860 
        0.2600000000        -0.2000000000         1.0856511111        -3.3454672119         1.2095232080 
        0.2650000000        -0.2000000000         1.0932979656        -3.1462690213         1.1999151812 
        0.2700000000        -0.2000000000         1.0831021596        -3.4118666087         1.1871044788 
        0.2750000000        -0.2000000000         1.0958469171        -3.0798696244         1.1742937764 
        0.2800000000        -0.2000000000         1.0703574022        -3.7438635931         1.1422670204 
        0.2850000000        -0.2000000000         1.0932979656        -3.1462690213         1.1262536423 
        0.2900000000        -0.2000000000         1.0805532081        -3.4782660056         1.1102402643 
        0.2950000000        -0.2000000000         1.0907490141        -3.2126684181         1.0942268863 
        0.3000000000        -0.2000000000         1.0831021596        -3.4118666087         1.0750108327 
        0.3050000000        -0.2000000000         1.0907490141        -3.2126684181         1.0622001303 
        0.3100000000        -0.2000000000         1.1060427230        -2.8142720369         1.0557947790 
        0.3150000000        -0.2000000000         1.0805532081        -3.4782660056         1.0333760498 
        0.3200000000        -0.2000000000         1.0907490141        -3.2126684181         1.0077546450 
        0.3250000000        -0.2000000000         1.0907490141        -3.2126684181         1.0077546450 
        0.3300024000        -0.2000000000         1.0932979656        -3.1462690213         0.9853359158 
        0.3350000000        -0.2000000000         1.0831021596        -3.4118666087         0.9693225377 
        0.3400000000        -0.2000000000         1.1009448200        -2.9470708307         0.9597145109 
        0.3450000000        -0.2000000000         1.0932979656        -3.1462690213         0.9437011329 
        0.3500000000        -0.2000000000         1.0907490141        -3.2126684181         0.9308904305 
        0.3550000000        -0.2000000000         1.0831021596        -3.4118666087         0.9052690257 
        0.3600081000        -0.2000000000         1.1009448200        -2.9470708307         0.9020663501 
        0.3650000000        -0.2000000000         1.0831021596        -3.4118666087         0.8668369184 
        0.3700000000        -0.2000000000         1.1009448200        -2.9470708307         0.8636342428 
        0.3750026000        -0.2000000000         1.0729063537        -3.6774641962         0.8444181892 
        0.3800000000        -0.2000000000         1.0907490141        -3.2126684181         0.8252021356 
        0.3850000000        -0.2000000000         1.0652594992        -3.8766623868         0.8027834063 
        0.3900000000        -0.2000000000         1.0882000626        -3.2790678150         0.7899727039 
        0.3950000000        -0.2000000000         1.0882000626        -3.2790678150         0.7739593259 
        0.4000000000        -0.2000000000         1.0882000626        -3.2790678150         0.7643512991 
        0.4050000000        -0.2000000000         1.0932979656        -3.1462690213         0.7515405967 
        0.4100000000        -0.2000000000         1.0882000626        -3.2790678150         0.7227165162 
        0.4150000000        -0.2000000000         1.0983958685        -3.0134702275         0.7002977870 
        0.4200000000        -0.2000000000         1.0831021596        -3.4118666087         0.7035004626 
        0.4250000000        -0.2000000000         1.0983958685        -3.0134702275         0.6682710310 
        0.4300000000        -0.2000000000         1.0805532081        -3.4782660056         0.6618656798 
        0.4350000000        -0.2000000000         1.0932979656        -3.1462690213         0.6490549774 
        0.4400000000        -0.2000000000         1.0831021596        -3.4118666087         0.6330415993 
        0.4450000000        -0.2000000000         1.0882000626        -3.2790678150         0.6170282213 
        0.4500000000        -0.2000000000         1.0907490141        -3.2126684181         0.5978121677 
        0.4550000000        -0.2000000000         1.0882000626        -3.2790678150         0.5946094921 
        0.4600000000        -0.2000000000         1.0856511111        -3.3454672119         0.5689880873 
        0.4650000000        -0.2000000000         1.0856511111        -3.3454672119         0.5529747092 
        0.4700000000        -0.2000000000         1.0780042567        -3.5446654025         0.5305559800 
        0.4750084000        -0.2000000000         1.0678084507        -3.8102629900         0.5177452776 
        0.4800000000        -0.2000000000         1.0856511111        -3.3454672119         0.5017318996 
        0.4850000000        -0.2000000000         1.0754553052        -3.6110647993         0.4825158460 
        0.4900000000        -0.2000000000         1.0831021596        -3.4118666087         0.4600971167 
        0.4950000000        -0.2000000000         1.0780042567        -3.5446654025         0.4440837387 
        0.5000000000        -0.2000000000         1.0703574022        -3.7438635931         0.4344757119 
        0.5050000000        -0.2000000000         1.0780042567        -3.5446654025         0.4120569827 
        0.5100000000        -0.2000000000         1.0805532081        -3.4782660056         0.4024489559 
        0.5150000000        -0.2000000000         1.1009448200        -2.9470708307         0.3928409291 
        0.5200000000        -0.2000000000         1.0780042567        -3.5446654025         0.3800302266 
        0.5250000000        -0.2000000000         1.0958469171        -3.0798696244         0.3544088218 
        0.5300000000        -0.2000000000         1.0729063537        -3.6774641962         0.3351927682 
        0.5350000000        -0.2000000000         1.0856511111        -3.3454672119         0.3031660121 
        0.5400000000        -0.2000000000         1.0907490141        -3.2126684181         0.3031660121 
        0.5450000000        -0.2000000000         1.0780042567        -3.5446654025         0.2871526341 
        0.5500000000        -0.2000000000         1.0932979656        -3.1462690213         0.2743419317 
        0.5550000000        -0.2000000000         1.0882000626        -3.2790678150         0.2647339049 
        0.5600000000        -0.2000000000         1.0882000626        -3.2790678150         0.2487205269 
        0.5650000000        -0.2000000000         1.0703574022        -3.7438635931         0.2134910952 
        0.5700000000        -0.2000000000         1.0907490141        -3.2126684181         0.2166937708 
        0.5750000000        -0.2000000000         1.0780042567        -3.5446654025         0.1878696904 
        0.5800000000        -0.2000000000         1.0932979656        -3.1462690213         0.1782616636 
        0.5850000000        -0.2000000000         1.0856511111        -3.3454672119         0.1686536368 
        0.5900000000        -0.2000000000         1.0703574022        -3.7438635931         0.1302215295 
        0.5950000000        -0.2000000000         1.0729063537        -3.6774641962         0.1110054759 
        0.6000000000        -0.2000000000         1.0780042567        -3.5446654025         0.1013974491 
        0.6050000000        -0.2000000000         1.0856511111        -3.3454672119         0.0917894223 
        0.6100000000        -0.2000000000         1.0754553052        -3.6110647993         0.0693706931 
        0.6150000000        -0.2000000000         1.0882000626        -3.2790678150         0.0629653419 
        0.6200000000        -0.2000000000         1.0780042567        -3.5446654025         0.0373439370 
        0.6250000000        -0.2000000000         1.0856511111        -3.3454672119         0.0149252078 
