           Time[sec]           V_{cmd}[V]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000        -0.3600000000         1.2105497339        -0.0918967653        -0.6736500470 
        0.0050000000        -0.3600000000         1.2130986854        -0.0254973684        -0.6704473714 
        0.0100000000        -0.3600000000         1.2232944913         0.2401002191        -0.6672446958 
        0.0150000000        -0.3600000000         1.2156476369         0.0409020285        -0.6608393446 
        0.0200000000        -0.3600000000         1.2130986854        -0.0254973684        -0.6704473714 
        0.0250000000        -0.3600000000         1.0780042567        -3.5446654025        -0.6768527226 
        0.0300000000        -0.3600000000         1.0932979656        -3.1462690213        -0.6864607494 
        0.0350000000        -0.3600000000         1.1442769953        -1.8182810839        -0.6992714518 
        0.0400000000        -0.3600000000         1.0576126448        -4.0758605774        -0.7152848299 
        0.0450000000        -0.3600000000         1.1034937715        -2.8806714338        -0.7248928567 
        0.0500000000        -0.3600000000         1.0576126448        -4.0758605774        -0.7505142615 
        0.0550000000        -0.3600000000         1.0882000626        -3.2790678150        -0.7665276395 
        0.0600000000        -0.3600000000         1.0474168388        -4.3414581649        -0.7857436932 
        0.0650000000        -0.3600000000         1.0805532081        -3.4782660056        -0.7985543956 
        0.0700000000        -0.3600000000         1.0372210329        -4.6070557524        -0.8177704492 
        0.0750000000        -0.3600000000         1.0882000626        -3.2790678150        -0.8273784760 
        0.0800000000        -0.3600000000         1.0627105477        -3.9430617837        -0.8433918540 
        0.0850000000        -0.3600000000         1.0499657903        -4.2750587680        -0.8754186101 
        0.0900000000        -0.3600000000         1.0372210329        -4.6070557524        -0.8882293125 
        0.0950000000        -0.3600000000         1.0601615963        -4.0094611806        -0.9234587441 
        0.1000000000        -0.3600000000         1.0346720814        -4.6734551493        -0.9330667709 
        0.1050000000        -0.3600000000         1.0474168388        -4.3414581649        -0.9682962026 
        0.1100000000        -0.3600000000         1.0270252269        -4.8726533399        -0.9843095806 
        0.1150000000        -0.3600000000         1.0423189359        -4.4742569586        -1.0035256342 
        0.1200000000        -0.3600000000         1.0372210329        -4.6070557524        -1.0131336610 
        0.1250000000        -0.3600000000         1.0193783725        -5.0718515305        -1.0451604171 
        0.1300000000        -0.3600000000         1.0321231299        -4.7398545461        -1.0707818219 
        0.1350000000        -0.3600000000         1.0193783725        -5.0718515305        -1.0932005511 
        0.1400000000        -0.3600000000         1.0244762754        -4.9390527367        -1.1188219559 
        0.1450000000        -0.3600000000         1.0040846636        -5.4702479117        -1.1508487120 
        0.1500000000        -0.3600000000         1.0219273240        -5.0054521336        -1.1732674412 
        0.1550000000        -0.3600000000         1.0168294210        -5.1382509273        -1.1860781436 
        0.1600000000        -0.3600000000         1.0219273240        -5.0054521336        -1.2245102509 
        0.1650000000        -0.3600000000         1.0295741784        -4.8062539430        -1.2373209533 
        0.1700000000        -0.3600000000         1.0040846636        -5.4702479117        -1.2757530605 
        0.1750000000        -0.3600000000         1.0117315180        -5.2710497211        -1.2949691142 
        0.1800001000        -0.3600000000         1.0219273240        -5.0054521336        -1.3109824922 
        0.1850000000        -0.3600000000         1.0040846636        -5.4702479117        -1.3494145994 
        0.1900000000        -0.3600000000         1.0117315180        -5.2710497211        -1.3718333287 
        0.1950000000        -0.3600000000         0.9887909546        -5.8686442929        -1.4006574091 
        0.2000000000        -0.3600000000         1.0091825665        -5.3374491179        -1.4294814895 
        0.2050000000        -0.3600000000         0.9964378091        -5.6694461023        -1.4551028943 
        0.2100001000        -0.3600000000         0.9938888576        -5.7358454992        -1.4935350016 
        0.2150000000        -0.3600000000         0.9836930517        -6.0014430866        -1.5063457040 
        0.2200000000        -0.3600000000         1.0142804695        -5.2046503242        -1.5287644332 
        0.2250000000        -0.3600000000         0.9887909546        -5.8686442929        -1.5607911893 
        0.2300000000        -0.3600000000         0.9964378091        -5.6694461023        -1.6056286477 
        0.2351102000        -0.3600000000         0.9862420032        -5.9350436898        -1.6312500526 
        0.2400001000        -0.3600000000         0.9989867606        -5.6030467054        -1.6440607550 
        0.2450000000        -0.3600000000         0.9887909546        -5.8686442929        -1.6696821598 
        0.2500000000        -0.3600000000         0.9862420032        -5.9350436898        -1.7081142671 
        0.2550000000        -0.3600000000         0.9785951487        -6.1342418804        -1.7433436987 
        0.2600000000        -0.3600000000         0.9811441002        -6.0678424835        -1.7593570767 
        0.2650000000        -0.3600000000         0.9709482942        -6.3334400710        -1.7977891840 
        0.2700000000        -0.3600000000         0.9785951487        -6.1342418804        -1.8202079132 
        0.2750000000        -0.3600000000         0.9836930517        -6.0014430866        -1.8522346692 
        0.2800000000        -0.3600000000         0.9785951487        -6.1342418804        -1.8906667765 
        0.2850000000        -0.3600000000         0.9811441002        -6.0678424835        -1.9130855057 
        0.2900001000        -0.3600000000         0.9862420032        -5.9350436898        -1.9387069105 
        0.2950000000        -0.3600000000         0.9582035368        -6.6654370553        -1.9867470446 
        0.3000055000        -0.3600000000         0.9683993428        -6.3998394679        -2.0027604226 
        0.3050000000        -0.3600000000         0.9709482942        -6.3334400710        -2.0379898542 
        0.3100000000        -0.3600000000         0.9760461972        -6.2006412772        -2.0668139347 
        0.3150000000        -0.3600000000         0.9683993428        -6.3998394679        -2.1116513931 
        0.3200000000        -0.3600000000         0.9582035368        -6.6654370553        -2.1308674468 
        0.3250000000        -0.3600000000         0.9556545853        -6.7318364522        -2.1692995540 
        0.3300000000        -0.3600000000         0.9760461972        -6.2006412772        -2.1917182832 
        0.3350000000        -0.3600000000         0.9607524883        -6.5990376585        -2.2237450393 
        0.3400127000        -0.3600000000         0.9709482942        -6.3334400710        -2.2493664441 
        0.3450000000        -0.3600000000         0.9760461972        -6.2006412772        -2.2813932001 
        0.3500001000        -0.3600000000         0.9658503913        -6.4662388647        -2.3102172806 
        0.3550001000        -0.3600000000         0.9683993428        -6.3998394679        -2.3518520634 
        0.3600018000        -0.3600000000         0.9633014398        -6.5326382616        -2.3742707926 
        0.3650000000        -0.3600000000         0.9633014398        -6.5326382616        -2.4191082511 
        0.3700000000        -0.3600000000         0.9556545853        -6.7318364522        -2.4511350071 
        0.3750000000        -0.3600000000         0.9683993428        -6.3998394679        -2.4767564120 
        0.3800000000        -0.3600000000         0.9480077309        -6.9310346428        -2.5183911948 
        0.3850000000        -0.3600000000         0.9633014398        -6.5326382616        -2.5408099240 
        0.3900000000        -0.3600000000         0.9658503913        -6.4662388647        -2.5728366801 
        0.3950066000        -0.3600000000         0.9556545853        -6.7318364522        -2.6176741385 
        0.4000000000        -0.3600000000         0.9683993428        -6.3998394679        -2.6497008946 
        0.4050000000        -0.3600000000         0.9505566824        -6.8646352459        -2.6881330018 
        0.4100000000        -0.3600000000         0.9556545853        -6.7318364522        -2.7169570823 
        0.4150001000        -0.3600000000         0.9582035368        -6.6654370553        -2.7425784871 
        0.4200001000        -0.3600000000         0.9531056338        -6.7982358491        -2.7746052431 
        0.4250000000        -0.3600000000         0.9582035368        -6.6654370553        -2.8162400260 
        0.4300000000        -0.3600000000         0.9556545853        -6.7318364522        -2.8578748088 
        0.4350000000        -0.3600000000         0.9454587794        -6.9974340397        -2.8931042405 
        0.4400000000        -0.3600000000         0.9633014398        -6.5326382616        -2.9123202941 
        0.4450000000        -0.3600000000         0.9556545853        -6.7318364522        -2.9667657794 
        0.4500000000        -0.3600000000         0.9480077309        -6.9310346428        -3.0019952110 
        0.4550000000        -0.3600000000         0.9531056338        -6.7982358491        -3.0276166158 
        0.4600000000        -0.3600000000         0.9582035368        -6.6654370553        -3.0500353451 
        0.4650000000        -0.3600000000         0.9505566824        -6.8646352459        -3.1012781547 
        0.4700000000        -0.3600000000         0.9556545853        -6.7318364522        -3.1236968839 
        0.4750001000        -0.3600000000         0.9582035368        -6.6654370553        -3.1461156132 
        0.4800001000        -0.3600000000         0.9301650705        -7.3958304209        -3.1429129376 
        0.4850000000        -0.3600000000         0.9607524883        -6.5990376585        -3.1301022351 
        0.4900000000        -0.3600000000         0.9683993428        -6.3998394679        -3.1301022351 
        0.4950000000        -0.3600000000         0.9556545853        -6.7318364522        -3.1397102620 
        0.5000000000        -0.3600000000         0.9556545853        -6.7318364522        -1.7529517255 
        0.5050000000        -0.3600000000         0.9556545853        -6.7318364522        -1.7593570767 
        0.5100000000        -0.3600000000         0.9505566824        -6.8646352459         3.1375339215 
        0.5150000000        -0.3600000000         0.9480077309        -6.9310346428         3.1343312459 
        0.5200000000        -0.3600000000         0.9607524883        -6.5990376585         3.1471419483 
        0.5250000000        -0.3600000000         0.9480077309        -6.9310346428         3.1407365971 
        0.5300000000        -0.3600000000         0.9607524883        -6.5990376585         3.1343312459 
        0.5350000000        -0.3600000000         0.9480077309        -6.9310346428         3.0926964631 
        0.5400000000        -0.3600000000         0.9429098279        -7.0638334366         3.0606697070 
        0.5450000000        -0.3600000000         0.9658503913        -6.4662388647         3.0190349242 
        0.5500000000        -0.3600000000         0.9327140220        -7.3294310240         2.9806028169 
        0.5550000000        -0.3600000000         0.9582035368        -6.6654370553         2.9453733853 
        0.5600000000        -0.3600000000         0.9250671675        -7.5286292146         2.9133466293 
        0.5650000000        -0.3600000000         0.9658503913        -6.4662388647         2.8909279000 
        0.5700001000        -0.3600000000         0.9633014398        -6.5326382616         2.8621038196 
        0.5750001000        -0.3600000000         0.9480077309        -6.9310346428         2.8140636855 
        0.5800000000        -0.3600000000         0.9480077309        -6.9310346428         2.7820369295 
        0.5850000000        -0.3600000000         0.9556545853        -6.7318364522         2.7339967954 
        0.5900000000        -0.3600000000         0.9250671675        -7.5286292146         2.7019700394 
        0.5950000000        -0.3600000000         0.9556545853        -6.7318364522         2.6763486346 
        0.6000000000        -0.3600000000         0.9658503913        -6.4662388647         2.6379165273 
        0.6050000000        -0.3600000000         0.9556545853        -6.7318364522         2.6187004737 
        0.6100000000        -0.3600000000         0.9378119249        -7.1966322303         2.5738630153 
        0.6150000000        -0.3600000000         0.9556545853        -6.7318364522         2.5290255568 
        0.6200000000        -0.3600000000         0.9556545853        -6.7318364522         2.4969988008 
        0.6250000000        -0.3600000000         0.9454587794        -6.9974340397         2.4681747203 
        0.6300000000        -0.3600000000         0.9582035368        -6.6654370553         2.4489586667 
        0.6350000000        -0.3600000000         0.9607524883        -6.5990376585         2.4073238839 
        0.6400000000        -0.3600000000         0.9556545853        -6.7318364522         2.3720944522 
        0.6450000000        -0.3600000000         0.9403608764        -7.1302328334         2.3400676962 
        0.6500000000        -0.3600000000         0.9683993428        -6.3998394679         2.3048382645 
        0.6550000000        -0.3600000000         0.9607524883        -6.5990376585         2.2632034817 
        0.6600000000        -0.3600000000         0.9429098279        -7.0638334366         2.2407847525 
        0.6650000000        -0.3600000000         0.9709482942        -6.3334400710         2.2023526452 
        0.6700000000        -0.3600000000         0.9403608764        -7.1302328334         2.1703258892 
