           Time[sec]           V_{cmd}[V]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000        -0.0800000000         1.2130986854        -0.0254973684        -3.0372246426 
        0.0050000000        -0.0800000000         1.2080007824        -0.1582961621        -3.0340219670 
        0.0101616000        -0.0800000000         1.2130986854        -0.0254973684        -3.0372246426 
        0.0150000000        -0.0800000000         1.2080007824        -0.1582961621        -3.0436299938 
        0.0200000000        -0.0800000000         1.2207455399         0.1737008222        -3.0276166158 
        0.0250000000        -0.0800000000         1.2130986854        -0.0254973684        -3.0340219670 
        0.0300000000        -0.0800000000         1.2130986854        -0.0254973684        -3.0372246426 
        0.0350000000        -0.0800000000         1.1927070735        -0.5566925434        -3.0276166158 
        0.0400000000        -0.0800000000         1.1315322379        -2.1502780682        -3.0404273182 
        0.0450000000        -0.0800000000         1.1850602191        -0.7558907340        -3.0500353451 
        0.0500000000        -0.0800000000         1.1595707042        -1.4198847027        -3.0564406963 
        0.0550000000        -0.0800000000         1.1646686072        -1.2870859089        -3.0564406963 
        0.0600000000        -0.0800000000         1.1646686072        -1.2870859089        -3.0724540743 
        0.0650416000        -0.0800000000         1.1519238497        -1.6190828933        -3.0884674523 
        0.0700009000        -0.0800000000         1.1595707042        -1.4198847027        -3.0852647767 
        0.0750000000        -0.0800000000         1.1697665101        -1.1542871152        -3.0820621011 
        0.0800000000        -0.0800000000         1.1544728012        -1.5526834964        -3.1044808303 
        0.0850000000        -0.0800000000         1.1570217527        -1.4862840995        -3.1076835059 
        0.0900000000        -0.0800000000         1.1570217527        -1.4862840995        -3.1108861815 
        0.0950000000        -0.0800000000         1.1595707042        -1.4198847027        -3.1204942083 
        0.1000000000        -0.0800000000         1.1442769953        -1.8182810839        -3.1301022351 
        0.1050000000        -0.0800000000         1.1493748983        -1.6854822901        -3.1365075864 
        0.1100000000        -0.0800000000         1.1595707042        -1.4198847027        -3.1333049108 
        0.1150000000        -0.0800000000         1.1697665101        -1.1542871152        -3.1429129376 
        0.1200000000        -0.0800000000         1.1723154616        -1.0878877183        -3.1301022351 
        0.1250000000        -0.0800000000         1.1595707042        -1.4198847027        -3.1429129376 
        0.1300000000        -0.0800000000         1.1544728012        -1.5526834964        -3.1493182888 
        0.1350000000        -0.0800000000         1.1595707042        -1.4198847027        -3.1429129376 
        0.1400000000        -0.0800000000         1.1621196557        -1.3534853058        -3.1397102620 
        0.1450000000        -0.0800000000         1.1672175587        -1.2206865120        -3.1301022351 
        0.1500000000        -0.0800000000         1.1621196557        -1.3534853058        -3.1493182888 
        0.1550000000        -0.0800000000         1.1595707042        -1.4198847027        -3.1429129376 
        0.1600000000        -0.0800000000         1.1570217527        -1.4862840995        -3.1397102620 
        0.1650000000        -0.0800000000         1.1672175587        -1.2206865120        -3.1301022351 
        0.1700000000        -0.0800000000         1.1493748983        -1.6854822901        -3.1493182888 
        0.1750000000        -0.0800000000         1.1595707042        -1.4198847027        -3.1301022351 
        0.1800000000        -0.0800000000         1.1595707042        -1.4198847027        -3.1301022351 
        0.1850000000        -0.0800000000         1.1468259468        -1.7518816870        -3.1429129376 
        0.1900000000        -0.0800000000         1.1519238497        -1.6190828933        -3.1429129376 
        0.1950000000        -0.0800000000         1.1442769953        -1.8182810839        -3.1429129376 
        0.2000000000        -0.0800000000         1.1468259468        -1.7518816870        -3.1461156132 
        0.2050000000        -0.0800000000         1.1468259468        -1.7518816870        -3.1461156132 
        0.2100000000        -0.0800000000         1.1544728012        -1.5526834964        -3.1397102620 
        0.2150045000        -0.0800000000         1.1544728012        -1.5526834964        -2.1692995540 
        0.2200000000        -0.0800000000         1.1672175587        -1.2206865120        -1.7401410231 
        0.2250000000        -0.0800000000         1.1621196557        -1.3534853058        -1.7401410231 
        0.2300000000        -0.0800000000         1.1570217527        -1.4862840995        -1.7465463743 
        0.2350000000        -0.0800000000         1.1544728012        -1.5526834964        -1.7465463743 
        0.2400000000        -0.0800000000         1.1519238497        -1.6190828933        -1.7561544011 
        0.2450000000        -0.0800000000         1.1595707042        -1.4198847027        -1.7529517255 
        0.2500000000        -0.0800000000         1.1519238497        -1.6190828933        -1.7465463743 
        0.2550000000        -0.0800000000         1.1544728012        -1.5526834964        -1.7465463743 
        0.2600000000        -0.0800000000         1.1544728012        -1.5526834964        -1.7465463743 
        0.2664796000        -0.0800000000         1.1570217527        -1.4862840995        -1.7465463743 
        0.2700000000        -0.0800000000         1.1544728012        -1.5526834964        -1.7369383475 
        0.2750000000        -0.0800000000         1.1595707042        -1.4198847027         3.1471419483 
        0.2800000000        -0.0800000000         1.1493748983        -1.6854822901         3.1311285703 
        0.2850000000        -0.0800000000         1.1468259468        -1.7518816870         3.1311285703 
        0.2900001000        -0.0800000000         1.1442769953        -1.8182810839         3.1311285703 
        0.2950000000        -0.0800000000         1.1442769953        -1.8182810839         3.1439392727 
        0.3000000000        -0.0800000000         1.1544728012        -1.5526834964         3.1407365971 
        0.3050000000        -0.0800000000         1.1468259468        -1.7518816870         3.1375339215 
        0.3100007000        -0.0800000000         1.1519238497        -1.6190828933         3.1375339215 
        0.3150000000        -0.0800000000         1.1468259468        -1.7518816870         3.1471419483 
        0.3200000000        -0.0800000000         1.1570217527        -1.4862840995         3.1471419483 
        0.3250000000        -0.0800000000         1.1468259468        -1.7518816870         3.1407365971 
        0.3300000000        -0.0800000000         1.1468259468        -1.7518816870         3.1407365971 
        0.3350000000        -0.0800000000         1.1493748983        -1.6854822901         3.1407365971 
        0.3400000000        -0.0800000000         1.1417280438        -1.8846804807         3.1407365971 
        0.3450000000        -0.0800000000         1.1417280438        -1.8846804807         3.1311285703 
        0.3500001000        -0.0800000000         1.1468259468        -1.7518816870         3.1407365971 
        0.3550001000        -0.0800000000         1.1417280438        -1.8846804807         3.1343312459 
        0.3600000000        -0.0800000000         1.1493748983        -1.6854822901         3.1343312459 
        0.3650000000        -0.0800000000         1.1468259468        -1.7518816870         3.1247232191 
        0.3700000000        -0.0800000000         1.1391790923        -1.9510798776         3.1087098411 
        0.3750000000        -0.0800000000         1.1417280438        -1.8846804807         3.0958991387 
        0.3800000000        -0.0800000000         1.1366301408        -2.0174792745         3.0830884363 
        0.3850000000        -0.0800000000         1.1340811893        -2.0838786713         3.0830884363 
        0.3900000000        -0.0800000000         1.1366301408        -2.0174792745         3.0702777339 
        0.3950000000        -0.0800000000         1.1340811893        -2.0838786713         3.0606697070 
        0.4000000000        -0.0800000000         1.1315322379        -2.1502780682         3.0414536534 
        0.4050000000        -0.0800000000         1.1315322379        -2.1502780682         3.0318456266 
        0.4100000000        -0.0800000000         1.1315322379        -2.1502780682         3.0190349242 
        0.4150001000        -0.0800000000         1.1366301408        -2.0174792745         3.0126295730 
        0.4200001000        -0.0800000000         1.1442769953        -1.8182810839         3.0126295730 
        0.4250000000        -0.0800000000         1.1544728012        -1.5526834964         3.0094268974 
        0.4300000000        -0.0800000000         1.1417280438        -1.8846804807         2.9934135194 
        0.4350000000        -0.0800000000         1.1493748983        -1.6854822901         2.9870081682 
        0.4400000000        -0.0800000000         1.1468259468        -1.7518816870         2.9774001413 
        0.4450000000        -0.0800000000         1.1519238497        -1.6190828933         2.9709947901 
        0.4500000000        -0.0800000000         1.1519238497        -1.6190828933         2.9677921145 
        0.4550000000        -0.0800000000         1.1493748983        -1.6854822901         2.9453733853 
        0.4600000000        -0.0800000000         1.1417280438        -1.8846804807         2.9261573317 
        0.4650000000        -0.0800000000         1.1417280438        -1.8846804807         2.9229546561 
        0.4700000000        -0.0800000000         1.1417280438        -1.8846804807         2.9133466293 
        0.4750001000        -0.0800000000         1.1417280438        -1.8846804807         2.9101439537 
        0.4800001000        -0.0800000000         1.1417280438        -1.8846804807         2.8941305756 
        0.4850000000        -0.0800000000         1.1417280438        -1.8846804807         2.8909279000 
        0.4900000000        -0.0800000000         1.1519238497        -1.6190828933         2.8845225488 
        0.4950000000        -0.0800000000         1.1391790923        -1.9510798776         2.8685091708 
        0.5000000000        -0.0800000000         1.1493748983        -1.6854822901         2.8653064952 
        0.5050000000        -0.0800000000         1.1366301408        -2.0174792745         2.8492931172 
        0.5100000000        -0.0800000000         1.1366301408        -2.0174792745         2.8428877660 
        0.5150000000        -0.0800000000         1.1493748983        -1.6854822901         2.8396850904 
        0.5200000000        -0.0800000000         1.1442769953        -1.8182810839         2.8300770636 
        0.5250000000        -0.0800000000         1.1519238497        -1.6190828933         2.8332797392 
        0.5300000000        -0.0800000000         1.1468259468        -1.7518816870         2.8236717124 
        0.5350000000        -0.0800000000         1.1417280438        -1.8846804807         2.8076583343 
        0.5400000000        -0.0800000000         1.1468259468        -1.7518816870         2.8012529831 
        0.5450000000        -0.0800000000         1.1417280438        -1.8846804807         2.7884422807 
        0.5500000000        -0.0800000000         1.1417280438        -1.8846804807         2.7756315783 
        0.5550000000        -0.0800000000         1.1315322379        -2.1502780682         2.7660235515 
        0.5600000000        -0.0800000000         1.1442769953        -1.8182810839         2.7628208759 
        0.5650000000        -0.0800000000         1.1340811893        -2.0838786713         2.7468074979 
        0.5700001000        -0.0800000000         1.1417280438        -1.8846804807         2.7371994711 
        0.5750001000        -0.0800000000         1.1315322379        -2.1502780682         2.7243887686 
        0.5800001000        -0.0800000000         1.1289832864        -2.2166774651         2.7083753906 
        0.5850000000        -0.0800000000         1.1340811893        -2.0838786713         2.7083753906 
        0.5900000000        -0.0800000000         1.1366301408        -2.0174792745         2.6955646882 
        0.5950000000        -0.0800000000         1.1340811893        -2.0838786713         2.6859566614 
        0.6000000000        -0.0800000000         1.1340811893        -2.0838786713         2.6667406078 
        0.6050000000        -0.0800000000         1.1417280438        -1.8846804807         2.6635379322 
        0.6100000000        -0.0800000000         1.1264343349        -2.2830768620         2.6475245541 
        0.6150000000        -0.0800000000         1.1417280438        -1.8846804807         2.6347138517 
        0.6200000000        -0.0800000000         1.1391790923        -1.9510798776         2.6347138517 
        0.6250000000        -0.0800000000         1.1391790923        -1.9510798776         2.6219031493 
        0.6300000000        -0.0800000000         1.1417280438        -1.8846804807         2.6219031493 
        0.6350000000        -0.0800000000         1.1442769953        -1.8182810839         2.6122951225 
        0.6400000000        -0.0800000000         1.1442769953        -1.8182810839         2.5994844201 
        0.6450000000        -0.0800000000         1.1417280438        -1.8846804807         2.5834710421 
        0.6500000000        -0.0800000000         1.1366301408        -2.0174792745         2.5834710421 
        0.6550000000        -0.0800000000         1.1442769953        -1.8182810839         2.5610523128 
        0.6600000000        -0.0800000000         1.1289832864        -2.2166774651         2.5450389348 
        0.6650000000        -0.0800000000         1.1340811893        -2.0838786713         2.5418362592 
        0.6700000000        -0.0800000000         1.1391790923        -1.9510798776         2.5386335836 
        0.6750000000        -0.0800000000         1.1442769953        -1.8182810839         2.5290255568 
        0.6800000000        -0.0800000000         1.1315322379        -2.1502780682         2.5098095032 
        0.6850000000        -0.0800000000         1.1315322379        -2.1502780682         2.5002014764 
        0.6900000000        -0.0800000000         1.1289832864        -2.2166774651         2.4777827471 
        0.6950084000        -0.0800000000         1.1340811893        -2.0838786713         2.4777827471 
        0.7003374000        -0.0800000000         1.1315322379        -2.1502780682         2.4777827471 
        0.7050001000        -0.0800000000         1.1391790923        -1.9510798776         2.4649720447 
        0.7100000000        -0.0800000000         1.1391790923        -1.9510798776         2.4553640179 
        0.7150000000        -0.0800000000         1.1315322379        -2.1502780682         2.4393506399 
        0.7200000000        -0.0800000000         1.1340811893        -2.0838786713         2.4329452887 
        0.7250000000        -0.0800000000         1.1340811893        -2.0838786713         2.4137292351 
        0.7300000000        -0.0800000000         1.1315322379        -2.1502780682         2.4009185327 
        0.7350000000        -0.0800000000         1.1264343349        -2.2830768620         2.3849051546 
        0.7400000000        -0.0800000000         1.1340811893        -2.0838786713         2.3817024790 
        0.7450000000        -0.0800000000         1.1289832864        -2.2166774651         2.3656891010 
        0.7500000000        -0.0800000000         1.1340811893        -2.0838786713         2.3656891010 
        0.7550000000        -0.0800000000         1.1187874804        -2.4822750526         2.3528783986 
        0.7600000000        -0.0800000000         1.1289832864        -2.2166774651         2.3368650206 
        0.7650000000        -0.0800000000         1.1366301408        -2.0174792745         2.3304596694 
        0.7700000000        -0.0800000000         1.1340811893        -2.0838786713         2.3208516426 
        0.7750000000        -0.0800000000         1.1289832864        -2.2166774651         2.3048382645 
        0.7800000000        -0.0800000000         1.1366301408        -2.0174792745         2.3016355889 
        0.7850000000        -0.0800000000         1.1366301408        -2.0174792745         2.2920275621 
        0.7900000000        -0.0800000000         1.1340811893        -2.0838786713         2.2888248865 
        0.7950000000        -0.0800000000         1.1391790923        -1.9510798776         2.2856222109 
        0.8000000000        -0.0800000000         1.1391790923        -1.9510798776         2.2664061573 
        0.8050000000        -0.0800000000         1.1340811893        -2.0838786713         2.2471901037 
        0.8100000000        -0.0800000000         1.1315322379        -2.1502780682         2.2407847525 
        0.8150000000        -0.0800000000         1.1391790923        -1.9510798776         2.2343794013 
        0.8200001000        -0.0800000000         1.1417280438        -1.8846804807         2.2343794013 
        0.8250001000        -0.0800000000         1.1417280438        -1.8846804807         2.2119606720 
        0.8300001000        -0.0800000000         1.1315322379        -2.1502780682         2.1991499696 
        0.8350000000        -0.0800000000         1.1315322379        -2.1502780682         2.1927446184 
        0.8400000000        -0.0800000000         1.1417280438        -1.8846804807         2.1799339160 
        0.8450000000        -0.0800000000         1.1417280438        -1.8846804807         2.1799339160 
        0.8500538000        -0.0800000000         1.1315322379        -2.1502780682         2.1511098356 
        0.8550000000        -0.0800000000         1.1391790923        -1.9510798776         2.1575151868 
        0.8600000000        -0.0800000000         1.1417280438        -1.8846804807         2.1511098356 
        0.8650000000        -0.0800000000         1.1340811893        -2.0838786713         2.1350964575 
        0.8700000000        -0.0800000000         1.1315322379        -2.1502780682         2.1254884307 
        0.8750000000        -0.0800000000         1.1315322379        -2.1502780682         2.1062723771 
        0.8800000000        -0.0800000000         1.1340811893        -2.0838786713         2.0966643503 
        0.8850000000        -0.0800000000         1.1238853834        -2.3494762588         2.0870563235 
        0.8900000000        -0.0800000000         1.1289832864        -2.2166774651         2.0678402699 
        0.8950000000        -0.0800000000         1.1289832864        -2.2166774651         2.0678402699 
        0.9001458000        -0.0800000000         1.1315322379        -2.1502780682         2.0550295674 
        0.9050876000        -0.0800000000         1.1238853834        -2.3494762588         2.0358135138 
        0.9100000000        -0.0800000000         1.1391790923        -1.9510798776         2.0422188650 
        0.9150000000        -0.0800000000         1.1340811893        -2.0838786713         2.0230028114 
        0.9200000000        -0.0800000000         1.1315322379        -2.1502780682         2.0133947846 
        0.9250000000        -0.0800000000         1.1187874804        -2.4822750526         1.9973814066 
        0.9300000000        -0.0800000000         1.1315322379        -2.1502780682         1.9877733798 
        0.9350000000        -0.0800000000         1.1238853834        -2.3494762588         1.9845707042 
        0.9400000000        -0.0800000000         1.1340811893        -2.0838786713         1.9749626773 
        0.9450001000        -0.0800000000         1.1289832864        -2.2166774651         1.9557466237 
        0.9500001000        -0.0800000000         1.1340811893        -2.0838786713         1.9429359213 
        0.9550001000        -0.0800000000         1.1315322379        -2.1502780682         1.9301252189 
        0.9600000000        -0.0800000000         1.1289832864        -2.2166774651         1.9141118409 
        0.9650000000        -0.0800000000         1.1264343349        -2.2830768620         1.9109091653 
        0.9700000000        -0.0800000000         1.1391790923        -1.9510798776         1.9013011385 
        0.9750000000        -0.0800000000         1.1315322379        -2.1502780682         1.8980984629 
        0.9800000000        -0.0800000000         1.1417280438        -1.8846804807         1.8788824092 
        0.9850000000        -0.0800000000         1.1213364319        -2.4158756557         1.8596663556 
        0.9900000000        -0.0800000000         1.1366301408        -2.0174792745         1.8596663556 
        0.9950000000        -0.0800000000         1.1315322379        -2.1502780682         1.8500583288 
        1.0000000000        -0.0800000000         1.1366301408        -2.0174792745         1.8372476264 
        1.0050000000        -0.0800000000         1.1340811893        -2.0838786713         1.8372476264 
        1.0100001000        -0.0800000000         1.1417280438        -1.8846804807         1.8276395996 
        1.0150000000        -0.0800000000         1.1366301408        -2.0174792745         1.8148288972 
        1.0200000000        -0.0800000000         1.1340811893        -2.0838786713         1.7956128435 
        1.0250000000        -0.0800000000         1.1315322379        -2.1502780682         1.7828021411 
        1.0300000000        -0.0800000000         1.1264343349        -2.2830768620         1.7860048167 
        1.0350000000        -0.0800000000         1.1391790923        -1.9510798776         1.7763967899 
        1.0400000000        -0.0800000000         1.1264343349        -2.2830768620         1.7571807363 
        1.0450000000        -0.0800000000         1.1264343349        -2.2830768620         1.7475727095 
        1.0500000000        -0.0800000000         1.1213364319        -2.4158756557         1.7219513046 
        1.0550000000        -0.0800000000         1.1264343349        -2.2830768620         1.7219513046 
        1.0600000000        -0.0800000000         1.1289832864        -2.2166774651         1.7123432778 
        1.0650000000        -0.0800000000         1.1289832864        -2.2166774651         1.7091406022 
        1.0700000000        -0.0800000000         1.1264343349        -2.2830768620         1.6899245486 
        1.0750000000        -0.0800000000         1.1366301408        -2.0174792745         1.6867218730 
        1.0800000000        -0.0800000000         1.1315322379        -2.1502780682         1.6643031438 
        1.0850000000        -0.0800000000         1.1289832864        -2.2166774651         1.6643031438 
        1.0900000000        -0.0800000000         1.1289832864        -2.2166774651         1.6450870902 
        1.0950000000        -0.0800000000         1.1289832864        -2.2166774651         1.6386817389 
        1.1000000000        -0.0800000000         1.1213364319        -2.4158756557         1.6226683609 
        1.1050000000        -0.0800000000         1.1315322379        -2.1502780682         1.6066549829 
