           Time[sec]           V_{cmd}[V]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.0200000000         1.2207455399         0.1893710799         1.6354790633 
        0.0050000000         0.0200000000         1.2130986854        -0.0098271107         1.6258710365 
        0.0100000000         0.0200000000         1.2105497339        -0.0762265076         1.6194656853 
        0.0150000000         0.0200000000         1.2207455399         0.1893710799         1.6354790633 
        0.0200000000         0.0200000000         1.2130986854        -0.0098271107         1.6226683609 
        0.0250000000         0.0200000000         1.2181965884         0.1229716830         1.6290737121 
        0.0300000000         0.0200000000         1.2130986854        -0.0098271107         1.6322763877 
        0.0350000000         0.0200000000         1.2080007824        -0.1426259045         1.6194656853 
        0.0400000000         0.0200000000         1.2130986854        -0.0098271107         1.6226683609 
        0.0450000000         0.0200000000         1.2080007824        -0.1426259045         1.6130603341 
        0.0500000000         0.0200000000         1.2130986854        -0.0098271107         1.6290737121 
        0.0550000000         0.0200000000         1.2054518309        -0.2090253013         1.6098576585 
        0.0600000000         0.0200000000         1.2130986854        -0.0098271107         1.6258710365 
        0.0650000000         0.0200000000         1.2156476369         0.0565722861         1.6354790633 
        0.0700000000         0.0200000000         1.2130986854        -0.0098271107         1.6258710365 
        0.0750000000         0.0200000000         1.2080007824        -0.1426259045         1.6258710365 
        0.0800019000         0.0200000000         1.2080007824        -0.1426259045         1.6226683609 
        0.0850000000         0.0200000000         1.2130986854        -0.0098271107         1.6354790633 
        0.0900000000         0.0200000000         1.2207455399         0.1893710799         1.6354790633 
        0.0950000000         0.0200000000         1.2207455399         0.1893710799         1.6354790633 
        0.1000000000         0.0200000000         1.2232944913         0.2557704767         1.6258710365 
        0.1050000000         0.0200000000         1.2207455399         0.1893710799         1.6354790633 
        0.1100000000         0.0200000000         1.2054518309        -0.2090253013         1.6162630097 
        0.1150000000         0.0200000000         1.2130986854        -0.0098271107         1.6258710365 
        0.1200000000         0.0200000000         1.2130986854        -0.0098271107         1.6258710365 
        0.1250000000         0.0200000000         1.2207455399         0.1893710799         1.6354790633 
        0.1300000000         0.0200000000         1.2130986854        -0.0098271107         1.6258710365 
        0.1350000000         0.0200000000         1.2130986854        -0.0098271107         1.6322763877 
        0.1400000000         0.0200000000         1.2105497339        -0.0762265076         1.6194656853 
