           Time[sec]           V_{cmd}[V]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.4600000000         1.2080007824        -0.1582961621         0.5785961141 
        0.0050001000         0.4600000000         1.2130986854        -0.0254973684         0.5850014653 
        0.0100001000         0.4600000000         1.1978049765        -0.4238937496         0.5850014653 
        0.0150001000         0.4600000000         1.2130986854        -0.0254973684         0.5817987897 
        0.0200000000         0.4600000000         1.2232944913         0.2401002191         0.5850014653 
        0.0250000000         0.4600000000         1.4093679498         5.0872561905         0.6074201945 
        0.0300000000         0.4600000000         1.3303504538         3.0288748876         0.6106228701 
        0.0350000000         0.4600000000         1.3227035993         2.8296766970         0.6202308969 
        0.0400001000         0.4600000000         1.3838784350         4.4232622219         0.6490549774 
        0.0450001000         0.4600000000         1.3813294835         4.3568628250         0.6714737066 
        0.0500000000         0.4600000000         1.3762315805         4.2240640312         0.6874870846 
        0.0550000000         0.4600000000         1.3991721439         4.8216586031         0.7227165162 
        0.0600000000         0.4600000000         1.4017210954         4.8880579999         0.7387298943 
        0.0650000000         0.4600000000         1.3940742409         4.6888598093         0.7643512991 
        0.0700001000         0.4600000000         1.4042700468         4.9544573968         0.7803646771 
        0.0750001000         0.4600000000         1.3966231924         4.7552592062         0.8123914332 
        0.0800000000         0.4600000000         1.4246616587         5.4856525718         0.8412155136 
        0.0850000000         0.4600000000         1.4144658528         5.2200549843         0.8668369184 
        0.0900000000         0.4600000000         1.4246616587         5.4856525718         0.8796476208 
        0.0950000000         0.4600000000         1.4272106102         5.5520519686         0.9180797281 
        0.1000001000         0.4600000000         1.4450532706         6.0168477467         0.9469038085 
        0.1050001000         0.4600000000         1.4297595617         5.6184513655         0.9693225377 
        0.1100001000         0.4600000000         1.4450532706         6.0168477467         0.9949439426 
        0.1150000000         0.4600000000         1.4246616587         5.4856525718         1.0301733742 
        0.1200000000         0.4600000000         1.4527001251         6.2160459373         1.0493894278 
        0.1250000000         0.4600000000         1.4552490766         6.2824453342         1.0942268863 
        0.1300001000         0.4600000000         1.4501511736         6.1496465405         1.1326589935 
        0.1350001000         0.4600000000         1.4603469795         6.4152441279         1.1518750472 
        0.1400001000         0.4600000000         1.4577980281         6.3488447311         1.1774964520 
        0.1450000000         0.4600000000         1.4628959310         6.4816435248         1.2159285592 
        0.1500000000         0.4600000000         1.4552490766         6.2824453342         1.2383472885 
        0.1550000000         0.4600000000         1.4781896399         6.8800399060         1.2927927737 
        0.1600000000         0.4600000000         1.4705427855         6.6808417154         1.3056034761 
        0.1650001000         0.4600000000         1.4730917370         6.7472411123         1.3376302322 
        0.1700001000         0.4600000000         1.4985812518         7.4112350810         1.3920757174 
        0.1750000000         0.4600000000         1.4654448825         6.5480429217         1.4112917711 
        0.1800001000         0.4600000000         1.4527001251         6.2160459373         1.4497238783 
        0.1850000000         0.4600000000         1.4960323003         7.3448356841         1.4817506344 
        0.1900000000         0.4600000000         1.4603469795         6.4152441279         1.5233854172 
        0.1950001000         0.4600000000         1.4807385914         6.9464393029         1.5554121732 
