           Time[sec]           V_{cmd}[V]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.5200000000         1.2207455399         0.1737008222         0.9981466182 
        0.0050000000         0.5200000000         1.2156476369         0.0409020285         0.9917412670 
        0.0100000000         0.5200000000         1.2130986854        -0.0254973684         0.9885385914 
        0.0150000000         0.5200000000         1.2130986854        -0.0254973684         0.9885385914 
        0.0200000000         0.5200000000         1.2360392488         0.5720972034         0.9853359158 
        0.0250000000         0.5200000000         1.4170148043         5.2864543812         1.0109573206 
        0.0300000000         0.5200000000         1.3252525508         2.8960760939         1.0205653474 
        0.0350000000         0.5200000000         1.3481931142         3.4936706657         1.0461867522 
        0.0400000000         0.5200000000         1.4119169013         5.1536555874         1.0622001303 
        0.0450000000         0.5200000000         1.4017210954         4.8880579999         1.0942268863 
        0.0500000000         0.5200000000         1.3940742409         4.6888598093         1.1166456155 
        0.0550000000         0.5200000000         1.4068189983         5.0208567937         1.1486723716 
        0.0600000000         0.5200000000         1.4246616587         5.4856525718         1.1582803984 
        0.0650000000         0.5200000000         1.4374064162         5.8176495561         1.1999151812 
        0.0700000000         0.5200000000         1.4374064162         5.8176495561         1.2223339104 
        0.0750000000         0.5200000000         1.4374064162         5.8176495561         1.2511579909 
        0.0800000000         0.5200000000         1.4399553677         5.8840489530         1.2703740445 
        0.0850000000         0.5200000000         1.4654448825         6.5480429217         1.3056034761 
        0.0900000000         0.5200000000         1.4552490766         6.2824453342         1.3376302322 
        0.0950000000         0.5200000000         1.4603469795         6.4152441279         1.3696569882 
        0.1000000000         0.5200000000         1.4679938340         6.6144423185         1.3952783931 
        0.1050000000         0.5200000000         1.4527001251         6.2160459373         1.4337105003 
        0.1100000000         0.5200000000         1.4756406885         6.8136405091         1.4593319051 
        0.1150000000         0.5200000000         1.4705427855         6.6808417154         1.5073720392 
        0.1200000000         0.5200000000         1.4450532706         6.0168477467         1.5201827416 
        0.1250000000         0.5200000000         1.4883854459         7.1456374935         1.5650202001 
        0.1300000000         0.5200000000         1.4756406885         6.8136405091         1.5938442805 
        0.1350000000         0.5200000000         1.5036791548         7.5440338747         1.6354790633 
        0.1400000000         0.5200000000         1.4756406885         6.8136405091         1.6611004682 
        0.1450000000         0.5200000000         1.5062281063         7.6104332716         1.7091406022 
        0.1500000000         0.5200000000         1.4883854459         7.1456374935         1.7219513046 
        0.1550000000         0.5200000000         1.5087770578         7.6768326684         1.7667887631 
        0.1600000000         0.5200000000         1.4883854459         7.1456374935         1.8052208703 
        0.1650000000         0.5200000000         1.5011302033         7.4776344778         1.8436529776 
        0.1700000000         0.5200000000         1.5036791548         7.5440338747         1.8660717068 
        0.1750000000         0.5200000000         1.5164239122         7.8760308591         1.9173145165 
        0.1800001000         0.5200000000         1.5062281063         7.6104332716         1.9493412725 
        0.1850000000         0.5200000000         1.5062281063         7.6104332716         1.9909760554 
        0.1900000000         0.5200000000         1.5215218152         8.0088296528         2.0326108382 
