           Time[sec]  \omega_{cmd}[rad/s]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         1.8600000000         1.2130986854         0.0188574287         1.6130603341 
        0.0056417000         1.8600000000         1.2181965884         0.1516562224         1.6322763877 
        0.0116752000         1.8600000000         1.2207455399         0.2180556193         1.6226683609 
        0.0150000000         1.8600000000         1.2130986854         0.0188574287         1.6226683609 
        0.0200000000         1.8600000000         1.2029028795        -0.2467401588         1.6290737121 
        0.0250180000         1.8600000000         1.0372210329        -4.5627009553         1.5970469561 
        0.0300000000         1.8600000000         1.1340811893        -2.0395238742         1.5906416049 
        0.0350000000         1.8600000000         1.1136895775        -2.5707190492         1.5682228757 
        0.0400000000         1.8600000000         1.0652594992        -3.8323075897         1.5554121732 
        0.0450000000         1.8600000000         1.0780042567        -3.5003106054         1.5393987952 
        0.0500000000         1.8600000000         1.0754553052        -3.5667100022         1.5297907684 
        0.0550000000         1.8600000000         1.0958469171        -3.0355148273         1.5201827416 
        0.0600048000         1.8600000000         1.0678084507        -3.7659081928         1.4849533100 
        0.0650000000         1.8600000000         1.0397699844        -4.4963015584         1.4721426075 
        0.0700000000         1.8600000000         1.0703574022        -3.6995087960         1.4689399319 
        0.0750001000         1.8600000000         1.0627105477        -3.8987069866         1.4401158515 
        0.0800000000         1.8600000000         1.0576126448        -4.0315057803         1.4208997979 
        0.0850000000         1.8600000000         1.0474168388        -4.2971033678         1.4048864199 
        0.0900000000         1.8600000000         1.0576126448        -4.0315057803         1.3824676906 
        0.0950000000         1.8600000000         1.0525147418        -4.1643045741         1.3568462858 
        0.1000000000         1.8600000000         1.0270252269        -4.8282985428         1.3248195298 
        0.1050000000         1.8600000000         1.0244762754        -4.8946979396         1.3120088274 
        0.1100000000         1.8600000000         1.0576126448        -4.0315057803         1.2991981249 
        0.1150000000         1.8600000000         1.0321231299        -4.6954997490         1.2703740445 
        0.1201607000         1.8600000000         1.0244762754        -4.8946979396         1.2447526397 
        0.1250000000         1.8600000000         1.0372210329        -4.5627009553         1.2159285592 
        0.1300000000         1.8600000000         1.0295741784        -4.7618991459         1.1903071544 
        0.1356827000         1.8600000000         1.0295741784        -4.7618991459         1.1710911008 
        0.1400000000         1.8600000000         1.0117315180        -5.2266949240         1.1358616691 
