           Time[sec]  \omega_{cmd}[rad/s]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         1.9200000000         1.2054518309        -0.1803407619        -2.4030948731 
        0.0050000000         1.9200000000         1.2054518309        -0.1803407619        -2.4030948731 
        0.0100000000         1.9200000000         1.2130986854         0.0188574287        -2.3870814951 
        0.0150000000         1.9200000000         1.2054518309        -0.1803407619        -2.4030948731 
        0.0200000000         1.9200000000         1.2156476369         0.0852568256        -2.3870814951 
        0.0250030000         1.9200000000         1.1238853834        -2.3051214617        -2.4030948731 
        0.0300000000         1.9200000000         1.0780042567        -3.5003106054        -2.4223109267 
        0.0350000000         1.9200000000         1.1366301408        -1.9731244774        -2.4287162779 
        0.0400000000         1.9200000000         1.0932979656        -3.1019142241        -2.4511350071 
        0.0450000000         1.9200000000         1.0831021596        -3.3675118116        -2.4511350071 
        0.0500000000         1.9200000000         1.0780042567        -3.5003106054        -2.4767564120 
        0.0550000000         1.9200000000         1.0958469171        -3.0355148273        -2.4831617632 
        0.0600000000         1.9200000000         1.0703574022        -3.6995087960        -2.5087831680 
        0.0650000000         1.9200000000         1.0678084507        -3.7659081928        -2.5376072484 
        0.0700000000         1.9200000000         1.0474168388        -4.2971033678        -2.5472152753 
        0.0750000000         1.9200000000         1.0729063537        -3.6331093991        -2.5664313289 
        0.0800000000         1.9200000000         1.0448678873        -4.3635027647        -2.5952554093 
        0.0850000000         1.9200000000         1.0525147418        -4.1643045741        -2.6080661117 
        0.0900000000         1.9200000000         1.0499657903        -4.2307039709        -2.6208768141 
        0.0950000000         1.9200000000         1.0448678873        -4.3635027647        -2.6529035702 
        0.1000000000         1.9200000000         1.0576126448        -4.0315057803        -2.6721196238 
        0.1050000000         1.9200000000         1.0270252269        -4.8282985428        -2.6977410286 
        0.1100000000         1.9200000000         1.0270252269        -4.8282985428        -2.7201597579 
        0.1150000000         1.9200000000         1.0474168388        -4.2971033678        -2.7457811627 
        0.1200000000         1.9200000000         1.0295741784        -4.7618991459        -2.7681998919 
        0.1250000000         1.9200000000         1.0270252269        -4.8282985428        -2.7874159455 
        0.1300000000         1.9200000000         1.0244762754        -4.8946979396        -2.8258480528 
        0.1350000000         1.9200000000         1.0270252269        -4.8282985428        -2.8386587552 
        0.1400000000         1.9200000000         1.0270252269        -4.8282985428        -2.8610774844 
        0.1450000000         1.9200000000         1.0244762754        -4.8946979396        -2.8834962137 
        0.1500000000         1.9200000000         1.0142804695        -5.1602955271        -2.9219283209 
        0.1550000000         1.9200000000         1.0372210329        -4.5627009553        -2.9379416989 
        0.1600000000         1.9200000000         1.0091825665        -5.2930943208        -2.9667657794 
        0.1650000000         1.9200000000         1.0117315180        -5.2266949240        -3.0051978866 
        0.1700000000         1.9200000000         1.0040846636        -5.4258931146        -3.0340219670 
        0.1750000000         1.9200000000         1.0219273240        -4.9610973365        -3.0500353451 
        0.1800000000         1.9200000000         1.0117315180        -5.2266949240        -3.0660487231 
        0.1850000000         1.9200000000         1.0244762754        -4.8946979396        -3.0948728035 
        0.1900000000         1.9200000000         1.0040846636        -5.4258931146        -3.1333049108 
        0.1950000000         1.9200000000         1.0270252269        -4.8282985428        -3.1333049108 
        0.2000000000         1.9200000000         1.0142804695        -5.1602955271        -3.1301022351 
        0.2050000000         1.9200000000         1.0066336150        -5.3594937177        -3.1493182888 
        0.2100000000         1.9200000000         1.0040846636        -5.4258931146        -3.1525209644 
        0.2150000000         1.9200000000         1.0193783725        -5.0274967334        -3.1333049108 
        0.2200000000         1.9200000000         1.0015357121        -5.4922925114        -3.1397102620 
        0.2250000000         1.9200000000         0.9964378091        -5.6250913052        -1.7753704547 
        0.2300000000         1.9200000000         1.0091825665        -5.2930943208        -1.7497490499 
        0.2350000000         1.9200000000         1.0066336150        -5.3594937177        -1.7593570767 
        0.2400000000         1.9200000000         0.9964378091        -5.6250913052         3.1407365971 
        0.2450000000         1.9200000000         1.0193783725        -5.0274967334         3.1471419483 
        0.2500000000         1.9200000000         0.9913399061        -5.7578900989         3.1407365971 
