           Time[sec]  \omega_{cmd}[rad/s]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         2.1200000000         1.2181965884         0.1516562224        -3.1333049108 
        0.0050000000         2.1200000000         1.2054518309        -0.1803407619        -3.1493182888 
        0.0100000000         2.1200000000         1.2130986854         0.0188574287        -3.1397102620 
        0.0150000000         2.1200000000         1.2181965884         0.1516562224        -3.1333049108 
        0.0200000000         2.1200000000         1.2130986854         0.0188574287        -3.1429129376 
        0.0250000000         2.1200000000         1.2130986854         0.0188574287        -3.1397102620 
        0.0300000000         2.1200000000         1.1952560250        -0.4459383494        -3.1397102620 
        0.0350000000         2.1200000000         1.1213364319        -2.3715208586        -3.1333049108 
        0.0400000000         2.1200000000         1.1723154616        -1.0435329212        -3.1397102620 
        0.0450000000         2.1200000000         1.1417280438        -1.8403256836        -3.1461156132 
        0.0500000000         2.1200000000         1.1417280438        -1.8403256836        -3.1429129376 
        0.0550000000         2.1200000000         1.1493748983        -1.6411274930        -3.1301022351 
        0.0600000000         2.1200000000         1.1289832864        -2.1723226680        -3.1461156132 
        0.0650000000         2.1200000000         1.1417280438        -1.8403256836        -3.1365075864 
        0.0700000000         2.1200000000         1.1366301408        -1.9731244774        -3.1397102620 
        0.0750000000         2.1200000000         1.1315322379        -2.1059232711        -3.1525209644 
        0.0800000000         2.1200000000         1.1264343349        -2.2387220648        -3.1429129376 
        0.0850000000         2.1200000000         1.1417280438        -1.8403256836        -1.7369383475 
        0.0900000000         2.1200000000         1.1315322379        -2.1059232711        -1.7497490499 
        0.0950000000         2.1200000000         1.1340811893        -2.0395238742        -1.7465463743 
        0.1000000000         2.1200000000         1.1340811893        -2.0395238742        -1.7465463743 
        0.1050000000         2.1200000000         1.1315322379        -2.1059232711        -1.7465463743 
        0.1100000000         2.1200000000         1.1493748983        -1.6411274930        -1.7369383475 
        0.1150000000         2.1200000000         1.1544728012        -1.5083286993        -1.7785731303 
        0.1200000000         2.1200000000         1.1519238497        -1.5747280962        -1.7401410231 
        0.1250000000         2.1200000000         1.1391790923        -1.9067250805         3.0926964631 
        0.1300000000         2.1200000000         1.1519238497        -1.5747280962         3.1471419483 
        0.1350000000         2.1200000000         1.1468259468        -1.7075268899         3.1407365971 
        0.1400000000         2.1200000000         1.1519238497        -1.5747280962         3.1407365971 
        0.1450000000         2.1200000000         1.1340811893        -2.0395238742         3.1311285703 
        0.1500000000         2.1200000000         1.1442769953        -1.7739262868         3.1407365971 
        0.1550000000         2.1200000000         1.1493748983        -1.6411274930         3.1407365971 
        0.1600000000         2.1200000000         1.1621196557        -1.3091305087         3.1503446239 
        0.1650176000         2.1200000000         1.1442769953        -1.7739262868         3.1311285703 
        0.1700000000         2.1200000000         1.1544728012        -1.5083286993         3.1439392727 
        0.1750000000         2.1200000000         1.1544728012        -1.5083286993         3.1439392727 
        0.1800001000         2.1200000000         1.1646686072        -1.2427311118         3.1439392727 
        0.1850000000         2.1200000000         1.1646686072        -1.2427311118         3.1407365971 
        0.1900000000         2.1200000000         1.1621196557        -1.3091305087         3.1407365971 
        0.1950000000         2.1200000000         1.1646686072        -1.2427311118         3.1439392727 
        0.2000000000         2.1200000000         1.1646686072        -1.2427311118         3.1439392727 
        0.2050000000         2.1200000000         1.1595707042        -1.3755299055         3.1407365971 
        0.2100001000         2.1200000000         1.1519238497        -1.5747280962         3.1439392727 
        0.2150000000         2.1200000000         1.1621196557        -1.3091305087         3.1471419483 
        0.2200000000         2.1200000000         1.1621196557        -1.3091305087         3.1407365971 
        0.2250000000         2.1200000000         1.1391790923        -1.9067250805         3.1151151923 
        0.2300000000         2.1200000000         1.1570217527        -1.4419293024         3.1215205435 
        0.2350000000         2.1200000000         1.1519238497        -1.5747280962         3.1119125167 
        0.2400001000         2.1200000000         1.1366301408        -1.9731244774         3.0958991387 
        0.2450000000         2.1200000000         1.1468259468        -1.7075268899         3.0926964631 
        0.2500327000         2.1200000000         1.1366301408        -1.9731244774         3.0830884363 
        0.2550000000         2.1200000000         1.1417280438        -1.8403256836         3.0734804095 
        0.2600000000         2.1200000000         1.1264343349        -2.2387220648         3.0542643558 
        0.2650000000         2.1200000000         1.1417280438        -1.8403256836         3.0542643558 
        0.2700000000         2.1200000000         1.1340811893        -2.0395238742         3.0446563290 
        0.2750000000         2.1200000000         1.1493748983        -1.6411274930         3.0446563290 
        0.2800000000         2.1200000000         1.1315322379        -2.1059232711         3.0254402754 
        0.2850000000         2.1200000000         1.1366301408        -1.9731244774         3.0062242218 
        0.2900001000         2.1200000000         1.1315322379        -2.1059232711         2.9934135194 
        0.2950000000         2.1200000000         1.1468259468        -1.7075268899         3.0030215462 
        0.3000000000         2.1200000000         1.1391790923        -1.9067250805         2.9838054925 
        0.3050000000         2.1200000000         1.1468259468        -1.7075268899         2.9838054925 
        0.3100000000         2.1200000000         1.1468259468        -1.7075268899         2.9709947901 
        0.3150000000         2.1200000000         1.1417280438        -1.8403256836         2.9549814121 
        0.3200000000         2.1200000000         1.1468259468        -1.7075268899         2.9421707097 
        0.3250000000         2.1200000000         1.1417280438        -1.8403256836         2.9293600073 
