           Time[sec]  \omega_{cmd}[rad/s]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         1.9000000000         1.2130986854         0.0188574287         1.0301733742 
        0.0050001000         1.9000000000         1.2105497339        -0.0475419682         1.0269706986 
        0.0100001000         1.9000000000         1.2054518309        -0.1803407619         1.0205653474 
        0.0150000000         1.9000000000         1.2105497339        -0.0475419682         1.0269706986 
        0.0200001000         1.9000000000         1.1978049765        -0.3795389525         1.0173626718 
        0.0250001000         1.9000000000         1.0499657903        -4.2307039709         1.0141599962 
        0.0300000000         1.9000000000         1.1187874804        -2.4379202555         0.9981466182 
        0.0350001000         1.9000000000         1.1519238497        -1.5747280962         0.9885385914 
        0.0400001000         1.9000000000         1.1034937715        -2.8363166367         0.9789305646 
        0.0450000000         1.9000000000         1.1085916745        -2.7035178429         0.9693225377 
        0.0500001000         1.9000000000         1.0907490141        -3.1683136210         0.9501064841 
        0.0550001000         1.9000000000         1.1034937715        -2.8363166367         0.9372957817 
        0.0600000000         1.9000000000         1.0907490141        -3.1683136210         0.9244850793 
        0.0650001000         1.9000000000         1.0856511111        -3.3011124148         0.9084717013 
        0.0700001000         1.9000000000         1.0652594992        -3.8323075897         0.8892556476 
        0.0750000000         1.9000000000         1.0831021596        -3.3675118116         0.8636342428 
        0.0800386000         1.9000000000         1.0601615963        -3.9651063835         0.8476208648 
        0.0850001000         1.9000000000         1.0627105477        -3.8987069866         0.8444181892 
        0.0900001000         1.9000000000         1.0576126448        -4.0315057803         0.8155941088 
        0.0950001000         1.9000000000         1.0423189359        -4.4299021615         0.7899727039 
        0.1000001000         1.9000000000         1.0525147418        -4.1643045741         0.7739593259 
        0.1050001000         1.9000000000         1.0372210329        -4.5627009553         0.7419325699 
        0.1100001000         1.9000000000         1.0372210329        -4.5627009553         0.7227165162 
        0.1150001000         1.9000000000         1.0397699844        -4.4963015584         0.7099058138 
        0.1200001000         1.9000000000         1.0270252269        -4.8282985428         0.6810817334 
        0.1250000000         1.9000000000         1.0372210329        -4.5627009553         0.6522576530 
        0.1300001000         1.9000000000         1.0295741784        -4.7618991459         0.6426496262 
        0.1350001000         1.9000000000         1.0499657903        -4.2307039709         0.6298389237 
        0.1400000000         1.9000000000         1.0372210329        -4.5627009553         0.6074201945 
        0.1450001000         1.9000000000         1.0295741784        -4.7618991459         0.5657854117 
        0.1500001000         1.9000000000         1.0372210329        -4.5627009553         0.5593800605 
        0.1550000000         1.9000000000         1.0244762754        -4.8946979396         0.5337586556 
        0.1600001000         1.9000000000         1.0193783725        -5.0274967334         0.4985292240 
        0.1650001000         1.9000000000         1.0193783725        -5.0274967334         0.4793131704 
        0.1700000000         1.9000000000         1.0270252269        -4.8282985428         0.4536917655 
        0.1750001000         1.9000000000         1.0244762754        -4.8946979396         0.4312730363 
        0.1800001000         1.9000000000         1.0168294210        -5.0938961302         0.4152596583 
        0.1850000000         1.9000000000         1.0193783725        -5.0274967334         0.3832329022 
        0.1900001000         1.9000000000         1.0295741784        -4.7618991459         0.3576114974 
        0.1950001000         1.9000000000         1.0040846636        -5.4258931146         0.3351927682 
        0.2000000000         1.9000000000         1.0372210329        -4.5627009553         0.3191793902 
        0.2050001000         1.9000000000         1.0474168388        -4.2971033678         0.2871526341 
        0.2100001000         1.9000000000         1.0270252269        -4.8282985428         0.2743419317 
        0.2150001000         1.9000000000         1.0193783725        -5.0274967334         0.2327071489 
        0.2200001000         1.9000000000         1.0117315180        -5.2266949240         0.2166937708 
        0.2250001000         1.9000000000         1.0372210329        -4.5627009553         0.1942750416 
        0.2300001000         1.9000000000         1.0168294210        -5.0938961302         0.1590456100 
        0.2350001000         1.9000000000         1.0244762754        -4.8946979396         0.1526402588 
        0.2400001000         1.9000000000         1.0168294210        -5.0938961302         0.1206135027 
        0.2450001000         1.9000000000         1.0193783725        -5.0274967334         0.0981947735 
        0.2500000000         1.9000000000         1.0168294210        -5.0938961302         0.0725733687 
        0.2550001000         1.9000000000         1.0168294210        -5.0938961302         0.0437492882 
        0.2600001000         1.9000000000         0.9989867606        -5.5586919083         0.0213305590 
        0.2650000000         1.9000000000         1.0295741784        -4.7618991459         0.0053171810 
        0.2700001000         1.9000000000         1.0015357121        -5.4922925114        -0.0235068994 
        0.2750001000         1.9000000000         1.0040846636        -5.4258931146        -0.0555336555 
        0.2800000000         1.9000000000         1.0040846636        -5.4258931146        -0.0747497091 
        0.2850001000         1.9000000000         1.0168294210        -5.0938961302        -0.1067764651 
        0.2900001000         1.9000000000         0.9964378091        -5.6250913052        -0.1323978700 
        0.2950000000         1.9000000000         1.0117315180        -5.2266949240        -0.1516139236 
        0.3000001000         1.9000000000         0.9913399061        -5.7578900989        -0.1868433552 
        0.3050001000         1.9000000000         0.9887909546        -5.8242894958        -0.2060594089 
        0.3100000000         1.9000000000         1.0091825665        -5.2930943208        -0.2316808137 
        0.3150001000         1.9000000000         0.9913399061        -5.7578900989        -0.2669102453 
        0.3200001000         1.9000000000         1.0040846636        -5.4258931146        -0.2925316502 
        0.3250000000         1.9000000000         0.9683993428        -6.3554846707        -0.3277610818 
        0.3300001000         1.9000000000         1.0066336150        -5.3594937177        -0.3405717842 
        0.3350001000         1.9000000000         0.9811441002        -6.0234876864        -0.3886119183 
        0.3400001000         1.9000000000         1.0015357121        -5.4922925114        -0.4110306475 
        0.3450001000         1.9000000000         0.9938888576        -5.6914907021        -0.4270440255 
        0.3500001000         1.9000000000         0.9760461972        -6.1562864801        -0.4654761328 
        0.3550001000         1.9000000000         1.0066336150        -5.3594937177        -0.4782868352 
        0.3600001000         1.9000000000         0.9785951487        -6.0898870833        -0.5231242936 
        0.3650001000         1.9000000000         0.9760461972        -6.1562864801        -0.5551510497 
        0.3700001000         1.9000000000         0.9811441002        -6.0234876864        -0.5839751301 
        0.3750000000         1.9000000000         0.9785951487        -6.0898870833        -0.5967858325 
        0.3800001000         1.9000000000         0.9964378091        -5.6250913052        -0.6320152642 
        0.3850001000         1.9000000000         0.9633014398        -6.4882834645        -0.6704473714 
        0.3900000000         1.9000000000         0.9785951487        -6.0898870833        -0.6992714518 
        0.3950001000         1.9000000000         0.9862420032        -5.8906888927        -0.7184875055 
        0.4000001000         1.9000000000         0.9785951487        -6.0898870833        -0.7345008835 
        0.4050000000         1.9000000000         0.9785951487        -6.0898870833        -0.7761356663 
        0.4100001000         1.9000000000         0.9607524883        -6.5546828614        -0.8145677736 
        0.4150001000         1.9000000000         0.9836930517        -5.9570882895        -0.8369865028 
        0.4200001000         1.9000000000         0.9709482942        -6.2890852739        -0.8626079076 
        0.4250001000         1.9000000000         0.9709482942        -6.2890852739        -0.8946346637 
        0.4300001000         1.9000000000         0.9658503913        -6.4218840676        -0.9330667709 
        0.4350000000         1.9000000000         0.9683993428        -6.3554846707        -0.9586881758 
        0.4400001000         1.9000000000         0.9709482942        -6.2890852739        -0.9907149318 
        0.4450001000         1.9000000000         0.9658503913        -6.4218840676        -1.0195390122 
        0.4500000000         1.9000000000         0.9785951487        -6.0898870833        -1.0323497146 
        0.4550001000         1.9000000000         0.9811441002        -6.0234876864        -1.0771871731 
        0.4600001000         1.9000000000         0.9582035368        -6.6210822582        -1.1028085779 
        0.4650001000         1.9000000000         0.9785951487        -6.0898870833        -1.1316326584 
        0.4700001000         1.9000000000         0.9709482942        -6.2890852739        -1.1636594144 
        0.4750001000         1.9000000000         0.9709482942        -6.2890852739        -1.1956861704 
        0.4800001000         1.9000000000         0.9658503913        -6.4218840676        -1.2245102509 
        0.4850001000         1.9000000000         0.9683993428        -6.3554846707        -1.2597396825 
        0.4900001000         1.9000000000         0.9734972457        -6.2226858770        -1.2853610873 
        0.4950001000         1.9000000000         0.9760461972        -6.1562864801        -1.3269958702 
        0.5000000000         1.9000000000         0.9683993428        -6.3554846707        -1.3494145994 
        0.5050001000         1.9000000000         0.9734972457        -6.2226858770        -1.3814413555 
        0.5100001000         1.9000000000         0.9811441002        -6.0234876864        -1.4006574091 
