           Time[sec]  \omega_{cmd}[rad/s]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         3.2800000000         1.2130986854         0.0188574287        -1.7497490499 
        0.0050001000         3.2800000000         1.2054518309        -0.1803407619        -1.7785731303 
        0.0100001000         3.2800000000         1.2029028795        -0.2467401588        -1.7753704547 
        0.0150000000         3.2800000000         1.2232944913         0.2844550162        -1.7369383475 
        0.0200000000         3.2800000000         1.2462350547         0.8820495880        -1.7625597523 
        0.0250001000         3.2800000000         1.4170148043         5.3308091783        -1.7593570767 
        0.0300000000         3.2800000000         1.3278015023         3.0068302878        -3.1461156132 
        0.0350000000         3.2800000000         1.3711336775         4.1356200346        -3.1301022351 
        0.0400001000         3.2800000000         1.3966231924         4.7996140033        -3.1493182888 
        0.0450000000         3.2800000000         1.3940742409         4.7332146064        -3.1461156132 
        0.0500000000         3.2800000000         1.3889763379         4.6004158127        -3.1429129376 
        0.0550001000         3.2800000000         1.4272106102         5.5964067657        -3.1365075864 
        0.0600001000         3.2800000000         1.4119169013         5.1980103845        -3.1365075864 
        0.0650000000         3.2800000000         1.4374064162         5.8620043532        -3.1108861815 
        0.0700001000         3.2800000000         1.4246616587         5.5300073689        -3.0948728035 
        0.0750001000         3.2800000000         1.4450532706         6.0612025438        -3.0500353451 
        0.0800000000         3.2800000000         1.4374064162         5.8620043532        -3.0180085890 
        0.0850001000         3.2800000000         1.4628959310         6.5259983219        -2.9955898598 
        0.0900001000         3.2800000000         1.4476022221         6.1276019407        -2.9635631037 
        0.0950000000         3.2800000000         1.4628959310         6.5259983219        -2.9251309965 
        0.1000001000         3.2800000000         1.4577980281         6.3931995282        -2.8931042405 
        0.1050001000         3.2800000000         1.4756406885         6.8579953063        -2.8674828356 
        0.1100000000         3.2800000000         1.4603469795         6.4595989250        -2.8162400260 
        0.1150001000         3.2800000000         1.4807385914         6.9907941000        -2.7906186211 
        0.1200001000         3.2800000000         1.4756406885         6.8579953063        -2.7489838383 
        0.1250000000         3.2800000000         1.4883854459         7.1899922906        -2.7265651091 
        0.1300001000         3.2800000000         1.4858364944         7.1235928937        -2.6753222994 
        0.1350001000         3.2800000000         1.5036791548         7.5883886718        -2.6400928678 
        0.1400000000         3.2800000000         1.4883854459         7.1899922906        -2.6112687873 
        0.1450000000         3.2800000000         1.4909343974         7.2563916875        -2.5856473825 
        0.1500001000         3.2800000000         1.5266197182         8.1859832436        -2.5376072484 
        0.1550000000         3.2800000000         1.4934833489         7.3227910843        -2.5055804924 
        0.1600000000         3.2800000000         1.5291686697         8.2523826405        -2.4543376827 
        0.1650001000         3.2800000000         1.4909343974         7.2563916875        -2.4223109267 
        0.1700000000         3.2800000000         1.5444623786         8.6507790217        -2.3806761439 
        0.1750000000         3.2800000000         1.4960323003         7.3891904812        -2.3422440366 
        0.1800001000         3.2800000000         1.5419134271         8.5843796249        -2.3006092538 
        0.1850001000         3.2800000000         1.5240707667         8.1195838468        -2.2653798221 
        0.1900000000         3.2800000000         1.5266197182         8.1859832436        -2.2237450393 
        0.1950001000         3.2800000000         1.5240707667         8.1195838468        -2.1917182832 
        0.2000001000         3.2800000000         1.5342665726         8.3851814343        -2.1404754736 
        0.2050000000         3.2800000000         1.5266197182         8.1859832436        -2.0924353395 
        0.2100001000         3.2800000000         1.5470113301         8.7171784186        -2.0604085835 
        0.2150001000         3.2800000000         1.5215218152         8.0531844499        -2.0187738006 
        0.2200000000         3.2800000000         1.5521092330         8.8499772123        -1.9803416934 
        0.2250001000         3.2800000000         1.5317176211         8.3187820374        -1.9483149373 
        0.2300001000         3.2800000000         1.5546581845         8.9163766092        -1.8970721277 
        0.2350000000         3.2800000000         1.5266197182         8.1859832436        -1.8554373448 
