           Time[sec]  \omega_{cmd}[rad/s]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         1.8800000000         1.2130986854         0.0188574287        -2.2877985513 
        0.0050000000         1.8800000000         1.2080007824        -0.1139413650        -2.2974065782 
        0.0100000000         1.8800000000         1.2207455399         0.2180556193        -2.2910012269 
        0.0150000000         1.8800000000         1.2130986854         0.0188574287        -2.2781905245 
        0.0200000000         1.8800000000         1.2080007824        -0.1139413650        -2.2877985513 
        0.0250000000         1.8800000000         1.0805532081        -3.4339112085        -2.2974065782 
        0.0300000000         1.8800000000         1.0907490141        -3.1683136210        -2.3006092538 
        0.0350000000         1.8800000000         1.1315322379        -2.1059232711        -2.3230279830 
        0.0400000000         1.8800000000         1.0550636933        -4.0979051772        -2.3486493878 
        0.0450000000         1.8800000000         1.0856511111        -3.3011124148        -2.3614600902 
        0.0500000000         1.8800000000         1.0627105477        -3.8987069866        -2.3838788195 
        0.0550000000         1.8800000000         1.0678084507        -3.7659081928        -2.3966895219 
        0.0600000000         1.8800000000         1.0448678873        -4.3635027647        -2.4127028999 
        0.0650000000         1.8800000000         1.0601615963        -3.9651063835        -2.4415269803 
        0.0700000000         1.8800000000         1.0219273240        -4.9610973365        -2.4703510608 
        0.0750000000         1.8800000000         1.0576126448        -4.0315057803        -2.4895671144 
        0.0800000000         1.8800000000         1.0270252269        -4.8282985428        -2.5055804924 
        0.0850000000         1.8800000000         1.0499657903        -4.2307039709        -2.5151885192 
        0.0900000000         1.8800000000         1.0193783725        -5.0274967334        -2.5536206265 
        0.0950000000         1.8800000000         1.0448678873        -4.3635027647        -2.5664313289 
        0.1000000000         1.8800000000         1.0117315180        -5.2266949240        -2.6080661117 
        0.1050000000         1.8800000000         1.0270252269        -4.8282985428        -2.6240794897 
        0.1100000000         1.8800000000         1.0142804695        -5.1602955271        -2.6529035702 
        0.1150000000         1.8800000000         1.0066336150        -5.3594937177        -2.6849303262 
        0.1200000000         1.8800000000         1.0117315180        -5.2266949240        -2.7009437042 
        0.1250000000         1.8800000000         1.0015357121        -5.4922925114        -2.7233624335 
        0.1300000000         1.8800000000         1.0142804695        -5.1602955271        -2.7553891895 
        0.1350000000         1.8800000000         0.9887909546        -5.8242894958        -2.7938212967 
        0.1400000000         1.8800000000         1.0040846636        -5.4258931146        -2.8226453772 
        0.1450000000         1.8800000000         0.9887909546        -5.8242894958        -2.8482667820 
        0.1500000000         1.8800000000         1.0040846636        -5.4258931146        -2.8674828356 
        0.1550000000         1.8800000000         0.9964378091        -5.6250913052        -2.8866988893 
        0.1600000000         1.8800000000         1.0040846636        -5.4258931146        -2.9155229697 
        0.1650000000         1.8800000000         0.9989867606        -5.5586919083        -2.9571577525 
        0.1700000000         1.8800000000         0.9836930517        -5.9570882895        -2.9891845086 
        0.1750000000         1.8800000000         0.9913399061        -5.7578900989        -3.0244139402 
        0.1800000000         1.8800000000         0.9836930517        -5.9570882895        -3.0500353451 
        0.1850000000         1.8800000000         1.0040846636        -5.4258931146        -3.0660487231 
        0.1900000000         1.8800000000         0.9887909546        -5.8242894958        -3.0948728035 
        0.1950000000         1.8800000000         0.9913399061        -5.7578900989        -3.1365075864 
        0.2000000000         1.8800000000         0.9760461972        -6.1562864801        -3.1493182888 
        0.2050000000         1.8800000000         0.9862420032        -5.8906888927        -3.1461156132 
        0.2100000000         1.8800000000         0.9887909546        -5.8242894958        -3.1397102620 
        0.2150000000         1.8800000000         0.9938888576        -5.6914907021        -3.1429129376 
        0.2200000000         1.8800000000         0.9785951487        -6.0898870833        -3.1365075864 
        0.2250000000         1.8800000000         0.9760461972        -6.1562864801        -1.7497490499 
        0.2300000000         1.8800000000         0.9836930517        -5.9570882895        -1.7465463743 
        0.2350000000         1.8800000000         0.9658503913        -6.4218840676        -1.7561544011 
        0.2400001000         1.8800000000         0.9785951487        -6.0898870833         3.1471419483 
        0.2450000000         1.8800000000         0.9836930517        -5.9570882895         3.1343312459 
        0.2500000000         1.8800000000         0.9633014398        -6.4882834645         3.1407365971 
        0.2550000000         1.8800000000         0.9785951487        -6.0898870833         3.1311285703 
        0.2600000000         1.8800000000         0.9785951487        -6.0898870833         3.1343312459 
        0.2650000000         1.8800000000         0.9785951487        -6.0898870833         3.1087098411 
        0.2700000000         1.8800000000         0.9811441002        -6.0234876864         3.0702777339 
        0.2750000000         1.8800000000         0.9734972457        -6.2226858770         3.0318456266 
        0.2800000000         1.8800000000         0.9556545853        -6.6874816551         2.9966161950 
        0.2850000000         1.8800000000         0.9862420032        -5.8906888927         2.9677921145 
        0.2900000000         1.8800000000         0.9785951487        -6.0898870833         2.9453733853 
        0.2950000000         1.8800000000         0.9683993428        -6.3554846707         2.9069412781 
        0.3000000000         1.8800000000         0.9760461972        -6.1562864801         2.8749145220 
        0.3050000000         1.8800000000         0.9760461972        -6.1562864801         2.8364824148 
        0.3100000000         1.8800000000         0.9760461972        -6.1562864801         2.8204690368 
        0.3150000000         1.8800000000         0.9582035368        -6.6210822582         2.7724289027 
        0.3200000000         1.8800000000         0.9887909546        -5.8242894958         2.7596182003 
        0.3250000000         1.8800000000         0.9785951487        -6.0898870833         2.7211860930 
        0.3300000000         1.8800000000         0.9734972457        -6.2226858770         2.6827539858 
