           Time[sec]  \omega_{cmd}[rad/s]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         3.2000000000         1.2080007824        -0.1139413650        -2.6432955434 
        0.0050000000         3.2000000000         1.2130986854         0.0188574287        -2.6272821653 
        0.0100000000         3.2000000000         1.2029028795        -0.2467401588        -2.6432955434 
        0.0150000000         3.2000000000         1.2080007824        -0.1139413650        -2.6400928678 
        0.0200000000         3.2000000000         1.2130986854         0.0188574287        -2.6336875166 
        0.0250000000         3.2000000000         1.4042700468         4.9988121939        -2.6208768141 
        0.0300000000         3.2000000000         1.3379973082         3.2724278753        -2.5920527337 
        0.0350000000         3.2000000000         1.3176056963         2.7412327004        -2.5728366801 
        0.0400000000         3.2000000000         1.3991721439         4.8660134002        -2.5568233021 
        0.0450000000         3.2000000000         1.3660357746         4.0028212409        -2.5344045728 
        0.0500000000         3.2000000000         1.3889763379         4.6004158127        -2.5279992216 
        0.0550000000         3.2000000000         1.3762315805         4.2684188284        -2.4959724656 
        0.0600000000         3.2000000000         1.4119169013         5.1980103845        -2.4767564120 
        0.0650000000         3.2000000000         1.3864273864         4.5340164158        -2.4479323315 
        0.0700000000         3.2000000000         1.4246616587         5.5300073689        -2.4191082511 
        0.0750000000         3.2000000000         1.4144658528         5.2644097814        -2.4062975487 
        0.0800000000         3.2000000000         1.4093679498         5.1316109877        -2.3678654414 
        0.0850000000         3.2000000000         1.4297595617         5.6628061626        -2.3422440366 
        0.0900000000         3.2000000000         1.4246616587         5.5300073689        -2.3134199562 
        0.0950000000         3.2000000000         1.4348574647         5.7956049563        -2.2877985513 
        0.1000000000         3.2000000000         1.4374064162         5.8620043532        -2.2589744709 
        0.1050000000         3.2000000000         1.4450532706         6.0612025438        -2.2301503905 
        0.1100000000         3.2000000000         1.4501511736         6.1940013376        -2.2013263100 
        0.1150000000         3.2000000000         1.4476022221         6.1276019407        -2.1692995540 
        0.1200000000         3.2000000000         1.4577980281         6.3931995282        -2.1372727980 
        0.1250000000         3.2000000000         1.4450532706         6.0612025438        -2.1180567443 
        0.1300000000         3.2000000000         1.4628959310         6.5259983219        -2.0796246371 
        0.1350000000         3.2000000000         1.4679938340         6.6587971156        -2.0411925298 
        0.1400000000         3.2000000000         1.4705427855         6.7251965125        -2.0059630982 
        0.1450000000         3.2000000000         1.4705427855         6.7251965125        -1.9739363422 
        0.1500000000         3.2000000000         1.4832875429         7.0571934969        -1.9419095861 
        0.1550000000         3.2000000000         1.4832875429         7.0571934969        -1.9098828301 
        0.1600000000         3.2000000000         1.4832875429         7.0571934969        -1.8778560741 
        0.1650000000         3.2000000000         1.4756406885         6.8579953063        -1.8490319936 
        0.1700000000         3.2000000000         1.4705427855         6.7251965125        -1.8266132644 
        0.1750000000         3.2000000000         1.4909343974         7.2563916875        -1.7881811571 
        0.1800001000         3.2000000000         1.4781896399         6.9243947031        -1.7465463743 
        0.1850000000         3.2000000000         1.4858364944         7.1235928937        -1.7177222939 
        0.1900000000         3.2000000000         1.4960323003         7.3891904812        -1.6728848354 
        0.1950000000         3.2000000000         1.4985812518         7.4555898781        -1.6440607550 
        0.2000000000         3.2000000000         1.4934833489         7.3227910843        -1.6056286477 
        0.2050000000         3.2000000000         1.5087770578         7.7211874656        -1.5736018917 
        0.2100001000         3.2000000000         1.4985812518         7.4555898781        -1.5415751357 
        0.2150000000         3.2000000000         1.5062281063         7.6547880687        -1.4967376772 
        0.2200000000         3.2000000000         1.5164239122         7.9203856562        -1.4454948675 
        0.2250000000         3.2000000000         1.4960323003         7.3891904812        -1.4294814895 
        0.2300000000         3.2000000000         1.5164239122         7.9203856562        -1.3846440311 
        0.2350000000         3.2000000000         1.5036791548         7.5883886718        -1.3366038970 
        0.2400001000         3.2000000000         1.5113260093         7.7875868624        -1.3045771410 
        0.2450000000         3.2000000000         1.5189728637         7.9867850530        -1.2597396825 
        0.2500000000         3.2000000000         1.5189728637         7.9867850530        -1.2373209533 
        0.2550000000         3.2000000000         1.5240707667         8.1195838468        -1.1892808192 
        0.2600000000         3.2000000000         1.5138749607         7.8539862593        -1.1604567388 
        0.2650000000         3.2000000000         1.5215218152         8.0531844499        -1.1092139291 
        0.2700000000         3.2000000000         1.5393644756         8.5179802280        -1.0707818219 
        0.2750000000         3.2000000000         1.5189728637         7.9867850530        -1.0323497146 
        0.2800000000         3.2000000000         1.5470113301         8.7171784186        -0.9939176074 
        0.2850000000         3.2000000000         1.5164239122         7.9203856562        -0.9554855002 
        0.2900001000         3.2000000000         1.5521092330         8.8499772123        -0.9042426905 
        0.2950000000         3.2000000000         1.5317176211         8.3187820374        -0.8754186101 
        0.3000000000         3.2000000000         1.5342665726         8.3851814343        -0.8369865028 
        0.3050000000         3.2000000000         1.5393644756         8.5179802280        -0.7889463688 
        0.3100029000         3.2000000000         1.5444623786         8.6507790217        -0.7473115859 
        0.3150000000         3.2000000000         1.5495602815         8.7835778155        -0.7088794787 
        0.3200000000         3.2000000000         1.5393644756         8.5179802280        -0.6704473714 
        0.3250000000         3.2000000000         1.5597560875         9.0491754029        -0.6288125886 
        0.3300000000         3.2000000000         1.5342665726         8.3851814343        -0.5839751301 
        0.3350000000         3.2000000000         1.5470113301         8.7171784186        -0.5423403473 
        0.3400000000         3.2000000000         1.5495602815         8.7835778155        -0.4975028888 
        0.3450000000         3.2000000000         1.5470113301         8.7171784186        -0.4622734572 
        0.3500001000         3.2000000000         1.5495602815         8.7835778155        -0.4174359987 
        0.3550036000         3.2000000000         1.5495602815         8.7835778155        -0.3725985403 
        0.3600000000         3.2000000000         1.5623050390         9.1155747998        -0.3181530550 
        0.3650000000         3.2000000000         1.5674029419         9.2483735936        -0.2797209477 
        0.3700000000         3.2000000000         1.5470113301         8.7171784186        -0.2444915161 
        0.3750000000         3.2000000000         1.5546581845         8.9163766092        -0.1996540577 
        0.3800000000         3.2000000000         1.5572071360         8.9827760061        -0.1644246260 
        0.3850000000         3.2000000000         1.5419134271         8.5843796249        -0.1259925188 
        0.3900010000         3.2000000000         1.5623050390         9.1155747998        -0.0715470335 
        0.3950000000         3.2000000000         1.5495602815         8.7835778155        -0.0299122506 
        0.4000000000         3.2000000000         1.5597560875         9.0491754029         0.0149252078 
        0.4050000000         3.2000000000         1.5572071360         8.9827760061         0.0469519638 
        0.4100169000         3.2000000000         1.5623050390         9.1155747998         0.1078028003 
        0.4150038000         3.2000000000         1.5495602815         8.7835778155         0.1526402588 
        0.4200017000         3.2000000000         1.5699518934         9.3147729904         0.1910723660 
        0.4250085000         3.2000000000         1.5521092330         8.8499772123         0.2391125001 
        0.4300000000         3.2000000000         1.5597560875         9.0491754029         0.2647339049 
        0.4350000000         3.2000000000         1.5444623786         8.6507790217         0.3063686878 
        0.4400000000         3.2000000000         1.5572071360         8.9827760061         0.3512061462 
        0.4450000000         3.2000000000         1.5597560875         9.0491754029         0.4184623339 
        0.4500000000         3.2000000000         1.5419134271         8.5843796249         0.4408810631 
        0.4550000000         3.2000000000         1.5495602815         8.7835778155         0.4953265484 
        0.4600000000         3.2000000000         1.5546581845         8.9163766092         0.5465693580 
        0.4650000000         3.2000000000         1.5572071360         8.9827760061         0.5785961141 
        0.4700000000         3.2000000000         1.5699518934         9.3147729904         0.6298389237 
        0.4750001000         3.2000000000         1.5495602815         8.7835778155         0.6650683554 
        0.4800001000         3.2000000000         1.5623050390         9.1155747998         0.7035004626 
        0.4850000000         3.2000000000         1.5495602815         8.7835778155         0.7547432723 
        0.4900000000         3.2000000000         1.5674029419         9.2483735936         0.8027834063 
        0.4950000000         3.2000000000         1.5495602815         8.7835778155         0.8508235404 
        0.5000000000         3.2000000000         1.5674029419         9.2483735936         0.8956609989 
        0.5050000000         3.2000000000         1.5572071360         8.9827760061         0.9276877549 
        0.5100000000         3.2000000000         1.5521092330         8.8499772123         0.9693225377 
        0.5150000000         3.2000000000         1.5699518934         9.3147729904         1.0301733742 
        0.5200000000         3.2000000000         1.5597560875         9.0491754029         1.0686054815 
        0.5250000000         3.2000000000         1.5572071360         8.9827760061         1.1166456155 
        0.5300000000         3.2000000000         1.5572071360         8.9827760061         1.1646857496 
        0.5350000000         3.2000000000         1.5750497964         9.4475717842         1.1999151812 
        0.5400000000         3.2000000000         1.5368155241         8.4515808311         1.2479553153 
        0.5450000000         3.2000000000         1.5597560875         9.0491754029         1.2799820713 
        0.5500000000         3.2000000000         1.5470113301         8.7171784186         1.3376302322 
        0.5550000000         3.2000000000         1.5546581845         8.9163766092         1.3760623394 
        0.5600000000         3.2000000000         1.5546581845         8.9163766092         1.4208997979 
        0.5650000000         3.2000000000         1.5495602815         8.7835778155         1.4625345807 
        0.5700001000         3.2000000000         1.5419134271         8.5843796249         1.5073720392 
        0.5750001000         3.2000000000         1.5495602815         8.7835778155         1.5458041464 
        0.5800001000         3.2000000000         1.5495602815         8.7835778155         1.5874389293 
        0.5850000000         3.2000000000         1.5317176211         8.3187820374         1.6354790633 
        0.5900000000         3.2000000000         1.5419134271         8.5843796249         1.6739111706 
        0.5950000000         3.2000000000         1.5470113301         8.7171784186         1.7251539802 
        0.6000000000         3.2000000000         1.5597560875         9.0491754029         1.7571807363 
        0.6050000000         3.2000000000         1.5113260093         7.7875868624         1.7892074923 
        0.6100000000         3.2000000000         1.5572071360         8.9827760061         1.8468556532 
        0.6150000000         3.2000000000         1.5266197182         8.1859832436         1.8820850848 
        0.6200000000         3.2000000000         1.5470113301         8.7171784186         1.9237198677 
        0.6250000000         3.2000000000         1.5164239122         7.9203856562         1.9685573261 
        0.6300000000         3.2000000000         1.5521092330         8.8499772123         2.0101921090 
        0.6350000000         3.2000000000         1.5164239122         7.9203856562         2.0454215406 
        0.6400000000         3.2000000000         1.5572071360         8.9827760061         2.0998670259 
        0.6450000000         3.2000000000         1.5062281063         7.6547880687         2.1350964575 
        0.6500000000         3.2000000000         1.5393644756         8.5179802280         2.1895419428 
        0.6550000000         3.2000000000         1.5521092330         8.8499772123         2.2279740500 
        0.6600000000         3.2000000000         1.5317176211         8.3187820374         2.2600008061 
        0.6650000000         3.2000000000         1.5342665726         8.3851814343         2.3080409401 
        0.6700000000         3.2000000000         1.5393644756         8.5179802280         2.3432703718 
        0.6750000000         3.2000000000         1.5342665726         8.3851814343         2.3817024790 
        0.6800000000         3.2000000000         1.5470113301         8.7171784186         2.4329452887 
        0.6850000000         3.2000000000         1.5419134271         8.5843796249         2.4841880984 
        0.6900000000         3.2000000000         1.5393644756         8.5179802280         2.5194175300 
        0.6950001000         3.2000000000         1.5419134271         8.5843796249         2.5706603397 
        0.7000001000         3.2000000000         1.5393644756         8.5179802280         2.6090924469 
        0.7050001000         3.2000000000         1.5546581845         8.9163766092         2.6571325810 
        0.7100000000         3.2000000000         1.5572071360         8.9827760061         2.7051727150 
        0.7150000000         3.2000000000         1.5393644756         8.5179802280         2.7468074979 
        0.7200000000         3.2000000000         1.5623050390         9.1155747998         2.7948476319 
        0.7250000000         3.2000000000         1.5368155241         8.4515808311         2.8300770636 
        0.7300000000         3.2000000000         1.5495602815         8.7835778155         2.8717118464 
        0.7350000000         3.2000000000         1.5393644756         8.5179802280         2.9229546561 
        0.7400000000         3.2000000000         1.5495602815         8.7835778155         2.9613867633 
        0.7450000000         3.2000000000         1.5317176211         8.3187820374         2.9934135194 
        0.7500000000         3.2000000000         1.5674029419         9.2483735936         3.0606697070 
        0.7550000000         3.2000000000         1.5393644756         8.5179802280         3.0830884363 
        0.7600000000         3.2000000000         1.5495602815         8.7835778155         3.1343312459 
        0.7650000000         3.2000000000         1.5546581845         8.9163766092         3.1439392727 
        0.7700000000         3.2000000000         1.5368155241         8.4515808311         3.1407365971 
        0.7750000000         3.2000000000         1.5521092330         8.8499772123         3.1311285703 
        0.7800000000         3.2000000000         1.5113260093         7.7875868624        -1.7465463743 
        0.7850000000         3.2000000000         1.5648539905         9.1819741967        -1.7337356719 
        0.7900000000         3.2000000000         1.5393644756         8.5179802280        -3.1429129376 
        0.7950000000         3.2000000000         1.5597560875         9.0491754029        -3.1397102620 
        0.8000000000         3.2000000000         1.5291686697         8.2523826405        -3.1493182888 
        0.8050000000         3.2000000000         1.5546581845         8.9163766092        -3.1333049108 
        0.8100000000         3.2000000000         1.5368155241         8.4515808311        -3.0948728035 
        0.8150000000         3.2000000000         1.5546581845         8.9163766092        -3.0436299938 
        0.8200001000         3.2000000000         1.5495602815         8.7835778155        -3.0019952110 
        0.8250001000         3.2000000000         1.5572071360         8.9827760061        -2.9507524013 
        0.8300001000         3.2000000000         1.5368155241         8.4515808311        -2.9027122673 
        0.8350001000         3.2000000000         1.5623050390         9.1155747998        -2.8610774844 
        0.8400000000         3.2000000000         1.5572071360         8.9827760061        -2.8098346748 
        0.8450000000         3.2000000000         1.5368155241         8.4515808311        -2.7714025675 
        0.8500000000         3.2000000000         1.5521092330         8.8499772123        -2.7297677847 
        0.8550000000         3.2000000000         1.5342665726         8.3851814343        -2.6849303262 
        0.8600000000         3.2000000000         1.5725008449         9.3811723873        -2.6368901922 
        0.8650000000         3.2000000000         1.5368155241         8.4515808311        -2.6016607605 
        0.8700000000         3.2000000000         1.5674029419         9.2483735936        -2.5568233021 
        0.8750000000         3.2000000000         1.5470113301         8.7171784186        -2.5151885192 
        0.8800000000         3.2000000000         1.5546581845         8.9163766092        -2.4703510608 
        0.8850000000         3.2000000000         1.5495602815         8.7835778155        -2.4255136023 
        0.8900000000         3.2000000000         1.5521092330         8.8499772123        -2.3742707926 
        0.8950000000         3.2000000000         1.5546581845         8.9163766092        -2.3390413610 
        0.9000000000         3.2000000000         1.5495602815         8.7835778155        -2.3006092538 
        0.9050000000         3.2000000000         1.5572071360         8.9827760061        -2.2429610929 
        0.9100000000         3.2000000000         1.5674029419         9.2483735936        -2.1981236344 
        0.9150000000         3.2000000000         1.5546581845         8.9163766092        -2.1628942028 
        0.9200000000         3.2000000000         1.5597560875         9.0491754029        -2.1212594199 
        0.9250000000         3.2000000000         1.5699518934         9.3147729904        -2.0764219615 
        0.9300000000         3.2000000000         1.5419134271         8.5843796249        -2.0283818274 
        0.9350000000         3.2000000000         1.5775987479         9.5139711810        -1.9803416934 
        0.9400000000         3.2000000000         1.5546581845         8.9163766092        -1.9451122617 
        0.9450001000         3.2000000000         1.5674029419         9.2483735936        -1.9066801545 
        0.9500001000         3.2000000000         1.5597560875         9.0491754029        -1.8618426960 
        0.9550001000         3.2000000000         1.5470113301         8.7171784186        -1.8202079132 
        0.9600001000         3.2000000000         1.5623050390         9.1155747998        -1.7753704547 
        0.9650000000         3.2000000000         1.5674029419         9.2483735936        -1.7209249695 
        0.9700000000         3.2000000000         1.5546581845         8.9163766092        -1.6856955378 
        0.9750000000         3.2000000000         1.5546581845         8.9163766092        -1.6472634306 
        0.9800000000         3.2000000000         1.5546581845         8.9163766092        -1.6120339989 
        0.9850000000         3.2000000000         1.5674029419         9.2483735936        -1.5543858381 
        0.9900000000         3.2000000000         1.5623050390         9.1155747998        -1.5095483796 
        0.9950000000         3.2000000000         1.5674029419         9.2483735936        -1.4679135968 
        1.0000000000         3.2000000000         1.5750497964         9.4475717842        -1.4070627603 
        1.0050000000         3.2000000000         1.5725008449         9.3811723873        -1.3622253018 
        1.0100001000         3.2000000000         1.5623050390         9.1155747998        -1.3334012214 
        1.0150000000         3.2000000000         1.5572071360         8.9827760061        -1.2917664386 
        1.0200001000         3.2000000000         1.5674029419         9.2483735936        -1.2405236289 
        1.0250000000         3.2000000000         1.5725008449         9.3811723873        -1.1892808192 
        1.0300000000         3.2000000000         1.5674029419         9.2483735936        -1.1476460364 
        1.0350000000         3.2000000000         1.5801476994         9.5803705779        -1.0996059023 
        1.0400000000         3.2000000000         1.5775987479         9.5139711810        -1.0547684439 
        1.0450000000         3.2000000000         1.5674029419         9.2483735936        -1.0195390122 
        1.0500000000         3.2000000000         1.5597560875         9.0491754029        -0.9811069050 
        1.0550000000         3.2000000000         1.5750497964         9.4475717842        -0.9266614197 
        1.0600000000         3.2000000000         1.5775987479         9.5139711810        -0.8722159345 
        1.0650000000         3.2000000000         1.5674029419         9.2483735936        -0.8337838272 
        1.0700000000         3.2000000000         1.5979903598        10.0451663560        -0.7761356663 
        1.0750000000         3.2000000000         1.5674029419         9.2483735936        -0.7441089103 
        1.0800000000         3.2000000000         1.5801476994         9.5803705779        -0.6960687762 
        1.0850000000         3.2000000000         1.5775987479         9.5139711810        -0.6384206154 
