           Time[sec]  \omega_{cmd}[rad/s]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         3.4800000000         1.2054518309        -0.1803407619        -0.8209731248 
        0.0050000000         3.4800000000         1.2130986854         0.0188574287        -0.8081624224 
        0.0100000000         3.4800000000         1.2080007824        -0.1139413650        -0.8081624224 
        0.0150001000         3.4800000000         1.2080007824        -0.1139413650        -0.8145677736 
        0.0200000000         3.4800000000         1.3915252894         4.6668152096        -0.7985543956 
        0.0250000000         3.4800000000         1.4042700468         4.9988121939        -0.7697303151 
        0.0300001000         3.4800000000         1.3558399686         3.7372236534        -0.7665276395 
        0.0350000000         3.4800000000         1.4679938340         6.6587971156        -0.7345008835 
        0.0400000000         3.4800000000         1.4399553677         5.9284037501        -0.7088794787 
        0.0450001000         3.4800000000         1.4501511736         6.1940013376        -0.6832580738 
        0.0500000000         3.4800000000         1.4807385914         6.9907941000        -0.6384206154 
        0.0550000000         3.4800000000         1.4858364944         7.1235928937        -0.6160018861 
        0.0600001000         3.4800000000         1.4934833489         7.3227910843        -0.5839751301 
        0.0650000000         3.4800000000         1.4960323003         7.3891904812        -0.5391376717 
        0.0700000000         3.4800000000         1.5266197182         8.1859832436        -0.5039082400 
        0.0750000000         3.4800000000         1.5011302033         7.5219892749        -0.4654761328 
        0.0800000000         3.4800000000         1.5368155241         8.4515808311        -0.4174359987 
        0.0850000000         3.4800000000         1.5240707667         8.1195838468        -0.3950172695 
        0.0900000000         3.4800000000         1.5393644756         8.5179802280        -0.3501798110 
        0.0950000000         3.4800000000         1.5368155241         8.4515808311        -0.3085450282 
        0.1000000000         3.4800000000         1.5623050390         9.1155747998        -0.2669102453 
        0.1050000000         3.4800000000         1.5470113301         8.7171784186        -0.2220727869 
        0.1102284000         3.4800000000         1.5826966509         9.6467699748        -0.1644246260 
        0.1150000000         3.4800000000         1.5775987479         9.5139711810        -0.1323978700 
        0.1200000000         3.4800000000         1.5750497964         9.4475717842        -0.0747497091 
        0.1250000000         3.4800000000         1.5801476994         9.5803705779        -0.0363176019 
        0.1300000000         3.4800000000         1.6005393113        10.1115657529         0.0149252078 
        0.1350000000         3.4800000000         1.5928924568         9.9123675622         0.0597626663 
        0.1400001000         3.4800000000         1.6132840687        10.4435627372         0.1078028003 
        0.1450000000         3.4800000000         1.5801476994         9.5803705779         0.1558429344 
        0.1500000000         3.4800000000         1.6285777776        10.8419591184         0.2070857440 
        0.1550001000         3.4800000000         1.5903435053         9.8459681654         0.2519232025 
        0.1600000000         3.4800000000         1.6209309231        10.6427609278         0.2935579853 
        0.1650000000         3.4800000000         1.5877945538         9.7795687685         0.3544088218 
        0.1700001000         3.4800000000         1.6387735836        11.1075567059         0.3928409291 
        0.1750000000         3.4800000000         1.6132840687        10.4435627372         0.4536917655 
        0.1800001000         3.4800000000         1.6209309231        10.6427609278         0.5017318996 
        0.1850001000         3.4800000000         1.6234798746        10.7091603247         0.5465693580 
        0.1900000000         3.4800000000         1.6209309231        10.6427609278         0.6170282213 
        0.1950000000         3.4800000000         1.6387735836        11.1075567059         0.6618656798 
        0.2000000000         3.4800000000         1.6209309231        10.6427609278         0.7163111650 
        0.2050000000         3.4800000000         1.6413225350        11.1739561028         0.7675539747 
        0.2100001000         3.4800000000         1.6285777776        10.8419591184         0.8284048112 
        0.2150000000         3.4800000000         1.6540672925        11.5059530871         0.8828502964 
        0.2200000000         3.4800000000         1.6387735836        11.1075567059         0.9372957817 
        0.2250000000         3.4800000000         1.6438714865        11.2403554996         0.9917412670 
        0.2300000000         3.4800000000         1.6489693895        11.3731542934         1.0365787254 
        0.2350000000         3.4800000000         1.6617141469        11.7051512777         1.1070375887 
        0.2400001000         3.4800000000         1.6515183410        11.4395536902         1.1646857496 
        0.2450000000         3.4800000000         1.6642630984        11.7715506746         1.2191312348 
        0.2500000000         3.4800000000         1.6540672925        11.5059530871         1.2831847469 
        0.2550000000         3.4800000000         1.6489693895        11.3731542934         1.3376302322 
        0.2600000000         3.4800000000         1.6795568073        12.1699470558         1.3920757174 
        0.2650001000         3.4800000000         1.6234798746        10.7091603247         1.4497238783 
        0.2700000000         3.4800000000         1.6795568073        12.1699470558         1.5009666880 
        0.2750000000         3.4800000000         1.6489693895        11.3731542934         1.5650202001 
        0.2800001000         3.4800000000         1.6413225350        11.1739561028         1.6034523073 
        0.2850000000         3.4800000000         1.6566162440        11.5723524840         1.6739111706 
        0.2900001000         3.4800000000         1.6617141469        11.7051512777         1.7251539802 
        0.2950001000         3.4800000000         1.6515183410        11.4395536902         1.7795994655 
        0.3000000000         3.4800000000         1.6515183410        11.4395536902         1.8340449508 
        0.3050000000         3.4800000000         1.6668120499        11.8379500715         1.9013011385 
        0.3100001000         3.4800000000         1.6591651954        11.6387518809         1.9589492993 
        0.3150000000         3.4800000000         1.6387735836        11.1075567059         2.0037867578 
        0.3200000000         3.4800000000         1.6617141469        11.7051512777         2.0582322430 
        0.3250705000         3.4800000000         1.6413225350        11.1739561028         2.1254884307 
        0.3300000000         3.4800000000         1.6719099529        11.9707488652         2.1927446184 
        0.3350000000         3.4800000000         1.6489693895        11.3731542934         2.2439874281 
        0.3400028000         3.4800000000         1.6566162440        11.5723524840         2.3016355889 
        0.3450000000         3.4800000000         1.6617141469        11.7051512777         2.3720944522 
        0.3500001000         3.4800000000         1.6642630984        11.7715506746         2.4041212083 
        0.3550001000         3.4800000000         1.6489693895        11.3731542934         2.4745800715 
        0.3600000000         3.4800000000         1.6872036618        12.3691452464         2.5354309080 
        0.3650000000         3.4800000000         1.6438714865        11.2403554996         2.5962817445 
        0.3700000000         3.4800000000         1.6795568073        12.1699470558         2.6635379322 
        0.3750000000         3.4800000000         1.6591651954        11.6387518809         2.7083753906 
        0.3800000000         3.4800000000         1.6693610014        11.9043494683         2.7756315783 
        0.3850000000         3.4800000000         1.6821057588        12.2363464527         2.8492931172 
        0.3900001000         3.4800000000         1.6668120499        11.8379500715         2.8909279000 
        0.3950000000         3.4800000000         1.6821057588        12.2363464527         2.9613867633 
        0.4000000000         3.4800000000         1.6770078558        12.1035476589         3.0222375998 
        0.4050001000         3.4800000000         1.6617141469        11.7051512777         3.0734804095 
        0.4100000000         3.4800000000         1.6770078558        12.1035476589         3.1503446239 
        0.4150001000         3.4800000000         1.6795568073        12.1699470558         3.1311285703 
        0.4200001000         3.4800000000         1.6923015648        12.5019440402         3.1407365971 
        0.4250000000         3.4800000000         1.6617141469        11.7051512777        -1.7561544011 
        0.4300000000         3.4800000000         1.6897526133        12.4355446433        -3.1397102620 
        0.4350001000         3.4800000000         1.6821057588        12.2363464527        -3.1301022351 
        0.4400000000         3.4800000000         1.6923015648        12.5019440402        -3.1429129376 
        0.4450000000         3.4800000000         1.6897526133        12.4355446433        -3.0884674523 
        0.4500000000         3.4800000000         1.6795568073        12.1699470558        -3.0148059134 
        0.4550000000         3.4800000000         1.7075952737        12.9003404214        -2.9507524013 
        0.4600000000         3.4800000000         1.6693610014        11.9043494683        -2.9027122673 
        0.4650000000         3.4800000000         1.7050463222        12.8339410245        -2.8322534040 
        0.4700000000         3.4800000000         1.6795568073        12.1699470558        -2.7714025675 
        0.4750001000         3.4800000000         1.7024973707        12.7675416276        -2.7073490554 
        0.4800001000         3.4800000000         1.6999484192        12.7011422308        -2.6336875166 
        0.4850000000         3.4800000000         1.6948505162        12.5683434370        -2.5824447069 
        0.4902251000         3.4800000000         1.6897526133        12.4355446433        -2.5151885192 
        0.4950000000         3.4800000000         1.6948505162        12.5683434370        -2.4543376827 
        0.5000000000         3.4800000000         1.7024973707        12.7675416276        -2.3998921975 
        0.5050000000         3.4800000000         1.6948505162        12.5683434370        -2.3358386854 
        0.5100000000         3.4800000000         1.7126931766        13.0331392151        -2.2653798221 
        0.5150001000         3.4800000000         1.6846547103        12.3027458495        -2.2045289856 
        0.5200000000         3.4800000000         1.7228889826        13.2987368026        -2.1468808248 
        0.5250000000         3.4800000000         1.6948505162        12.5683434370        -2.0796246371 
        0.5300001000         3.4800000000         1.7024973707        12.7675416276        -2.0187738006 
        0.5350000000         3.4800000000         1.7228889826        13.2987368026        -1.9515176129 
        0.5400000000         3.4800000000         1.7075952737        12.9003404214        -1.8874641009 
        0.5450332000         3.4800000000         1.7050463222        12.8339410245        -1.8266132644 
        0.5500000000         3.4800000000         1.7177910796        13.1659380088        -1.7625597523 
        0.5550000000         3.4800000000         1.6999484192        12.7011422308        -1.7081142671 
        0.5600001000         3.4800000000         1.7126931766        13.0331392151        -1.6504661062 
        0.5650000000         3.4800000000         1.7050463222        12.8339410245        -1.5896152697 
        0.5700001000         3.4800000000         1.7126931766        13.0331392151        -1.5127510552 
        0.5750001000         3.4800000000         1.7152421281        13.0995386120        -1.4486975431 
        0.5800001000         3.4800000000         1.7152421281        13.0995386120        -1.3846440311 
        0.5850000000         3.4800000000         1.7305358370        13.4979349932        -1.3109824922 
        0.5900000000         3.4800000000         1.7101442252        12.9667398182        -1.2565370069 
        0.5950000000         3.4800000000         1.7407316430        13.7635325807        -1.1860781436 
        0.6000000000         3.4800000000         1.7024973707        12.7675416276        -1.1284299828 
        0.6050000000         3.4800000000         1.7228889826        13.2987368026        -1.0675791463 
        0.6100000000         3.4800000000         1.7483784974        13.9627307713        -0.9875122562 
        0.6150000000         3.4800000000         1.7203400311        13.2323374057        -0.9266614197 
        0.6200000000         3.4800000000         1.7560253519        14.1619289619        -0.8562025564 
        0.6250000000         3.4800000000         1.7126931766        13.0331392151        -0.8017570712 
        0.6300000000         3.4800000000         1.7381826915        13.6971331838        -0.7441089103 
        0.6350000000         3.4800000000         1.7356337400        13.6307337869        -0.6704473714 
        0.6400001000         3.4800000000         1.7228889826        13.2987368026        -0.5935831569 
        0.6450000000         3.4800000000         1.7534764004        14.0955295650        -0.5391376717 
        0.6500000000         3.4800000000         1.7228889826        13.2987368026        -0.4686788084 
        0.6550001000         3.4800000000         1.7534764004        14.0955295650        -0.4014226207 
        0.6600000000         3.4800000000         1.7254379341        13.3651361995        -0.3501798110 
        0.6650957000         3.4800000000         1.7407316430        13.7635325807        -0.2765182721 
        0.6700001000         3.4800000000         1.7432805945        13.8299319775        -0.2028567333 
        0.6750000000         3.4800000000         1.7254379341        13.3651361995        -0.1484112480 
        0.6800000000         3.4800000000         1.7381826915        13.6971331838        -0.0811550603 
        0.6850024000         3.4800000000         1.7305358370        13.4979349932        -0.0138988726 
        0.6900000000         3.4800000000         1.7560253519        14.1619289619         0.0501546394 
        0.6950001000         3.4800000000         1.7458295460        13.8963313744         0.1238161783 
        0.7000001000         3.4800000000         1.7254379341        13.3651361995         0.1814643392 
        0.7050001000         3.4800000000         1.7330847885        13.5643343901         0.2455178513 
        0.7100000000         3.4800000000         1.7560253519        14.1619289619         0.3223820658 
        0.7150000000         3.4800000000         1.7330847885        13.5643343901         0.3896382535 
        0.7200000000         3.4800000000         1.7483784974        13.9627307713         0.4408810631 
        0.7250000000         3.4800000000         1.7228889826        13.2987368026         0.5209479532 
        0.7300000000         3.4800000000         1.7611232549        14.2947277556         0.5785961141 
        0.7350000000         3.4800000000         1.7254379341        13.3651361995         0.6362442749 
        0.7400000000         3.4800000000         1.7279868856        13.4315355963         0.7131084894 
        0.7450000000         3.4800000000         1.7509274489        14.0291301681         0.7803646771 
        0.7500000000         3.4800000000         1.7381826915        13.6971331838         0.8668369184 
        0.7550000000         3.4800000000         1.7407316430        13.7635325807         0.9180797281 
        0.7600000000         3.4800000000         1.7254379341        13.3651361995         0.9917412670 
        0.7650001000         3.4800000000         1.7560253519        14.1619289619         1.0461867522 
        0.7700000000         3.4800000000         1.7432805945        13.8299319775         1.1230509667 
        0.7750000000         3.4800000000         1.7305358370        13.4979349932         1.1935098300 
        0.7800001000         3.4800000000         1.7305358370        13.4979349932         1.2415499641 
        0.7850000000         3.4800000000         1.7407316430        13.7635325807         1.3184141786 
        0.7900000000         3.4800000000         1.7305358370        13.4979349932         1.3792650150 
        0.7950001000         3.4800000000         1.7330847885        13.5643343901         1.4625345807 
        0.8000000000         3.4800000000         1.7432805945        13.8299319775         1.5233854172 
        0.8050000000         3.4800000000         1.7126931766        13.0331392151         1.5842362537 
        0.8100001000         3.4800000000         1.7534764004        14.0955295650         1.6482897658 
        0.8150000000         3.4800000000         1.6719099529        11.9707488652         1.7091406022 
        0.8200001000         3.4800000000         1.7509274489        14.0291301681         1.7924101679 
        0.8250001000         3.4800000000         1.7101442252        12.9667398182         1.8436529776 
        0.8300001000         3.4800000000         1.7330847885        13.5643343901         1.9141118409 
        0.8350001000         3.4800000000         1.7177910796        13.1659380088         1.9941787310 
        0.8400000000         3.4800000000         1.7356337400        13.6307337869         2.0454215406 
        0.8450000000         3.4800000000         1.6999484192        12.7011422308         2.1190830795 
        0.8500000000         3.4800000000         1.7458295460        13.8963313744         2.1863392672 
        0.8550000000         3.4800000000         1.7228889826        13.2987368026         2.2503927793 
        0.8600000000         3.4800000000         1.7024973707        12.7675416276         2.3176489670 
        0.8650000000         3.4800000000         1.7305358370        13.4979349932         2.3817024790 
        0.8700000000         3.4800000000         1.7126931766        13.0331392151         2.4425533155 
        0.8750000000         3.4800000000         1.7177910796        13.1659380088         2.5066068276 
        0.8800021000         3.4800000000         1.7279868856        13.4315355963         2.5930790689 
        0.8850000000         3.4800000000         1.7152421281        13.0995386120         2.6603352566 
        0.8900001000         3.4800000000         1.7254379341        13.3651361995         2.7243887686 
        0.8950000000         3.4800000000         1.7305358370        13.4979349932         2.7980503075 
        0.9000510000         3.4800000000         1.7305358370        13.4979349932         2.8589011440 
        0.9050001000         3.4800000000         1.7177910796        13.1659380088         2.9293600073 
        0.9100000000         3.4800000000         1.7305358370        13.4979349932         2.9966161950 
        0.9150000000         3.4800000000         1.6795568073        12.1699470558         3.0606697070 
        0.9200001000         3.4800000000         1.7254379341        13.3651361995         3.1311285703 
        0.9250000000         3.4800000000         1.7254379341        13.3651361995         3.1503446239 
        0.9300000000         3.4800000000         1.7407316430        13.7635325807         3.1311285703 
        0.9350001000         3.4800000000         1.7075952737        12.9003404214        -1.7433436987 
        0.9400000000         3.4800000000         1.7483784974        13.9627307713        -3.1397102620 
        0.9450001000         3.4800000000         1.7126931766        13.0331392151        -3.1461156132 
        0.9500001000         3.4800000000         1.7432805945        13.8299319775        -3.1140888571 
