           Time[sec]  \omega_{cmd}[rad/s]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         2.2000000000         1.2130986854         0.0188574287         1.3920757174 
        0.0050000000         2.2000000000         1.2105497339        -0.0475419682         1.3920757174 
        0.0100000000         2.2000000000         1.2130986854         0.0188574287         1.4016837443 
        0.0150000000         2.2000000000         1.2130986854         0.0188574287         1.3888730418 
        0.0200000000         2.2000000000         1.2029028795        -0.2467401588         1.3888730418 
        0.0250000000         2.2000000000         1.2207455399         0.2180556193         1.4016837443 
        0.0300000000         2.2000000000         1.2130986854         0.0188574287         1.3920757174 
        0.0350000000         2.2000000000         1.2003539280        -0.3131395556         1.3888730418 
        0.0400000000         2.2000000000         1.1544728012        -1.5083286993         1.3856703662 
        0.0450000000         2.2000000000         1.1697665101        -1.1099323181         1.3792650150 
        0.0500000000         2.2000000000         1.1723154616        -1.0435329212         1.3728596638 
        0.0550000000         2.2000000000         1.1672175587        -1.1763317149         1.3664543126 
        0.0600000000         2.2000000000         1.1544728012        -1.5083286993         1.3504409346 
        0.0650000000         2.2000000000         1.1876091705        -0.6451365400         1.3600489614 
        0.0700000000         2.2000000000         1.1621196557        -1.3091305087         1.3536436102 
        0.0750000000         2.2000000000         1.1672175587        -1.1763317149         1.3376302322 
        0.0800000000         2.2000000000         1.1697665101        -1.1099323181         1.3376302322 
        0.0850000000         2.2000000000         1.1748644131        -0.9771335243         1.3312248810 
        0.0900000000         2.2000000000         1.1621196557        -1.3091305087         1.3248195298 
        0.0950000000         2.2000000000         1.1825112676        -0.7779353337         1.3248195298 
        0.1000000000         2.2000000000         1.1646686072        -1.2427311118         1.3120088274 
        0.1050000000         2.2000000000         1.1723154616        -1.0435329212         1.3056034761 
        0.1100000000         2.2000000000         1.1723154616        -1.0435329212         1.3120088274 
        0.1150000000         2.2000000000         1.1799623161        -0.8443347306         1.3152115030 
        0.1200000000         2.2000000000         1.1723154616        -1.0435329212         1.2895900981 
        0.1250000000         2.2000000000         1.1825112676        -0.7779353337         1.2991981249 
        0.1300000000         2.2000000000         1.1774133646        -0.9107341275         1.2927927737 
        0.1350000000         2.2000000000         1.1799623161        -0.8443347306         1.2799820713 
        0.1400000000         2.2000000000         1.1774133646        -0.9107341275         1.2799820713 
        0.1450000000         2.2000000000         1.1850602191        -0.7115359369         1.2735767201 
        0.1500000000         2.2000000000         1.1825112676        -0.7779353337         1.2735767201 
        0.1550000000         2.2000000000         1.1876091705        -0.6451365400         1.2735767201 
        0.1600000000         2.2000000000         1.1876091705        -0.6451365400         1.2671713689 
        0.1650000000         2.2000000000         1.1927070735        -0.5123377462         1.2607660177 
        0.1700000000         2.2000000000         1.1952560250        -0.4459383494         1.2543606665 
        0.1750000000         2.2000000000         1.2003539280        -0.3131395556         1.2575633421 
        0.1800001000         2.2000000000         1.1927070735        -0.5123377462         1.2479553153 
        0.1850000000         2.2000000000         1.2029028795        -0.2467401588         1.2575633421 
        0.1900000000         2.2000000000         1.2105497339        -0.0475419682         1.2607660177 
        0.1950000000         2.2000000000         1.2029028795        -0.2467401588         1.2479553153 
        0.2000000000         2.2000000000         1.2029028795        -0.2467401588         1.2511579909 
        0.2050000000         2.2000000000         1.2080007824        -0.1139413650         1.2511579909 
        0.2100001000         2.2000000000         1.2105497339        -0.0475419682         1.2511579909 
        0.2150000000         2.2000000000         1.2130986854         0.0188574287         1.2511579909 
        0.2200000000         2.2000000000         1.2105497339        -0.0475419682         1.2511579909 
        0.2250000000         2.2000000000         1.2130986854         0.0188574287         1.2511579909 
        0.2300000000         2.2000000000         1.2207455399         0.2180556193         1.2607660177 
        0.2350000000         2.2000000000         1.2207455399         0.2180556193         1.2607660177 
        0.2400000000         2.2000000000         1.2130986854         0.0188574287         1.2511579909 
        0.2450000000         2.2000000000         1.2130986854         0.0188574287         1.2511579909 
        0.2500000000         2.2000000000         1.2130986854         0.0188574287         1.2511579909 
        0.2550000000         2.2000000000         1.2130986854         0.0188574287         1.2511579909 
        0.2600000000         2.2000000000         1.2130986854         0.0188574287         1.2511579909 
        0.2650000000         2.2000000000         1.2130986854         0.0188574287         1.2479553153 
        0.2700000000         2.2000000000         1.2181965884         0.1516562224         1.2607660177 
        0.2750000000         2.2000000000         1.2054518309        -0.1803407619         1.2415499641 
        0.2800000000         2.2000000000         1.2080007824        -0.1139413650         1.2383472885 
        0.2850000000         2.2000000000         1.2130986854         0.0188574287         1.2351446129 
        0.2900001000         2.2000000000         1.2181965884         0.1516562224         1.2607660177 
        0.2950000000         2.2000000000         1.2054518309        -0.1803407619         1.2415499641 
        0.3000000000         2.2000000000         1.2130986854         0.0188574287         1.2511579909 
        0.3050000000         2.2000000000         1.2130986854         0.0188574287         1.2511579909 
        0.3100000000         2.2000000000         1.2130986854         0.0188574287         1.2511579909 
        0.3150000000         2.2000000000         1.2105497339        -0.0475419682         1.2479553153 
        0.3200000000         2.2000000000         1.2130986854         0.0188574287         1.2511579909 
        0.3250000000         2.2000000000         1.2207455399         0.2180556193         1.2575633421 
        0.3300000000         2.2000000000         1.2156476369         0.0852568256         1.2511579909 
        0.3350000000         2.2000000000         1.2080007824        -0.1139413650         1.2447526397 
        0.3400000000         2.2000000000         1.2130986854         0.0188574287         1.2511579909 
        0.3450000000         2.2000000000         1.2130986854         0.0188574287         1.2511579909 
        0.3500001000         2.2000000000         1.2130986854         0.0188574287         1.2511579909 
        0.3550001000         2.2000000000         1.2105497339        -0.0475419682         1.2447526397 
        0.3600000000         2.2000000000         1.2232944913         0.2844550162         1.2607660177 
        0.3650000000         2.2000000000         1.2130986854         0.0188574287         1.2639686933 
        0.3700000000         2.2000000000         1.2105497339        -0.0475419682         1.2447526397 
        0.3750000000         2.2000000000         1.2181965884         0.1516562224         1.2607660177 
        0.3800000000         2.2000000000         1.2029028795        -0.2467401588         1.2415499641 
        0.3850000000         2.2000000000         1.2130986854         0.0188574287         1.2511579909 
        0.3900000000         2.2000000000         1.2130986854         0.0188574287         1.2511579909 
        0.3950000000         2.2000000000         1.2130986854         0.0188574287         1.2511579909 
        0.4000000000         2.2000000000         1.2181965884         0.1516562224         1.2607660177 
        0.4050000000         2.2000000000         1.2207455399         0.2180556193         1.2511579909 
        0.4100000000         2.2000000000         1.2207455399         0.2180556193         1.2639686933 
        0.4150001000         2.2000000000         1.2232944913         0.2844550162         1.2575633421 
        0.4200001000         2.2000000000         1.2130986854         0.0188574287         1.2511579909 
        0.4250000000         2.2000000000         1.2130986854         0.0188574287         1.2511579909 
        0.4300000000         2.2000000000         1.2105497339        -0.0475419682         1.2511579909 
        0.4350000000         2.2000000000         1.2181965884         0.1516562224         1.2543606665 
        0.4400000000         2.2000000000         1.2130986854         0.0188574287         1.2607660177 
        0.4450006000         2.2000000000         1.2080007824        -0.1139413650         1.2415499641 
        0.4500000000         2.2000000000         1.2080007824        -0.1139413650         1.2511579909 
        0.4550000000         2.2000000000         1.2105497339        -0.0475419682         1.2511579909 
        0.4600000000         2.2000000000         1.2207455399         0.2180556193         1.2479553153 
        0.4650000000         2.2000000000         1.2130986854         0.0188574287         1.2511579909 
        0.4700000000         2.2000000000         1.2207455399         0.2180556193         1.2607660177 
        0.4750001000         2.2000000000         1.2105497339        -0.0475419682         1.2415499641 
        0.4800001000         2.2000000000         1.2054518309        -0.1803407619         1.2415499641 
        0.4850000000         2.2000000000         1.2105497339        -0.0475419682         1.2511579909 
        0.4900000000         2.2000000000         1.2080007824        -0.1139413650         1.2447526397 
        0.4950000000         2.2000000000         1.2130986854         0.0188574287         1.2511579909 
        0.5000000000         2.2000000000         1.2105497339        -0.0475419682         1.2447526397 
        0.5050000000         2.2000000000         1.2130986854         0.0188574287         1.2511579909 
        0.5100000000         2.2000000000         1.2207455399         0.2180556193         1.2607660177 
        0.5150000000         2.2000000000         1.2054518309        -0.1803407619         1.2447526397 
