           Time[sec]           V_{cmd}[V]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.0000000000         1.2130986854        -0.0046479578         1.4465212027 
        0.0050000000         0.0061574422         1.2130986854        -0.0046479578         1.4433185271 
        0.0100000000         0.0123144079         1.2130986854        -0.0046479578         1.4465212027 
        0.0150000000         0.0184704208         1.2130986854        -0.0046479578         1.4497238783 
        0.0200001000         0.0246251276         1.2207455399         0.1945502328         1.4561292295 
        0.0250000000         0.0307776828         1.2156476369         0.0617514391         1.4465212027 
        0.0300000000         0.0369279796         1.2130986854        -0.0046479578         1.4465212027 
        0.0350000000         0.0430754190         1.2181965884         0.1281508360         1.4561292295 
        0.0400000000         0.0492195254         1.2054518309        -0.2038461484         1.4369131759 
        0.0450000000         0.0553598233         1.2156476369         0.0617514391         1.4465212027 
        0.0500001000         0.0614959602         1.2105497339        -0.0710473547         1.4337105003 
        0.0550000000         0.0676270935         1.2156476369         0.0617514391         1.4465212027 
        0.0600000000         0.0737531166         1.2615287636         1.2569405827         1.4433185271 
        0.0650000000         0.0798734330         1.2589798122         1.1905411859         1.4561292295 
        0.0700000000         0.0859875689         1.2513329577         0.9913429953         1.4561292295 
        0.0750000000         0.0920950514         1.2666266666         1.3897393765         1.4689399319 
        0.0800001000         0.0981955297         1.2768224726         1.6553369640         1.4817506344 
        0.0850000000         0.1042881661         1.2589798122         1.1905411859         1.4721426075 
        0.0900000000         0.1103728549         1.2768224726         1.6553369640         1.4913586612 
        0.0950000000         0.1164490033         1.2768224726         1.6553369640         1.5073720392 
        0.1000000000         0.1225161413         1.2768224726         1.6553369640         1.5041693636 
        0.1050000000         0.1285737993         1.2615287636         1.2569405827         1.5041693636 
        0.1100000000         0.1346215086         1.2793714240         1.7217363608         1.5201827416 
        0.1150001000         0.1406589219         1.2615287636         1.2569405827         1.5201827416 
        0.1200000000         0.1466852102         1.2717245696         1.5225381702         1.5329934440 
        0.1250000000         0.1527002690         1.2717245696         1.5225381702         1.5426014708 
        0.1300000000         0.1587035123         1.2742735211         1.5889375671         1.5490068220 
        0.1350000000         0.1646944755         1.2895672300         1.9873339483         1.5586148488 
        0.1400000000         0.1706726952         1.2717245696         1.5225381702         1.5682228757 
        0.1450001000         0.1766378278         1.2946651330         2.1201327420         1.5778309025 
        0.1500000000         0.1825890544         1.2870182785         1.9209345514         1.5842362537 
        0.1550000000         0.1885262719         1.2997630359         2.2529315358         1.5938442805 
        0.1600000000         0.1944489018         1.2895672300         1.9873339483         1.6002496317 
        0.1650000000         0.2003564858         1.2921161815         2.0537333452         1.6098576585 
        0.1700000000         0.2062485667         1.3023119874         2.3193309326         1.6226683609 
        0.1750001000         0.2121248061         1.2972140844         2.1865321389         1.6354790633 
        0.1800001000         0.2179845142         1.3048609389         2.3857303295         1.6514924414 
        0.1850000000         0.2238272385         1.2921161815         2.0537333452         1.6482897658 
        0.1900112000         0.2296657901         1.3150567448         2.6513279170         1.6739111706 
        0.1950000000         0.2354605131         1.3074098904         2.4521297264         1.6867218730 
        0.2000000000         0.2412500462         1.3252525508         2.9169255045         1.7091406022 
        0.2050001000         0.2470210273         1.3125077934         2.5849285201         1.6995325754 
        0.2100001000         0.2527727789         1.3201546478         2.7841267107         1.7123432778 
        0.2150000000         0.2585048573         1.3252525508         2.9169255045         1.7283566558 
        0.2200000000         0.2642170481         1.3278015023         2.9833249013         1.7603834119 
        0.2250000000         0.2699087946         1.3328994052         3.1161236951         1.7731941143 
        0.2300000000         0.2755796563         1.3379973082         3.2489224888         1.7860048167 
        0.2350000000         0.2812291943         1.3328994052         3.1161236951         1.7988155191 
        0.2400001000         0.2868570840         1.3430952112         3.3817212826         1.8148288972 
        0.2450000000         0.2924625529         1.3456441627         3.4481206794         1.8244369240 
        0.2500000000         0.2980455041         1.3456441627         3.4481206794         1.8500583288 
        0.2550000000         0.3036053934         1.3532910171         3.6473188700         1.8660717068 
        0.2600000000         0.3091417906         1.3354483567         3.1825230919         1.8724770580 
        0.2650000000         0.3146542672         1.3736826290         4.1785140450         1.9045038141 
        0.2700001000         0.3201425063         1.3583889201         3.7801176638         1.9109091653 
        0.2750000000         0.3256057547         1.3787805320         4.3113128387         1.9397332457 
        0.2800000000         0.3310439180         1.3481931142         3.5145200763         1.9525439481 
        0.2850000000         0.3364564662         1.3736826290         4.1785140450         1.9749626773 
        0.2900001000         0.3418430878         1.3609378716         3.8465170606         2.0037867578 
        0.2950000000         0.3472030435         1.3660357746         3.9793158544         2.0037867578 
        0.3000001000         0.3525363475         1.3609378716         3.8465170606         2.0326108382 
        0.3050000000         0.3578421605         1.3762315805         4.2449134419         2.0518268918 
        0.3100000000         0.3631203911         1.3558399686         3.7137182669         2.0646375943 
        0.3150000000         0.3683705244         1.3762315805         4.2449134419         2.0934616747 
        0.3200000000         0.3735921542         1.3532910171         3.6473188700         2.1030697015 
        0.3250000000         0.3787848765         1.3787805320         4.3113128387         2.1350964575 
        0.3300518000         0.3840016276         1.3736826290         4.1785140450         2.1575151868 
        0.3350000000         0.3890819936         1.3787805320         4.3113128387         2.1671232136 
        0.3400000000         0.3941855917         1.3915252894         4.6433098231         2.1959472940 
        0.3450000000         0.3992586888         1.3991721439         4.8425080137         2.2311767256 
        0.3500001000         0.4043009929         1.4017210954         4.9089074106         2.2503927793 
        0.3550001000         0.4093119122         1.3940742409         4.7097092199         2.2728115085 
        0.3600000000         0.4142910608         1.4272106102         5.5729013792         2.3016355889 
        0.3650001000         0.4192383512         1.4042700468         4.9753068074         2.3240543182 
        0.3700000000         0.4241530050         1.4272106102         5.5729013792         2.3528783986 
        0.3750000000         0.4290349376         1.4093679498         5.1081056012         2.3849051546 
        0.3800000000         0.4338836726         1.4272106102         5.5729013792         2.3881078302 
        0.3850000000         0.4386988350         1.4195637558         5.3737031886         2.4329452887 
        0.3900000000         0.4434800520         1.4272106102         5.5729013792         2.4521613423 
        0.3950001000         0.4482270484         1.4093679498         5.1081056012         2.4809854227 
        0.4000000000         0.4529391731         1.4527001251         6.2368953479         2.5162148544 
        0.4050000000         0.4576163452         1.4272106102         5.5729013792         2.5450389348 
        0.4100000000         0.4622581082         1.4476022221         6.1040965542         2.5738630153 
        0.4150001000         0.4668641948         1.4374064162         5.8384989667         2.5962817445 
        0.4200001000         0.4714340642         1.4603469795         6.4360935385         2.6251058249 
        0.4250001000         0.4759674554         1.4577980281         6.3696941417         2.6667406078 
        0.4300000000         0.4804639280         1.4527001251         6.2368953479         2.6923620126 
        0.4350000000         0.4849233139         1.4552490766         6.3032947448         2.7211860930 
        0.4400000000         0.4893451779         1.4654448825         6.5688923323         2.7628208759 
        0.4450000000         0.4937291777         1.4552490766         6.3032947448         2.7820369295 
        0.4500000000         0.4980749740         1.4577980281         6.3696941417         2.8108610099 
        0.4550001000         0.5023823165         1.4603469795         6.4360935385         2.8428877660 
        0.4600000000         0.5066506146         1.4730917370         6.7680905229         2.8845225488 
        0.4650000000         0.5108797952         1.4807385914         6.9672887135         2.9197519805 
        0.4700000000         0.5150694454         1.4679938340         6.6352917292         2.9485760609 
        0.4750001000         0.5192193235         1.4858364944         7.1000875072         2.9998188706 
        0.4800001000         0.5233289425         1.5087770578         7.6976820791         3.0382509778 
        0.4850000000         0.5273979868         1.4883854459         7.1664869041         3.0734804095 
        0.4900001000         0.5314263844         1.5087770578         7.6976820791         3.1151151923 
        0.4950000000         0.5354135015         1.4960323003         7.3656850947         3.1343312459 
        0.5000000000         0.5393592699         1.5138749607         7.8304808728         3.1503446239 
        0.5050000000         0.5432633043         1.5087770578         7.6976820791         3.1503446239 
        0.5100000000         0.5471253024         1.5291686697         8.2288772540         3.1407365971 
        0.5150000000         0.5509449655         1.4960323003         7.3656850947        -1.7465463743 
        0.5200001000         0.5547220731         1.5368155241         8.4280754446        -1.7497490499 
        0.5250000000         0.5584561077         1.5215218152         8.0296790634        -3.1493182888 
        0.5300000000         0.5621470056         1.5317176211         8.2952766509        -3.1461156132 
        0.5350000000         0.5657944061         1.5317176211         8.2952766509        -3.1301022351 
        0.5400000000         0.5693980271         1.5495602815         8.7600724290        -3.1333049108 
        0.5450000000         0.5729575897         1.5342665726         8.3616760478        -3.1204942083 
        0.5500001000         0.5764728882         1.5419134271         8.5608742384        -3.0788594255 
        0.5550000000         0.5799434412         1.5521092330         8.8264718258        -3.0276166158 
        0.5600000000         0.5833691896         1.5419134271         8.5608742384        -2.9923871842 
        0.5650000000         0.5867497986         1.5572071360         8.9592706196        -2.9475497257 
        0.5700001000         0.5900850727         1.5495602815         8.7600724290        -2.8995095917 
        0.5750001000         0.5933746206         1.5572071360         8.9592706196        -2.8642801600 
        0.5800001000         0.5966182548         1.5521092330         8.8264718258        -2.8098346748 
        0.5850000000         0.5998156609         1.5623050390         9.0920694133        -2.7585918651 
        0.5900000000         0.6029667193         1.5725008449         9.3576670008        -2.7169570823 
        0.5950000000         0.6060711218         1.5725008449         9.3576670008        -2.6721196238 
        0.6000000000         0.6091286283         1.5826966509         9.6232645883        -2.6176741385 
        0.6050000000         0.6121390021         1.5750497964         9.4240663977        -2.5824447069 
        0.6100000000         0.6151020102         1.5877945538         9.7560633820        -2.5312018972 
        0.6150001000         0.6180174814         1.5852456023         9.6896639851        -2.4767564120 
        0.6200349000         0.6209048636         1.5750497964         9.4240663977        -2.4383243047 
        0.6250000000         0.6237045669         1.5826966509         9.6232645883        -2.3998921975 
        0.6300000000         0.6264758569         1.5903435053         9.8224627789        -2.3422440366 
        0.6350000000         0.6291986720         1.6005393113        10.0880603664        -2.2942039026 
        0.6400000000         0.6318728014         1.6107351172        10.3536579538        -2.2333530661 
        0.6450001000         0.6344980903         1.6005393113        10.0880603664        -2.1949209588 
        0.6500000000         0.6370741795         1.6158330202        10.4864567476        -2.1308674468 
        0.6550000000         0.6396010257         1.6081861657        10.2872585570        -2.0860299883 
        0.6600000000         0.6420783813         1.6132840687        10.4200573507        -2.0379898542 
        0.6650000000         0.6445060547         1.6158330202        10.4864567476        -1.9963550714 
        0.6700000000         0.6468838581         1.5979903598        10.0216609695        -1.9515176129 
        0.6750001000         0.6492116534         1.6336756806        10.9512525257        -1.8874641009 
        0.6800000000         0.6514891224         1.6158330202        10.4864567476        -1.8458293180 
        0.6850000000         0.6537162271         1.6260288261        10.7520543351        -1.7977891840 
        0.6900000000         0.6558927491         1.6234798746        10.6856549382        -1.7337356719 
        0.6950001000         0.6580185619         1.6311267291        10.8848531288        -1.6856955378 
        0.7000001000         0.6600934161         1.6464204380        11.2832495100        -1.6216420257 
        0.7050001000         0.6621171941         1.6413225350        11.1504507163        -1.5768045673 
        0.7100107000         0.6640938666         1.6489693895        11.3496489069        -1.5159537308 
        0.7150000000         0.6660108612         1.6464204380        11.2832495100        -1.4647109212 
        0.7200000000         0.6678804880         1.6489693895        11.3496489069        -1.4166707871 
        0.7250000000         0.6696984361         1.6387735836        11.0840513194        -1.3654279774 
        0.7300000000         0.6714645648         1.6566162440        11.5488470975        -1.3109824922 
        0.7350000000         0.6731787374         1.6489693895        11.3496489069        -1.2565370069 
        0.7400001000         0.6748408541         1.6642630984        11.7480452881        -1.1988888460 
        0.7450000000         0.6764506880         1.6566162440        11.5488470975        -1.1412406852 
        0.7500000000         0.6780082128         1.6591651954        11.6152464944        -1.0835925243 
        0.7550000000         0.6795132752         1.6591651954        11.6152464944        -1.0291470390 
        0.7600000000         0.6809657588         1.6719099529        11.9472434787        -0.9618908514 
        0.7650000000         0.6823655511         1.6719099529        11.9472434787        -0.9074453661 
        0.7700001000         0.6837125704         1.6795568073        12.1464416693        -0.8594052320 
        0.7750000000         0.6850066330         1.6642630984        11.7480452881        -0.7985543956 
        0.7800000000         0.6862477182         1.6719099529        11.9472434787        -0.7473115859 
        0.7850000000         0.6874357034         1.6846547103        12.2792404631        -0.6800553982 
        0.7900000000         0.6885704968         1.6744589044        12.0136428756        -0.6384206154 
        0.7950000000         0.6896520106         1.6923015648        12.4784386537        -0.5647590765 
        0.8000001000         0.6906801810         1.6897526133        12.4120392568        -0.4975028888 
        0.8050000000         0.6916548684         1.6948505162        12.5448380505        -0.4398547279 
        0.8100000000         0.6925760576         1.6999484192        12.6776368443        -0.3790038915 
        0.8150000000         0.6934436572         1.6770078558        12.0800422724        -0.3373691086 
        0.8200001000         0.6942576158         1.7126931766        13.0096338286        -0.2733155965 
        0.8250001000         0.6950178379         1.6719099529        11.9472434787        -0.2188701113 
        0.8300001000         0.6957242814         1.6897526133        12.4120392568        -0.1580192748 
        0.8350001000         0.6963768917         1.6923015648        12.4784386537        -0.0907630871 
        0.8400000000         0.6969756070         1.7024973707        12.7440362411        -0.0171015482 
        0.8450000000         0.6975204047         1.6795568073        12.1464416693         0.0213305590 
        0.8500018000         0.6980113972         1.7152421281        13.0760332255         0.0981947735 
        0.8550000000         0.6984480456         1.6846547103        12.2792404631         0.1430322320 
        0.8600000000         0.6988308170         1.6948505162        12.5448380505         0.2006803928 
        0.8650001000         0.6991595209         1.6999484192        12.6776368443         0.2743419317 
        0.8700000000         0.6994341137         1.6999484192        12.6776368443         0.3383954438 
        0.8750000000         0.6996545923         1.6948505162        12.5448380505         0.3928409291 
        0.8800000000         0.6998209335         1.7075952737        12.8768350349         0.4536917655 
        0.8850000000         0.6999331246         1.6897526133        12.4120392568         0.5177452776 
        0.8900000000         0.6999911569         1.7126931766        13.0096338286         0.5785961141 
        0.8950001000         0.6999950253         1.7126931766        13.0096338286         0.6490549774 
        0.9000000000         0.6999447309         1.6897526133        12.4120392568         0.7002977870 
        0.9050000000         0.6998402764         1.7126931766        13.0096338286         0.7675539747 
        0.9100000000         0.6996816702         1.7101442252        12.9432344317         0.8412155136 
        0.9150000000         0.6994689245         1.6897526133        12.4120392568         0.8924583233 
        0.9200000000         0.6992020560         1.7254379341        13.3416308130         0.9565118353 
