           Time[sec]           V_{cmd}[V]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.0000000000         1.2130986854        -0.0046479578        -0.6704473714 
        0.0050016000         0.0202355115         1.2156476369         0.0617514391        -0.6736500470 
        0.0100000000         0.0404411825         1.2181965884         0.1281508360        -0.6736500470 
        0.0150000000         0.0606195444         1.2181965884         0.1281508360        -0.6704473714 
        0.0200000000         0.0807472704         1.2130986854        -0.0046479578        -0.6736500470 
        0.0250000000         0.1008075479         1.2207455399         0.1945502328        -0.6672446958 
        0.0300000000         0.1207836201         1.2232944913         0.2609496297        -0.6672446958 
        0.0350000000         0.1406588013         1.2207455399         0.1945502328        -0.6704473714 
        0.0400000000         0.1604164894         1.2309413458         0.4601478203        -0.6704473714 
        0.0450000000         0.1800401808         1.3150567448         2.6513279170        -0.6576366690 
        0.0500000000         0.1995134837         1.2742735211         1.5889375671        -0.6512313178 
        0.0550000000         0.2188201321         1.2513329577         0.9913429953        -0.6608393446 
        0.0600000000         0.2379439987         1.3176056963         2.7177273139        -0.6352179398 
        0.0650000000         0.2568691095         1.2819203755         1.7881357577        -0.6352179398 
        0.0700000000         0.2755796563         1.3303504538         3.0497242982        -0.6095965349 
        0.0750000000         0.2940600099         1.3125077934         2.5849285201        -0.5999885081 
        0.0800000000         0.3122947337         1.3099588419         2.5185291233        -0.6063938593 
        0.0850000000         0.3302685962         1.3150567448         2.6513279170        -0.5903804813 
        0.0900000000         0.3479665834         1.3456441627         3.4481206794        -0.5679617521 
        0.0950000000         0.3653739124         1.3303504538         3.0497242982        -0.5583537253 
        0.1000000000         0.3824760427         1.3481931142         3.5145200763        -0.5327323204 
        0.1050000000         0.3992586888         1.3609378716         3.8465170606        -0.5071109156 
        0.1100000000         0.4157078321         1.3660357746         3.9793158544        -0.4910975376 
        0.1150000000         0.4318097324         1.3864273864         4.5105110293        -0.4782868352 
        0.1200000000         0.4475509400         1.3660357746         3.9793158544        -0.4654761328 
        0.1250000000         0.4629183057         1.3889763379         4.5769104262        -0.4398547279 
        0.1300000000         0.4778989935         1.3915252894         4.6433098231        -0.4174359987 
        0.1350000000         0.4924804898         1.4093679498         5.1081056012        -0.3918145939 
        0.1400000000         0.5066506146         1.4144658528         5.2409043949        -0.3758012159 
        0.1450000000         0.5203975315         1.3991721439         4.8425080137        -0.3533824866 
        0.1500000000         0.5337097578         1.4323085132         5.7057001730        -0.3149503794 
        0.1550000000         0.5465761734         1.4348574647         5.7720995699        -0.2861262990 
        0.1600000000         0.5589860311         1.4348574647         5.7720995699        -0.2733155965 
        0.1650000000         0.5709289650         1.4348574647         5.7720995699        -0.2348834893 
        0.1700000000         0.5823949989         1.4628959310         6.5024929354        -0.1996540577 
        0.1750000000         0.5933745553         1.4552490766         6.3032947448        -0.1708299772 
        0.1800000000         0.6038584629         1.4807385914         6.9672887135        -0.1452085724 
        0.1850000000         0.6138379643         1.4603469795         6.4360935385        -0.1067764651 
        0.1900000000         0.6233047237         1.4883854459         7.1664869041        -0.0683443579 
        0.1950000000         0.6322508335         1.5036791548         7.5648832853        -0.0331149263 
        0.2000000000         0.6406688208         1.4960323003         7.3656850947        -0.0010881702 
