           Time[sec]           V_{cmd}[V]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.0000000000         1.2130986854        -0.0046479578        -3.0596433719 
        0.0050001000         0.0215483517         1.2207455399         0.1945502328        -3.0500353451 
        0.0100001000         0.0430758492         1.2232944913         0.2609496297        -3.0500353451 
        0.0150001000         0.0645625191         1.2080007824        -0.1374467515        -3.0660487231 
        0.0200001000         0.0859879966         1.2130986854        -0.0046479578        -3.0596433719 
        0.0250000000         0.1073315486         1.2130986854        -0.0046479578        -3.0564406963 
        0.0300000000         0.1285737993         1.2207455399         0.1945502328        -3.0500353451 
        0.0350001000         0.1496946083         1.2156476369         0.0617514391        -3.0532380207 
        0.0400001000         0.1706731131         1.2360392488         0.5929466140        -3.0468326694 
        0.0450001000         0.1914898535         1.3150567448         2.6513279170        -3.0468326694 
        0.0500001000         0.2121250994         1.2513329577         0.9913429953        -3.0436299938 
        0.0550000000         0.2325588863         1.2844693270         1.8545351546        -3.0180085890 
        0.0600000000         0.2527726641         1.2844693270         1.8545351546        -3.0276166158 
        0.0650001000         0.2727472603         1.2742735211         1.5889375671        -3.0116032378 
        0.0700001000         0.2924629444         1.2844693270         1.8545351546        -3.0084005622 
        0.0750001000         0.3119014315         1.2972140844         2.1865321389        -2.9827791574 
        0.0800001000         0.3310442978         1.3023119874         2.3193309326        -2.9795764818 
        0.0850000000         0.3498730264         1.3150567448         2.6513279170        -2.9667657794 
        0.0900000000         0.3683705244         1.3227035993         2.8505261076        -2.9507524013 
        0.0950000000         0.3865188800         1.3278015023         2.9833249013        -2.9379416989 
        0.1000001000         0.4043012441         1.3456441627         3.4481206794        -2.9059149429 
        0.1050001000         0.4217000516         1.3481931142         3.5145200763        -2.9027122673 
        0.1100001000         0.4386991708         1.3634868231         3.9129164575        -2.8706855112 
        0.1150001000         0.4552824901         1.3634868231         3.9129164575        -2.8706855112 
        0.1200000000         0.4714339732         1.3762315805         4.2449134419        -2.8354560796 
        0.1250000000         0.4871389576         1.3915252894         4.6433098231        -2.8226453772 
        0.1300001000         0.5023825308         1.3864273864         4.5105110293        -2.8034293236 
        0.1350001000         0.5171496356         1.4017210954         4.9089074106        -2.7714025675 
        0.1400001000         0.5314265848         1.4119169013         5.1745049980        -2.7457811627 
        0.1450001000         0.5451998469         1.4195637558         5.3737031886        -2.7201597579 
        0.1500000000         0.5584561077         1.4272106102         5.5729013792        -2.6913356774 
        0.1550000000         0.5711833330         1.4450532706         6.0376971573        -2.6593089214 
        0.1600001000         0.5833694277         1.4399553677         5.9048983636        -2.6304848410 
        0.1650001000         0.5950023548         1.4603469795         6.4360935385        -2.5952554093 
        0.1700001000         0.6060713375         1.4399553677         5.9048983636        -2.5824447069 
        0.1750001000         0.6165658845         1.4909343974         7.2328863010        -2.5408099240 
        0.1800001000         0.6264760492         1.4527001251         6.2368953479        -2.5183911948 
        0.1850000000         0.6357922584         1.4934833489         7.2992856979        -2.4831617632 
        0.1900001000         0.6445062228         1.4756406885         6.8344899198        -2.4383243047 
        0.1950001000         0.6526091428         1.5036791548         7.5648832853        -2.4127028999 
        0.2000001000         0.6600935186         1.4985812518         7.4320844916        -2.3742707926 
        0.2050001000         0.6669522564         1.5189728637         7.9632796665        -2.3230279830 
        0.2100001000         0.6731788556         1.5215218152         8.0296790634        -2.2877985513 
        0.2150000000         0.6787673092         1.5215218152         8.0296790634        -2.2493664441 
        0.2200000000         0.6837125440         1.5470113301         8.6936730321        -2.1981236344 
        0.2250001000         0.6880098341         1.5393644756         8.4944748415        -2.1757049052 
        0.2300001000         0.6916549348         1.5393644756         8.4944748415        -2.1308674468 
        0.2350001000         0.6946444836         1.5572071360         8.9592706196        -2.0892326639 
        0.2400001000         0.6969756470         1.5597560875         9.0256700165        -2.0379898542 
        0.2450000000         0.6986461887         1.5852456023         9.6896639851        -1.9835443690 
        0.2500000000         0.6996545923         1.5546581845         8.8928712227        -1.9515176129 
        0.2550001000         0.6999998621         1.5954414083         9.9552615726        -1.9002748033 
        0.2600001000         0.6996816572         1.5801476994         9.5568651914        -1.8554373448 
        0.2650001000         0.6987002926         1.6030882627        10.1544597632        -1.7977891840 
        0.2700001000         0.6970566986         1.5877945538         9.7560633820        -1.7625597523 
        0.2750000000         0.6947524855         1.6081861657        10.2872585570        -1.7081142671 
        0.2800000000         0.6917897452         1.5903435053         9.8224627789        -1.6696821598 
        0.2850001000         0.6881712464         1.6132840687        10.4200573507        -1.6184393501 
        0.2900001000         0.6839005633         1.6209309231        10.6192555413        -1.5543858381 
        0.2950001000         0.6789816780         1.6234798746        10.6856549382        -1.5127510552 
        0.3000001000         0.6734192525         1.6311267291        10.8848531288        -1.4519002187 
        0.3050000000         0.6672186892         1.6209309231        10.6192555413        -1.4006574091 
        0.3100000000         0.6603856172         1.6362246321        11.0176519225        -1.3590226262 
