           Time[sec]           V_{cmd}[V]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.0000000000         1.2080007824        -0.1374467515        -3.0692513987 
        0.0050000000         0.0131939079         1.2080007824        -0.1374467515        -3.0788594255 
        0.0100000000         0.0263831279         1.2130986854        -0.0046479578        -3.0692513987 
        0.0150000000         0.0395629741         1.2207455399         0.1945502328        -3.0596433719 
        0.0200000000         0.0527287639         1.2130986854        -0.0046479578        -3.0660487231 
        0.0250000000         0.0658758193         1.2130986854        -0.0046479578        -3.0692513987 
        0.0300000000         0.0789994694         1.2105497339        -0.0710473547        -3.0692513987 
        0.0350000000         0.0920950514         1.2130986854        -0.0046479578        -3.0692513987 
        0.0400000000         0.1051579125         1.2080007824        -0.1374467515        -3.0788594255 
        0.0450000000         0.1181834113         1.2130986854        -0.0046479578        -3.0788594255 
        0.0500000000         0.1311669202         1.3150567448         2.6513279170        -3.0564406963 
        0.0550000000         0.1441038261         1.2589798122         1.1905411859        -3.0500353451 
        0.0600000000         0.1569895327         1.2768224726         1.6553369640        -3.0532380207 
        0.0650000000         0.1698194616         1.2870182785         1.9209345514        -3.0276166158 
        0.0700000000         0.1825890545         1.2768224726         1.6553369640        -3.0244139402 
        0.0750000000         0.1952937742         1.2819203755         1.7881357577        -3.0244139402 
        0.0800000000         0.2079291071         1.2921161815         2.0537333452        -3.0148059134 
        0.0850000000         0.2204905638         1.2742735211         1.5889375671        -3.0084005622 
        0.0900000000         0.2329736812         1.2946651330         2.1201327420        -2.9923871842 
        0.0950000000         0.2453740242         1.3023119874         2.3193309326        -2.9667657794 
        0.1000000000         0.2576871870         1.3048609389         2.3857303295        -2.9731711306 
        0.1050000000         0.2699087946         1.3023119874         2.3193309326        -2.9507524013 
        0.1100000000         0.2820345050         1.3227035993         2.8505261076        -2.9283336721 
        0.1150000000         0.2940600099         1.3074098904         2.4521297264        -2.9219283209 
        0.1200000000         0.3059810367         1.3150567448         2.6513279170        -2.9155229697 
        0.1250000000         0.3177933498         1.3150567448         2.6513279170        -2.8866988893 
        0.1300000000         0.3294927526         1.3507420656         3.5809194732        -2.8738881868 
        0.1350000000         0.3410750881         1.3252525508         2.9169255045        -2.8706855112 
        0.1400000000         0.3525362411         1.3354483567         3.1825230919        -2.8546721332 
        0.1450000000         0.3638721398         1.3583889201         3.7801176638        -2.8226453772 
        0.1500084000         0.3750974726         1.3558399686         3.7137182669        -2.8034293236 
        0.1550000000         0.3861521094         1.3660357746         3.9793158544        -2.7842132699 
        0.1600000000         0.3970882645         1.3711336775         4.1121146481        -2.7746052431 
        0.1650000000         0.4078833358         1.3711336775         4.1121146481        -2.7553891895 
        0.1700000000         0.4185334881         1.3864273864         4.5105110293        -2.7329704603 
        0.1750000000         0.4290349376         1.3940742409         4.7097092199        -2.6977410286 
        0.1800001000         0.4393841584         1.3736826290         4.1785140450        -2.6881330018 
        0.1850000000         0.4495768572         1.4042700468         4.9753068074        -2.6593089214 
        0.1900000000         0.4596100291         1.3966231924         4.7761086168        -2.6432955434 
        0.1950000000         0.4694799036         1.4068189983         5.0417062043        -2.6208768141 
        0.2000000000         0.4791829742         1.4170148043         5.3073037918        -2.5856473825 
        0.2050000000         0.4887157933         1.4323085132         5.7057001730        -2.5664313289 
        0.2100205000         0.4981129847         1.4144658528         5.2409043949        -2.5408099240 
        0.2150000000         0.5072571911         1.4425043191         5.9712977605        -2.5055804924 
        0.2200000000         0.5162591822         1.4246616587         5.5065019824        -2.4863644388 
        0.2250000000         0.5250777488         1.4501511736         6.1704959511        -2.4543376827 
        0.2300000000         0.5337097577         1.4476022221         6.1040965542        -2.4159055755 
        0.2350000000         0.5421521421         1.4577980281         6.3696941417        -2.3838788195 
        0.2400001000         0.5504020656         1.4476022221         6.1040965542        -2.3614600902 
        0.2450000000         0.5584561077         1.4756406885         6.8344899198        -2.3262306586 
        0.2500000000         0.5663118961         1.4705427855         6.7016911260        -2.2974065782 
        0.2550000000         0.5739664766         1.4807385914         6.9672887135        -2.2557717953 
