           Time[sec]           V_{cmd}[V]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.0000000000         1.2105497339        -0.0710473547        -1.9803416934 
        0.0050000000         0.0193497457         1.2080007824        -0.1374467515        -1.9771390178 
        0.0100000000         0.0386847033         1.2207455399         0.1945502328        -1.9643283154 
        0.0150000000         0.0579900959         1.2130986854        -0.0046479578        -1.9675309910 
        0.0200000000         0.0772511695         1.2080007824        -0.1374467515        -1.9675309910 
        0.0251161000         0.0968982557         1.2080007824        -0.1374467515        -1.9771390178 
        0.0300000000         0.1155815228         1.2130986854        -0.0046479578        -1.9675309910 
        0.0350000000         0.1346215086         1.2130986854        -0.0046479578        -1.9675309910 
        0.0400000000         0.1535586094         1.2130986854        -0.0046479578        -1.9643283154 
        0.0450000000         0.1723783525         1.2538819092         1.0577423921        -1.9707336666 
        0.0500000000         0.1910663550         1.3201546478         2.7841267107        -1.9515176129 
        0.0550000000         0.2096083342         1.2615287636         1.2569405827        -1.9515176129 
        0.0600000000         0.2279901194         1.2742735211         1.5889375671        -1.9515176129 
        0.0650000000         0.2461976625         1.3074098904         2.4521297264        -1.9290988837 
        0.0700000000         0.2642170481         1.2921161815         2.0537333452        -1.9290988837 
        0.0750086000         0.2820649693         1.3023119874         2.3193309326        -1.9226935325 
        0.0800000000         0.2996364161         1.3252525508         2.9169255045        -1.8970721277 
        0.0850000000         0.3170093289         1.3048609389         2.3857303295        -1.9002748033 
        0.0900000000         0.3341399662         1.3278015023         2.9833249013        -1.8746533985 
        0.0950000000         0.3510152359         1.3328994052         3.1161236951        -1.8618426960 
        0.1000000000         0.3676222410         1.3354483567         3.1825230919        -1.8426266424 
        0.1050000000         0.3839482895         1.3405462597         3.3153218857        -1.8266132644 
        0.1100000000         0.3999809043         1.3660357746         3.9793158544        -1.8009918596 
        0.1150000000         0.4157078322         1.3430952112         3.3817212826        -1.7977891840 
        0.1200000000         0.4311170539         1.3762315805         4.2449134419        -1.7753704547 
        0.1250000000         0.4461967928         1.3787805320         4.3113128387        -1.7529517255 
        0.1300000000         0.4609355244         1.3813294835         4.3777122356        -1.7241276451 
        0.1350031000         0.4753307924         1.3864273864         4.5105110293        -1.7209249695 
        0.1400000000         0.4893451779         1.3966231924         4.7761086168        -1.6824928622 
        0.1450000000         0.5029943877         1.4093679498         5.1081056012        -1.6664794842 
        0.1500000000         0.5162591822         1.4195637558         5.3737031886        -1.6376554038 
        0.1550000000         0.5291294238         1.4195637558         5.3737031886        -1.6120339989 
        0.1600000000         0.5415952764         1.4374064162         5.8384989667        -1.5864125941 
        0.1650000000         0.5536472130         1.4399553677         5.9048983636        -1.5575885137 
        0.1700000000         0.5652760228         1.4552490766         6.3032947448        -1.5191564064 
        0.1750000000         0.5764728184         1.4425043191         5.9712977605        -1.4967376772 
        0.1800000000         0.5872290426         1.4679938340         6.6352917292        -1.4615082456 
        0.1850000000         0.5975364749         1.4679938340         6.6352917292        -1.4326841651 
        0.1900000000         0.6073872380         1.4730917370         6.7680905229        -1.4134681115 
        0.1950000000         0.6167738032         1.4858364944         7.1000875072        -1.3654279774 
        0.2000000000         0.6256889969         1.4985812518         7.4320844916        -1.3237931946 
        0.2050000000         0.6341260057         1.5011302033         7.4984838885        -1.3045771410 
        0.2100000000         0.6420783813         1.5087770578         7.6976820791        -1.2629423581 
        0.2150000000         0.6495400463         1.5164239122         7.8968802697        -1.2245102509 
        0.2200000000         0.6565052982         1.5291686697         8.2288772540        -1.1700647656 
