           Time[sec]           V_{cmd}[V]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.0000000000         1.2181965884         0.1281508360         0.0469519638 
        0.0050000000         0.0197893967         1.2130986854        -0.0046479578         0.0341412614 
        0.0100000000         0.0395629741         1.2207455399         0.1945502328         0.0469519638 
        0.0150000000         0.0593049255         1.2232944913         0.2609496297         0.0437492882 
        0.0200029000         0.0790108755         1.2130986854        -0.0046479578         0.0405466126 
        0.0250000000         0.0986308625         1.2080007824        -0.1374467515         0.0309385858 
        0.0300000000         0.1181834113         1.2080007824        -0.1374467515         0.0277359102 
        0.0350000000         0.1376414862         1.2130986854        -0.0046479578         0.0373439370 
        0.0400000000         0.1569895327         1.2130986854        -0.0046479578         0.0341412614 
        0.0450000000         0.1762120841         1.2666266666         1.3897393765         0.0469519638 
        0.0500000000         0.1952937743         1.3176056963         2.7177273139         0.0533573151 
        0.0550000000         0.2142193496         1.2717245696         1.5225381702         0.0533573151 
        0.0600000000         0.2329736813         1.2666266666         1.3897393765         0.0533573151 
        0.0650000000         0.2515417772         1.3150567448         2.6513279170         0.0693706931 
        0.0700000000         0.2699087946         1.2921161815         2.0537333452         0.0789787199 
        0.0750000000         0.2880600510         1.3176056963         2.7177273139         0.0949920979 
        0.0800000000         0.3059810368         1.3074098904         2.4521297264         0.1078028003 
        0.0850000000         0.3236574258         1.3125077934         2.5849285201         0.1174108271 
        0.0900000000         0.3410750881         1.3252525508         2.9169255045         0.1334242051 
        0.0950000000         0.3582201001         1.3405462597         3.3153218857         0.1462349076 
        0.1000000000         0.3750787565         1.3430952112         3.3817212826         0.1750589880 
        0.1050000000         0.3916375807         1.3532910171         3.6473188700         0.1878696904 
        0.1100000000         0.4078833358         1.3379973082         3.2489224888         0.1974777172 
        0.1150000000         0.4238030353         1.3558399686         3.7137182669         0.2134910952 
        0.1200000000         0.4393839530         1.3558399686         3.7137182669         0.2230991221 
        0.1250000000         0.4546136338         1.3634868231         3.9129164575         0.2455178513 
        0.1300000000         0.4694799036         1.3685847260         4.0457152513         0.2647339049 
        0.1350000000         0.4839708783         1.3838784350         4.4441116325         0.2839499585 
        0.1400000000         0.4980749740         1.3966231924         4.7761086168         0.3127740390 
        0.1450000000         0.5117809164         1.3991721439         4.8425080137         0.3287874170 
        0.1500699000         0.5252606879         1.4017210954         4.9089074106         0.3640168486 
        0.1550000000         0.5379548421         1.4272106102         5.5729013792         0.3864355778 
        0.1600000000         0.5504019025         1.4195637558         5.3737031886         0.4152596583 
        0.1650000000         0.5624089801         1.4476022221         6.1040965542         0.4504890899 
        0.1700000000         0.5739664765         1.4399553677         5.9048983636         0.4697051435 
        0.1750000000         0.5850651530         1.4577980281         6.3696941417         0.5017318996 
        0.1800000000         0.5956961373         1.4654448825         6.5688923323         0.5337586556 
        0.1850000000         0.6058509312         1.4781896399         6.9008893166         0.5625827361 
        0.1900000000         0.6155214171         1.4527001251         6.2368953479         0.5914068165 
        0.1950000000         0.6246998647         1.4934833489         7.2992856979         0.6202308969 
        0.2000000000         0.6333789367         1.4730917370         6.7680905229         0.6554603286 
        0.2050000000         0.6415516954         1.4934833489         7.2992856979         0.6938924358 
        0.2100000000         0.6492116074         1.4909343974         7.2328863010         0.7227165162 
        0.2150000000         0.6563525495         1.5164239122         7.8968802697         0.7803646771 
        0.2200000000         0.6629688135         1.5266197182         8.1624778572         0.8252021356 
        0.2250000000         0.6690551104         1.5189728637         7.9632796665         0.8540262160 
        0.2300000000         0.6746065748         1.5368155241         8.4280754446         0.8860529720 
        0.2350000000         0.6796187691         1.5215218152         8.0296790634         0.9340931061 
        0.2400000000         0.6840876865         1.5572071360         8.9592706196         0.9821332402 
        0.2450000000         0.6880097547         1.5393644756         8.4944748415         1.0173626718 
        0.2500000000         0.6913818384         1.5597560875         9.0256700165         1.0493894278 
        0.2550000000         0.6942012421         1.5470113301         8.6936730321         1.0942268863 
        0.2600000000         0.6964657119         1.5903435053         9.8224627789         1.1486723716 
        0.2650000000         0.6981734377         1.5546581845         8.8928712227         1.1935098300 
        0.2700000000         0.6993230543         1.5903435053         9.8224627789         1.2511579909 
        0.2750000000         0.6999136427         1.5826966509         9.6232645883         1.2991981249 
        0.2800000000         0.6999447309         1.5826966509         9.6232645883         1.3312248810 
        0.2850000000         0.6994162940         1.5928924568         9.8888621758         1.3824676906 
        0.2900001000         0.6983287271         1.5877945538         9.7560633820         1.4241024735 
        0.2950000000         0.6966829815         1.6005393113        10.0880603664         1.4721426075 
        0.3000000000         0.6944802909         1.5826966509         9.6232645883         1.5201827416 
        0.3050000000         0.6917224434         1.6209309231        10.6192555413         1.5778309025 
        0.3100000000         0.6884116435         1.5903435053         9.8224627789         1.6226683609 
        0.3150000000         0.6845505379         1.6158330202        10.4864567476         1.6835191974 
        0.3200000000         0.6801422130         1.6107351172        10.3536579538         1.7315593315 
        0.3250000000         0.6751901929         1.6183819717        10.5528561444         1.7763967899 
        0.3300000000         0.6696984361         1.6132840687        10.4200573507         1.8276395996 
        0.3350000000         0.6636713325         1.6107351172        10.3536579538         1.8692743824 
        0.3400000000         0.6571137003         1.6209309231        10.6192555413         1.9205171921 
        0.3450000000         0.6500307815         1.6081861657        10.2872585570         1.9845707042 
        0.3500001000         0.6424280807         1.6107351172        10.3536579538         2.0294081626 
        0.3550001000         0.6343119797         1.6260288261        10.7520543351         2.1062723771 
        0.3600000000         0.6256889969         1.6209309231        10.6192555413         2.1479071600 
        0.3650000000         0.6165656804         1.6311267291        10.8848531288         2.2055553208 
        0.3700000000         0.6069494908         1.6260288261        10.7520543351         2.2439874281 
        0.3750000000         0.5968481150         1.6285777776        10.8184537319         2.3016355889 
        0.3800002000         0.5862691955         1.5954414083         9.9552615726         2.3528783986 
        0.3850000000         0.5752224860         1.6260288261        10.7520543351         2.3977158570 
        0.3900000000         0.5637155200         1.6056372142        10.2208591601         2.4489586667 
        0.3950000000         0.5517579283         1.6209309231        10.6192555413         2.5002014764 
        0.4000000000         0.5393592699         1.6132840687        10.4200573507         2.5642549884 
        0.4050000000         0.5265294559         1.6362246321        11.0176519225         2.6187004737 
        0.4100000000         0.5132787424         1.6209309231        10.6192555413         2.6859566614 
        0.4150001000         0.4996174443         1.5928924568         9.8888621758         2.7147807418 
        0.4200001000         0.4855570289         1.6234798746        10.6856549382         2.7724289027 
        0.4250000000         0.4711087594         1.6030882627        10.1544597632         2.8300770636 
        0.4300000000         0.4562836076         1.6387735836        11.0840513194         2.8845225488 
        0.4350000000         0.4410937097         1.5826966509         9.6232645883         2.9293600073 
        0.4400000000         0.4255512084         1.6311267291        10.8848531288         2.9902108438 
        0.4450000000         0.4096685278         1.6005393113        10.0880603664         3.0414536534 
        0.4500000000         0.3934583645         1.6183819717        10.5528561444         3.1055071655 
        0.4550000000         0.3769336765         1.6158330202        10.4864567476         3.1407365971 
        0.4600000000         0.3601076735         1.6005393113        10.0880603664         3.1311285703 
        0.4650000000         0.3429938060         1.6107351172        10.3536579538         3.1407365971 
        0.4700000000         0.3256057547         1.6056372142        10.2208591601        -1.7369383475 
        0.4750001000         0.3079570634         1.6183819717        10.5528561444        -1.7529517255 
        0.4800001000         0.2900625464         1.5979903598        10.0216609695        -3.1301022351 
        0.4850000000         0.2719365226         1.6005393113        10.0880603664        -3.1429129376 
        0.4900000000         0.2535927566         1.6005393113        10.0880603664        -3.1397102620 
        0.4950000000         0.2350462725         1.5826966509         9.6232645883        -3.1108861815 
        0.5000000000         0.2163118961         1.5954414083         9.9552615726        -3.0692513987 
        0.5050000000         0.1974046031         1.5775987479         9.4904657945        -3.0019952110 
        0.5100000000         0.1783395080         1.5775987479         9.4904657945        -2.9667657794 
        0.5150000000         0.1591318510         1.5775987479         9.4904657945        -2.9027122673 
        0.5200000000         0.1397969862         1.5674029419         9.2248682071        -2.8578748088 
        0.5250000000         0.1203503701         1.5699518934         9.2912676039        -2.8194427016 
        0.5300000000         0.1008075478         1.5572071360         8.9592706196        -2.7746052431 
        0.5350000000         0.0811841414         1.5572071360         8.9592706196        -2.7329704603 
