           Time[sec]           V_{cmd}[V]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.0000000000         1.2130986854        -0.0046479578        -0.1612219504 
        0.0050000000         0.0004398229         1.2130986854        -0.0046479578        -0.1580192748 
        0.0100000000         0.0008796457         1.2080007824        -0.1374467515        -0.1708299772 
        0.0150000000         0.0013194681         1.2232944913         0.2609496297        -0.1548165992 
        0.0200000000         0.0017592900         1.2130986854        -0.0046479578        -0.1612219504 
        0.0250000000         0.0021991112         1.2130986854        -0.0046479578        -0.1580192748 
        0.0300000000         0.0026389316         1.2207455399         0.1945502328        -0.1580192748 
        0.0350000000         0.0030787509         1.2232944913         0.2609496297        -0.1548165992 
        0.0400000000         0.0035185690         1.2207455399         0.1945502328        -0.1548165992 
        0.0450000000         0.0039583856         1.2130986854        -0.0046479578        -0.1612219504 
        0.0500000000         0.0043982008         1.2105497339        -0.0710473547        -0.1708299772 
        0.0550001000         0.0048380230         1.2080007824        -0.1374467515        -0.1708299772 
        0.0600000000         0.0052778257         1.2207455399         0.1945502328        -0.1548165992 
        0.0650000000         0.0057176351         1.2130986854        -0.0046479578        -0.1612219504 
        0.0700013000         0.0061575565         1.2130986854        -0.0046479578        -0.1612219504 
        0.0750000000         0.0065972469         1.2080007824        -0.1374467515        -0.1708299772 
        0.0800000000         0.0070370490         1.2130986854        -0.0046479578        -0.1612219504 
        0.0850001000         0.0074768571         1.2130986854        -0.0046479578        -0.1612219504 
        0.0900007000         0.0079167063         1.2130986854        -0.0046479578        -0.1644246260 
        0.0950000000         0.0083564380         1.2080007824        -0.1374467515        -0.1644246260 
        0.1000000000         0.0087962279         1.2130986854        -0.0046479578        -0.1612219504 
        0.1050000000         0.0092360144         1.2080007824        -0.1374467515        -0.1708299772 
        0.1100000000         0.0096757972         1.2105497339        -0.0710473547        -0.1708299772 
        0.1150000000         0.0101155762         1.2130986854        -0.0046479578        -0.1612219504 
        0.1200000000         0.0105553513         1.2080007824        -0.1374467515        -0.1708299772 
        0.1250000000         0.0109951221         1.2130986854        -0.0046479578        -0.1644246260 
        0.1300000000         0.0114348886         1.2130986854        -0.0046479578        -0.1580192748 
        0.1350000000         0.0118746506         1.2130986854        -0.0046479578        -0.1612219504 
        0.1400004000         0.0123144431         1.2207455399         0.1945502328        -0.1516139236 
        0.1450000000         0.0127541604         1.2130986854        -0.0046479578        -0.1548165992 
        0.1500000000         0.0131939078         1.2130986854        -0.0046479578        -0.1644246260 
        0.1550000000         0.0136336500         1.2054518309        -0.2038461484        -0.1708299772 
        0.1600000000         0.0140733868         1.2130986854        -0.0046479578        -0.1580192748 
        0.1650000000         0.0145131181         1.2130986854        -0.0046479578        -0.1612219504 
        0.1700000000         0.0149528436         1.2105497339        -0.0710473547        -0.1708299772 
        0.1750000000         0.0153925633         1.2080007824        -0.1374467515        -0.1612219504 
        0.1800001000         0.0158322856         1.2207455399         0.1945502328        -0.1580192748 
        0.1850500000         0.0162763812         1.2080007824        -0.1374467515        -0.1708299772 
        0.1903603000         0.0167433696         1.2054518309        -0.2038461484        -0.1708299772 
        0.1950000000         0.0171513793         1.2080007824        -0.1374467515        -0.1708299772 
        0.2000000000         0.0175910668         1.2130986854        -0.0046479578        -0.1612219504 
        0.2050000000         0.0180307474         1.2105497339        -0.0710473547        -0.1676273016 
        0.2100001000         0.0184704296         1.2130986854        -0.0046479578        -0.1708299772 
        0.2150000000         0.0189100870         1.2080007824        -0.1374467515        -0.1708299772 
        0.2200000000         0.0193497457         1.2080007824        -0.1374467515        -0.1580192748 
        0.2250000000         0.0197893967         1.2130986854        -0.0046479578        -0.1612219504 
        0.2300000000         0.0202290400         1.2130986854        -0.0046479578        -0.1644246260 
        0.2350000000         0.0206686752         1.2105497339        -0.0710473547        -0.1676273016 
        0.2400001000         0.0211083111         1.2232944913         0.2609496297        -0.1580192748 
        0.2450000000         0.0215479211         1.2232944913         0.2609496297        -0.1612219504 
        0.2500000000         0.0219875314         1.2258434428         0.3273490266        -0.1580192748 
        0.2550000000         0.0224271329         1.2232944913         0.2609496297        -0.1580192748 
        0.2600000000         0.0228667257         1.2309413458         0.4601478203        -0.1548165992 
        0.2650000000         0.0233063093         1.2334902973         0.5265472172        -0.1516139236 
        0.2700000000         0.0237458838         1.2309413458         0.4601478203        -0.1516139236 
        0.2750000000         0.0241854490         1.2258434428         0.3273490266        -0.1548165992 
        0.2800000000         0.0246250045         1.2309413458         0.4601478203        -0.1548165992 
