           Time[sec]           V_{cmd}[V]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.0000000000         1.2130986854        -0.0046479578        -0.6031911837 
        0.0050000000         0.0057176351         1.2054518309        -0.2038461484        -0.6031911837 
        0.0100000000         0.0114348886         1.2054518309        -0.2038461484        -0.6095965349 
        0.0150000000         0.0171513793         1.2130986854        -0.0046479578        -0.5999885081 
        0.0200000000         0.0228667257         1.2130986854        -0.0046479578        -0.5999885081 
        0.0250000000         0.0285805464         1.2156476369         0.0617514391        -0.6031911837 
        0.0300000000         0.0342924603         1.2232944913         0.2609496297        -0.6095965349 
        0.0350000000         0.0400020862         1.2283923943         0.3937484234        -0.5967858325 
        0.0400382000         0.0457526333         1.2334902973         0.5265472172        -0.5871778057 
        0.0450000000         0.0514129508         1.2283923943         0.3937484234        -0.5999885081 
        0.0500000000         0.0571134281         1.2360392488         0.5929466140        -0.5999885081 
        0.0550000000         0.0628100949         1.2538819092         1.0577423921        -0.5775697789 
        0.0600000000         0.0685025711         1.2564308607         1.1241417890        -0.5711644277 
        0.0650000000         0.0741904770         1.2513329577         0.9913429953        -0.5743671033 
        0.0700000000         0.0798734330         1.2538819092         1.0577423921        -0.5711644277 
        0.0750000000         0.0855510600         1.2487840062         0.9249435984        -0.5711644277 
        0.0800000000         0.0912229792         1.2513329577         0.9913429953        -0.5679617521 
        0.0850000000         0.0968888121         1.2615287636         1.2569405827        -0.5551510497 
        0.0900000000         0.1025481808         1.2564308607         1.1241417890        -0.5551510497 
        0.0950000000         0.1082007077         1.2717245696         1.5225381702        -0.5391376717 
        0.1000000000         0.1138460156         1.2640777151         1.3233399796        -0.5423403473 
        0.1050000000         0.1194837280         1.2768224726         1.6553369640        -0.5327323204 
        0.1101991000         0.1253374745         1.2717245696         1.5225381702        -0.5135162668 
        0.1150000000         0.1307348618         1.2870182785         1.9209345514        -0.5007055644 
        0.1200000000         0.1363475327         1.2742735211         1.5889375671        -0.5039082400 
        0.1250000000         0.1419511067         1.2895672300         1.9873339483        -0.4878948620 
        0.1300000000         0.1475452101         1.2844693270         1.8545351546        -0.4878948620 
        0.1350000000         0.1531294694         1.2946651330         2.1201327420        -0.4654761328 
        0.1400000000         0.1587035123         1.2793714240         1.7217363608        -0.4686788084 
        0.1450000000         0.1642669667         1.3023119874         2.3193309326        -0.4430574035 
        0.1500000000         0.1698194616         1.2844693270         1.8545351546        -0.4558681060 
        0.1550000000         0.1753606264         1.3074098904         2.4521297264        -0.4398547279 
        0.1600000000         0.1808900914         1.2972140844         2.1865321389        -0.4270440255 
