           Time[sec]           V_{cmd}[V]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.0000000000         1.2080007824        -0.1374467515         1.2255365860 
        0.0050000000         0.0149528436         1.2130986854        -0.0046479578         1.2351446129 
        0.0100000000         0.0298988635         1.2130986854        -0.0046479578         1.2351446129 
        0.0150000000         0.0448312389         1.2130986854        -0.0046479578         1.2383472885 
        0.0200000000         0.0597431554         1.2054518309        -0.2038461484         1.2287392617 
        0.0250000000         0.0746278080         1.2232944913         0.2609496297         1.2415499641 
        0.0300000000         0.0894784039         1.2207455399         0.1945502328         1.2447526397 
        0.0350000000         0.1042881661         1.2156476369         0.0617514391         1.2255365860 
        0.0400000000         0.1190503360         1.2080007824        -0.1374467515         1.2255365860 
        0.0450000000         0.1337581770         1.2487840062         0.9249435984         1.2383472885 
        0.0500000000         0.1484049769         1.2997630359         2.2529315358         1.2479553153 
        0.0550000000         0.1629840518         1.2589798122         1.1905411859         1.2511579909 
        0.0600000000         0.1774887485         1.2742735211         1.5889375671         1.2607660177 
        0.0650000000         0.1919124475         1.2870182785         1.9209345514         1.2671713689 
        0.0700000000         0.2062485667         1.2793714240         1.7217363608         1.2703740445 
        0.0750000000         0.2204905638         1.3048609389         2.3857303295         1.2895900981 
        0.0800000000         0.2346319392         1.2946651330         2.1201327420         1.2959954493 
        0.0850000000         0.2486662397         1.2946651330         2.1201327420         1.3024008005 
        0.0900000000         0.2625870605         1.3099588419         2.5185291233         1.3152115030 
        0.0950000000         0.2763880489         1.3252525508         2.9169255045         1.3344275566 
        0.1000000000         0.2900629067         1.3074098904         2.4521297264         1.3376302322 
        0.1050000000         0.3036053934         1.3074098904         2.4521297264         1.3632516370 
        0.1100267000         0.3170805229         1.3430952112         3.3817212826         1.3888730418 
        0.1150000000         0.3302685961         1.3252525508         2.9169255045         1.4016837443 
        0.1200000000         0.3433771442         1.3227035993         2.8505261076         1.4176971223 
        0.1250000000         0.3563289910         1.3354483567         3.1825230919         1.4241024735 
        0.1300000000         0.3691182260         1.3481931142         3.5145200763         1.4497238783 
        0.1350000000         0.3817390128         1.3456441627         3.4481206794         1.4433185271 
        0.1400000000         0.3941855917         1.3558399686         3.7137182669         1.4753452831 
        0.1450000000         0.4064522828         1.3685847260         4.0457152513         1.5009666880 
        0.1500000000         0.4185334881         1.3583889201         3.7801176638         1.5073720392 
        0.1550000000         0.4304236944         1.3813294835         4.3777122356         1.5297907684 
        0.1600000000         0.4421174754         1.3583889201         3.7801176638         1.5393987952 
        0.1650000000         0.4536094948         1.3966231924         4.7761086168         1.5650202001 
        0.1700000000         0.4648945080         1.3762315805         4.2449134419         1.5938442805 
        0.1750000000         0.4759673651         1.4068189983         5.0417062043         1.6130603341 
        0.1800001000         0.4868232280         1.3966231924         4.7761086168         1.6354790633 
        0.1850000000         0.4974564977         1.4144658528         5.2409043949         1.6739111706 
        0.1900000000         0.5078629666         1.4144658528         5.2409043949         1.6867218730 
        0.1950000000         0.5180376706         1.4144658528         5.2409043949         1.7123432778 
        0.2000000000         0.5279759665         1.4246616587         5.5065019824         1.7475727095 
        0.2050000000         0.5376733189         1.4246616587         5.5065019824         1.7571807363 
        0.2100001000         0.5471254890         1.4246616587         5.5065019824         1.7828021411 
        0.2150000000         0.5563276035         1.4476022221         6.1040965542         1.8212342484 
        0.2200000000         0.5652760228         1.4527001251         6.2368953479         1.8468556532 
        0.2250000000         0.5739664765         1.4527001251         6.2368953479         1.8692743824 
        0.2300000000         0.5823949989         1.4603469795         6.4360935385         1.9141118409 
        0.2350000000         0.5905577435         1.4679938340         6.6352917292         1.9461385969 
        0.2400001000         0.5984511403         1.4756406885         6.8344899198         1.9813680286 
        0.2450000000         0.6060711218         1.4654448825         6.5688923323         2.0101921090 
        0.2500000000         0.6134146760         1.4883854459         7.1664869041         2.0550295674 
        0.2550000000         0.6204782965         1.4756406885         6.8344899198         2.0934616747 
        0.2600000000         0.6272587598         1.4756406885         6.8344899198         2.1222857551 
        0.2650000000         0.6337529716         1.4858364944         7.1000875072         2.1575151868 
        0.2700000000         0.6399579682         1.5138749607         7.8304808728         2.2023526452 
        0.2750000000         0.6458709179         1.4985812518         7.4320844916         2.2279740500 
        0.2800000000         0.6514891224         1.5062281063         7.6312826822         2.2632034817 
        0.2850000000         0.6568100179         1.5266197182         8.1624778572         2.3048382645 
        0.2900001000         0.6618312733         1.5215218152         8.0296790634         2.3464730474 
        0.2950000000         0.6665503053         1.5342665726         8.3616760478         2.3881078302 
        0.3000000000         0.6709652523         1.5164239122         7.8968802697         2.4137292351 
        0.3050000000         0.6750740022         1.5368155241         8.4280754446         2.4649720447 
        0.3100000000         0.6788746800         1.5393644756         8.4944748415         2.5162148544 
        0.3150000000         0.6823655511         1.5495602815         8.7600724290         2.5482416104 
        0.3200000000         0.6855450226         1.5495602815         8.7600724290         2.5962817445 
        0.3250000000         0.6884116435         1.5725008449         9.3576670008         2.6475245541 
        0.3300000000         0.6909641055         1.5725008449         9.3576670008         2.6987673638 
        0.3350000000         0.6932012439         1.5597560875         9.0256700165         2.7371994711 
        0.3400000000         0.6951220377         1.5877945538         9.7560633820         2.7820369295 
        0.3450000000         0.6967256104         1.5572071360         8.9592706196         2.8204690368 
        0.3500001000         0.6980112527         1.5928924568         9.8888621758         2.8685091708 
        0.3550001000         0.6989783265         1.5725008449         9.3576670008         2.9261573317 
        0.3600000000         0.6996264095         1.6056372142        10.2208591601         2.9741974657 
        0.3650000000         0.6999552320         1.6005393113        10.0880603664         3.0382509778 
        0.3700000000         0.6999646276         1.6005393113        10.0880603664         3.0862911119 
        0.3750000000         0.6996545923         1.6005393113        10.0880603664         3.1279258947 
        0.3800000000         0.6990252673         1.6183819717        10.5528561444         3.1407365971 
        0.3850000000         0.6980769400         1.6107351172        10.3536579538         3.1471419483 
        0.3900000000         0.6968100430         1.6260288261        10.7520543351        -1.7465463743 
        0.3950000000         0.6952251546         1.6158330202        10.4864567476        -1.7497490499 
        0.4000000000         0.6933229980         1.6362246321        11.0176519225        -3.1429129376 
        0.4050000000         0.6911044412         1.6234798746        10.6856549382        -3.1525209644 
        0.4100000000         0.6885704968         1.6387735836        11.0840513194        -3.1397102620 
        0.4150001000         0.6857222610         1.6209309231        10.6192555413        -3.1108861815 
        0.4200001000         0.6825611475         1.6362246321        11.0176519225        -3.0596433719 
        0.4250000000         0.6790886175         1.6540672925        11.4824477006        -2.9955898598 
        0.4300000000         0.6753061171         1.6387735836        11.0840513194        -2.9475497257 
        0.4350000000         0.6712154385         1.6438714865        11.2168501131        -2.8770908624 
        0.4400000000         0.6668184487         1.6821057588        12.2128410662        -2.8098346748 
        0.4450000000         0.6621171541         1.6285777776        10.8184537319        -2.7714025675 
        0.4500000000         0.6571137004         1.6591651954        11.6152464944        -2.7041463798 
        0.4550000000         0.6518103707         1.6566162440        11.5488470975        -2.6561062458 
        0.4600000000         0.6462095853         1.6617141469        11.6816458912        -2.5952554093 
        0.4650000000         0.6403139001         1.6668120499        11.8144446850        -2.5376072484 
        0.4700000000         0.6341260056         1.6591651954        11.6152464944        -2.4863644388 
        0.4750001000         0.6276485933         1.6464204380        11.2832495100        -2.4191082511 
        0.4800001000         0.6208848783         1.6872036618        12.3456398599        -2.3486493878 
        0.4850000000         0.6138379643         1.6591651954        11.6152464944        -2.3102172806 
        0.4900000000         0.6065107852         1.6744589044        12.0136428756        -2.2333530661 
        0.4950000000         0.5989068230         1.6770078558        12.0800422724        -2.1853129320 
        0.5000000000         0.5910295479         1.6719099529        11.9472434787        -2.1276647712 
        0.5050000000         0.5828825545         1.6617141469        11.6816458912        -2.0668139347 
        0.5100000000         0.5744695608         1.6642630984        11.7480452881        -2.0123684494 
        0.5150000000         0.5657944061         1.6770078558        12.0800422724        -1.9579229641 
        0.5200000000         0.5568610494         1.6846547103        12.2792404631        -1.8874641009 
        0.5250000000         0.5476735674         1.6591651954        11.6152464944        -1.8394239668 
        0.5300000000         0.5382361528         1.6795568073        12.1464416693        -1.7785731303 
        0.5350000000         0.5285531125         1.6642630984        11.7480452881        -1.7241276451 
