           Time[sec]           V_{cmd}[V]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.0000000000         1.2130986854        -0.0046479578        -1.3750360043 
        0.0050000000         0.0105553513         1.2130986854        -0.0046479578        -1.3782386799 
        0.0100000000         0.0211083024         1.2156476369         0.0617514391        -1.3782386799 
        0.0150000000         0.0316564536         1.2207455399         0.1945502328        -1.3686306530 
        0.0200000000         0.0421974064         1.2080007824        -0.1374467515        -1.3878467067 
        0.0250000000         0.0527287639         1.2130986854        -0.0046479578        -1.3782386799 
        0.0300000000         0.0632481313         1.2207455399         0.1945502328        -1.3686306530 
        0.0350000000         0.0737531166         1.2080007824        -0.1374467515        -1.3878467067 
        0.0400000000         0.0842413312         1.2232944913         0.2609496297        -1.3782386799 
        0.0450000000         0.0947103900         1.2156476369         0.0617514391        -1.3782386799 
        0.0500000000         0.1051579124         1.3099588419         2.5185291233        -1.3622253018 
        0.0550000000         0.1155815228         1.2564308607         1.1241417890        -1.3654279774 
        0.0600000000         0.1259788510         1.2513329577         0.9913429953        -1.3590226262 
        0.0650000000         0.1363475327         1.2921161815         2.0537333452        -1.3430092482 
        0.0700000000         0.1466852102         1.2666266666         1.3897393765        -1.3462119238 
        0.0750000000         0.1569895327         1.2819203755         1.7881357577        -1.3398065726 
        0.0800000000         0.1672581572         1.2768224726         1.6553369640        -1.3301985458 
        0.0850000000         0.1774887485         1.2742735211         1.5889375671        -1.3205905190 
        0.0900000000         0.1876789804         1.2819203755         1.7881357577        -1.3109824922 
        0.0950000000         0.1978265358         1.2895672300         1.9873339483        -1.3045771410 
        0.1000000000         0.2079291071         1.2921161815         2.0537333452        -1.2949691142 
        0.1050013000         0.2179870052         1.2895672300         1.9873339483        -1.2853610873 
        0.1100000000         0.2279901195         1.2921161815         2.0537333452        -1.2757530605 
        0.1150000000         0.2379439987         1.3023119874         2.3193309326        -1.2629423581 
        0.1200000000         0.2478437716         1.3023119874         2.3193309326        -1.2565370069 
        0.1250000000         0.2576871869         1.3252525508         2.9169255045        -1.2405236289 
        0.1300000000         0.2674720064         1.3125077934         2.5849285201        -1.2277129265 
        0.1350000000         0.2771960051         1.3328994052         3.1161236951        -1.2052941973 
        0.1400000000         0.2868569718         1.3278015023         2.9833249013        -1.2020915216 
        0.1450000000         0.2964527096         1.3481931142         3.5145200763        -1.1732674412 
        0.1500000000         0.3059810367         1.3227035993         2.8505261076        -1.1732674412 
        0.1550000000         0.3154397863         1.3354483567         3.1825230919        -1.1508487120 
        0.1600000000         0.3248268076         1.3379973082         3.2489224888        -1.1444433608 
        0.1650000000         0.3341399662         1.3456441627         3.4481206794        -1.1188219559 
        0.1700000000         0.3433771442         1.3762315805         4.2449134419        -1.0899978755 
        0.1750000000         0.3525362411         1.3558399686         3.7137182669        -1.0835925243 
        0.1800001000         0.3616153552         1.3736826290         4.1785140450        -1.0643764707 
