           Time[sec]           V_{cmd}[V]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.0000000000         1.2207455399         0.1945502328         1.9557466237 
        0.0050000000         0.0101155763         1.2130986854        -0.0046479578         1.9493412725 
        0.0100000000         0.0202290400         1.2207455399         0.1945502328         1.9461385969 
        0.0150000000         0.0303382791         1.2130986854        -0.0046479578         1.9461385969 
        0.0200000000         0.0404411825         1.2283923943         0.3937484234         1.9493412725 
        0.0250000000         0.0505356403         1.2258434428         0.3273490266         1.9557466237 
        0.0300334000         0.0606868646         1.2258434428         0.3273490266         1.9461385969 
        0.0350000000         0.0706907889         1.2130986854        -0.0046479578         1.9525439481 
        0.0400000000         0.0807472704         1.2156476369         0.0617514391         1.9429359213 
        0.0450000000         0.0907868889         1.2232944913         0.2609496297         1.9525439481 
        0.0500000000         0.1008075478         1.2334902973         0.5265472172         1.9685573261 
        0.0550000000         0.1108071543         1.2309413458         0.4601478203         1.9557466237 
        0.0600000000         0.1207836201         1.2334902973         0.5265472172         1.9621519749 
        0.0650000000         0.1307348619         1.2283923943         0.3937484234         1.9525439481 
        0.0700000000         0.1406588013         1.2360392488         0.5929466140         1.9557466237 
        0.0750000000         0.1505533659         1.2462350547         0.8585442015         1.9813680286 
        0.0800000000         0.1604164894         1.2462350547         0.8585442015         1.9845707042 
        0.0850000000         0.1702461120         1.2436861032         0.7921448047         1.9877733798 
        0.0900000000         0.1800401808         1.2487840062         0.9249435984         1.9813680286 
        0.0950000000         0.1897966506         1.2513329577         0.9913429953         1.9845707042 
        0.1000000000         0.1995134838         1.2436861032         0.7921448047         1.9813680286 
        0.1050000000         0.2091886511         1.2640777151         1.3233399796         1.9973814066 
        0.1100000000         0.2188201320         1.2640777151         1.3233399796         2.0037867578 
        0.1150000000         0.2284059152         1.2768224726         1.6553369640         2.0198001358 
        0.1200000000         0.2379439987         1.2768224726         1.6553369640         2.0294081626 
        0.1250000000         0.2474323906         1.2819203755         1.7881357577         2.0294081626 
        0.1300000000         0.2568691096         1.2819203755         1.7881357577         2.0390161894 
        0.1350000000         0.2662521846         1.2895672300         1.9873339483         2.0486242162 
        0.1400000000         0.2755796563         1.2997630359         2.2529315358         2.0646375943 
        0.1450000000         0.2848495767         1.2921161815         2.0537333452         2.0678402699 
        0.1500000000         0.2940600099         1.3023119874         2.3193309326         2.0806509723 
        0.1550000000         0.3032090324         1.2946651330         2.1201327420         2.0966643503 
        0.1600000000         0.3122947337         1.3048609389         2.3857303295         2.0998670259 
        0.1650000000         0.3213152162         1.3048609389         2.3857303295         2.1094750527 
        0.1700000000         0.3302685961         1.3379973082         3.2489224888         2.1222857551 
        0.1750000000         0.3391530036         1.3176056963         2.7177273139         2.1350964575 
        0.1800001000         0.3479667589         1.3328994052         3.1161236951         2.1447044843 
        0.1850000000         0.3567074948         1.3405462597         3.3153218857         2.1703258892 
        0.1900000000         0.3653739125         1.3405462597         3.3153218857         2.1767312404 
        0.1950000000         0.3739640264         1.3660357746         3.9793158544         2.2119606720 
        0.2000000000         0.3824760427         1.3558399686         3.7137182669         2.2215686988 
        0.2050000000         0.3909081838         1.3634868231         3.9129164575         2.2439874281 
        0.2100001000         0.3992588550         1.3762315805         4.2449134419         2.2728115085 
        0.2150000000         0.4075258137         1.3915252894         4.6433098231         2.2920275621 
        0.2200000000         0.4157078321         1.3762315805         4.2449134419         2.3048382645 
        0.2250000000         0.4238030352         1.3940742409         4.7097092199         2.3400676962 
        0.2300000000         0.4318097324         1.3787805320         4.3113128387         2.3464730474 
        0.2350000000         0.4397262518         1.3966231924         4.7761086168         2.3752971278 
        0.2400001000         0.4475510955         1.4042700468         4.9753068074         2.4073238839 
        0.2450000000         0.4552821627         1.3940742409         4.7097092199         2.4233372619 
        0.2500000000         0.4629183057         1.4042700468         4.9753068074         2.4425533155 
        0.2550048000         0.4704649651         1.4042700468         4.9753068074         2.4713773959 
        0.2600000000         0.4778989935         1.4297595617         5.6393007761         2.4969988008 
        0.2650000000         0.4852404098         1.4170148043         5.3073037918         2.5322282324 
        0.2700000000         0.4924804898         1.4195637558         5.3737031886         2.5450389348 
        0.2750000000         0.4996177216         1.4195637558         5.3737031886         2.5706603397 
        0.2800000000         0.5066506146         1.4501511736         6.1704959511         2.6058897713 
        0.2850000000         0.5135777002         1.4374064162         5.8384989667         2.6283085005 
        0.2900000000         0.5203975316         1.4501511736         6.1704959511         2.6699432834 
        0.2950000000         0.5271086846         1.4450532706         6.0376971573         2.6987673638 
        0.3000000000         0.5337097577         1.4501511736         6.1704959511         2.7243887686 
        0.3050000000         0.5401993724         1.4654448825         6.5688923323         2.7660235515 
        0.3100000000         0.5465761734         1.4552490766         6.3032947448         2.7916449563 
        0.3150000000         0.5528388289         1.4527001251         6.2368953479         2.8236717124 
        0.3200000000         0.5589860312         1.4577980281         6.3696941417         2.8492931172 
        0.3250000000         0.5650164963         1.4756406885         6.8344899198         2.9005359268 
        0.3300000000         0.5709289650         1.4985812518         7.4320844916         2.9357653585 
        0.3350000000         0.5767222024         1.4858364944         7.1000875072         2.9677921145 
        0.3400000000         0.5823949989         1.5011302033         7.4984838885         3.0062242218 
        0.3450000000         0.5879461696         1.5087770578         7.6976820791         3.0574670314 
        0.3500000000         0.5933745553         1.5062281063         7.6312826822         3.0830884363 
        0.3550135000         0.5986931756         1.5189728637         7.9632796665         3.1279258947 
        0.3600000000         0.6038584628         1.5164239122         7.8968802697         3.1407365971 
        0.3650000000         0.6089117952         1.5062281063         7.6312826822         3.1311285703 
        0.3700000000         0.6138379643         1.5393644756         8.4944748415         3.1375339215 
        0.3750000000         0.6186359411         1.5317176211         8.2952766509        -1.7401410231 
        0.3800000000         0.6233047237         1.5368155241         8.4280754446        -1.7529517255 
        0.3850000000         0.6278433371         1.5495602815         8.7600724290        -3.1397102620 
        0.3900000000         0.6322508335         1.5572071360         8.9592706196        -3.1397102620 
        0.3950000000         0.6365262923         1.5597560875         9.0256700165        -3.1301022351 
        0.4000000000         0.6406688208         1.5495602815         8.7600724290        -3.1493182888 
        0.4050000000         0.6446775539         1.5623050390         9.0920694133        -3.1172915327 
        0.4100000000         0.6485516543         1.5674029419         9.2248682071        -3.0660487231 
        0.4150000000         0.6522903129         1.5826966509         9.6232645883        -3.0276166158 
        0.4200001000         0.6558928198         1.5674029419         9.2248682071        -2.9763738062 
        0.4250000000         0.6593582105         1.5852456023         9.6896639851        -2.9251309965 
        0.4300000000         0.6626859734         1.5877945538         9.7560633820        -2.8770908624 
        0.4350000000         0.6658753428         1.5979903598        10.0216609695        -2.8258480528 
        0.4400000000         0.6689256526         1.5801476994         9.5568651914        -2.7778079187 
        0.4450000000         0.6718362659         1.6132840687        10.4200573507        -2.7265651091 
        0.4500000000         0.6746065748         1.6030882627        10.1544597632        -2.6689169482 
        0.4550000000         0.6772360008         1.6158330202        10.4864567476        -2.6176741385 
        0.4600000000         0.6797239946         1.6081861657        10.2872585570        -2.5856473825 
        0.4650000000         0.6820700369         1.6209309231        10.6192555413        -2.5312018972 
        0.4700000000         0.6842736375         1.6056372142        10.2208591601        -2.4703510608 
        0.4750000000         0.6863343364         1.6209309231        10.6192555413        -2.4191082511 
        0.4800001000         0.6882517400         1.6311267291        10.8848531288        -2.3646627658 
        0.4850000000         0.6900253372         1.6387735836        11.0840513194        -2.3070146050 
        0.4900000000         0.6916548684         1.6209309231        10.6192555413        -2.2653798221 
        0.4950012000         0.6931402954         1.6362246321        11.0176519225        -2.2077316612 
        0.5000000000         0.6944802909         1.6489693895        11.3496489069        -2.1436781492 
        0.5050000000         0.6956755921         1.6413225350        11.1504507163        -2.0956380151 
        0.5100000000         0.6967256104         1.6438714865        11.2168501131        -2.0508005567 
        0.5150000000         0.6976301265         1.6387735836        11.0840513194        -1.9963550714 
