           Time[sec]           V_{cmd}[V]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.0000000000         1.2130986854        -0.0046479578         1.4945613368 
        0.0050000000         0.0145131181         1.2130986854        -0.0046479578         1.4977640124 
        0.0100000000         0.0290199969         1.2130986854        -0.0046479578         1.5009666880 
        0.0150001000         0.0435146896         1.2080007824        -0.1374467515         1.4913586612 
        0.0200001000         0.0579903852         1.2232944913         0.2609496297         1.5073720392 
        0.0250000000         0.0724408617         1.2232944913         0.2609496297         1.5073720392 
        0.0300000000         0.0868604848         1.2207455399         0.1945502328         1.4945613368 
        0.0350479000         0.1013803478         1.2334902973         0.5265472172         1.5041693636 
        0.0400000000         0.1155815228         1.2334902973         0.5265472172         1.5073720392 
        0.0450001000         0.1298708757         1.2411371518         0.7257454078         1.5073720392 
        0.0500001000         0.1441041102         1.2309413458         0.4601478203         1.5041693636 
        0.0550466000         0.1584068767         1.2462350547         0.8585442015         1.5169800660 
        0.0600013000         0.1723820100         1.2411371518         0.7257454078         1.5169800660 
        0.0650000000         0.1864074879         1.2538819092         1.0577423921         1.5329934440 
        0.0700000000         0.2003564858         1.2411371518         0.7257454078         1.5201827416 
        0.0750001000         0.2142196259         1.2615287636         1.2569405827         1.5297907684 
        0.0800001000         0.2279903938         1.2615287636         1.2569405827         1.5361961196 
        0.0850001000         0.2416631477         1.2768224726         1.6553369640         1.5458041464 
        0.0900000000         0.2552317392         1.2768224726         1.6553369640         1.5522094976 
        0.0950000000         0.2686908778         1.2819203755         1.7881357577         1.5586148488 
        0.1000000000         0.2820345050         1.2946651330         2.1201327420         1.5714255513 
        0.1050001000         0.2952571474         1.2997630359         2.2529315358         1.5874389293 
        0.1100001000         0.3083525918         1.3176056963         2.7177273139         1.5970469561 
        0.1150001000         0.3213154740         1.3150567448         2.6513279170         1.6034523073 
        0.1200000000         0.3341399662         1.3227035993         2.8505261076         1.6226683609 
        0.1250000000         0.3468210679         1.3379973082         3.2489224888         1.6354790633 
        0.1300000000         0.3593530697         1.3278015023         2.9833249013         1.6354790633 
        0.1350000000         0.3717305839         1.3379973082         3.2489224888         1.6611004682 
        0.1400001000         0.3839485322         1.3379973082         3.2489224888         1.6675058194 
        0.1450001000         0.3960011733         1.3532910171         3.6473188700         1.6899245486 
        0.1500000000         0.4078833358         1.3532910171         3.6473188700         1.7091406022 
        0.1550000000         0.4195903867         1.3660357746         3.9793158544         1.7315593315 
