           Time[sec]           V_{cmd}[V]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.0000000000         1.2181965884         0.1281508360        -1.4999403528 
        0.0050000000         0.0123144079         1.2207455399         0.1945502328        -1.4999403528 
        0.0100000000         0.0246250045         1.2130986854        -0.0046479578        -1.5095483796 
        0.0150000000         0.0369279796         1.2156476369         0.0617514391        -1.5127510552 
        0.0200001000         0.0492197711         1.2309413458         0.4601478203        -1.5063457040 
        0.0250001000         0.0614960829         1.2385882003         0.6593460109        -1.4935350016 
        0.0300000000         0.0737531166         1.2309413458         0.4601478203        -1.5127510552 
        0.0350000000         0.0859875689         1.2334902973         0.5265472172        -1.5031430284 
        0.0400000000         0.0981954078         1.2487840062         0.9249435984        -1.4903323260 
        0.0450000000         0.1103728549         1.2436861032         0.7921448047        -1.4903323260 
        0.0500001000         0.1225163837         1.2589798122         1.1905411859        -1.4871296504 
        0.0550002000         0.1346219919         1.2615287636         1.2569405827        -1.4807242992 
        0.0600000000         0.1466852102         1.2768224726         1.6553369640        -1.4647109212 
        0.0650000000         0.1587035123         1.2691756181         1.4561387733        -1.4583055700 
        0.0700000000         0.1706726952         1.2717245696         1.5225381702        -1.4679135968 
        0.0750000000         0.1825890544         1.2819203755         1.7881357577        -1.4486975431 
        0.0800001000         0.1944491384         1.2819203755         1.7881357577        -1.4454948675 
        0.0850001000         0.2062488021         1.2921161815         2.0537333452        -1.4294814895 
        0.0900001000         0.2179846312         1.3048609389         2.3857303295        -1.4102654359 
        0.0950000000         0.2296527608         1.3023119874         2.3193309326        -1.4070627603 
        0.1000000000         0.2412500462         1.3125077934         2.5849285201        -1.3878467067 
        0.1050000000         0.2527726641         1.3074098904         2.4521297264        -1.3878467067 
        0.1100001000         0.2642172762         1.3150567448         2.6513279170        -1.3814413555 
        0.1150001000         0.2755798826         1.3150567448         2.6513279170        -1.3622253018 
        0.1200245000         0.2869120148         1.3176056963         2.7177273139        -1.3462119238 
        0.1250000000         0.2980455041         1.3252525508         2.9169255045        -1.3334012214 
        0.1300000000         0.3091417906         1.3379973082         3.2489224888        -1.3109824922 
        0.1350000000         0.3201423968         1.3303504538         3.0497242982        -1.3045771410 
        0.1400000000         0.3310439180         1.3328994052         3.1161236951        -1.2949691142 
        0.1450001000         0.3418431952         1.3405462597         3.3153218857        -1.2821584117 
        0.1500001000         0.3525364539         1.3634868231         3.9129164575        -1.2405236289 
        0.1550000000         0.3631203911         1.3660357746         3.9793158544        -1.2277129265 
        0.1600000000         0.3735921542         1.3660357746         3.9793158544        -1.2213075753 
        0.1650000000         0.3839482895         1.3685847260         4.0457152513        -1.1956861704 
        0.1700000000         0.3941855917         1.3711336775         4.1121146481        -1.1828754680 
        0.1750001000         0.4043010934         1.3864273864         4.5105110293        -1.1508487120 
        0.1800001000         0.4142912593         1.3864273864         4.5105110293        -1.1284299828 
        0.1850000000         0.4241530050         1.3966231924         4.7761086168        -1.1124166047 
        0.1900000000         0.4338836726         1.3940742409         4.7097092199        -1.0932005511 
        0.1950000000         0.4434800520         1.4221127072         5.4401025855        -1.0483630927 
        0.2000000000         0.4529391731         1.4195637558         5.3737031886        -1.0259443634 
        0.2050001000         0.4622582932         1.4170148043         5.3073037918        -1.0195390122 
        0.2100001000         0.4714341552         1.4144658528         5.2409043949        -0.9907149318 
        0.2150001000         0.4804641071         1.4374064162         5.8384989667        -0.9682962026 
        0.2200000000         0.4893451779         1.4374064162         5.8384989667        -0.9266614197 
        0.2250000000         0.4980749740         1.4501511736         6.1704959511        -0.9074453661 
        0.2300000000         0.5066506146         1.4399553677         5.9048983636        -0.8658105832 
        0.2350001000         0.5150696122         1.4730917370         6.7680905229        -0.8305811516 
        0.2400001000         0.5233290243         1.4552490766         6.3032947448        -0.8177704492 
        0.2450001000         0.5314264646         1.4679938340         6.6352917292        -0.7857436932 
        0.2500000000         0.5393592699         1.4832875429         7.0336881104        -0.7377035591 
        0.2550000000         0.5471253024         1.4934833489         7.2992856979        -0.7024741275 
        0.2600000000         0.5547219980         1.4807385914         6.9672887135        -0.6832580738 
        0.2650000000         0.5621470056         1.5113260093         7.7640814759        -0.6448259666 
        0.2700001000         0.5693981704         1.4832875429         7.0336881104        -0.6095965349 
        0.2750001000         0.5764729580         1.5113260093         7.7640814759        -0.5775697789 
        0.2800000000         0.5833691896         1.4985812518         7.4320844916        -0.5391376717 
        0.2850000000         0.5900850065         1.5215218152         8.0296790634        -0.4943002132 
        0.2900001000         0.5966183192         1.5138749607         7.8304808728        -0.4622734572 
        0.2950000000         0.6029667193         1.5342665726         8.3616760478        -0.4142333231 
        0.3000001000         0.6091287496         1.5266197182         8.1624778572        -0.3758012159 
        0.3050001000         0.6151021278         1.5470113301         8.6936730321        -0.3277610818 
        0.3100627000         0.6209563190         1.5470113301         8.6936730321        -0.2861262990 
        0.3150000000         0.6264758569         1.5572071360         8.9592706196        -0.2540995429 
        0.3200000000         0.6318728014         1.5393644756         8.4944748415        -0.2124647601 
        0.3250000000         0.6370741795         1.5648539905         9.1584688102        -0.1708299772 
        0.3300001000         0.6420784794         1.5572071360         8.9592706196        -0.1356005456 
        0.3350001000         0.6468839522         1.5572071360         8.9592706196        -0.0907630871 
        0.3400001000         0.6514892125         1.5775987479         9.4904657945        -0.0363176019 
        0.3450000000         0.6558927491         1.5546581845         8.8928712227         0.0085198566 
        0.3500001000         0.6600934571         1.5725008449         9.3576670008         0.0437492882 
        0.3550001000         0.6640897783         1.5877945538         9.7560633820         0.0949920979 
        0.3600001000         0.6678805618         1.5725008449         9.3576670008         0.1430322320 
        0.3650001000         0.6714646344         1.5979903598        10.0216609695         0.1814643392 
        0.3700001000         0.6748408868         1.5674029419         9.2248682071         0.2263017977 
        0.3750000000         0.6780082128         1.6005393113        10.0880603664         0.2775446073 
        0.3800000000         0.6809657588         1.5826966509         9.6232645883         0.3287874170 
        0.3850000000         0.6837125440         1.6132840687        10.4200573507         0.3800302266 
        0.3900000000         0.6862477182         1.6005393113        10.0880603664         0.4312730363 
        0.3950001000         0.6885705411         1.6158330202        10.4864567476         0.4697051435 
        0.4000001000         0.6906802010         1.6132840687        10.4200573507         0.5369613312 
        0.4050000000         0.6925760576         1.6362246321        11.0176519225         0.5721907629 
        0.4100000000         0.6942576001         1.6260288261        10.7520543351         0.6394469506 
        0.4150001000         0.6957242950         1.6158330202        10.4864567476         0.6746763822 
        0.4200001000         0.6969756298         1.6260288261        10.7520543351         0.7323245431 
        0.4250001000         0.6980112487         1.6413225350        11.1504507163         0.8027834063 
        0.4300001000         0.6988308312         1.6362246321        11.0176519225         0.8476208648 
        0.4350000000         0.6994341137         1.6387735836        11.0840513194         0.8924583233 
        0.4400000000         0.6998209335         1.6489693895        11.3496489069         0.9629171865 
        0.4450000000         0.6999911569         1.6515183410        11.4160483038         1.0173626718 
        0.4500000000         0.6999447309         1.6438714865        11.2168501131         1.0718081571 
        0.4550001000         0.6996816627         1.6795568073        12.1464416693         1.1294563179 
        0.4600001000         0.6992020442         1.6285777776        10.8184537319         1.1774964520 
        0.4650001000         0.6985060207         1.6719099529        11.9472434787         1.2319419373 
        0.4700000000         0.6975938279         1.6566162440        11.5488470975         1.2991981249 
        0.4750001000         0.6964656872         1.6642630984        11.7480452881         1.3376302322 
        0.4800001000         0.6951220087         1.6413225350        11.1504507163         1.3984810687 
        0.4850001000         0.6935631881         1.6438714865        11.2168501131         1.4593319051 
        0.4900001000         0.6917897076         1.6719099529        11.9472434787         1.5137773904 
        0.4950001000         0.6898021163         1.6617141469        11.6816458912         1.5714255513 
        0.5000000000         0.6876010755         1.6642630984        11.7480452881         1.6322763877 
        0.5050000000         0.6851871783         1.6515183410        11.4160483038         1.6739111706 
        0.5100000000         0.6825612138         1.6515183410        11.4160483038         1.7315593315 
