           Time[sec]           V_{cmd}[V]          V_{gyro}[V]          \theta[deg] \omega_{gyro}[deg/sec] 
        0.0000000000         0.0000000000         1.2207455399       -93.0967437517        10.9566869841 
        0.0050000000         0.0263831279         1.2130986854       -93.6472431374        -0.4565286243 
        0.0100000000         0.0527287639         1.2080007824       -94.1977425232        -8.0653390300 
        0.0150000000         0.0789994694         1.2130986854       -94.1977425232        -0.4565286243 
        0.0200000000         0.1051579124         1.2181965884       -93.0967437517         7.1522817813 
        0.0250000000         0.1311669202         1.2207455399       -93.0967437517        10.9566869841 
        0.0300000000         0.1569895327         1.2207455399       -93.6472431374        10.9566869841 
        0.0350000000         0.1825890544         1.2130986854       -93.6472431374        -0.4565286243 
        0.0400000000         0.2079291071         1.2436861032       -93.0967437517        45.1963338096 
        0.0450000000         0.2329736812         1.3150567448       -93.0967437517       151.7196794888 
        0.0500000000         0.2576871869         1.2615287636       -92.7297441612        71.8271702294 
        0.0550000000         0.2820345050         1.2819203755       -92.7297441612       102.2624118520 
        0.0600000000         0.3059810367         1.3125077934       -91.8122451849       147.9152742860 
        0.0650000000         0.3294927525         1.3099588419       -90.5277466182       144.1108690832 
        0.0700000000         0.3525362412         1.3430952112       -89.7937474372       193.5681367199 
        0.0750000000         0.3750787565         1.3252525508       -88.6927486657       166.9373003001 
        0.0800000000         0.3970882644         1.3328994052       -88.5092488705       178.3505159086 
        0.0850000000         0.4185334882         1.3481931142       -88.1422492800       201.1769471256 
        0.0900000000         0.4393839529         1.3481931142       -87.0412505085       201.1769471256 
        0.0950000000         0.4596100290         1.3787805320       -84.8392529655       246.8298095596 
        0.1000000000         0.4791829742         1.3864273864       -83.7382541940       258.2430251680 
        0.1050000000         0.4980749740         1.3991721439       -82.4537556273       277.2650511822 
        0.1100000000         0.5162591822         1.3966231924       -81.5362566510       273.4606459794 
        0.1150000000         0.5337097577         1.4246616587       -79.8847584938       315.3091032105 
        0.1200000000         0.5504019025         1.4144658528       -78.9672595175       300.0914823992 
        0.1250000000         0.5663118961         1.4272106102       -77.4992611555       319.1135084133 
        0.1300000000         0.5814171294         1.4399553677       -75.2972636126       338.1355344275 
        0.1350000000         0.5956961373         1.4552490766       -73.6457654553       360.9619656444 
        0.1400000000         0.6091286283         1.4679938340       -71.4437679123       379.9839916586 
        0.1450000000         0.6216955142         1.4756406885       -69.4252701646       391.3972072671 
        0.1500000000         0.6333789367         1.4858364944       -67.9572718026       406.6148280784 
        0.1550000000         0.6441622932         1.4909343974       -65.7552742596       414.2236384840 
        0.1600000000         0.6540302597         1.4909343974       -64.2872758976       414.2236384840 
        0.1650000000         0.6629688135         1.4960323003       -62.4522779452       421.8324488897 
        0.1700000000         0.6709652523         1.5240707667       -59.6997810164       463.6809061208 
        0.1750000000         0.6780082128         1.5342665726       -56.9472840877       478.8985269321 
        0.1800001000         0.6840877984         1.5342665726       -55.2957859305       478.8985269321 
        0.1850000000         0.6891950342         1.5546581845       -52.7267887970       509.3337685548 
        0.1900000000         0.6933229980         1.5597560875       -50.5247912540       516.9425789604 
        0.1950000000         0.6964657119         1.5495602815       -48.3227937110       501.7249581491 
        0.2000000000         0.6986187099         1.5674029419       -45.7537965775       528.3557945689 
        0.2050000000         0.6997789325         1.5801476994       -42.0838006726       547.3778205831 
        0.2100000000         0.6999447309         1.5903435053       -40.0653029248       562.5954413944 
        0.2150000000         0.6991158696         1.5903435053       -37.4963057914       562.5954413944 
        0.2200000000         0.6972935264         1.6056372142       -34.3768092721       585.4218726114 
        0.2250000000         0.6944802909         1.6005393113       -31.8078121387       577.8130622057 
        0.2300000000         0.6906801609         1.5979903598       -29.2388150052       574.0086570029 
        0.2350000000         0.6858985367         1.6285777776       -26.1193184860       619.6615194368 
        0.2400001000         0.6801420882         1.6132840687       -22.4493225810       596.8350882198 
        0.2450000000         0.6734193701         1.6285777776       -19.6968256523       619.6615194368 
        0.2500000000         0.6657395614         1.6311267291       -17.1278285188       623.4659246397 
        0.2550000000         0.6571137004         1.6438714865       -13.6413324091       642.4879506538 
        0.2600000000         0.6475540448         1.6260288261       -10.8888354803       615.8571142340 
        0.2650000000         0.6370741795         1.6489693895        -8.1363385516       650.0967610595 
        0.2700000000         0.6256889969         1.6362246321        -5.5673414181       631.0747350453 
        0.2750000000         0.6134146760         1.6285777776        -2.2643451037       619.6615194368 
        0.2800000000         0.6002686593         1.6566162440         1.5891505966       661.5099766679 
        0.2850000000         0.5862696280         1.6387735836         4.5251473205       634.8791402481 
        0.2900001000         0.5714371707         1.6617141469         7.2776442493       669.1187870736 
        0.2950000000         0.5557932791         1.6285777776        10.2136409732       619.6615194368 
        0.3000000000         0.5393592699         1.6387735836        12.9661379020       634.8791402481 
        0.3050000000         0.5221588018         1.6209309231        16.0856344212       608.2483038283 
        0.3100000000         0.5042163174         1.6438714865        19.5721305309       642.4879506538 
        0.3150000000         0.4855573141         1.6285777776        23.0586266406       619.6615194368 
        0.3200000000         0.4662083071         1.6515183410        26.1781231599       653.9011662623 
        0.3250000000         0.4461967928         1.6234798746        29.1141198838       612.0527090312 
        0.3300000000         0.4255512084         1.6311267291        31.8666168126       623.4659246397 
        0.3350000000         0.4043008923         1.6209309231        34.2521141508       608.2483038283 
        0.3400000000         0.3824760427         1.6132840687        37.9221100558       596.8350882198 
        0.3450000000         0.3601076736         1.6209309231        40.8581067797       608.2483038283 
        0.3500000000         0.3372275718         1.6132840687        43.0601043227       596.8350882198 
        0.3550001000         0.3138677795         1.6183819717        46.3631006372       604.4438986255 
        0.3600000000         0.2900629067         1.6005393113        49.2990973612       577.8130622057 
        0.3650000000         0.2658453669         1.6081861657        52.0515942899       589.2262778142 
        0.3700000000         0.2412500462         1.5979903598        55.3545906044       574.0086570029 
        0.3750000000         0.2163118961         1.5979903598        58.4740871236       574.0086570029 
        0.3800000000         0.1910663549         1.5979903598        61.2265840523       574.0086570029 
        0.3850000000         0.1655492979         1.5801476994        63.6120813906       547.3778205831 
        0.3900000000         0.1397969864         1.5903435053        65.9975787288       562.5954413944 
        0.3950000000         0.1138460156         1.5674029419        69.1170752480       528.3557945689 
        0.4000000000         0.0877332635         1.5674029419        71.6860723815       528.3557945689 
        0.4050000000         0.0614958376         1.5674029419        74.2550695150       528.3557945689 
        0.4100000000         0.0351710227         1.5546581845        77.1910662390       509.3337685548 
