           Time[sec]           V_{cmd}[V]          V_{gyro}[V]          \theta[deg] \omega_{gyro}[deg/sec] 
        0.0000000000         0.0000000000         1.2181965884        97.3760437163         7.4033725247 
        0.0050000000         0.0149528436         1.2130986854        97.5595435115        -0.2054378810 
        0.0100000000         0.0298988635         1.2130986854        97.3760437163        -0.2054378810 
        0.0150000000         0.0448312389         1.2105497339        97.5595435115        -4.0098430838 
        0.0200000000         0.0597431554         1.2207455399        99.0275418735        11.2077777275 
        0.0250000000         0.0746278080         1.2334902973        96.8255443305        30.2298037417 
        0.0300000000         0.0894784039         1.2207455399        94.9905463781        11.2077777275 
        0.0350000000         0.1042881661         1.2181965884        97.1925439210         7.4033725247 
        0.0400014000         0.1190544621         1.2309413458        97.1925439210        26.4253985388 
        0.0450000000         0.1337581770         1.2436861032        96.4585447400        45.4474245530 
        0.0500000000         0.1484049769         1.2819203755        99.2110416688       102.5135025954 
        0.0550001000         0.1629843427         1.2538819092        98.1100428973        60.6650453643 
        0.0600000000         0.1774887485         1.2640777151        98.6605422830        75.8826661756 
        0.0650000000         0.1919124475         1.2895672300       100.8625398260       113.9267182039 
        0.0700000000         0.2062485667         1.2768224726        99.7615410545        94.9046921898 
        0.0750000000         0.2204905638         1.2972140844       101.0460396213       125.3399338124 
        0.0800000000         0.2346319392         1.2870182785       101.0460396213       110.1223130011 
        0.0850000000         0.2486662397         1.2972140844       102.3305381880       125.3399338124 
        0.0900000000         0.2625870605         1.2921161815       101.7800388023       117.7311234068 
        0.0950001000         0.2763883236         1.3150567448       103.0645373690       151.9707702322 
        0.1000000000         0.2900629067         1.3048609389       103.6150367547       136.7531494209 
        0.1050000000         0.3036053934         1.3125077934       103.9820363452       148.1663650294 
        0.1100001000         0.3170095955         1.3252525508       105.6335345025       167.1883910435 
        0.1150000000         0.3302685961         1.3252525508       106.0005340930       167.1883910435 
        0.1200000000         0.3433771442         1.3328994052       106.9180330692       178.6016066520 
        0.1250000000         0.3563289910         1.3328994052       107.8355320455       178.6016066520 
        0.1300000000         0.3691182260         1.3660357746       109.1200306122       228.0588742888 
        0.1350000000         0.3817390128         1.3354483567       109.1200306122       182.4060118548 
        0.1400000000         0.3941855917         1.3558399686       110.5880289742       212.8412534775 
        0.1450000000         0.4064522828         1.3532910171       112.0560273362       209.0368482747 
        0.1500000000         0.4185334881         1.3813294835       112.9735263124       250.8853055058 
        0.1550000000         0.4304236944         1.3915252894       111.6890277457       266.1029263171 
        0.1600000000         0.4421174754         1.3966231924       115.7260232411       273.7117367228 
        0.1650001000         0.4536097225         1.3940742409       116.4600224221       269.9073315199 
        0.1700000000         0.4648945080         1.4042700468       118.2950203746       285.1249523312 
        0.1750000000         0.4759673651         1.3966231924       121.4145168938       273.7117367228 
        0.1800001000         0.4868232279         1.3966231924       121.2310170986       273.7117367228 
        0.1850000000         0.4974564977         1.3660357746       123.0660150511       228.0588742888 
        0.1900000000         0.5078629666         1.4374064162       123.2495148463       334.5822199680 
        0.1950000000         0.5180376706         1.4476022221       125.6350121846       349.7998407793 
        0.2000000000         0.5279759665         1.4272106102       126.7360109560       319.3645991567 
        0.2050000000         0.5376733189         1.4170148043       128.9380084990       304.1469783454 
        0.2100001000         0.5471254889         1.4374064162       130.5895066563       334.5822199680 
        0.2150000000         0.5563276035         1.4603469795       132.7915041992       368.8218667935 
        0.2200001000         0.5652761992         1.4450532706       133.8925029707       345.9954355765 
        0.2250000000         0.5739664765         1.4679938340       136.0945005137       380.2350824020 
        0.2300000000         0.5823949989         1.4577980281       137.7459986710       365.0174615907 
        0.2350001000         0.5905579040         1.4807385914       139.7644964187       399.2571084161 
        0.2400001000         0.5984511403         1.4960323003       141.4159945759       422.0835396331 
        0.2450000000         0.6060711218         1.4807385914       143.4344923237       399.2571084161 
        0.2500000000         0.6134146760         1.5011302033       146.7374886381       429.6923500387 
        0.2550000000         0.6204782965         1.5291686697       148.3889867954       471.5408072699 
        0.2600000000         0.6272587598         1.4858364944       149.6734853621       406.8659188218 
        0.2650000000         0.6337529716         1.5036791548       152.9764816766       433.4967552416 
        0.2700000000         0.6399579682         1.5393644756       154.6279798338       486.7584280812 
        0.2750000000         0.6458709179         1.5215218152       156.8299773768       460.1275916614 
        0.2800000000         0.6514891224         1.5011302033       159.7659741008       429.6923500387 
        0.2850000000         0.6568100179         1.5470113301       161.9679716438       498.1716436897 
        0.2900001000         0.6618312733         1.5495602815       164.5369687772       501.9760488925 
        0.2950000000         0.6665503053         1.5521092330       166.5554665250       505.7804540953 
        0.3000000000         0.6709652523         1.5648539905       169.8584628394       524.8024801095 
        0.3050001000         0.6750740813         1.5444623786       172.0604603824       494.3672384868 
        0.3100000000         0.6788746800         1.5903435053       175.3634566969       562.8465321378 
        0.3150000000         0.6823655511         1.5674029419       177.9324538304       528.6068853123 
        0.3200000000         0.6855450226         1.5928924568       180.3179511686       566.6509373406 
        0.3250000000         0.6884116435         1.5750497964       181.0519503496       540.0201009208 
        0.3300000000         0.6909641055         1.6285777776       179.5839519876       619.9126101802 
        0.3350000000         0.6932012439         1.5521092330       -99.8862361759       505.7804540953 
