           Time[sec]           V_{cmd}[V]          V_{gyro}[V]          \theta[deg] \omega_{gyro}[deg/sec] 
        0.0000000000         0.0000000000         1.2130986854        28.5503213593         0.5858784012 
        0.0050000000         0.0373671828         1.2130986854        27.8163221783         0.5858784012 
        0.0100000000         0.0746278080         1.2232944913        28.9173209498        15.8034992126 
        0.0150000000         0.1116756217         1.2130986854        28.5503213593         0.5858784012 
        0.0200000000         0.1484049769         1.2130986854        28.3668215641         0.5858784012 
        0.0250000000         0.1847111350         1.2130986854        27.8163221783         0.5858784012 
        0.0300000000         0.2204905638         1.2130986854        28.3668215641         0.5858784012 
        0.0350000000         0.2556412333         1.2232944913        28.7338211546        15.8034992126 
        0.0400000999         0.2900635865         1.2462350547        28.1833217688        50.0431460380 
        0.0450000999         0.3236580880         1.3252525508        29.2843205403       167.9797073257 
        0.0500000999         0.3563296339         1.2742735211        30.2018195165        91.8916032691 
        0.0550000999         0.3879850568         1.3023119874        30.3853193118       133.7400605003 
        0.0600000999         0.4185340869         1.3303504538        31.6698178785       175.5885177314 
        0.0650000999         0.4478896093         1.3354483567        32.2203172643       183.1973281370 
        0.0700000999         0.4759679128         1.3176056963        32.5873168548       156.5664917172 
        0.0750000999         0.5026889282         1.3660357746        34.4223148073       228.8501905710 
        0.0800000999         0.5279764569         1.3507420656        35.5233135788       206.0237593540 
        0.0850000999         0.5517583880         1.3787805320        35.8903131692       247.8722165851 
        0.0900000999         0.5739669041         1.3736826290        37.3583115312       240.2634061795 
        0.0950000999         0.5945386744         1.3864273864        38.0923107122       259.2854321936 
        0.1000000999         0.6134150359         1.3991721439        39.3768092790       278.3074582078 
        0.1050000000         0.6305418354         1.4119169013        40.8448076410       297.3294842219 
        0.1100000000         0.6458709179         1.4144658528        43.2303049792       301.1338894247 
        0.1150000000         0.6593582105         1.4476022221        44.5148035459       350.5911570615 
        0.1200000000         0.6709652523         1.4399553677        46.9003008842       339.1779414530 
        0.1250000000         0.6806589443         1.4730917370        48.7352988366       388.6352090898 
        0.1300000000         0.6884116435         1.4399553677        49.2857982224       339.1779414530 
        0.1350000000         0.6942012421         1.4730917370        51.1207961749       388.6352090898 
        0.1400000000         0.6980112302         1.4832875429        53.6897933084       403.8528299011 
        0.1450000000         0.6998307431         1.4832875429        55.7082910561       403.8528299011 
        0.1500000000         0.6996545923         1.4832875429        56.9927896228       403.8528299011 
        0.1550000000         0.6974832800         1.5087770578        59.1947871658       441.8968819294 
        0.1600000000         0.6933229980         1.4985812518        61.5802845040       426.6792611181 
        0.1650000999         0.6871854677         1.5189728637        63.9657818423       457.1145027407 
        0.1700000999         0.6790884363         1.5062281063        65.4337802043       438.0924767266 
        0.1750000999         0.6690548907         1.5597560875        68.9202763140       517.9849859860 
        0.1800000999         0.6571134429         1.5266197182        71.1222738570       468.5277183492 
        0.1850000999         0.6432981456         1.5470113301        72.9572718094       498.9629599719 
        0.1900000999         0.6276483950         1.5368155241        75.5262689429       483.7453391606 
        0.1950000999         0.6102088186         1.5674029419        78.4622656669       529.3982015945 
        0.2000000999         0.5910291476         1.5495602815        80.6642632099       502.7673651747 
        0.2050000999         0.5701640756         1.5495602815        83.0497605481       502.7673651747 
        0.2100000999         0.5476731022         1.5546581845        85.6187576816       510.3761755804 
        0.2150000999         0.5236203635         1.5572071360        87.4537556341       514.1805807832 
        0.2200000999         0.4980744492         1.5674029419        90.9402517438       529.3982015945 
        0.2250000999         0.4711082070         1.5546581845        92.7752496963       510.3761755804 
        0.2300000000         0.4427991133         1.5775987479        96.2617458060       544.6158224058 
        0.2350000000         0.4132267645         1.5572071360        98.2802435537       514.1805807832 
        0.2400000999         0.3824754171         1.5572071360       100.6657408920       514.1805807832 
        0.2450000000         0.3506346378         1.5623050390       103.4182378207       521.7893911888 
        0.2500000000         0.3177933498         1.5597560875       106.3542345447       517.9849859860 
        0.2550000000         0.2840458304         1.5470113301       108.1892324972       498.9629599719 
        0.2600000000         0.2494883151         1.5572071360       111.8592284021       514.1805807832 
        0.2650000000         0.2142193495         1.5546581845       113.3272267641       510.3761755804 
        0.2700000000         0.1783395080         1.5470113301       116.2632234881       498.9629599719 
        0.2750000000         0.1419511067         1.5495602815       119.3827200073       502.7673651747 
        0.2800000000         0.1051579124         1.5393644756       120.8507183693       487.5497443634 
        0.2850000000         0.0680648457         1.5470113301       123.2362157075       498.9629599719 
        0.2900000999         0.0307769366         1.5266197182       126.1722124315       468.5277183492 
        0.2950000999        -0.0065979938         1.5189728637       127.4567109983       457.1145027407 
        0.3000000999        -0.0439541091         1.5368155241       130.0257081317       483.7453391606 
        0.3050000999        -0.0811848833         1.5113260093       132.5947052652       445.7012871323 
        0.3100000999        -0.1181841475         1.4858364944       134.2462034225       407.6572351040 
        0.3150000999        -0.1548463934         1.4756406885       136.9987003512       392.4396142926 
        0.3200000999        -0.1910670734         1.3328994052       137.9161993274       179.3929229342 
        0.3250000999        -0.2267428994         1.1927070735       138.0996991227       -29.8493632214 
        0.3300000999        -0.2617721368         1.2258434428       138.6501985084        19.6079044154 
        0.3350000999        -0.2960548948         1.2258434428       138.0996991227        19.6079044154 
        0.3400000999        -0.3294934115         1.2105497339       138.0996991227        -3.2185268016 
        0.3450000999        -0.3619923324         1.2080007824       138.4666987132        -7.0229320044 
        0.3500000999        -0.3934589823         1.1264343349       137.3656999417      -128.7638984950 
        0.3550000999        -0.4238036296         1.1595707042       137.7326995322       -79.3066308582 
        0.3600000000        -0.4529391731         1.1187874804       136.2647011702      -140.1771141034 
        0.3650000000        -0.4807836926         1.1009448200       136.2647011702      -166.8079505233 
