           Time[sec]             ao1_Vcmd            ai2_Vgyro           ai3_Vpoten                Wgyro 
        0.0000000000         3.4000000000         1.2054518309         4.3392292307        -0.2251458507 
        0.0050001000         3.4000000000         1.2207455399         4.3545208803         0.1732505305 
        0.0100001000         3.4000000000         1.2054518309         4.3417778389        -0.2251458507 
        0.0150001000         3.4000000000         1.2080007824         4.3494236637        -0.1587464538 
        0.0200001000         3.4000000000         1.2232944913         4.3545208803         0.2396499274 
        0.0250001000         3.4000000000         1.2080007824         4.3417778389        -0.1587464538 
        0.0300001000         3.4000000000         1.2130986854         4.3494236637        -0.0259476601 
        0.0350001000         3.4000000000         1.2232944913         4.3519722720         0.2396499274 
        0.0400001000         3.4000000000         1.2130986854         4.3494236637        -0.0259476601 
        0.0450001000         3.4000000000         1.2080007824         4.3392292307        -0.1587464538 
        0.0500001000         3.4000000000         1.2156476369         4.3443264472         0.0404517368 
        0.0550001000         3.4000000000         1.2054518309         4.3417778389        -0.2251458507 
        0.0600001000         3.4000000000         1.2207455399         4.3545208803         0.1732505305 
        0.0650001000         3.4000000000         1.2130986854         4.3494236637        -0.0259476601 
        0.0700001000         3.4000000000         1.2080007824         4.3494236637        -0.1587464538 
        0.0750001000         3.4000000000         1.2207455399         4.3545208803         0.1732505305 
        0.0800001000         3.4000000000         1.2105497339         4.3392292307        -0.0923470570 
        0.0850001000         3.4000000000         1.2156476369         4.3494236637         0.0404517368 
        0.0900001000         3.4000000000         1.2156476369         4.3417778389         0.0404517368 
        0.0950001000         3.4000000000         1.2334902973         4.3468750555         0.5052475149 
        0.1000001000         3.4000000000         1.4756406885         4.3749097464         6.8131902174 
        0.1050001000         3.4000000000         1.6362246321         4.4029444374        10.9963522202 
        0.1100001000         3.4000000000         1.6081861657         4.4411735614        10.2659588547 
        0.1150001000         3.4000000000         1.6030882627         4.4844999019        10.1331600609 
        0.1200001000         3.4000000000         1.6005393113         4.5329234590        10.0667606640 
        0.1250000000         3.4000000000         1.5775987479         4.5660553665         9.4691660922 
        0.1300001000         3.4000000000         1.5775987479         4.6042844905         9.4691660922 
        0.1350001000         3.4000000000         1.5623050390         4.6425136145         9.0707697110 
