           Time[sec]             ao1_Vcmd            ai2_Vgyro           ai3_Vpoten                Wgyro 
        0.0000000000         3.6000000000         1.2207455399         3.2713623667         0.1732505305 
        0.0050000000         3.6000000000         1.2207455399         3.2790081915         0.1732505305 
        0.0100000000         3.6000000000         1.2207455399         3.2764595832         0.1732505305 
        0.0150000000         3.6000000000         1.2258434428         3.2790081915         0.3060493242 
        0.0200000000         3.6000000000         1.2105497339         3.2713623667        -0.0923470570 
        0.0250000000         3.6000000000         1.2232944913         3.2790081915         0.2396499274 
        0.0300000000         3.6000000000         1.2080007824         3.2662651501        -0.1587464538 
        0.0350000000         3.6000000000         1.2105497339         3.2662651501        -0.0923470570 
        0.0400000000         3.6000000000         1.2156476369         3.2739109749         0.0404517368 
        0.0450000000         3.6000000000         1.2130986854         3.2713623667        -0.0259476601 
        0.0500000000         3.6000000000         1.2156476369         3.2713623667         0.0404517368 
        0.0550000000         3.6000000000         1.1952560250         3.2662651501        -0.4907434382 
        0.0600000000         3.6000000000         1.2156476369         3.2713623667         0.0404517368 
        0.0650000000         3.6000000000         1.2232944913         3.2815567997         0.2396499274 
        0.0700000000         3.6000000000         1.2181965884         3.2713623667         0.1068511336 
        0.0750000000         3.6000000000         1.2258434428         3.2739109749         0.3060493242 
        0.0800000000         3.6000000000         1.2334902973         3.2739109749         0.5052475149 
        0.0850000000         3.6000000000         1.3915252894         3.2892026245         4.6220101208 
        0.0900000000         3.6000000000         1.6973994677         3.3248831403        12.5899377451 
        0.0950000000         3.6000000000         1.7024973707         3.3733066974        12.7227365388 
        0.1000000000         3.6000000000         1.6948505162         3.4268274710        12.5235383482 
        0.1050000000         3.6000000000         1.6795568073         3.4650565950        12.1251419670 
        0.1100000000         3.6000000000         1.6668120499         3.5134801521        11.7931449826 
        0.1150000000         3.6000000000         1.6591651954         3.5542578843        11.5939467920 
        0.1200000000         3.6000000000         1.6515183410         3.6026814414        11.3947486014 
        0.1250000000         3.6000000000         1.6413225350         3.6460077820        11.1291510140 
        0.1300000000         3.6000000000         1.6438714865         3.6969799473        11.1955504108 
        0.1350000000         3.6000000000         1.6285777776         3.7326604631        10.7971540296 
        0.1400000000         3.6000000000         1.6158330202         3.7683409788        10.4651570453 
        0.1450000000         3.6000000000         1.6234798746         3.8218617524        10.6643552359 
        0.1500111000         3.6000000000         1.6132840687         3.8575422681        10.3987576484 
        0.1550000000         3.6000000000         1.5979903598         3.8906741756        10.0003612672 
        0.1600000000         3.6000000000         1.6081861657         3.9441949492        10.2659588547 
        0.1650000000         3.6000000000         1.6030882627         3.9824240732        10.1331600609 
        0.1700000000         3.6000000000         1.5928924568         4.0130073725         9.8675624734 
        0.1750000000         3.6000000000         1.5979903598         4.0486878882        10.0003612672 
        0.1800001000         3.6000000000         1.5954414083         4.0894656205         9.9339618703 
        0.1850000000         3.6000000000         1.6005393113         4.1378891776        10.0667606640 
        0.1900000000         3.6000000000         1.5903435053         4.1659238685         9.8011630766 
        0.1950000000         3.6000000000         1.5903435053         4.2092502090         9.8011630766 
        0.2000000000         3.6000000000         1.5903435053         4.2474793331         9.8011630766 
        0.2050000000         3.6000000000         1.5903435053         4.2806112405         9.8011630766 
        0.2100001000         3.6000000000         1.6005393113         4.3290347976        10.0667606640 
        0.2150000000         3.6000000000         1.6005393113         4.3672639216        10.0667606640 
        0.2200000000         3.6000000000         1.6030882627         4.4080416539        10.1331600609 
        0.2250000000         3.6000000000         1.6234798746         4.4564652110        10.6643552359 
        0.2300000000         3.6000000000         1.6438714865         4.4921457267        11.1955504108 
        0.2350000000         3.6000000000         1.6872036618         4.5405692838        12.3243401576 
        0.2400001000         3.6000000000         1.7024973707         4.5915414491        12.7227365388 
        0.2450000000         3.6000000000         1.6897526133         4.6425136145        12.3907395545 
        0.2500000000         3.6000000000         1.6821057588         4.6883885633        12.1915413639 
        0.2550000000         3.6000000000         1.6719099529         4.7393607286        11.9259437764 
        0.2600000000         3.6000000000         1.6744589044         4.7903328940        11.9923431733 
        0.2650000000         3.6000000000         1.6846547103         4.8464022759        12.2579407607 
        0.2700000000         3.6000000000         1.6897526133         4.8922772247        12.3907395545 
        0.2750000000         3.6000000000         1.6948505162         4.9457979983        12.5235383482 
        0.2800000000         3.6000000000         1.6923015648         4.9840271223        12.4571389513 
        0.2850000000         3.6000000000         1.6973994677         5.0044159885        12.5899377451 
        0.2900001000         3.6000000000         1.6973994677         5.0044159885        12.5899377451 
        0.2950000000         3.6000000000         1.6999484192         1.1101425560        12.6563371420 
        0.3000000000         3.6000000000         1.7024973707         0.0065951762        12.7227365388 
        0.3050000000         3.6000000000         1.6999484192        -0.0010506486        12.6563371420 
        0.3100000000         3.6000000000         1.6973994677        -0.0035992569        12.5899377451 
        0.3150000000         3.6000000000         1.6897526133         0.0244354341        12.3907395545 
        0.3200000000         3.6000000000         1.6897526133         0.0728589911        12.3907395545 
        0.3250000000         3.6000000000         1.6973994677         0.1238311565        12.5899377451 
        0.3300000000         3.6000000000         1.7024973707         0.1799005384        12.7227365388 
        0.3350000000         3.6000000000         1.7050463222         0.2334213120        12.7891359357 
        0.3400000000         3.6000000000         1.7050463222         0.2869420856        12.7891359357 
        0.3450000000         3.6000000000         1.7075952737         0.3353656427        12.8555353326 
        0.3500001000         3.6000000000         1.7024973707         0.3786919832        12.7227365388 
        0.3550001000         3.6000000000         1.7101442252         0.4373099734        12.9219347294 
        0.3600000000         3.6000000000         1.7075952737         0.4908307470        12.8555353326 
        0.3650000000         3.6000000000         1.7152421281         0.5443515206        13.0547335232 
        0.3700000000         3.6000000000         1.7177910796         0.5978722942        13.1211329200 
        0.3750000000         3.6000000000         1.7152421281         0.6411986348        13.0547335232 
        0.3800000000         3.6000000000         1.7050463222         0.6845249753        12.7891359357 
        0.3850000000         3.6000000000         1.7177910796         0.7405943572        13.1211329200 
        0.3900000000         3.6000000000         1.7101442252         0.7864693060        12.9219347294 
        0.3950000000         3.6000000000         1.7126931766         0.8450872962        12.9883341263 
        0.4000000000         3.6000000000         1.7203400311         0.8960594615        13.1875323169 
        0.4050000000         3.6000000000         1.7177910796         0.9444830186        13.1211329200 
        0.4100000000         3.6000000000         1.7254379341         0.9954551839        13.3203311106 
        0.4150001000         3.6000000000         1.7228889826         1.0438787410        13.2539317138 
        0.4200001000         3.6000000000         1.7305358370         1.1050453394        13.4531299044 
        0.4250000000         3.6000000000         1.7228889826         1.1458230717        13.2539317138 
        0.4300000000         3.6000000000         1.7228889826         1.2018924536        13.2539317138 
        0.4350000000         3.6000000000         1.7305358370         1.2528646189        13.4531299044 
        0.4400000000         3.6000000000         1.7254379341         1.2961909595        13.3203311106 
        0.4450000000         3.6000000000         1.7254379341         1.3446145166        13.3203311106 
        0.4500000000         3.6000000000         1.7126931766         1.3904894654        12.9883341263 
        0.4550000000         3.6000000000         1.7254379341         1.4516560638        13.3203311106 
        0.4600000000         3.6000000000         1.7254379341         1.5000796209        13.3203311106 
        0.4650000000         3.6000000000         1.7305358370         1.5586976110        13.4531299044 
        0.4700000000         3.6000000000         1.7279868856         1.5994753433        13.3867305075 
        0.4750001000         3.6000000000         1.7330847885         1.6631905500        13.5195293013 
        0.4800001000         3.6000000000         1.7279868856         1.7090654988        13.3867305075 
        0.4850000000         3.6000000000         1.7279868856         1.7574890559        13.3867305075 
        0.4900000000         3.6000000000         1.7330847885         1.8110098295        13.5195293013 
        0.4950000000         3.6000000000         1.7407316430         1.8721764279        13.7187274919 
        0.5000000000         3.6000000000         1.7330847885         1.9155027684        13.5195293013 
        0.5050000000         3.6000000000         1.7279868856         1.9664749338        13.3867305075 
        0.5100000000         3.6000000000         1.7254379341         2.0174470991        13.3203311106 
        0.5150000000         3.6000000000         1.7228889826         2.0760650893        13.2539317138 
        0.5200000000         3.6000000000         1.7330847885         2.1270372546        13.5195293013 
        0.5250000000         3.6000000000         1.7407316430         2.1729122034        13.7187274919 
        0.5300000000         3.6000000000         1.7254379341         2.2213357605        13.3203311106 
        0.5350000000         3.6000000000         1.7381826915         2.2799537507        13.6523280950 
        0.5400000000         3.6000000000         1.7305358370         2.3334745243        13.4531299044 
        0.5450000000         3.6000000000         1.7305358370         2.3768008648        13.4531299044 
        0.5500000000         3.6000000000         1.7381826915         2.4379674632        13.6523280950 
        0.5550000000         3.6000000000         1.7356337400         2.4889396286        13.5859286981 
        0.5600000000         3.6000000000         1.7305358370         2.5348145774        13.4531299044 
        0.5650000000         3.6000000000         1.7356337400         2.5959811758        13.5859286981 
        0.5700001000         3.6000000000         1.7381826915         2.6469533412        13.6523280950 
        0.5750001000         3.6000000000         1.7458295460         2.6979255065        13.8515262856 
        0.5800001000         3.6000000000         1.7381826915         2.7565434967        13.6523280950 
        0.5850000000         3.6000000000         1.7356337400         2.8024184455        13.5859286981 
        0.5900000000         3.6000000000         1.7407316430         2.8559392191        13.7187274919 
        0.5950000000         3.6000000000         1.7432805945         2.9145572092        13.7851268887 
        0.6000000000         3.6000000000         1.7458295460         2.9655293746        13.8515262856 
        0.6050000000         3.6000000000         1.7330847885         3.0139529317        13.5195293013 
        0.6100000000         3.6000000000         1.7356337400         3.0649250970        13.5859286981 
        0.6150000000         3.6000000000         1.7407316430         3.1184458706        13.7187274919 
        0.6200000000         3.6000000000         1.7381826915         3.1694180360        13.6523280950 
        0.6250000000         3.6000000000         1.7432805945         3.2152929848        13.7851268887 
        0.6300000000         3.6000000000         1.7407316430         3.2688137584        13.7187274919 
        0.6350000000         3.6000000000         1.7356337400         3.3299803568        13.5859286981 
        0.6400000000         3.6000000000         1.7305358370         3.3784039139        13.4531299044 
        0.6450000000         3.6000000000         1.7356337400         3.4319246875        13.5859286981 
        0.6500000000         3.6000000000         1.7458295460         3.4905426777        13.8515262856 
        0.6550000000         3.6000000000         1.7432805945         3.5364176265        13.7851268887 
        0.6600000000         3.6000000000         1.7432805945         3.5924870083        13.7851268887 
        0.6650000000         3.6000000000         1.7330847885         3.6383619572        13.5195293013 
        0.6700000000         3.6000000000         1.7432805945         3.6969799473        13.7851268887 
        0.6750000000         3.6000000000         1.7483784974         3.7505007209        13.9179256825 
        0.6800000000         3.6000000000         1.7407316430         3.8065701028        13.7187274919 
        0.6850000000         3.6000000000         1.7305358370         3.8498964433        13.4531299044 
        0.6900000000         3.6000000000         1.7356337400         3.9110630418        13.5859286981 
        0.6950001000         3.6000000000         1.7381826915         3.9645838154        13.6523280950 
        0.7000001000         3.6000000000         1.7458295460         4.0232018055        13.8515262856 
        0.7050001000         3.6000000000         1.7458295460         4.0716253626        13.8515262856 
        0.7100000000         3.6000000000         1.7381826915         4.1276947445        13.6523280950 
        0.7150000000         3.6000000000         1.7407316430         4.1888613429        13.7187274919 
        0.7200000000         3.6000000000         1.7305358370         4.2296390752        13.4531299044 
        0.7250000000         3.6000000000         1.7407316430         4.2908056736        13.7187274919 
        0.7300000000         3.6000000000         1.7432805945         4.3443264472        13.7851268887 
        0.7350000000         3.6000000000         1.7407316430         4.4029444374        13.7187274919 
        0.7400000000         3.6000000000         1.7381826915         4.4462707779        13.6523280950 
        0.7450000000         3.6000000000         1.7407316430         4.5023401598        13.7187274919 
        0.7500000000         3.6000000000         1.7381826915         4.5609581499        13.6523280950 
        0.7550000000         3.6000000000         1.7432805945         4.6195761401        13.7851268887 
        0.7600000000         3.6000000000         1.7458295460         4.6781941302        13.8515262856 
        0.7650000000         3.6000000000         1.7509274489         4.7342635121        13.9843250793 
        0.7700000000         3.6000000000         1.7432805945         4.7877842857        13.7851268887 
        0.7750000000         3.6000000000         1.7509274489         4.8514994924        13.9843250793 
        0.7800000000         3.6000000000         1.7534764004         4.9050202660        14.0507244762 
        0.7850000000         3.6000000000         1.7407316430         4.9585410396        13.7187274919 
        0.7900000000         3.6000000000         1.7483784974         5.0018673802        13.9179256825 
        0.7950000000         3.6000000000         1.7483784974         5.0018673802        13.9179256825 
        0.8000000000         3.6000000000         1.7407316430         1.1024967312        13.7187274919 
