           Time[sec]             ao1_Vcmd            ai2_Vgyro           ai3_Vpoten                Wgyro 
        0.0000000000         3.8000000000         1.2130986854         2.1168428216        -0.0259476601 
        0.0050000000         3.8000000000         1.2130986854         2.1193914298        -0.0259476601 
        0.0100000000         3.8000000000         1.2080007824         2.1091969968        -0.1587464538 
        0.0150000000         3.8000000000         1.2181965884         2.1244886464         0.1068511336 
        0.0200000000         3.8000000000         1.2130986854         2.1168428216        -0.0259476601 
        0.0250000000         3.8000000000         1.2080007824         2.1117456050        -0.1587464538 
        0.0300000000         3.8000000000         1.2156476369         2.1168428216         0.0404517368 
        0.0350000000         3.8000000000         1.2232944913         2.1168428216         0.2396499274 
        0.0400000000         3.8000000000         1.2156476369         2.1168428216         0.0404517368 
        0.0450000000         3.8000000000         1.2156476369         2.1117456050         0.0404517368 
        0.0500000000         3.8000000000         1.2156476369         2.1193914298         0.0404517368 
        0.0550000000         3.8000000000         1.2258434428         2.1193914298         0.3060493242 
        0.0600000000         3.8000000000         1.2462350547         2.1219400381         0.8372444992 
        0.0650000000         3.8000000000         1.3048609389         2.1295858629         2.3644306272 
        0.0700000000         3.8000000000         1.4705427855         2.1525233373         6.6803914237 
        0.0750000000         3.8000000000         1.7101442252         2.1831066365        12.9219347294 
        0.0800000000         3.8000000000         1.7024973707         2.2366274101        12.7227365388 
        0.0850000000         3.8000000000         1.7050463222         2.2952454003        12.7891359357 
        0.0900000000         3.8000000000         1.6923015648         2.3334745243        12.4571389513 
        0.0950000000         3.8000000000         1.6795568073         2.3793494731        12.1251419670 
        0.1000000000         3.8000000000         1.6795568073         2.4354188550        12.1251419670 
        0.1050000000         3.8000000000         1.6591651954         2.4685507624        11.5939467920 
        0.1100000000         3.8000000000         1.6540672925         2.5271687526        11.4611479983 
        0.1150000000         3.8000000000         1.6336756806         2.5653978766        10.9299528233 
        0.1200000000         3.8000000000         1.6234798746         2.6061756089        10.6643552359 
        0.1250000000         3.8000000000         1.6209309231         2.6520505577        10.5979558390 
        0.1300000000         3.8000000000         1.6081861657         2.6800852486        10.2659588547 
        0.1350000000         3.8000000000         1.6234798746         2.7310574140        10.6643552359 
        0.1400000000         3.8000000000         1.6387735836         2.7692865380        11.0627516171 
        0.1450000000         3.8000000000         1.6795568073         2.8075156620        12.1251419670 
        0.1500000000         3.8000000000         1.7075952737         2.8686822604        12.8555353326 
        0.1550000000         3.8000000000         1.7050463222         2.9043627762        12.7891359357 
        0.1600000000         3.8000000000         1.7126931766         2.9655293746        12.9883341263 
        0.1650000000         3.8000000000         1.7126931766         3.0165015399        12.9883341263 
        0.1700000000         3.8000000000         1.6923015648         3.0496334474        12.4571389513 
        0.1750000000         3.8000000000         1.7126931766         3.1057028293        12.9883341263 
        0.1800000000         3.8000000000         1.7203400311         3.1490291698        13.1875323169 
        0.1850000000         3.8000000000         1.7381826915         3.2127443765        13.6523280950 
