           Time[sec]             ao1_Vcmd            ai2_Vgyro           ai3_Vpoten                Wgyro 
        0.0000000000         0.2000000000         1.2080007824         4.1582780437        -0.1587464538 
        0.0050096000         0.2000000000         1.2130986854         4.1582780437        -0.0259476601 
        0.0100000000         0.2000000000         1.2105497339         4.1582780437        -0.0923470570 
        0.0150000000         0.2000000000         1.2181965884         4.1633752602         0.1068511336 
        0.0200000000         0.2000000000         1.2080007824         4.1557294354        -0.1587464538 
        0.0250000000         0.2000000000         1.2080007824         4.1582780437        -0.1587464538 
        0.0300000000         0.2000000000         1.2130986854         4.1633752602        -0.0259476601 
        0.0350000000         0.2000000000         1.2054518309         4.1582780437        -0.2251458507 
        0.0400000000         0.2000000000         1.2130986854         4.1608266520        -0.0259476601 
        0.0450000000         0.2000000000         1.2105497339         4.1633752602        -0.0923470570 
        0.0500000000         0.2000000000         1.1952560250         4.1684724768        -0.4907434382 
        0.0550000000         0.2000000000         0.5350775902         4.0971114453       -17.6881872274 
        0.0600000000         0.2000000000         0.2776334901         4.0155559807       -24.3945263112 
        0.0650000000         0.2000000000         0.3439062287         3.9263546914       -22.6681419926 
        0.0700000000         0.2000000000         0.3337104228         3.8346047937       -22.9337395800 
        0.0750000000         0.2000000000         0.3388083257         3.7352090713       -22.8009407863 
        0.0800000000         0.2000000000         0.3591999376         3.6587508233       -22.2697456113 
        0.0850000000         0.2000000000         0.3668467921         3.5746467505       -22.0705474207 
        0.0900000000         0.2000000000         0.3744936465         3.4905426777       -21.8713492301 
        0.0950000000         0.2000000000         0.3668467921         3.3885983470       -22.0705474207 
        0.1000000000         0.2000000000         0.3821405010         3.3095914907       -21.6721510395 
        0.1050000000         0.2000000000         0.3923363069         3.2254874178       -21.4065534520 
        0.1100000000         0.2000000000         0.3923363069         3.1337375202       -21.4065534520 
        0.1150000000         0.2000000000         0.4152768703         3.0700223135       -20.8089588802 
        0.1200000000         0.2000000000         0.4203747733         2.9884668490       -20.6761600865 
        0.1250000000         0.2000000000         0.4203747733         2.9018141679       -20.6761600865 
        0.1300000000         0.2000000000         0.4203747733         2.8228073116       -20.6761600865 
        0.1350000000         0.2000000000         0.4331195307         2.7412518471       -20.3441631021 
        0.1400000000         0.2000000000         0.4433153367         2.6647935990       -20.0785655146 
        0.1450000000         0.2000000000         0.4356684822         2.5857867427       -20.2777637053 
        0.1500000000         0.2000000000         0.4509621911         2.5093284947       -19.8793673240 
        0.1550000000         0.2000000000         0.4433153367         2.4252244219       -20.0785655146 
        0.1600000000         0.2000000000         0.4458642882         2.3487661739       -20.0121661178 
        0.1650000000         0.2000000000         0.4560600941         2.2799537507       -19.7465685303 
        0.1700000000         0.2000000000         0.4509621911         2.1933010696       -19.8793673240 
        0.1750000000         0.2000000000         0.4509621911         2.1142942133       -19.8793673240 
        0.1800001000         0.2000000000         0.4484132396         2.0352873570       -19.9457667209 
        0.1850000000         0.2000000000         0.4356684822         1.9562805007       -20.2777637053 
        0.1900000000         0.2000000000         0.4152768703         1.8798222527       -20.8089588802 
        0.1950000000         0.2000000000         0.3770425980         1.7880723551       -21.8049498333 
        0.2000000000         0.2000000000         0.3541020347         1.7014196740       -22.4025444051 
        0.2050000000         0.2000000000         0.3541020347         1.6224128177       -22.4025444051 
        0.2100001000         0.2000000000         0.3464551802         1.5332115283       -22.6017425957 
        0.2150000000         0.2000000000         0.3464551802         1.4440102390       -22.6017425957 
        0.2200000000         0.2000000000         0.3541020347         1.3650033827       -22.4025444051 
        0.2250000000         0.2000000000         0.3490041317         1.2732534851       -22.5353431988 
        0.2300000000         0.2000000000         0.3515530832         1.1840521957       -22.4689438019 
        0.2350000000         0.2000000000         0.3490041317         1.0923022981       -22.5353431988 
        0.2400001000         0.2000000000         0.3464551802         1.0081982253       -22.6017425957 
        0.2450000000         0.2000000000         0.3439062287         0.9215455442       -22.6681419926 
        0.2500000000         0.2000000000         0.3464551802         0.8399900796       -22.6017425957 
        0.2550000000         0.2000000000         0.3388083257         0.7405943572       -22.8009407863 
        0.2600000000         0.2000000000         0.3439062287         0.6615875009       -22.6681419926 
        0.2650000000         0.2000000000         0.3541020347         0.5774834281       -22.4025444051 
        0.2700000000         0.2000000000         0.3541020347         0.4806363139       -22.4025444051 
        0.2750000000         0.2000000000         0.3490041317         0.3888864163       -22.5353431988 
        0.2800000000         0.2000000000         0.3464551802         0.2945879104       -22.6017425957 
        0.2850000000         0.2000000000         0.3541020347         0.2104838376       -22.4025444051 
        0.2900001000         0.2000000000         0.3591999376         0.1187339400       -22.2697456113 
        0.2950000000         0.2000000000         0.3642978406         0.0295326506       -22.1369468176 
        0.3000000000         0.2000000000         0.3693957436        -0.0010506486       -22.0041480239 
        0.3050000000         0.2000000000         0.3693957436         1.1075939477       -22.0041480239 
        0.3100000000         0.2000000000         0.3744936465         5.0018673802       -21.8713492301 
        0.3150000000         0.2000000000         0.3744936465         4.9763812975       -21.8713492301 
        0.3200000000         0.2000000000         0.3693957436         4.8871800082       -22.0041480239 
        0.3250000000         0.2000000000         0.3719446951         4.8030759353       -21.9377486270 
        0.3300000000         0.2000000000         0.3566509861         4.7087774294       -22.3361450082 
        0.3350000000         0.2000000000         0.3388083257         4.6170275318       -22.8009407863 
        0.3400000000         0.2000000000         0.3362593743         4.5252776342       -22.8673401832 
        0.3450000000         0.2000000000         0.3388083257         4.4360763448       -22.8009407863 
        0.3500001000         0.2000000000         0.3439062287         4.3494236637       -22.6681419926 
        0.3550001000         0.2000000000         0.3490041317         4.2653195909       -22.5353431988 
        0.3600000000         0.2000000000         0.3413572772         4.1582780437       -22.7345413894 
        0.3650000000         0.2000000000         0.3413572772         4.0690767543       -22.7345413894 
        0.3700000000         0.2000000000         0.3541020347         3.9951671146       -22.4025444051 
        0.3750000000         0.2000000000         0.3566509861         3.9059658252       -22.3361450082 
        0.3800000000         0.2000000000         0.3515530832         3.8091187111       -22.4689438019 
        0.3850000000         0.2000000000         0.3464551802         3.7199174217       -22.6017425957 
        0.3900000000         0.2000000000         0.3413572772         3.6332647406       -22.7345413894 
        0.3950000000         0.2000000000         0.3439062287         3.5415148430       -22.6681419926 
        0.4000000000         0.2000000000         0.3413572772         3.4523135536       -22.7345413894 
        0.4050000000         0.2000000000         0.3388083257         3.3605636560       -22.8009407863 
        0.4100000000         0.2000000000         0.3464551802         3.2790081915       -22.6017425957 
        0.4150001000         0.2000000000         0.3439062287         3.1847096856       -22.6681419926 
        0.4200001000         0.2000000000         0.3388083257         3.0955083962       -22.8009407863 
        0.4250000000         0.2000000000         0.3388083257         3.0114043234       -22.8009407863 
        0.4300000000         0.2000000000         0.3388083257         2.9222030340       -22.8009407863 
        0.4350000000         0.2000000000         0.3362593743         2.8355503529       -22.8673401832 
        0.4400000000         0.2000000000         0.3439062287         2.7438004553       -22.6681419926 
        0.4450000000         0.2000000000         0.3464551802         2.6622449908       -22.6017425957 
        0.4500000000         0.2000000000         0.3464551802         2.5730437014       -22.6017425957 
        0.4550000000         0.2000000000         0.3464551802         2.4863910203       -22.6017425957 
        0.4600000000         0.2000000000         0.3362593743         2.3920925144       -22.8673401832 
        0.4650000000         0.2000000000         0.3337104228         2.3028912251       -22.9337395800 
        0.4700000000         0.2000000000         0.3388083257         2.2111413274       -22.8009407863 
        0.4750001000         0.2000000000         0.3362593743         2.1219400381       -22.8673401832 
        0.4800001000         0.2000000000         0.3388083257         2.0327387487       -22.8009407863 
        0.4850000000         0.2000000000         0.3362593743         1.9409888511       -22.8673401832 
        0.4900000000         0.2000000000         0.3439062287         1.8619819948       -22.6681419926 
        0.4950000000         0.2000000000         0.3311614713         1.7574890559       -23.0001389769 
        0.5000000000         0.2000000000         0.3388083257         1.6810308078       -22.8009407863 
