           Time[sec]             ao1_Vcmd            ai2_Vgyro           ai3_Vpoten                Wgyro 
        0.0000000000         1.0000000000         1.2130986854         4.9305063487        -0.0259476601 
        0.0050000000         1.0000000000         1.2181965884         4.9407007818         0.1068511336 
        0.0100001000         1.0000000000         1.2156476369         4.9305063487         0.0404517368 
        0.0150000000         1.0000000000         1.2105497339         4.9330549570        -0.0923470570 
        0.0200000000         1.0000000000         1.2181965884         4.9381521735         0.1068511336 
        0.0250001000         1.0000000000         1.2232944913         4.9407007818         0.2396499274 
        0.0300001000         1.0000000000         1.2130986854         4.9279577404        -0.0259476601 
        0.0350000000         1.0000000000         1.2130986854         4.9305063487        -0.0259476601 
        0.0400001000         1.0000000000         1.2207455399         4.9330549570         0.1732505305 
        0.0450001000         1.0000000000         1.2130986854         4.9254091322        -0.0259476601 
        0.0500000000         1.0000000000         1.2130986854         4.9305063487        -0.0259476601 
        0.0550001000         1.0000000000         1.2130986854         4.9330549570        -0.0259476601 
        0.0600001000         1.0000000000         1.2207455399         4.9381521735         0.1732505305 
        0.0650000000         1.0000000000         1.2130986854         4.9305063487        -0.0259476601 
        0.0700001000         1.0000000000         0.9046755556         4.9024716578        -8.0602746813 
        0.0750001000         1.0000000000         0.4713538030         4.8514994924       -19.3481721491 
        0.0800000000         1.0000000000         0.5656650080         4.7801384609       -16.8913944649 
        0.0850001000         1.0000000000         0.5605671050         4.7062288212       -17.0241932587 
        0.0900001000         1.0000000000         0.5784097654         4.6476108310       -16.5593974806 
        0.0950000000         1.0000000000         0.5707629110         4.5660553665       -16.7585956712 
        0.1000000000         1.0000000000         0.5911545228         4.5023401598       -16.2274004962 
        0.1050001000         1.0000000000         0.6038992803         4.4386249531       -15.8954035119 
        0.1100000000         1.0000000000         0.6089971832         4.3800069630       -15.7626047181 
        0.1150000000         1.0000000000         0.6217419407         4.3213889728       -15.4306077338 
        0.1200001000         1.0000000000         0.6242908922         4.2500279413       -15.3642083369 
        0.1250000000         1.0000000000         0.6319377466         4.1939585594       -15.1650101463 
        0.1300000000         1.0000000000         0.6421335526         4.1251461362       -14.8994125588 
        0.1350001000         1.0000000000         0.6497804070         4.0741739709       -14.7002143682 
        0.1400000000         1.0000000000         0.6599762130         4.0155559807       -14.4346167808 
        0.1450000000         1.0000000000         0.6599762130         3.9543893823       -14.4346167808 
