           Time[sec]  \omega_{cmd}[rad/s]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.0000000000         1.2130986854         0.0065071409         1.1486723716 
        0.0050001000         0.6777840982         1.2130986854         0.0065071409         1.1486723716 
        0.0100001000         1.3506809328         1.2130986854         0.0065071409         1.1454696960 
        0.0150000000         2.0138523893         1.2130986854         0.0065071409         1.1454696960 
        0.0200000000         2.6625563562         1.2130986854         0.0065071409         1.1486723716 
        0.0250001000         3.2921272365         1.2232944913         0.2721047284         1.1582803984 
        0.0300000000         3.8980010058         1.2029028795        -0.2590904466         1.1390643447 
        0.0350000000         4.4758580648         1.2130986854         0.0065071409         1.1454696960 
        0.0400001000         5.0215414540         1.2895672300         1.9984890470         1.1518750472 
        0.0450001000         5.5311055557         1.2895672300         1.9984890470         1.1614830740 
        0.0500000000         6.0008885570         1.2870182785         1.9320896501         1.1710911008 
        0.0550001000         6.4275392802         1.2895672300         1.9984890470         1.1839018032 
        0.0600001000         6.8079629809         1.3125077934         2.5960836188         1.1999151812 
        0.0650000000         7.1394270250         1.2921161815         2.0648884438         1.2031178568 
        0.0700033000         7.4197286983         1.3328994052         3.1272787938         1.2159285592 
        0.0750001000         7.6463481085         1.3125077934         2.5960836188         1.2319419373 
        0.0800106000         7.8184498548         1.3150567448         2.6624830157         1.2351446129 
        0.0850001000         7.9337302239         1.3379973082         3.2600775875         1.2703740445 
        0.0900001000         7.9922640741         1.3354483567         3.1936781906         1.2639686933 
        0.0950000000         7.9933290747         1.3328994052         3.1272787938         1.2863874225 
        0.1000001000         7.9369159097         1.3558399686         3.7248733656         1.3152115030 
        0.1050001000         7.8234318834         1.3558399686         3.7248733656         1.3312248810 
        0.1100000000         7.6536964125         1.3634868231         3.9240715562         1.3504409346 
        0.1150001000         7.4289181821         1.3430952112         3.3928763812         1.3472382590 
        0.1200001000         7.1507253087         1.3787805320         4.3224679374         1.3728596638 
        0.1250000000         6.8211213148         1.3430952112         3.3928763812         1.3888730418 
        0.1300001000         6.4424550407         1.3813294835         4.3888673343         1.4273051491 
        0.1350001000         6.0174705546         1.3507420656         3.5920745718         1.4369131759 
        0.1400000000         5.5492264465         1.3762315805         4.2560685405         1.4689399319 
        0.1450000000         5.0410709695         1.3405462597         3.3264769844         1.4657372563 
        0.1500001000         4.4966557994         1.3660357746         3.9904709531         1.4913586612 
        0.1550000000         3.9199292132         1.3379973082         3.2600775875         1.5041693636 
        0.1600000000         3.3150046479         1.3609378716         3.8576721593         1.5361961196 
        0.1650001000         2.6862303331         1.3328994052         3.1272787938         1.5522094976 
        0.1700001000         2.0381526834         1.3405462597         3.3264769844         1.5586148488 
        0.1750000000         1.3754328022         1.3048609389         2.3968854282         1.5650202001 
        0.1800001000         0.7027960550         1.3328994052         3.1272787938         1.5938442805 
        0.1850001000         0.0251191301         1.3176056963         2.7288824125         1.6034523073 
