           Time[sec]  \omega_{cmd}[rad/s]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.0000000000         1.2130986854         0.0065071409         2.3528783986 
        0.0050000000         1.1023223255         1.2080007824        -0.1262916528         2.3400676962 
        0.0100000000         2.1836154841         1.2207455399         0.2057053315         2.3592837498 
        0.0150000000         3.2232514857         1.2130986854         0.0065071409         2.3400676962 
        0.0200000000         4.2013970397         1.2080007824        -0.1262916528         2.3432703718 
        0.0250000000         5.0993919180         1.2207455399         0.2057053315         2.3624864254 
        0.0300000000         5.9001049389         1.2029028795        -0.2590904466         2.3432703718 
        0.0350000000         6.5882607810         1.2283923943         0.4049035221         2.3624864254 
        0.0400000000         7.1507313932         1.3328994052         3.1272787938         2.3624864254 
        0.0450000000         7.5767864400         1.2615287636         1.2680956814         2.3752971278 
        0.0500000000         7.8582980058         1.3099588419         2.5296842219         2.3881078302 
        0.0550000000         7.9898956528         1.3150567448         2.6624830157         2.4073238839 
        0.0600000000         7.9690688731         1.3176056963         2.7288824125         2.4137292351 
        0.0650496000         7.7937474166         1.3507420656         3.5920745718         2.4361479643 
        0.0700000000         7.4746315397         1.3354483567         3.1936781906         2.4489586667 
        0.0750000000         7.0104534404         1.3303504538         3.0608793969         2.4521613423 
        0.0800000000         6.4125358790         1.3354483567         3.1936781906         2.4809854227 
        0.0850000000         5.6922854177         1.3532910171         3.6584739687         2.4841880984 
        0.0900000000         4.8634423816         1.3303504538         3.0608793969         2.5066068276 
        0.0950000000         3.9418187324         1.3481931142         3.5256751750         2.5162148544 
        0.1000000000         2.9449964215         1.3354483567         3.1936781906         2.5418362592 
        0.1050000000         1.8919919762         1.3430952112         3.3928763812         2.5546469616 
        0.1100000000         0.8028937188         1.3328994052         3.1272787938         2.5770656909 
        0.1150000000        -0.3015214614         1.3507420656         3.5920745718         2.5994844201 
        0.1200000000        -1.4001844718         1.3278015023         2.9944800000         2.6187004737 
        0.1250000000        -2.4721359550         1.2972140844         2.1976872376         2.6187004737 
        0.1300000000        -3.4969261332         1.2513329577         1.0024980939         2.6347138517 
        0.1350000000        -4.4550049319         1.2232944913         0.2721047284         2.6315111761 
        0.1400000000        -5.3280949395         1.2105497339        -0.0598922560         2.6411192029 
        0.1450000000        -6.0995400881         1.2156476369         0.0729065378         2.6347138517 
        0.1500000000        -6.7546234040         1.2080007824        -0.1262916528         2.6283085005 
        0.1550000000        -7.2808477655         1.2105497339        -0.0598922560         2.6283085005 
        0.1600000000        -7.6681743121         1.1927070735        -0.5246880341         2.6219031493 
        0.1650000000        -7.9092139579         1.0576126448        -4.0438560681         2.6090924469 
        0.1700000000        -7.9993683536         1.1417280438        -1.8526759714         2.5930790689 
        0.1750000000        -7.9369176105         1.1009448200        -2.9150663214         2.5834710421 
        0.1800001000        -7.7230473416         1.0932979656        -3.1142645120         2.5706603397 
        0.1850000000        -7.3618547789         1.0754553052        -3.5790602901         2.5514442860 
        0.1900000000        -6.8602132495         1.0780042567        -3.5126608932         2.5322282324 
        0.1950000000        -6.2276984125         1.0754553052        -3.5790602901         2.5194175300 
        0.2000000000        -5.4763768474         1.0882000626        -3.2470633057         2.5066068276 
        0.2052851000        -4.5689643395         1.0703574022        -3.7118590838         2.4809854227 
        0.2100001000        -3.6766192419         1.0652594992        -3.8446578775         2.4585666935 
        0.2150159000        -2.6592400037         1.0882000626        -3.2470633057         2.4425533155 
        0.2200000000        -1.5976798441         1.0780042567        -3.5126608932         2.4233372619 
        0.2250000000        -0.5023241562         1.0958469171        -3.0478651151         2.4265399375 
        0.2300091000         0.6046213348         1.1060427230        -2.7822675276         2.4009185327 
        0.2350000000         1.6960568794         1.1315322379        -2.1182735589         2.3977158570 
        0.2400001000         2.7571641475         1.1901581220        -0.5910874309         2.3817024790 
        0.2450000000         3.7656314573         1.2232944913         0.2721047284         2.3881078302 
        0.2500000000         4.7022820183         1.2156476369         0.0729065378         2.3752971278 
        0.2550000000         5.5492264465         1.2130986854         0.0065071409         2.3913105058 
        0.2600000000         6.2903074571         1.2130986854         0.0065071409         2.3849051546 
        0.2650000000         6.9113873375         1.2130986854         0.0065071409         2.3817024790 
        0.2700000000         7.4006176547         1.2334902973         0.5377023158         2.3849051546 
        0.2750000000         7.7486652890         1.3328994052         3.1272787938         2.3881078302 
        0.2800000000         7.9488904842         1.2717245696         1.5336932689         2.4137292351 
        0.2850000000         7.9974735143         1.3278015023         2.9944800000         2.4233372619 
        0.2900001000         7.8934839566         1.3023119874         2.3304860313         2.4297426131 
        0.2950000000         7.6389163580         1.3328994052         3.1272787938         2.4521613423 
        0.3000000000         7.2386164197         1.3354483567         3.1936781906         2.4681747203 
        0.3050000000         6.7002243203         1.3227035993         2.8616812063         2.4809854227 
        0.3100000000         6.0340110459         1.3227035993         2.8616812063         2.5066068276 
        0.3150238000         5.2487146798         1.3456441627         3.4592757781         2.5130121788 
        0.3200000000         4.3711547739         1.3558399686         3.7248733656         2.5354309080 
        0.3250000000         3.4062343325         1.3252525508         2.9280806031         2.5546469616 
        0.3300000000         2.3763326526         1.3328994052         3.1272787938         2.5578496372 
        0.3350086000         1.2992205604         1.3227035993         2.8616812063         2.5802683665 
        0.3400000000         0.2010407635         1.3354483567         3.1936781906         2.5898763933 
        0.3450000000        -0.9028510790         1.3048609389         2.3968854282         2.6058897713 
        0.3500001000        -1.9895405196         1.2921161815         2.0648884438         2.6187004737 
        0.3550001000        -3.0382532243         1.2462350547         0.8696993002         2.6315111761 
        0.3600000000        -4.0289856131         1.2207455399         0.2057053315         2.6379165273 
        0.3650000000        -4.9428769047         1.1901581220        -0.5910874309         2.6251058249 
        0.3700000000        -5.7624721991         1.2232944913         0.2721047284         2.6443218785 
        0.3750000000        -6.4721359550         1.2156476369         0.0729065378         2.6347138517 
        0.3800000000        -7.0583298115         1.2105497339        -0.0598922560         2.6315111761 
        0.3850000000        -7.5098708612         1.2003539280        -0.3254898435         2.6411192029 
        0.3900000000        -7.8181449885         1.0729063537        -3.6454596869         2.6283085005 
