           Time[sec]  \omega_{cmd}[rad/s]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.0000000000         1.2207455399         0.2057053315         1.3088061517 
        0.0050000000         0.9278187612         1.2130986854         0.0065071409         1.2991981249 
        0.0100000000         1.8431154134         1.2207455399         0.2057053315         1.3088061517 
        0.0150000000         2.7335368631         1.2130986854         0.0065071409         1.2991981249 
        0.0200000000         3.5870657312         1.2130986854         0.0065071409         1.2895900981 
        0.0250000000         4.3921825440         1.2181965884         0.1393059346         1.3056034761 
        0.0300000000         5.1380212254         1.2054518309        -0.1926910497         1.2895900981 
        0.0350000000         5.8145157258         1.2156476369         0.0729065378         1.2991981249 
        0.0400000000         6.4125358790         1.3328994052         3.1272787938         1.3088061517 
        0.0450000000         6.9240106420         1.2819203755         1.7992908564         1.3152115030 
        0.0500000000         7.3420370066         1.2946651330         2.1312878407         1.3376302322 
        0.0550000000         7.6609731685         1.3048609389         2.3968854282         1.3312248810 
        0.0600000000         7.8765146762         1.3405462597         3.3264769844         1.3664543126 
        0.0650000000         7.9857525224         1.3481931142         3.5256751750         1.3824676906 
        0.0700000000         7.9872124007         1.3328994052         3.1272787938         1.3888730418 
        0.0750000000         7.8808746092         1.3278015023         2.9944800000         1.4048864199 
        0.0800000000         7.6681743113         1.3558399686         3.7248733656         1.4176971223 
        0.0850000000         7.3519821717         1.3481931142         3.5256751750         1.4433185271 
        0.0900000000         6.9365656093         1.3303504538         3.0608793969         1.4497238783 
        0.0950000000         6.4275311992         1.3456441627         3.4592757781         1.4625345807 
        0.1000000000         5.8317490175         1.3532910171         3.6584739687         1.4849533100 
        0.1050000000         5.1572599090         1.3252525508         2.9280806031         1.4913586612 
        0.1100000000         4.4131669650         1.3456441627         3.4592757781         1.5201827416 
        0.1150000000         3.6095126731         1.3252525508         2.9280806031         1.5522094976 
        0.1200000000         2.7571433854         1.3227035993         2.8616812063         1.5490068220 
        0.1250000000         1.8675629108         1.3074098904         2.4632848251         1.5618175245 
        0.1300000000         0.9527772780         1.3048609389         2.3968854282         1.5650202001 
        0.1350000000         0.0251326999         1.3048609389         2.3968854282         1.5842362537 
        0.1400000000        -0.9028510790         1.3023119874         2.3304860313         1.6034523073 
        0.1450000000        -1.8186497279         1.2640777151         1.3344950783         1.6034523073 
        0.1500000000        -2.7099033620         1.2258434428         0.3385041252         1.6098576585 
        0.1550000000        -3.5645833790         1.2003539280        -0.3254898435         1.6034523073 
        0.1600000000        -4.3711547762         1.2207455399         0.2057053315         1.6194656853 
        0.1650000000        -5.1187318316         1.2054518309        -0.1926910497         1.6034523073 
        0.1700000000        -5.7972250415         1.2080007824        -0.1262916528         1.6066549829 
        0.1750000000        -6.3974772696         1.2156476369         0.0729065378         1.6194656853 
        0.1800000000        -6.9113873389         1.1697665101        -1.1222826059         1.5970469561 
        0.1850012000        -7.3321086519         1.0907490141        -3.1806639088         1.5906416049 
        0.1900000000        -7.6536964133         1.1672175587        -1.1886820028         1.5842362537 
        0.1950000000        -7.8720770057         1.1111406260        -2.6494687339         1.5778309025 
        0.2000000000        -7.9842138274         1.1315322379        -2.1182735589         1.5682228757 
        0.2050000000        -7.9885934488         1.1060427230        -2.7822675276         1.5361961196 
        0.2100000000        -7.8851567607         1.0983958685        -2.9814657182         1.5329934440 
        0.2150000000        -7.6752997748         1.1111406260        -2.6494687339         1.5297907684 
        0.2200000000        -7.3618547778         1.1289832864        -2.1846729558         1.5041693636 
        0.2250000000        -6.9490521141         1.1085916745        -2.7158681308         1.5041693636 
        0.2300000000        -6.4424630857         1.0983958685        -2.9814657182         1.4817506344 
        0.2350000000        -5.8489247578         1.1238853834        -2.3174717495         1.4657372563 
        0.2400000000        -5.1764476904         1.1009448200        -2.9150663214         1.4657372563 
        0.2450000000        -4.4341078299         1.1136895775        -2.5830693370         1.4401158515 
        0.2500000000        -3.6319239979         1.1111406260        -2.6494687339         1.4208997979 
