           Time[sec]  \omega_{cmd}[rad/s]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.0000000000         1.2130986854         0.0065071409         1.2383472885 
        0.0050000000         0.8528892367         1.2105497339        -0.0598922560         1.2383472885 
        0.0100000000         1.6960568819         1.2105497339        -0.0598922560         1.2287392617 
        0.0150000000         2.5198921572         1.2130986854         0.0065071409         1.2351446129 
        0.0200000000         3.3150046503         1.2130986854         0.0065071409         1.2287392617 
        0.0250000000         4.0723313282         1.2054518309        -0.1926910497         1.2287392617 
        0.0300000000         4.7832398645         1.2054518309        -0.1926910497         1.2287392617 
        0.0350000000         5.4396270316         1.2207455399         0.2057053315         1.2415499641 
        0.0400000000         6.0340110476         1.3227035993         2.8616812063         1.2543606665 
        0.0450000000         6.5596168746         1.2691756181         1.4672938720         1.2479553153 
        0.0500000000         7.0104534404         1.2972140844         2.1976872376         1.2671713689 
        0.0550000000         7.3813819199         1.2997630359         2.2640866345         1.2767793957 
        0.0600000000         7.6681743129         1.3354483567         3.1936781906         1.2895900981 
        0.0650000000         7.8675616400         1.3099588419         2.5296842219         1.2991981249 
        0.0700000000         7.9772712023         1.3532910171         3.6584739687         1.3152115030 
        0.0750000000         7.9960524828         1.3379973082         3.2600775875         1.3376302322 
        0.0800000000         7.9236914056         1.3405462597         3.3264769844         1.3440355834 
        0.0850000000         7.7610127713         1.3762315805         4.2560685405         1.3728596638 
        0.0900000000         7.5098708604         1.3507420656         3.5920745718         1.3824676906 
        0.0950087000         7.1724698530         1.3532910171         3.6584739687         1.4080890955 
        0.1000000000         6.7546234027         1.3532910171         3.6584739687         1.4401158515 
        0.1050000000         6.2591264830         1.3711336775         4.1232697468         1.4401158515 
        0.1100000000         5.6922854177         1.3379973082         3.2600775875         1.4657372563 
        0.1150000000         5.0605612933         1.3532910171         3.6584739687         1.4817506344 
        0.1200000000         4.3711547717         1.3456441627         3.4592757781         1.4913586612 
        0.1250000000         3.6319239979         1.3634868231         3.9240715562         1.5265880928 
        0.1300000000         2.8512950273         1.3328994052         3.1272787938         1.5329934440 
        0.1350000000         2.0381658030         1.3176056963         2.7288824125         1.5393987952 
        0.1400000000         1.2018047130         1.3303504538         3.0608793969         1.5714255513 
        0.1450000000         0.3517449440         1.3201546478         2.7952818094         1.5746282269 
        0.1500000000        -0.5023241588         1.3125077934         2.5960836188         1.5970469561 
        0.1550000000        -1.3506675577         1.2844693270         1.8656902532         1.5970469561 
        0.1600000000        -2.1836154866         1.2232944913         0.2721047284         1.5938442805 
