           Time[sec]  \omega_{cmd}[rad/s]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.0000000000         1.2080007824        -0.1262916528        -1.4486975431 
        0.0050000000         0.0502651519         1.2181965884         0.1393059346        -1.4390895163 
        0.0100000000         0.1005283192         1.2130986854         0.0065071409        -1.4454948675 
        0.0150000000         0.1507875177         1.2130986854         0.0065071409        -1.4454948675 
        0.0200000000         0.2010407637         1.2130986854         0.0065071409        -1.4454948675 
        0.0250000000         0.2512860728         1.2130986854         0.0065071409        -1.4454948675 
        0.0300000000         0.3015214614         1.2130986854         0.0065071409        -1.4454948675 
        0.0350000000         0.3517449467         1.2130986854         0.0065071409        -1.4454948675 
        0.0400000000         0.4019545456         1.2207455399         0.2057053315        -1.4358868407 
        0.0450000000         0.4521482759         1.2130986854         0.0065071409        -1.4486975431 
        0.0500000000         0.5023241564         1.2054518309        -0.1926910497        -1.4519002187 
        0.0550000000         0.5524802059         1.2130986854         0.0065071409        -1.4390895163 
        0.0600000000         0.6026144444         1.2054518309        -0.1926910497        -1.4551028943 
        0.0650000000         0.6527248927         1.2080007824        -0.1262916528        -1.4551028943 
        0.0700000000         0.7028095726         1.2130986854         0.0065071409        -1.4454948675 
        0.0750036000         0.7529025372         1.2691756181         1.4672938720        -1.4422921919 
        0.0800000000         0.8028937190         1.2487840062         0.9360986971        -1.4390895163 
        0.0850000000         0.8528892344         1.2487840062         0.9360986971        -1.4358868407 
        0.0900000000         0.9028510791         1.2615287636         1.2680956814        -1.4198734627 
        0.0950000000         0.9527772809         1.2538819092         1.0688974908        -1.4230761383 
        0.1000000000         1.0026658687         1.2513329577         1.0024980939        -1.4198734627 
        0.1050000000         1.0525148729         1.2615287636         1.2680956814        -1.4006574091 
        0.1100000000         1.1023223255         1.2513329577         1.0024980939        -1.4134681115 
        0.1150000000         1.1520862606         1.2538819092         1.0688974908        -1.4038600847 
        0.1200000000         1.2018047131         1.2487840062         0.9360986971        -1.4006574091 
        0.1250000000         1.2514757203         1.2436861032         0.8032999033        -1.4038600847 
        0.1300000000         1.3010973217         1.2589798122         1.2016962845        -1.3910493823 
        0.1350000000         1.3506675578         1.2513329577         1.0024980939        -1.3878467067 
        0.1400000000         1.4001844718         1.2589798122         1.2016962845        -1.3814413555 
        0.1450000000         1.4496461092         1.2640777151         1.3344950783        -1.3654279774 
        0.1500000000         1.4990505168         1.2564308607         1.1352968877        -1.3686306530 
        0.1550000000         1.5483957444         1.2513329577         1.0024980939        -1.3686306530 
        0.1600000000         1.5976798443         1.2462350547         0.8696993002        -1.3590226262 
        0.1650000000         1.6469008703         1.2513329577         1.0024980939        -1.3590226262 
        0.1700000000         1.6960568794         1.2538819092         1.0688974908        -1.3494145994 
        0.1750000000         1.7451459313         1.2538819092         1.0688974908        -1.3398065726 
        0.1800000000         1.7941660877         1.2564308607         1.1352968877        -1.3366038970 
        0.1850000000         1.8431154136         1.2564308607         1.1352968877        -1.3334012214 
        0.1900000000         1.8919919763         1.2538819092         1.0688974908        -1.3366038970 
        0.1950000000         1.9407938465         1.2615287636         1.2680956814        -1.3109824922 
        0.2000000000         1.9895190975         1.2615287636         1.2680956814        -1.3141851678 
        0.2050000000         2.0381658056         1.2564308607         1.1352968877        -1.3109824922 
        0.2100000000         2.0867320505         1.2564308607         1.1352968877        -1.3013744654 
        0.2150000000         2.1352159147         1.2538819092         1.0688974908        -1.3045771410 
        0.2200000000         2.1836154843         1.2666266666         1.4008944752        -1.2821584117 
        0.2250000000         2.2319288485         1.2742735211         1.6000926658        -1.2821584117 
        0.2300000000         2.2801540999         1.2717245696         1.5336932689        -1.2757530605 
        0.2350000000         2.3282893346         1.2717245696         1.5336932689        -1.2757530605 
        0.2400000000         2.3763326528         1.2819203755         1.7992908564        -1.2469289801 
        0.2450000000         2.4242821572         1.2844693270         1.8656902532        -1.2501316557 
        0.2500000000         2.4721359550         1.2768224726         1.6664920626        -1.2469289801 
        0.2550000000         2.5198921574         1.2742735211         1.6000926658        -1.2405236289 
        0.2600000000         2.5675488786         1.2870182785         1.9320896501        -1.2213075753 
        0.2650000000         2.6151042372         1.2793714240         1.7328914595        -1.2245102509 
        0.2700000000         2.6625563563         1.2819203755         1.7992908564        -1.2116995485 
        0.2750000000         2.7099033621         1.2870182785         1.9320896501        -1.1956861704 
        0.2800000000         2.7571433854         1.2921161815         2.0648884438        -1.1860781436 
        0.2850000000         2.8042745617         1.2972140844         2.1976872376        -1.1700647656 
        0.2900000000         2.8512950298         1.2742735211         1.6000926658        -1.1732674412 
        0.2950000000         2.8982029336         1.3023119874         2.3304860313        -1.1476460364 
        0.3000000000         2.9449964216         1.2946651330         2.1312878407        -1.1412406852 
        0.3050000000         2.9916736460         1.2895672300         1.9984890470        -1.1412406852 
        0.3100000000         3.0382327643         1.3023119874         2.3304860313        -1.1124166047 
        0.3150000000         3.0846719384         1.3023119874         2.3304860313        -1.1188219559 
        0.3200000000         3.1309893348         1.2921161815         2.0648884438        -1.1060112535 
        0.3250000000         3.1771831252         1.2972140844         2.1976872376        -1.0964032267 
        0.3300000000         3.2232514858         1.2972140844         2.1976872376        -1.0835925243 
        0.3350000000         3.2691925980         1.3125077934         2.5960836188        -1.0675791463 
        0.3400000000         3.3150046481         1.3150567448         2.6624830157        -1.0419577415 
        0.3450000000         3.3606858274         1.3099588419         2.5296842219        -1.0419577415 
        0.3500000000         3.4062343327         1.3150567448         2.6624830157        -1.0291470390 
        0.3550000000         3.4516483656         1.3125077934         2.5960836188        -1.0195390122 
        0.3600000000         3.4969261332         1.3150567448         2.6624830157        -1.0035256342 
        0.3650000000         3.5420658484         1.3227035993         2.8616812063        -0.9843095806 
        0.3700000000         3.5870657289         1.3099588419         2.5296842219        -0.9843095806 
        0.3750000000         3.6319239979         1.3328994052         3.1272787938        -0.9586881758 
        0.3800000000         3.6766388851         1.3074098904         2.4632848251        -0.9650935270 
        0.3850000000         3.7212086248         1.3227035993         2.8616812063        -0.9426747977 
        0.3900000000         3.7656314573         1.3252525508         2.9280806031        -0.9266614197 
        0.3950000000         3.8099056295         1.3354483567         3.1936781906        -0.9010400149 
        0.4000000000         3.8540293929         1.3252525508         2.9280806031        -0.9010400149 
        0.4050000000         3.8980010058         1.3252525508         2.9280806031        -0.8850266369 
        0.4100000000         3.9418187325         1.3150567448         2.6624830157        -0.8722159345 
        0.4150000000         3.9854808428         1.3354483567         3.1936781906        -0.8465945296 
        0.4200001000         4.0289864816         1.3227035993         2.8616812063        -0.8497972052 
        0.4250000000         4.0723313261         1.3303504538         3.0608793969        -0.8273784760 
        0.4300000000         4.1155162704         1.3354483567         3.1936781906        -0.7985543956 
        0.4350000000         4.1585387411         1.3278015023         2.9944800000        -0.7953517200 
        0.4400000000         4.2013970398         1.3252525508         2.9280806031        -0.7857436932 
        0.4450000000         4.2440894746         1.3328994052         3.1272787938        -0.7633249639 
        0.4500000000         4.2866143600         1.3507420656         3.5920745718        -0.7441089103 
        0.4550000000         4.3289700171         1.3354483567         3.1936781906        -0.7345008835 
        0.4600000000         4.3711547740         1.3481931142         3.5256751750        -0.7120821543 
        0.4650000000         4.4131669652         1.3430952112         3.3928763812        -0.6960687762 
        0.4700000000         4.4550049320         1.3532910171         3.6584739687        -0.6896634250 
        0.4750000000         4.4966670229         1.3456441627         3.4592757781        -0.6704473714 
        0.4800000000         4.5381515931         1.3507420656         3.5920745718        -0.6576366690 
        0.4850000000         4.5794570048         1.3405462597         3.3264769844        -0.6480286422 
        0.4900000000         4.6205816275         1.3507420656         3.5920745718        -0.6224072374 
        0.4950000000         4.6615238375         1.3507420656         3.5920745718        -0.6095965349 
        0.5000000000         4.7022820183         1.3507420656         3.5920745718        -0.5839751301 
        0.5050000000         4.7428545614         1.3507420656         3.5920745718        -0.5679617521 
        0.5100000000         4.7832398646         1.3634868231         3.9240715562        -0.5455430229 
        0.5150000000         4.8234363335         1.3507420656         3.5920745718        -0.5295296448 
        0.5200000000         4.8634423817         1.3660357746         3.9904709531        -0.5199216180 
        0.5250017000         4.9032699333         1.3532910171         3.6584739687        -0.4943002132 
        0.5300000000         4.9428769047         1.3660357746         3.9904709531        -0.4814895108 
        0.5350000000         4.9823022440         1.3660357746         3.9904709531        -0.4462600791 
        0.5400000000         5.0215308904         1.3660357746         3.9904709531        -0.4430574035 
        0.5450000000         5.0605612953         1.3634868231         3.9240715562        -0.4078279719 
        0.5500000000         5.0993919181         1.3634868231         3.9240715562        -0.3982199451 
        0.5550000000         5.1380212255         1.3532910171         3.6584739687        -0.3886119183 
        0.5600000000         5.1764476927         1.3762315805         4.2560685405        -0.3597878378 
        0.5650000000         5.2146698025         1.3609378716         3.8576721593        -0.3405717842 
        0.5700000000         5.2526860461         1.3736826290         4.1896691437        -0.3181530550 
        0.5750000000         5.2904949227         1.3583889201         3.7912727624        -0.3053423526 
        0.5800000000         5.3280949396         1.3787805320         4.3224679374        -0.2925316502 
        0.5850000000         5.3654846124         1.3660357746         3.9904709531        -0.2637075697 
        0.5900000000         5.4026624651         1.3787805320         4.3224679374        -0.2348834893 
        0.5950000000         5.4396270299         1.3736826290         4.1896691437        -0.2124647601 
        0.6000000000         5.4763768475         1.3813294835         4.3888673343        -0.2028567333 
        0.6050000000         5.5129104672         1.3787805320         4.3224679374        -0.1868433552 
        0.6100000000         5.5492264465         1.3762315805         4.2560685405        -0.1580192748 
        0.6150000000         5.5853233521         1.3915252894         4.6544649217        -0.1291951944 
        0.6200000000         5.6211997585         1.3838784350         4.4552667311        -0.1227898432 
        0.6250000000         5.6568542495         1.3787805320         4.3224679374        -0.0971684383 
        0.6300000000         5.6922854178         1.3940742409         4.7208643186        -0.0619390067 
        0.6350000000         5.7274918643         1.3889763379         4.5880655249        -0.0427229531 
        0.6400000000         5.7624721991         1.3838784350         4.4552667311        -0.0299122506 
        0.6450000000         5.7972250416         1.3966231924         4.7872637155        -0.0042908458 
        0.6500000000         5.8317490195         1.3838784350         4.4552667311         0.0213305590 
        0.6550000000         5.8660427698         1.3889763379         4.5880655249         0.0245332346 
        0.6600000000         5.9001049390         1.3787805320         4.3224679374         0.0565599907 
        0.6650000000         5.9339341820         1.4093679498         5.1192606998         0.0853840711 
        0.6700000000         5.9675291634         1.3711336775         4.1232697468         0.0981947735 
        0.6750000000         6.0008885571         1.3940742409         4.7208643186         0.1110054759 
        0.6800000000         6.0340110460         1.3787805320         4.3224679374         0.1462349076 
        0.6850710000         6.0673605575         1.3966231924         4.7872637155         0.1750589880 
        0.6900000000         6.0995400882         1.3762315805         4.2560685405         0.1782616636 
        0.6950000000         6.1319440546         1.3915252894         4.6544649217         0.2102884196 
        0.7000000000         6.1641059423         1.3966231924         4.7872637155         0.2263017977 
        0.7050000000         6.1960244817         1.3864273864         4.5216661280         0.2519232025 
        0.7100000000         6.2276984126         1.3940742409         4.7208643186         0.2807472829 
        0.7150000000         6.2591264847         1.3966231924         4.7872637155         0.3031660121 
        0.7200000000         6.2903074572         1.3966231924         4.7872637155         0.3255847414 
        0.7250000000         6.3212400991         1.3966231924         4.7872637155         0.3480034706 
