           Time[sec]  \omega_{cmd}[rad/s]          V_{gyro}[V] \omega_{gyro}[rad/s]          \theta[rad] 
        0.0000000000         0.0000000000         1.2105497339        -0.0598922560         0.7227165162 
        0.0050000000         0.0753971075         1.2181965884         0.1393059346         0.7355272187 
        0.0100000000         0.1507875177         1.2181965884         0.1393059346         0.7323245431 
        0.0150000000         0.2261645342         1.2207455399         0.2057053315         0.7355272187 
        0.0200000000         0.3015214616         1.2130986854         0.0065071409         0.7227165162 
        0.0250000000         0.3768516057         1.2130986854         0.0065071409         0.7259191919 
        0.0300000000         0.4521482759         1.2080007824        -0.1262916528         0.7163111650 
        0.0350000000         0.5274047838         1.2029028795        -0.2590904466         0.7163111650 
        0.0400001000         0.6026159479         1.2130986854         0.0065071409         0.7227165162 
        0.0450000000         0.6777705771         1.2130986854         0.0065071409         0.7323245431 
        0.0500000000         0.7528665068         1.2130986854         0.0065071409         0.7227165162 
        0.0550000000         0.8278955620         1.2130986854         0.0065071409         0.7195138406 
        0.0600000000         0.9028510790         1.2105497339        -0.0598922560         0.7163111650 
        0.0650000000         0.9777263997         1.2742735211         1.6000926658         0.7227165162 
        0.0700000000         1.0525148727         1.2538819092         1.0688974908         0.7451352455 
        0.0750000000         1.1272098555         1.2589798122         1.2016962845         0.7515405967 
        0.0800000000         1.2018047130         1.2589798122         1.2016962845         0.7515405967 
        0.0850000000         1.2762928192         1.2538819092         1.0688974908         0.7451352455 
        0.0900000000         1.3506675577         1.2564308607         1.1352968877         0.7643512991 
        0.0950000000         1.4249223221         1.2717245696         1.5336932689         0.7643512991 
        0.1000000000         1.4990505167         1.2640777151         1.3344950783         0.7739593259 
        0.1050000000         1.5730455569         1.2615287636         1.2680956814         0.7675539747 
        0.1100000000         1.6469008702         1.2564308607         1.1352968877         0.7867700283 
        0.1150000000         1.7206098961         1.2691756181         1.4672938720         0.8027834063 
        0.1200000000         1.7941660876         1.2742735211         1.6000926658         0.8027834063 
        0.1250000000         1.8675629108         1.2564308607         1.1352968877         0.8059860819 
        0.1300000000         1.9407938464         1.2538819092         1.0688974908         0.8027834063 
        0.1350000000         2.0138523893         1.2615287636         1.2680956814         0.8187967844 
        0.1400000000         2.0867320503         1.2615287636         1.2680956814         0.8252021356 
        0.1450000000         2.1594263559         1.2691756181         1.4672938720         0.8412155136 
        0.1500000000         2.2319288483         1.2640777151         1.3344950783         0.8476208648 
